feature,test,p,stat,spearman_r
TACSTD2,kruskal_CR_SD_PD,0.8260969959039185,0.3820861678004661,
CLDN4,kruskal_CR_SD_PD,0.9668871713573179,0.06734693877550058,
combined_z,kruskal_CR_SD_PD,0.8484995587989047,0.3285714285714221,
TACSTD2,spearman_ordinal_CR2_SD1_PD0,0.855694036496886,-0.03672464239553575,-0.03672464239553575
CLDN4,spearman_ordinal_CR2_SD1_PD0,0.8506413149672242,-0.038024629736970635,-0.038024629736970635
combined_z,spearman_ordinal_CR2_SD1_PD0,0.949968374229493,-0.012674876578990213,-0.012674876578990213
