gene	present	n_pos	pct_pos	mean	max	role
Acta2	True	773	9.715937657114129	1.5682504177093506	1070.0	caf
Ager	True	48	0.603318250377074	0.006033182609826326	1.0	host_at1
Atp5a1	True	4736	59.527400703871294	1.7598038911819458	34.0	module
Atp5b	True	4602	57.84313725490197	2.0580694675445557	72.0	module
B2m	True	7127	89.58019105077929	13.147812843322754	208.0	module
Bst2	True	3018	37.93363499245852	1.7450979948043823	102.0	module
Calr	True	4538	57.03871292106586	2.862619400024414	68.0	module
Canx	True	4049	50.892408245349415	1.2830568552017212	30.0	module
Cd14	True	3568	44.8466566113625	8.21857738494873	262.0	myeloid
Cd2	True	1465	18.413775766716945	0.5869783759117126	21.0	t
Cd3d	True	1521	19.11764705882353	1.1072146892547607	37.0	t
Cd3e	True	1581	19.871794871794872	1.3808445930480957	51.0	t
Cd3g	True	1393	17.50879839115133	1.1581196784973145	53.0	t
Cd4	True	547	6.875314228255405	0.12795375287532806	13.0	t
Cd68	True	2349	29.524886877828056	0.857340395450592	44.0	myeloid
Cd79a	True	288	3.619909502262444	0.3536953330039978	47.0	b
Cd8a	True	774	9.728506787330318	0.5511563420295715	31.0	t
Cd8b1	True	779	9.791352438411263	0.49673202633857727	26.0	t
Cdh1	True	371	4.663147310206134	0.06435395032167435	7.0	epithelial
Cdh5	True	278	3.494218200100553	0.32717445492744446	52.0	endo
Cldn4	True	6	0.07541478129713425	0.0021367522422224283	12.0	target
Cldn5	True	210	2.6395173453996983	0.28871291875839233	167.0	endo
Cmpk2	True	239	3.0040221216691805	0.09539970010519028	49.0	module
Col1a1	True	1288	16.189039718451482	27.91616439819336	1799.0	caf
Cox5a	True	5194	65.28406234288587	2.6495726108551025	57.0	module
Cox7a2	True	4994	62.77023629964806	2.304675817489624	39.0	module
Csf1r	True	2198	27.62694821518351	1.0231271982192993	27.0	myeloid
Cycs	True	4028	50.62845651080945	1.4404222965240479	60.0	module
Dcn	True	979	12.30517848164907	2.877199649810791	224.0	caf
Ddx58	True	890	11.186525892408246	0.14542484283447266	7.0	module
Dtx3l	True	1156	14.529914529914532	0.2047511339187622	32.0	module
Epcam	True	259	3.2554047259929617	0.059703368693590164	19.0	epithelial
Gzma	True	217	2.7275012569130217	0.7007290124893188	342.0	nk
H2-D1	True	6778	85.19356460532931	11.055052757263184	204.0	module
H2-K1	True	6556	82.40321769733534	11.463675498962402	228.0	module
H2-Q4	True	3439	43.22523881347411	1.1708145141601562	49.0	module
H2-Q7	True	4159	52.27501256913022	2.6336097717285156	64.0	module
H2-T23	True	2970	37.33031674208145	0.7026143670082092	16.0	module
Ifi27	True	2444	30.718954248366014	0.7112870812416077	42.0	module
Ifi27l2a	True	3236	40.67370537958773	2.740070343017578	161.0	module
Ifi44	True	538	6.762192056309703	0.11714429408311844	12.0	module
Ifih1	True	863	10.847159376571142	0.20110608637332916	21.0	module
Ifit1	True	667	8.383609854198088	0.5025138258934021	107.0	module
Ifit2	True	256	3.217697335344394	0.06963298469781876	16.0	module
Ifit3	True	222	2.790346907993967	0.07202111929655075	33.0	module
Ifitm3	True	4574	57.49120160884866	11.1483154296875	484.0	module
Irf1	True	2315	29.09753645047763	0.792106568813324	81.0	module
Irf7	True	1605	20.173453996983408	0.5157114267349243	51.0	module
Irf9	True	1394	17.52136752136752	0.22021116316318512	7.0	module
Isg15	True	2552	32.07642031171443	1.7683509588241577	143.0	module
Itgam	True	1045	13.134741075917548	0.2246103584766388	14.0	myeloid
Klrb1c	True	44	0.5530417295123178	0.006410256493836641	3.0	nk
Klrd1	True	754	9.477124183006536	0.2731271982192993	30.0	nk
Krt18	True	1321	16.60382101558572	0.2830568253993988	66.0	epithelial
Krt19	True	250	3.14228255404726	0.054675716906785965	44.0	epithelial
Krt7	True	142	1.7848164906988435	0.03330819681286812	42.0	epithelial
Krt8	True	973	12.229763700351935	0.19658119976520538	43.0	epithelial
Ly6e	True	5701	71.65661136249372	6.177853107452393	131.0	module
Lyz2	True	3039	38.19758672699849	11.886123657226562	1577.0	myeloid
Ms4a1	True	127	1.596279537456008	0.046128708869218826	36.0	b
Mx1	True	202	2.538964303670186	0.059451986104249954	14.0	module
Mx2	False	0	0			module
Napsa	True	1429	17.961287078934138	0.434137761592865	97.0	epithelial
Ncr1	True	70	0.8798391151332328	0.020613374188542366	15.0	nk
Ndufa1	True	4322	54.32378079436903	1.4725992679595947	44.0	module
Ndufb3	True	2701	33.9492207139266	0.5457516312599182	11.0	module
Nkg7	True	1146	14.404223227752638	1.4448214769363403	97.0	nk
Nkx2-1	False	0	0			epithelial
Nlrc5	True	740	9.30115635997989	0.11010558158159256	4.0	module
Oas1a	True	640	8.044243338360985	0.10796882957220078	8.0	module
Oas2	True	219	2.7526395173453997	0.03318250551819801	5.0	module
Oasl1	True	1248	15.686274509803921	0.6902966499328613	75.0	module
Parp9	True	981	12.330316742081449	0.16038210690021515	10.0	module
Pdgfra	True	674	8.471593765711413	0.31133735179901123	36.0	caf
Pdia3	True	4125	51.84766214177979	1.947963833808899	84.0	module
Pecam1	True	1079	13.562091503267974	0.4575163424015045	52.0	endo
Plscr1	True	1456	18.30065359477124	0.322775274515152	20.0	module
Prf1	True	416	5.228758169934641	0.14517346024513245	86.0	tnk
Psmb10	True	2760	34.69079939668175	0.7023630142211914	23.0	module
Psmb8	True	4478	56.28456510809452	2.254650592803955	74.0	module
Psmb9	True	2910	36.5761689291101	0.8489190340042114	38.0	module
Psme1	True	4368	54.90196078431373	1.7055052518844604	77.0	module
Psme2	True	4517	56.77476118652589	1.8585972785949707	46.0	module
Ptprc	True	3586	45.0729009552539	1.1850175857543945	24.0	immune
Rsad2	True	648	8.144796380090497	1.01483154296875	172.0	module
Scgb1a1	True	5	0.0628456510809452	0.0010055304737761617	3.0	host_club
Scgb3a2	False	0	0			host_club
Sdha	True	2357	29.625439919557568	0.42797887325286865	9.0	module
Sftpa1	False	0	0			host_at2
Sftpb	True	0	0.0	0.0	0.0	host_at2
Sftpc	False	0	0			host_at2
Sp100	True	1902	23.906485671191554	0.36990949511528015	14.0	module
Stat1	True	2952	37.10407239819005	1.0510306358337402	33.0	module
Stat2	True	1034	12.996480643539469	0.1845148354768753	9.0	module
Tacstd2	True	128	1.608848667672197	0.02048768289387226	6.0	audit
Tap1	True	2909	36.56359979889391	0.8004022240638733	38.0	module
Tap2	True	2354	29.587732528909	0.49069884419441223	12.0	module
Tapbp	True	3962	49.798893916540976	1.3484163284301758	31.0	module
Uqcrc1	True	2809	35.30668677727501	0.6525892615318298	26.0	module
Usp18	True	413	5.191050779286074	0.0908748134970665	14.0	module
Vdac1	True	2931	36.840120663650076	0.8598542213439941	30.0	module
Vwf	True	232	2.916038210155857	0.11274509876966476	29.0	endo
