sample	genotype	closest_to_user_KL	stk11	keap1	n_cells	n_epithelial	n_host_epithelial	n_tnk	n_t	n_nk_not_t	frac_tnk	n_cldn4_pos	n_myeloid	n_caf	n_endo	n_b	n_other	frac_epithelial	frac_host_epithelial	Cldn4_all_n	Cldn4_all_mean	Cldn4_all_pctpos	Cldn4_all_mean_log1p	Cldn4_epithelial_n	Cldn4_epithelial_mean	Cldn4_epithelial_pctpos	Cldn4_epithelial_mean_log1p	Cldn4_host_epithelial_n	Cldn4_host_epithelial_mean	Cldn4_host_epithelial_pctpos	Cldn4_host_epithelial_mean_log1p	Cldn4_epi_plus_host_n	Cldn4_epi_plus_host_mean	Cldn4_epi_plus_host_pctpos	Cldn4_epi_plus_host_mean_log1p	Cldn4_tnk_n	Cldn4_tnk_mean	Cldn4_tnk_pctpos	Cldn4_tnk_mean_log1p	ifn_isg_epithelial_mean	ifn_isg_all_mean	mhc1_epithelial_mean	mhc1_all_mean	ifn_core6_epithelial_mean	ifn_core6_all_mean	ctrl_oxphos_epithelial_mean	ctrl_oxphos_all_mean
LKR13-K-1	K	False	WT	WT	1767	127	0	753	693	60	0.42614601018675724	2	412	94	88	150	143	0.07187323146576118	0.0	1767	0.007357102353125811	0.11318619128466327	0.0018438576953485608	127	0.10236220806837082	1.574803149606299	0.025654302909970284	0	nan	nan	nan	127	0.10236220806837082	1.574803149606299	0.025654302909970284	753	0.0	0.0	0.0	0.30388081073760986	0.2428528368473053	1.2317177057266235	0.831295907497406	0.5663747191429138	0.49066615104675293	0.9767519235610962	0.570737898349762
LKR13-K-2	K	False	WT	WT	1323	80	3	419	392	27	0.3167044595616024	1	466	109	99	25	122	0.06046863189720333	0.0022675736961451248	1323	0.0007558579090982676	0.07558578987150416	0.0005239207530394197	80	0.0	0.0	0.0	3	0.0	0.0	0.0	83	0.0	0.0	0.0	419	0.0	0.0	0.0	0.26389870047569275	0.19572018086910248	0.9285041689872742	0.6904771327972412	0.4898572862148285	0.41291144490242004	0.6884862184524536	0.46378394961357117
LKR13-KK-1	KK	False	WT	KO	2172	82	0	367	317	50	0.16896869244935545	1	827	304	284	12	296	0.037753222836095765	0.0	2172	0.0004604051646310836	0.04604051565377532	0.0003191285359207541	82	0.0	0.0	0.0	0	nan	nan	nan	82	0.0	0.0	0.0	367	0.0	0.0	0.0	0.42285192012786865	0.30600351095199585	1.2752344608306885	0.8279961347579956	0.699420154094696	0.530877947807312	0.9592096209526062	0.5969094634056091
LKR13-KK-2	KK	False	WT	KO	681	20	0	44	41	3	0.06461086637298091	0	309	137	96	2	73	0.02936857562408223	0.0	681	0.0	0.0	0.0	20	0.0	0.0	0.0	0	nan	nan	nan	20	0.0	0.0	0.0	44	0.0	0.0	0.0	0.2754691541194916	0.22124642133712769	0.7841535806655884	0.6339566707611084	0.41082149744033813	0.34857097268104553	0.6601738929748535	0.547049343585968
LKR13-KLK-1	KLK	True	KO	KO	1232	60	0	171	153	18	0.1387987012987013	0	433	325	131	4	108	0.048701298701298704	0.0	1232	0.0	0.0	0.0	60	0.0	0.0	0.0	0	nan	nan	nan	60	0.0	0.0	0.0	171	0.0	0.0	0.0	0.5415366888046265	0.35876038670539856	1.3550034761428833	0.9150283336639404	0.915964663028717	0.5892652869224548	0.984731912612915	0.7212023138999939
LKR13-KLK-2	KLK	True	KO	KO	781	11	0	40	40	0	0.05121638924455826	2	288	234	65	22	121	0.014084507042253521	0.0	781	0.002560819499194622	0.2560819462227913	0.001775024808011949	11	0.0	0.0	0.0	0	nan	nan	nan	11	0.0	0.0	0.0	40	0.0	0.0	0.0	0.24136795103549957	0.16673439741134644	0.5708206295967102	0.3864996135234833	0.31894850730895996	0.2343730926513672	0.7352778911590576	0.4657168388366699
