interaction_name	pathway_name	ligand	receptor	lr_class	split	score	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	other	median	cellchat_hill	2	13	0.03353176088957717	0.00833989931987022	0.058088948013464044	0.5637715656906219	0.2734375	67.08469412600176	GSE123902+GSE131907
CADM1_CADM1	CADM	CADM1	CADM1	barrier	median	cellchat_hill	1	3	-0.002854789485212143	0.002225157088393572	0.005079946573605714	0.5741348617794214	1.0	0.0	GSE123902
LAMA4_CD44	LAMININ	LAMA4	CD44	other	median	cellchat_hill	2	7	-0.04557492807660244	0.003944646951232914	0.08743094735863376	0.6021803046447591	0.9375	69.50212327639467	GSE123902+GSE131907
CLEC2C_KLRB1	CLEC	CD69	KLRB1	other	median	cellchat_hill	2	16	-0.0493130127505901	0.005385672465281132	0.1096046956622799	0.6527703096144976	0.899932861328125	81.9769517465327	GSE123902+GSE131907
COL1A2_CD44	COLLAGEN	COL1A2	CD44	other	median	cellchat_hill	2	8	-0.060476970542358094	0.0022338670711138115	0.14399721356306913	0.674494885565784	1.0	83.63988304052337	GSE123902+GSE131907
PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	other	median	cellchat_hill	2	6	-0.00016567030866227147	-4.552176817036664e-05	0.0004101634571914566	0.6862767749177823	0.5625	0.0	GSE123902+GSE131907
LAMB1_CD44	LAMININ	LAMB1	CD44	other	median	cellchat_hill	2	8	-0.0304936432806244	0.010768941667768558	0.08304748489362501	0.7134823517176591	0.640625	94.67273171754404	GSE123902+GSE131907
ICOSL_CTLA4	ICOS	ICOSLG	CTLA4	other	median	cellchat_hill	2	4	0.0004188176521069482	0.00036614479112776627	0.0011459609282512793	0.7147584400459372	0.625	36.90686283239836	GSE123902+GSE131907
TNFSF14_TNFRSF14	LIGHT	TNFSF14	TNFRSF14	other	median	cellchat_hill	2	8	-0.0016850211108127761	0.00016163231527526495	0.005113999833112964	0.7417839760444582	0.9375	32.651872779660316	GSE123902+GSE131907
HLA-G_CD8A	MHC-I	HLA-G	CD8A	inhibitory	median	cellchat_hill	2	13	0.005716500543760037	0.0033701732334705976	0.018456520530220757	0.7567678348723352	0.09423828125	34.474791712403544	GSE123902+GSE131907
HLA-G_CD8B	MHC-I	HLA-G	CD8B	inhibitory	median	cellchat_hill	2	11	0.002218189740381019	0.0011474328905544803	0.007919616719841564	0.7794099781719972	0.0537109375	8.464184418793383	GSE123902+GSE131907
COL9A3_CD44	COLLAGEN	COL9A3	CD44	other	median	cellchat_hill	1	4	0.0016265061400017374	0.008032736297778608	0.009661756008558777	0.8663120512166379	0.875	0.0	GSE131907
FN1_SDC1	FN1	FN1	SDC1	other	median	cellchat_hill	1	3	0.0006205522685070412	-0.0037324728071719306	0.004353025075678971	0.8866404092305648	0.75	0.0	GSE123902
CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	other	median	cellchat_hill	2	24	0.0030230890815930197	0.002483916851625065	0.022410919375366357	0.8926960178342083	0.377758613852039	67.53491449153528	GSE123902+GSE131907
CD70_CD27	CD70	CD70	CD27	other	median	cellchat_hill	1	4	0.0002734216322409888	0.0016121139302298058	0.0027890501461131853	0.9219053265513268	0.875	0.0	GSE123902
LCK_CD8A_CD8B1	LCK	LCK	CD8 receptor	other	median	cellchat_hill	2	8	-0.001006161397392461	-0.0016131238794769246	0.010499059615772445	0.9236528282176004	0.84375	74.78349866720639	GSE123902+GSE131907
COL1A1_SDC1	COLLAGEN	COL1A1	SDC1	other	median	cellchat_hill	1	3	0.0002642945570843474	-0.0025477256381536625	0.0028120201952380095	0.925119140294289	0.75	0.0	GSE123902
COL4A3_SDC4	COLLAGEN	COL4A3	SDC4	other	median	cellchat_hill	1	4	0.00024253175429571122	0.00029898440337122983	0.0038987660215769	0.9503977396405928	0.625	0.0	GSE123902
CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	other	median	cellchat_hill	2	24	0.0019363083337905589	0.020333902472628854	0.053875988464813944	0.9713301225048121	0.060427069664001465	79.94875287774617	GSE123902+GSE131907
CD86_CTLA4	CD86	CD86	CTLA4	inhibitory	median	cellchat_hill	0	2	-0.0011297409241779089	-0.0011297409241779089	0.0018198078729926757		1.0		
CXCL9_CXCR3	CXCL	CXCL9	CXCR3	recruit	median	cellchat_hill	0	2	0.004339862244247055	0.004339862244247055	0.0020837889603923395		0.5		
CDH1_CDH1	CDH	CDH1	CDH1	barrier|inhibitory	median	cellchat_hill	0	2	-0.007655552938676625	-0.007655552938676625	0.015404012856715742		1.0		
ANGPTL4_SDC1	ANGPTL	ANGPTL4	SDC1	other	median	cellchat_hill	0	2	0.02390057300196837	0.02390057300196837	0.022487192714438196		0.5		
COL6A1_SDC1	COLLAGEN	COL6A1	SDC1	other	median	cellchat_hill	0	2	0.01368465662357595	0.01368465662357595	0.016989900394058483		1.0		
COL6A2_SDC1	COLLAGEN	COL6A2	SDC1	other	median	cellchat_hill	0	2	-0.00019126952012874301	-0.00019126952012874301	0.000191269520128743		1.0		
FGF18_FGFR1	FGF	FGF18	FGFR1	other	median	cellchat_hill	0	1	0.0009361292693145444	0.0009361292693145444					
FGF9_FGFR1	FGF	FGF9	FGFR1	other	median	cellchat_hill	0	1	0.0002688286577260384	0.0002688286577260384					
IGF2_IGF2R	IGF	IGF2	IGF2R	other	median	cellchat_hill	0	1	0.002628812642924718	0.002628812642924718					
ANGPTL4_SDC2	ANGPTL	ANGPTL4	SDC2	other	median	cellchat_hill	0	1	0.0012971092757940808	0.0012971092757940808					
MDK_SDC2	MK	MDK	SDC2	other	median	cellchat_hill	0	1	0.010658992790986664	0.010658992790986664					
SEMA3C_PLXND1	SEMA3	SEMA3C	PLXND1	other	median	cellchat_hill	0	1	0.0003969082400228294	0.0003969082400228294					
GAS6_AXL	GAS	GAS6	AXL	other	median	cellchat_hill	0	1	0.0032460866873027343	0.0032460866873027343					
TNXB_SDC4	TENASCIN	TNXB	SDC4	other	median	cellchat_hill	0	1	0.006008182086226334	0.006008182086226334					
AGRN_DAG1	AGRN	AGRN	DAG1	other	median	cellchat_hill	0	1	0.0024423419978227925	0.0024423419978227925					
HSPG2_DAG1	HSPG	HSPG2	DAG1	other	median	cellchat_hill	0	1	0.002786469761885754	0.002786469761885754					
LAMA3_DAG1	LAMININ	LAMA3	DAG1	other	median	cellchat_hill	0	1	0.0005969117367467025	0.0005969117367467025					
LAMA5_DAG1	LAMININ	LAMA5	DAG1	other	median	cellchat_hill	0	1	0.0001804915045935974	0.0001804915045935974					
LAMB2_DAG1	LAMININ	LAMB2	DAG1	other	median	cellchat_hill	0	1	0.0008911840230642707	0.0008911840230642707					
LAMB3_DAG1	LAMININ	LAMB3	DAG1	other	median	cellchat_hill	0	1	3.138943642909553e-05	3.138943642909553e-05					
LAMC1_DAG1	LAMININ	LAMC1	DAG1	other	median	cellchat_hill	0	1	0.0004750774675184109	0.0004750774675184109					
LAMC2_DAG1	LAMININ	LAMC2	DAG1	other	median	cellchat_hill	0	1	0.00034929342770124213	0.00034929342770124213					
ANXA1_FPR1	ANNEXIN	ANXA1	FPR1	other	median	cellchat_hill	0	1	0.002653259915236624	0.002653259915236624					
PTN_SDC4	PTN	PTN	SDC4	other	median	cellchat_hill	0	1	-0.00014719928454453538	-0.00014719928454453538					
NRXN1_CLSTN1	NRXN	NRXN1	CLSTN1	other	median	cellchat_hill	0	1	6.584840315877776e-05	6.584840315877776e-05					
FGF7_FGFR1	FGF	FGF7	FGFR1	other	median	cellchat_hill	0	1	4.466628047287419e-05	4.466628047287419e-05					
CXCL11_CXCR3	CXCL	CXCL11	CXCR3	recruit	median	cellchat_hill	0	1	0.013036858478228183	0.013036858478228183					
PDCD1LG2_PDCD1	PDL2	PDCD1LG2	PDCD1	inhibitory	median	cellchat_hill	0	1	0.016248583964899563	0.016248583964899563					
KLK8_F2R	KLK	KLK8	F2R	other	median	cellchat_hill	0	1	0.0006484408269338704	0.0006484408269338704					
AREG_EGFR	EGF	AREG	EGFR	other	median	cellchat_hill	0	1	0.002161668456631775	0.002161668456631775					
HBEGF_EGFR	EGF	HBEGF	EGFR	other	median	cellchat_hill	0	1	0.0002767570740122092	0.0002767570740122092					
CSF1_CSF1R	CSF	CSF1	CSF1R	other	median	cellchat_hill	0	1	0.0014787773620311103	0.0014787773620311103					
HC_C5AR1	COMPLEMENT	C5	C5AR1	other	median	cellchat_hill	0	1	0.0010394618678229856	0.0010394618678229856					
GAS6_MERTK	GAS	GAS6	MERTK	other	median	cellchat_hill	0	1	-0.0003042474524428908	-0.0003042474524428908					
SCGB3A2_MARCO	UGRP1	SCGB3A2	MARCO	other	median	cellchat_hill	0	1	0.04005935679348488	0.04005935679348488					
COL4A3_SDC1	COLLAGEN	COL4A3	SDC1	other	median	cellchat_hill	0	1	-0.0036573143334057995	-0.0036573143334057995					
COL4A4_SDC1	COLLAGEN	COL4A4	SDC1	other	median	cellchat_hill	0	1	0.006612722736089304	0.006612722736089304					
THBS1_SDC1	THBS	THBS1	SDC1	other	median	cellchat_hill	0	1	0.004888810900514864	0.004888810900514864					
CD99_PILRA	CD99	CD99	PILRA	other	median	cellchat_hill	0	1	0.0011639930142129246	0.0011639930142129246					
CD99_CD99L2	CD99	CD99	CD99L2	other	median	cellchat_hill	0	1	0.0002492920366128769	0.0002492920366128769					
CEACAM1_CEACAM5	CEACAM	CEACAM1	CEACAM5	barrier	median	cellchat_hill	0	1	4.013646940867867e-05	4.013646940867867e-05					
F11R_F11R	JAM	F11R	F11R	barrier	median	cellchat_hill	0	1	0.017888297148940836	0.017888297148940836					
OCLN_OCLN	OCLN	OCLN	OCLN	barrier	median	cellchat_hill	0	1	0.0013907650933477327	0.0013907650933477327					
SEMA4A_PLXNB2	SEMA4	SEMA4A	PLXNB2	other	median	cellchat_hill	0	1	0.008784821089629576	0.008784821089629576					
SEMA4D_PLXNB2	SEMA4	SEMA4D	PLXNB2	other	median	cellchat_hill	0	1	0.002956937848440067	0.002956937848440067					
SEMA4C_PLXNB2	SEMA4	SEMA4C	PLXNB2	other	median	cellchat_hill	0	1	-0.0011924347207478703	-0.0011924347207478703					
GJA1_GJA1	GAP	GJA1	GJA1	other	median	cellchat_hill	0	1	0.0029575915547270792	0.0029575915547270792					
PROS1_MERTK	PROS	PROS1	MERTK	other	median	cellchat_hill	0	1	-0.0010610106375681617	-0.0010610106375681617					
CCL28_CCR10	CCL	CCL28	CCR10	other	median	cellchat_hill	0	1	0.0011296236162593838	0.0011296236162593838					
COL4A1_SDC1	COLLAGEN	COL4A1	SDC1	other	median	cellchat_hill	0	1	0.0	0.0					
TNXB_SDC1	TENASCIN	TNXB	SDC1	other	median	cellchat_hill	0	1	0.0	0.0					
THBS3_SDC1	THBS	THBS3	SDC1	other	median	cellchat_hill	0	1	0.0416066630588713	0.0416066630588713					
THBS4_SDC1	THBS	THBS4	SDC1	other	median	cellchat_hill	0	1	0.0	0.0					
THBS4_CD47	THBS	THBS4	CD47	other	median	cellchat_hill	0	1	0.0	0.0					
SIRPG_CD47	SIRP	SIRPG	CD47	other	median	cellchat_hill	0	1	0.0	0.0					
CCL8_CCR1	CCL	CCL8	CCR1	other	median	cellchat_hill	0	1	-0.0004982248280553411	-0.0004982248280553411					
CCL7_CCR1	CCL	CCL7	CCR1	other	median	cellchat_hill	0	1	-0.0007142650964751507	-0.0007142650964751507					
CCL13_CCR1	CCL	CCL13	CCR1	other	median	cellchat_hill	0	1	-0.0005967272051894833	-0.0005967272051894833					
CCL15_CCR1	CCL	CCL15	CCR1	other	median	cellchat_hill	0	1	0.00047242358597085455	0.00047242358597085455					
SIGLEC1_SPN	SN	SIGLEC1	SPN	other	median	cellchat_hill	0	1	0.001722362546728019	0.001722362546728019					
PRSS3_F2R	PARs	PRSS3	F2R	other	median	cellchat_hill	0	1	0.0029004996840936038	0.0029004996840936038					
COL9A1_CD44	COLLAGEN	COL9A1	CD44	other	median	cellchat_hill	0	1	0.04651364088287353	0.04651364088287353					
HLA-F_KIR3DL2	MHC-I	HLA-F	KIR3DL2	inhibitory	median	cellchat_hill	0	1	0.005224719139696693	0.005224719139696693					
HLA-B_KIR3DL2	MHC-I	HLA-B	KIR3DL2	other	median	cellchat_hill	0	1	0.01312269698528943	0.01312269698528943					
COL3A1_ADGRG1	ADGRG	COL3A1	ADGRG1	other	median	cellchat_hill	0	1	0.005390555734302612	0.005390555734302612					
