interaction_name	pathway_name	ligand	receptor	lr_class	split	score	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	q4q1	liana_mean	2	17	0.02268812284113747	0.022083258256316185	0.009092490598622657	0.012586507242732683	0.017425537109375	0.0	GSE123902+GSE131907
HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	q4q1	liana_mean	2	17	0.08821647697125791	0.06449183821678162	0.035591963069045864	0.013191744465803694	0.0002899169921875	39.31146573236819	GSE123902+GSE131907
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	q4q1	liana_mean	2	17	0.13614176610398168	0.11951103806495667	0.05556683949375799	0.014283472942065367	0.0001068115234375	51.75503451021359	GSE123902+GSE131907
HLA-B_CD8B	MHC-I	HLA-B	CD8B	other	q4q1	liana_mean	2	26	0.1725628630292964	0.18733566999435425	0.07079918489944502	0.014795079663612714	0.00010919570922851562	63.28181391062386	GSE123902+GSE131907
CCL20_CCR6	CCL	CCL20	CCR6	other	q4q1	liana_mean	2	8	0.05457007683649704	0.04358949000015855	0.023294633485313507	0.019149750634621928	0.0078125	83.2154421905373	GSE123902+GSE131907
HLA-C_CD8B	MHC-I	HLA-C	CD8B	other	q4q1	liana_mean	2	26	0.17140672526685424	0.17108476161956787	0.07464571902306	0.02166044827028117	0.0002174675464630127	59.55951201177869	GSE123902+GSE131907
COL4A4_CD44	COLLAGEN	COL4A4	CD44	other	q4q1	liana_mean	2	13	0.31409670722714417	0.33839628379791975	0.14212796274955325	0.027108136434104393	0.000732421875	73.98615971344255	GSE123902+GSE131907
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	q4q1	liana_mean	2	26	0.06673354535022724	0.08362671732902527	0.030503132296891538	0.02868705878348659	0.0024107694625854492	0.0	GSE123902+GSE131907
HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	other	q4q1	liana_mean	2	18	0.06594898778727386	0.07074133679270744	0.030599548061747972	0.03114403513839516	0.01203155517578125	26.197371514771373	GSE123902+GSE131907
HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	other	q4q1	liana_mean	2	14	0.08096411364758413	0.022450508316978812	0.039680702367020565	0.041311483707422346	0.0166015625	0.0	GSE123902+GSE131907
HLA-E_CD8B	MHC-I	HLA-E	CD8B	inhibitory	q4q1	liana_mean	2	26	0.13409237769225196	0.1423146352171898	0.06669300805786635	0.04436865022562869	0.0002174675464630127	68.84037929963598	GSE123902+GSE131907
MDK_NCL	MK	MDK	NCL	other	q4q1	liana_mean	2	34	0.22927624664416754	0.14825934171676636	0.11722889461835617	0.05048874447768926	2.0244624465703964e-07	90.12318161122201	GSE123902+GSE131907
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	q4q1	liana_mean	2	18	0.0713779283229505	0.05383902182802558	0.04084447726737933	0.08054129210256901	0.0047454833984375	43.05825707544845	GSE123902+GSE131907
HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	other	q4q1	liana_mean	2	17	0.05743204318938242	0.04943116381764412	0.03546422954402056	0.10535352782767271	0.0008392333984375	64.01262863606385	GSE123902+GSE131907
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	inhibitory	q4q1	liana_mean	2	17	0.03512301403154521	0.037858160212635994	0.028279148539158867	0.21423249734116334	0.0395355224609375	64.74549163821256	GSE123902+GSE131907
CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	other	q4q1	liana_mean	2	20	0.14402640392652918	0.014061456313356757	0.11983904906767628	0.22942862494013272	0.03276824951171875	76.64503190428194	GSE123902+GSE131907
COL1A2_CD44	COLLAGEN	COL1A2	CD44	other	q4q1	liana_mean	2	8	0.19322052162459688	0.16061230591731146	0.18722341977317	0.30205722391933776	0.3125	37.463785819944675	GSE123902+GSE131907
SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	other	q4q1	liana_mean	2	14	0.15763656191581812	0.09178704209625721	0.16023199148562023	0.32521285053346527	0.090576171875	77.87836454548457	GSE123902+GSE131907
CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	other	q4q1	liana_mean	2	26	0.08360753196165453	0.017727911472320557	0.09352094307091008	0.3713229847104941	0.035724371671676636	81.8582256412792	GSE123902+GSE131907
TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A	other	q4q1	liana_mean	2	9	0.008635561213427392	0.021746882237493992	0.010463898433270502	0.4092172483203903	0.42578125	0.0	GSE123902+GSE131907
HLA-DQA2_CD4	MHC-II	HLA-DQA2	CD4	other	q4q1	liana_mean	2	8	0.04453893607085781	0.02615925297141075	0.05782291339328419	0.44114302442361786	0.25	55.45767368621362	GSE123902+GSE131907
MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	q4q1	liana_mean	2	34	0.08411338520369231	0.005266666412353516	0.1429533295389854	0.5562654990352139	0.19647399161476642	96.18286422307443	GSE123902+GSE131907
MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	q4q1	liana_mean	2	34	0.08411338520369228	0.005266666412353516	0.1429533295389854	0.5562654990352142	0.19647399161476642	96.18286422307443	GSE123902+GSE131907
LAMB1_CD44	LAMININ	LAMB1	CD44	other	q4q1	liana_mean	2	8	0.04755275692577267	0.005825520493090153	0.08114173964709137	0.5578448931093904	0.3125	68.6172548588058	GSE123902+GSE131907
PPIA_BSG	CypA	PPIA	BSG	other	q4q1	liana_mean	2	33	0.054289598712700275	-0.001304030418395996	0.10673209144092445	0.6109954707002436	0.8600672783795744	89.93430098584196	GSE123902+GSE131907
LAMA4_CD44	LAMININ	LAMA4	CD44	other	q4q1	liana_mean	2	9	0.08456122344484819	0.3238323228433728	0.34427694697755146	0.8059765861815068	0.25	75.58610314295696	GSE123902+GSE131907
LCK_CD8A_CD8B1	LCK	LCK	CD8 receptor	other	q4q1	liana_mean	2	11	0.012506028020624883	0.07588756017121066	0.13740848519809748	0.9274818591966261	0.51953125	84.18960600862009	GSE123902+GSE131907
COL1A1_SDC4	COLLAGEN	COL1A1	SDC4	other	q4q1	liana_mean	1	8	-0.004619768621133906	0.05440815887413919	0.09368475964759028	0.9606707777225448	0.1953125	0.0	GSE123902
CLEC2C_KLRB1	CLEC	CD69	KLRB1	other	q4q1	liana_mean	2	16	-0.007524592286482385	-0.001713188481517136	0.22994457164744192	0.9738950798329514	0.93988037109375	90.60010637046041	GSE123902+GSE131907
