interaction_name	pathway_name	ligand	receptor	lr_class	split	score	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
CCL20_CCR6	CCL	CCL20	CCR6	other	tertile	cellchat_hill	2	7	0.004060574429750625	0.004748972092789516	0.0017091299610358312	0.017510299683530933	0.015625	65.54692248403587	GSE123902+GSE131907
CLDN3_CLDN3	CLDN	CLDN3	CLDN3	barrier	tertile	cellchat_hill	1	3	0.06334701350424674	0.061319348128221894	0.026793160258565846	0.018064278625975195	0.25	0.0	GSE131907
COL1A2_SDC4	COLLAGEN	COL1A2	SDC4	other	tertile	cellchat_hill	1	4	-0.0015859788567797461	-0.0018505518051421014	0.0006818151056315235	0.02001253291523923	0.25	0.0	GSE123902
HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	inhibitory	tertile	cellchat_hill	1	4	0.06486754317945492	0.05589096287259934	0.02810687066521501	0.021005300054815414	0.125	0.0	GSE131907
LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	tertile	cellchat_hill	2	22	0.012946829682733916	0.00997153293703516	0.0056264319772604595	0.021387515492328056	1.5735626220703125e-05	79.93697007219389	GSE123902+GSE131907
HLA-F_CD8A	MHC-I	HLA-F	CD8A	inhibitory	tertile	cellchat_hill	2	28	0.037651991565336336	0.014049572607940255	0.016440284572099534	0.022008133012891964	6.318092346191406e-05	27.024044630108413	GSE123902+GSE131907
TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	other	tertile	cellchat_hill	1	8	0.04905051413783408	0.016526292116563885	0.021453766489159844	0.02223462165816454	0.0078125	0.0	GSE131907
NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	barrier	tertile	cellchat_hill	1	3	0.004911060829153273	0.003148162335194765	0.0021838422072012944	0.024524160335378808	0.25	0.0	GSE123902
TNF_TNFRSF1B	TNF	TNF	TNFRSF1B	attack	tertile	cellchat_hill	1	5	0.0073674902391168105	0.0023005736413668886	0.003313986177134976	0.02620564903903812	0.4375	0.0	GSE131907
THBS3_SDC4	THBS	THBS3	SDC4	other	tertile	cellchat_hill	1	3	0.0023582689810477666	0.001287055809798049	0.0010712131712497179	0.0277010966151979	0.25	0.0	GSE123902
COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	tertile	cellchat_hill	2	14	0.062466741725189893	0.034642213769121286	0.029315610687720647	0.03310270289641066	0.000244140625	0.0	GSE123902+GSE131907
CCL3L3_CCR1	CCL	CCL3L3	CCR1	other	tertile	cellchat_hill	1	2	0.005646386044912241	0.005646386044912241	0.0026607860282481756	0.03383148666136787	0.5	0.0	GSE131907
MDK_SDC4	MK	MDK	SDC4	other	tertile	cellchat_hill	1	8	0.030649712430548346	0.010859889446190983	0.014660859470419691	0.036565651565500686	0.0078125	0.0	GSE123902
COL9A2_SDC4	COLLAGEN	COL9A2	SDC4	other	tertile	cellchat_hill	1	4	0.00781190739444016	0.0040980952720000244	0.003741462443423193	0.03680425286658583	0.125	0.0	GSE123902
HLA-C_CD8A	MHC-I	HLA-C	CD8A	other	tertile	cellchat_hill	2	30	0.03568585879897422	0.0303644452141075	0.017439310244082684	0.04072800125306224	8.856505155563354e-05	55.37058665202811	GSE123902+GSE131907
THBS1_CD47	THBS	THBS1	CD47	other	tertile	cellchat_hill	2	18	0.016292198667793713	0.010516521377369224	0.008016939505000617	0.0421312140305023	1.52587890625e-05	39.53081869626972	GSE123902+GSE131907
COL4A4_CD44	COLLAGEN	COL4A4	CD44	other	tertile	cellchat_hill	2	12	0.06350404921431518	0.034415822850448974	0.031435998878882494	0.04337239606511143	0.0048828125	61.3630454391936	GSE123902+GSE131907
TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	other	tertile	cellchat_hill	2	6	0.0051623597363447665	0.0024650573886290735	0.002654804320512752	0.051830977324289235	0.03125	0.0	GSE123902+GSE131907
COL1A1_SDC4	COLLAGEN	COL1A1	SDC4	other	tertile	cellchat_hill	1	8	0.009029073371054065	0.0026696401799488944	0.004845973824614916	0.062432538404444946	0.015625	0.0	GSE123902
COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	tertile	cellchat_hill	2	18	0.07819616267202713	0.06469099257332882	0.043000981359373594	0.06899173094739122	0.00193023681640625	59.35518210221402	GSE123902+GSE131907
COL4A3_SDC4	COLLAGEN	COL4A3	SDC4	other	tertile	cellchat_hill	1	4	0.008897119193056918	0.004561469656430301	0.004949252413919868	0.07222942694439226	0.25	0.0	GSE123902
HLA-B_CD8A	MHC-I	HLA-B	CD8A	other	tertile	cellchat_hill	2	30	0.028947044572408386	0.031162576740672132	0.01625203077682611	0.07489056265183991	1.597777009010315e-05	76.11613902388594	GSE123902+GSE131907
ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4	other	tertile	cellchat_hill	1	7	0.0016560983161768416	0.001094628689327166	0.0009443950179753929	0.07949776147154385	0.109375	0.0	GSE123902
CCL5_CCR1	CCL	CCL5	CCR1	recruit	tertile	cellchat_hill	1	2	0.006674119174607694	0.006674119174607694	0.0038131082400023665	0.08006494072824752	0.5	0.0	GSE131907
IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	other	tertile	cellchat_hill	2	21	0.041450572267354026	0.029426263976178344	0.023991334690097888	0.08403646607263608	0.00029277801513671875	63.67894265535094	GSE123902+GSE131907
LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	other	tertile	cellchat_hill	2	12	0.004065711301338835	0.004432173390757773	0.002378973232174463	0.08744736412516498	0.0048828125	25.347650516842652	GSE123902+GSE131907
TNF_TNFRSF1A	TNF	TNF	TNFRSF1A	attack	tertile	cellchat_hill	1	2	0.004958144446018246	0.004958144446018246	0.002945590148868507	0.09232803038895922	0.5	0.0	GSE131907
HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	other	tertile	cellchat_hill	2	18	0.0065108922633271855	0.00496347701437057	0.0038703029260971056	0.09251660787993626	0.06653594970703125	0.0	GSE123902+GSE131907
HLA-DOB_CD4	MHC-II	HLA-DOB	CD4	other	tertile	cellchat_hill	1	4	0.003576388676758899	0.0026243844682549184	0.0021719938805610435	0.0996418479362981	0.125	0.0	GSE123902
CDH1_KLRG1	CDH1	CDH1	KLRG1	barrier|inhibitory	tertile	cellchat_hill	2	12	0.0426241372001484	0.03600597136679681	0.026020896736296414	0.10140639583201526	0.00048828125	71.23313357456541	GSE123902+GSE131907
PVR_CD226	PVR	PVR	CD226	barrier|inhibitory	tertile	cellchat_hill	2	5	0.005634657862107123	0.0009559593145002626	0.0034573117249988403	0.1031479802930579	0.0625	0.0	GSE123902+GSE131907
FN1_SDC4	FN1	FN1	SDC4	other	tertile	cellchat_hill	1	7	0.00729929394172553	0.0005692911700605954	0.004551804479723109	0.10880126814520166	0.375	0.0	GSE123902
THBS2_CD47	THBS	THBS2	CD47	other	tertile	cellchat_hill	1	2	-0.03765220740605865	-0.03765220740605865	0.023923720240997603	0.11552348181779068	0.5	0.0	GSE123902
HLA-E_CD8A	MHC-I	HLA-E	CD8A	inhibitory	tertile	cellchat_hill	2	30	0.047066519146190686	0.03452572072274046	0.030046212932719633	0.11723840871191268	5.5925920605659485e-05	78.68040483405517	GSE123902+GSE131907
MDK_NCL	MK	MDK	NCL	other	tertile	cellchat_hill	2	34	0.11864744441443968	0.05022809492881608	0.0759222454153432	0.11811154710533484	5.791662260890007e-07	85.92298677547745	GSE123902+GSE131907
MPZL1_MPZL1	MPZ	MPZL1	MPZL1	other	tertile	cellchat_hill	1	2	0.0004988377820330163	0.0004988377820330163	0.00031920946967866807	0.11811643380446454	0.5	0.0	GSE123902
COL6A1_SDC4	COLLAGEN	COL6A1	SDC4	other	tertile	cellchat_hill	1	6	0.0006568207270621163	0.0002645841244634283	0.000422581589974434	0.12011165386495418	0.21875	0.0	GSE123902
COL4A4_SDC4	COLLAGEN	COL4A4	SDC4	other	tertile	cellchat_hill	1	5	0.00805613480916852	0.0018101875396659254	0.005184571647861268	0.12021614398549435	0.1875	0.0	GSE123902
HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	other	tertile	cellchat_hill	2	18	0.0040167862910633016	0.0033788940348551057	0.0026062870229323605	0.12327028973137377	0.0736846923828125	0.0	GSE123902+GSE131907
COL4A2_SDC4	COLLAGEN	COL4A2	SDC4	other	tertile	cellchat_hill	1	5	-0.000955751380014083	-0.0008189127811407382	0.0006225698148878902	0.12474172929189631	0.1875	0.0	GSE123902
COL6A2_SDC4	COLLAGEN	COL6A2	SDC4	other	tertile	cellchat_hill	1	5	0.002663169131939653	0.0010649477114967228	0.001770453674647809	0.13252221377709053	0.1875	0.0	GSE123902
THBS1_SDC4	THBS	THBS1	SDC4	other	tertile	cellchat_hill	1	7	0.008412152658004138	0.0002624163141693651	0.005643551197712805	0.13607235175340254	0.03125	0.0	GSE123902
HLA-F_CD8B	MHC-I	HLA-F	CD8B	inhibitory	tertile	cellchat_hill	2	25	0.026491332887193905	0.008117535823983679	0.018025327147882225	0.14165039487810463	0.00021690130233764648	56.82013539528543	GSE123902+GSE131907
HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	other	tertile	cellchat_hill	2	18	0.003721648023831818	0.0031189297692946843	0.0025504186480996035	0.14450174749578726	0.2121429443359375	0.0	GSE123902+GSE131907
PECAM1_CD38	PECAM2	PECAM1	CD38	other	tertile	cellchat_hill	1	4	-0.006859170432415698	-0.005872343809932029	0.004808935943199754	0.15377065937666368	0.125	0.0	GSE123902
GDF15_TGFBR2	GDF	GDF15	TGFBR2	other	tertile	cellchat_hill	2	11	0.02742110346597977	0.012897297036714226	0.019239870719731614	0.15409279192711048	0.0009765625	82.95090458824959	GSE123902+GSE131907
PTN_NCL	PTN	PTN	NCL	other	tertile	cellchat_hill	2	5	0.029695188557386006	0.011008668854032419	0.021125309702417418	0.1598224983110963	0.3125	0.0	GSE123902+GSE131907
HLA-C_CD8B	MHC-I	HLA-C	CD8B	other	tertile	cellchat_hill	2	26	0.029835324950429933	0.02634786553543686	0.021733963628865552	0.16982970200457115	0.00041159987449645996	70.70467789154637	GSE123902+GSE131907
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	tertile	cellchat_hill	2	17	0.01544097608508153	0.0068159062113471655	0.011281522199868804	0.17109427195411242	0.0020904541015625	51.09392617107292	GSE123902+GSE131907
SELPLG_SELL	SELPLG	SELPLG	SELL	other	tertile	cellchat_hill	1	5	0.006560824855707272	0.0019261168223560817	0.004817672176089637	0.17325322175922453	0.1875	0.0	GSE131907
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	tertile	cellchat_hill	2	11	0.01343763327552258	0.019460857476165494	0.009957560088736522	0.17717945252857215	0.0009765625	89.23467902683035	GSE123902+GSE131907
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	recruit	tertile	cellchat_hill	2	7	0.0017888093612754958	0.00020306703474377388	0.0013737382559756346	0.19286608610907607	0.6875	0.0	GSE123902+GSE131907
CXCL16_CXCR6	CXCL	CXCL16	CXCR6	recruit	tertile	cellchat_hill	2	20	0.025876678566920545	0.009081726930016487	0.02023809051089199	0.2010334926182934	0.0001318338889828333	46.63527081998552	GSE123902+GSE131907
CX3CL1_CX3CR1	CX3C	CX3CL1	CX3CR1	other	tertile	cellchat_hill	1	4	0.009722406611219687	0.0029888308897122614	0.007659836865558663	0.20434452756400256	0.125	0.0	GSE131907
HLA-B_CD8B	MHC-I	HLA-B	CD8B	other	tertile	cellchat_hill	2	26	0.025230513442722275	0.024902971270795993	0.019889003890911854	0.2045959091686954	0.00014480948448181152	81.35151532320727	GSE123902+GSE131907
ICOSL_CTLA4	ICOS	ICOSLG	CTLA4	other	tertile	cellchat_hill	1	3	0.0032840711357894838	0.0006772674560285323	0.002606803679760951	0.2077387707912055	0.25	0.0	GSE123902
CD274_PDCD1	PD-L1	CD274	PDCD1	inhibitory	tertile	cellchat_hill	1	4	0.007227940480122031	0.0021646813670795607	0.005851803660503799	0.21676926687829412	0.125	0.0	GSE131907
COL4A1_SDC4	COLLAGEN	COL4A1	SDC4	other	tertile	cellchat_hill	1	5	-0.0008648779781733094	-0.00017941854335089402	0.0007028606722081124	0.21850570945859116	0.3125	0.0	GSE123902
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	tertile	cellchat_hill	2	18	0.004232531704523976	0.0027432159799110328	0.0034783771984745323	0.22367568883751088	0.0897674560546875	0.0	GSE123902+GSE131907
NECTIN2_CD226	NECTIN	NECTIN2	CD226	barrier|inhibitory	tertile	cellchat_hill	1	4	0.018194496612063214	0.0043545699297896714	0.015163664725452752	0.23018803405704935	0.125	0.0	GSE123902
CCL3_CCR5	CCL	CCL3	CCR5	recruit	tertile	cellchat_hill	1	3	0.01133210678470984	0.003334115967621726	0.00947820487348029	0.23185413162440494	0.25	0.0	GSE131907
CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	barrier	tertile	cellchat_hill	1	4	0.03336278786579141	0.005032141360207061	0.028444592333048923	0.24083413979365775	0.125	0.0	GSE123902
PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	other	tertile	cellchat_hill	1	6	-0.0004226769152388908	-0.0002774493155541314	0.0003644741911449267	0.24617522128284586	0.15625	0.0	GSE123902
TNC_SDC4	TENASCIN	TNC	SDC4	other	tertile	cellchat_hill	1	5	0.012497997181800476	0.0006889009079542245	0.011296563610611831	0.2685733716519578	0.0625	0.0	GSE123902
CCL5_CCR5	CCL	CCL5	CCR5	recruit	tertile	cellchat_hill	1	2	0.007680217912262961	0.007680217912262961	0.00706155238854444	0.27676713167926337	0.5	0.0	GSE131907
HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	tertile	cellchat_hill	2	17	0.010687771996012377	0.006683994795169731	0.009852418340914989	0.2780161546937029	0.00384521484375	59.14773743111533	GSE123902+GSE131907
HLA-E_CD8B	MHC-I	HLA-E	CD8B	inhibitory	tertile	cellchat_hill	2	26	0.037816432319119485	0.02948011542188947	0.035342343916426634	0.28461772526731444	0.00019028782844543457	86.31298400604359	GSE123902+GSE131907
CXCL13_CXCR3	CXCL	CXCL13	CXCR3	other	tertile	cellchat_hill	1	3	0.00798230893258142	0.0007645461107786723	0.007603239850938486	0.293784205539359	0.5	0.0	GSE123902
HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	other	tertile	cellchat_hill	2	17	0.008750648124203439	0.0020023215288241442	0.008394131197671292	0.29719282393989455	0.02667236328125	58.310841347584166	GSE123902+GSE131907
PLAU_PLAUR	PLAU	PLAU	PLAUR	other	tertile	cellchat_hill	1	6	0.009307530300457159	0.010226504251558901	0.009103957354666051	0.3066101054113495	0.21875	0.0	GSE123902
ICOSL_CD28	ICOS	ICOSLG	CD28	other	tertile	cellchat_hill	1	2	0.004916027041448964	0.004916027041448964	0.004844885578554351	0.3102565658207074	0.5	0.0	GSE123902
COL4A5_CD44	COLLAGEN	COL4A5	CD44	other	tertile	cellchat_hill	1	2	0.08921287704277185	0.08921287704277185	0.08848225352900484	0.3133309616542721	0.5	0.0	GSE123902
TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A	other	tertile	cellchat_hill	2	9	0.0005057082460081755	0.0005056117970743974	0.0005027297272064926	0.3144517974237272	0.359375	0.0	GSE123902+GSE131907
COL4A5_SDC4	COLLAGEN	COL4A5	SDC4	other	tertile	cellchat_hill	1	2	0.005416896963276896	0.005416896963276896	0.005410365280294948	0.31672662046745714	0.5	0.0	GSE123902
COL1A1_SDC1	COLLAGEN	COL1A1	SDC1	other	tertile	cellchat_hill	1	3	0.0055495864599381176	-0.00028243944171468197	0.005832025901652798	0.34131461733002233	1.0	0.0	GSE123902
COL4A2_CD44	COLLAGEN	COL4A2	CD44	other	tertile	cellchat_hill	2	8	-0.0188174014301247	-0.01900162369130179	0.019818851117090152	0.3423817035572425	0.3125	5.118410612376031	GSE123902+GSE131907
FN1_SDC1	FN1	FN1	SDC1	other	tertile	cellchat_hill	1	3	0.005678976299935803	-0.00041334259547074056	0.006092318895406543	0.35125720954100004	1.0	0.0	GSE123902
COL2A1_CD44	COLLAGEN	COL2A1	CD44	other	tertile	cellchat_hill	1	3	0.07229717899272996	0.009030823986036112	0.07874955587525152	0.3585850500382064	0.75	0.0	GSE131907
HLA-G_CD8B	MHC-I	HLA-G	CD8B	inhibitory	tertile	cellchat_hill	2	13	0.007115175386868882	0.0027899196488252857	0.007995648029898312	0.3735297788605725	0.0478515625	54.045078975648565	GSE123902+GSE131907
COL4A3_CD44	COLLAGEN	COL4A3	CD44	other	tertile	cellchat_hill	2	7	0.049788267763180884	0.022000840879477068	0.0566823448145645	0.3797410781569889	0.078125	78.17446054024822	GSE123902+GSE131907
HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	tertile	cellchat_hill	2	16	0.006147921133820177	0.002196644453680434	0.007085127121518906	0.385546503810117	0.021392822265625	58.170382748325785	GSE123902+GSE131907
COL9A3_CD44	COLLAGEN	COL9A3	CD44	other	tertile	cellchat_hill	1	7	0.0027404411390469295	0.0028138491433538342	0.003267095530759526	0.40158130887008026	0.21875	0.0	GSE131907
C3_C3AR1	COMPLEMENT	C3	C3AR1	other	tertile	cellchat_hill	1	5	0.002917493503750747	0.0037293692617839276	0.0035007225617909817	0.40462057251797123	0.4375	0.0	GSE123902
MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	tertile	cellchat_hill	2	34	0.03135297349627126	0.0009574006929166101	0.03928435323907597	0.4248105238762496	0.19056250608991832	91.60476567505059	GSE123902+GSE131907
MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	tertile	cellchat_hill	2	34	0.039039293838342946	0.0011507782674962108	0.05024313293481946	0.43715431345321	0.1629105021711439	93.34366408350743	GSE123902+GSE131907
PPIA_BSG	CypA	PPIA	BSG	other	tertile	cellchat_hill	2	33	0.01821155531828232	-0.00011150462317788268	0.0269640793550726	0.499421285742745	0.4908933094702661	88.41068542153812	GSE123902+GSE131907
SEMA3E_PLXND1	SEMA3	SEMA3E	PLXND1	other	tertile	cellchat_hill	1	2	-0.0007152390936543293	-0.0007152390936543293	0.0010708649562789162	0.5041924263018953	1.0	0.0	GSE123902
PF4_CXCR3	CXCL	PF4	CXCR3	other	tertile	cellchat_hill	1	2	0.00017695116335679224	0.00017695116335679224	0.00026711513666494624	0.5076810912415893	1.0	0.0	GSE131907
