unit	interaction_name	pathway_name	lr_class	score	n	mean	sd	se	median	wilcoxon_p
GSE123902	HLA-E_CD94:NKG2A	MHC-I	inhibitory	cellchat_hill	1	0.07708937182819123			0.07708937182819123	
GSE123902	HLA-E_CD94:NKG2A	MHC-I	inhibitory	liana_mean	1	0.20173612236976624			0.20173612236976624	
GSE123902	HLA-E_KLRC1	MHC-I	inhibitory	cellchat_hill	1	0.08015702329763646			0.08015702329763646	
GSE123902	HLA-E_KLRC1	MHC-I	inhibitory	liana_mean	1	0.20173612236976624			0.20173612236976624	
GSE123902	HLA-F_CD8A	MHC-I	inhibitory	cellchat_hill	11	0.03794638312734562	0.04748233140538495	0.01431646158572459	0.04729769380321055	0.0419921875
GSE123902	HLA-F_CD8A	MHC-I	inhibitory	liana_mean	11	0.06760747028006749	0.08482427291307634	0.025575480578852824	0.047593407332897186	0.0244140625
GSE123902	HLA-F_CD8B	MHC-I	inhibitory	cellchat_hill	10	0.019016802675056347	0.02508878449213075	0.007933770272024394	0.01808812515247626	0.037109375
GSE123902	HLA-F_CD8B	MHC-I	inhibitory	liana_mean	10	0.07104024849832058	0.08860357182403486	0.028018909579026988	0.05295236222445965	0.048828125
GSE123902	HLA-G_CD8A	MHC-I	inhibitory	cellchat_hill	10	0.03340059196235443	0.05450465007116654	0.017235883729534482	0.0263345052195337	0.064453125
GSE123902	HLA-G_CD8A	MHC-I	inhibitory	liana_mean	10	0.060391627019271255	0.06455710580724058	0.020414749349936322	0.059002118301577866	0.037109375
GSE123902	HLA-G_CD8B	MHC-I	inhibitory	cellchat_hill	9	0.020776306611413928	0.03493854509191874	0.011646181697306246	0.008908884984245379	0.09765625
GSE123902	HLA-G_CD8B	MHC-I	inhibitory	liana_mean	9	0.04397654181553258	0.046488852953823136	0.015496284317941046	0.03978069522418082	0.0390625
GSE123902	HSPG2_DAG1	HSPG	other	cellchat_hill	1	0.005299262626323583			0.005299262626323583	
GSE123902	HSPG2_DAG1	HSPG	other	liana_mean	1	0.2658444046974182			0.2658444046974182	
GSE123902	ICAM1_ITGAL	ICAM	other	cellchat_hill	6	0.03136405288146111	0.040066914417891154	0.01635724931526597	0.010691733343885288	0.03125
GSE123902	ICAM1_ITGAL	ICAM	other	liana_mean	6	0.2096691260424753	0.15976432793432	0.06522351375629414	0.24340663477778435	0.03125
GSE123902	ICAM1_SPN	ICAM	other	cellchat_hill	8	0.10320608548863006	0.09094606018520213	0.03215428793957815	0.08658359879043813	0.0078125
GSE123902	ICAM1_SPN	ICAM	other	liana_mean	8	0.25723359861876816	0.16090438942374713	0.056888292442106296	0.3045220389030874	0.0078125
GSE123902	ICOSL_CD28	ICOS	other	cellchat_hill	2	0.00412534594564249	0.005486665284805282	0.0038796582289866346	0.00412534594564249	0.5
GSE123902	ICOSL_CD28	ICOS	other	liana_mean	2	0.043008394655771554	0.03186094684566666	0.022529091569595035	0.043008394655771554	0.5
GSE123902	ICOSL_CTLA4	ICOS	other	cellchat_hill	2	0.0035816182806964	0.0017623110826033967	0.0012461421170690675	0.0035816182806964	0.5
GSE123902	ICOSL_CTLA4	ICOS	other	liana_mean	2	0.11521890584845096	0.09329339277429635	0.065968390670605	0.11521890584845096	0.5
GSE123902	ICOSL_ICOS	ICOS	other	cellchat_hill	2	0.021552755068566527	0.029966666067320357	0.021189632785755034	0.021552755068566527	0.5
GSE123902	ICOSL_ICOS	ICOS	other	liana_mean	2	0.14007557008881122	0.15638823882437475	0.11058318417053668	0.14007557008881122	0.5
GSE123902	IGF2_IGF2R	IGF	other	cellchat_hill	1	0.004869033500002295			0.004869033500002295	
GSE123902	IGF2_IGF2R	IGF	other	liana_mean	1	0.24467334151268005			0.24467334151268005	
GSE123902	IGFBP3_TMEM219	IGFBP	other	cellchat_hill	6	0.021076362343027958	0.047145575530521046	0.01924710061327015	0.03136997040521893	0.3125
GSE123902	IGFBP3_TMEM219	IGFBP	other	liana_mean	6	0.09362836659420282	0.186158141855282	0.07599874316834819	0.07274184376001358	0.21875
GSE123902	LAMA3_CD44	LAMININ	other	cellchat_hill	6	0.07580166771791517	0.07166270683261383	0.029256177554427595	0.06031134281955777	0.0625
GSE123902	LAMA3_CD44	LAMININ	other	liana_mean	6	0.402793789592882	0.2921718701007896	0.11927866649027721	0.43029256304726005	0.03125
GSE123902	LAMA3_DAG1	LAMININ	other	cellchat_hill	1	0.0008182166854636329			0.0008182166854636329	
GSE123902	LAMA3_DAG1	LAMININ	other	liana_mean	1	0.04289027419872582			0.04289027419872582	
GSE123902	LAMA4_CD44	LAMININ	other	cellchat_hill	2	-0.14240188390881417	0.17457518947896164	0.1234433003075002	-0.14240188390881417	0.5
GSE123902	LAMA4_CD44	LAMININ	other	liana_mean	2	-0.34713371470570564	0.4824444645338566	0.3411397524178028	-0.34713371470570564	0.5
GSE123902	LAMA5_CD44	LAMININ	other	cellchat_hill	10	0.14587595980881382	0.14394234357718846	0.04551856574464245	0.08081836923918136	0.001953125
GSE123902	LAMA5_CD44	LAMININ	other	liana_mean	10	0.4133968103444204	0.2445395687477789	0.07733020152783107	0.43410944286733866	0.001953125
GSE123902	LAMA5_DAG1	LAMININ	other	cellchat_hill	1	0.000532545605596679			0.000532545605596679	
GSE123902	LAMA5_DAG1	LAMININ	other	liana_mean	1	0.028793736593797803			0.028793736593797803	
GSE123902	LAMB1_CD44	LAMININ	other	cellchat_hill	3	-0.04753296295755125	0.08646674771110863	0.049921600066960024	-0.02295512742950387	0.75
GSE123902	LAMB1_CD44	LAMININ	other	liana_mean	3	-0.011807302478700876	0.02192080300783308	0.012655981517425188	-0.0058526769280433655	0.75
GSE123902	LAMB2_CD44	LAMININ	other	cellchat_hill	10	0.1136633271981359	0.12848007313341023	0.040628966504658276	0.0848627294445723	0.009765625
GSE123902	LAMB2_CD44	LAMININ	other	liana_mean	10	0.32218399494886396	0.32523950200134094	0.10284976113831293	0.2021961510181427	0.00390625
GSE123902	LAMB2_DAG1	LAMININ	other	cellchat_hill	1	0.0019288685601741714			0.0019288685601741714	
GSE123902	LAMB2_DAG1	LAMININ	other	liana_mean	1	0.09777244669385254			0.09777244669385254	
GSE123902	LAMB3_CD44	LAMININ	other	cellchat_hill	11	0.19975686732707373	0.21115439665617527	0.06366544604930985	0.168226815231371	0.00390625
GSE123902	LAMB3_CD44	LAMININ	other	liana_mean	11	0.4580079591833055	0.31907759275080844	0.09620551401493234	0.4324363977648318	0.0009765625
GSE123902	LAMB3_DAG1	LAMININ	other	cellchat_hill	1	0.0001234618259526489			0.0001234618259526489	
GSE123902	LAMB3_DAG1	LAMININ	other	liana_mean	1	0.008621383225545287			0.008621383225545287	
GSE123902	LAMC1_CD44	LAMININ	other	cellchat_hill	10	0.08539294777546597	0.07503184157430995	0.02372715164117334	0.07575375618888386	0.00390625
GSE123902	LAMC1_CD44	LAMININ	other	liana_mean	10	0.3188801468349993	0.31883664503432096	0.10082499998350686	0.24551690556108952	0.00390625
GSE123902	LAMC1_DAG1	LAMININ	other	cellchat_hill	1	0.002063547068303261			0.002063547068303261	
GSE123902	LAMC1_DAG1	LAMININ	other	liana_mean	1	0.104435806395486			0.104435806395486	
GSE123902	LAMC2_CD44	LAMININ	other	cellchat_hill	9	0.10594605103953193	0.10885746044280244	0.03628582014760081	0.05536910693695853	0.00390625
GSE123902	LAMC2_CD44	LAMININ	other	liana_mean	9	0.5374964197528445	0.19412439095395562	0.06470813031798521	0.5320050898008049	0.00390625
GSE123902	LAMC2_DAG1	LAMININ	other	cellchat_hill	1	0.00034860749188465423			0.00034860749188465423	
GSE123902	LAMC2_DAG1	LAMININ	other	liana_mean	1	0.019721511052921414			0.019721511052921414	
GSE123902	LCK_CD8A_CD8B1	LCK	other	cellchat_hill	5	-0.014420449480499175	0.01912068011133438	0.008551028100994383	-0.009441466256883102	0.1875
GSE123902	LCK_CD8A_CD8B1	LCK	other	liana_mean	5	-0.14400191095817	0.23497270810490067	0.10508298963595473	-0.10602302364291927	0.1875
GSE123902	LGALS9_CD44	GALECTIN	inhibitory	cellchat_hill	11	0.0922704854640955	0.09648817852442435	0.02909228044275848	0.11687143617566857	0.0185546875
GSE123902	LGALS9_CD44	GALECTIN	inhibitory	liana_mean	11	0.1484417501117357	0.3140385371987376	0.09468618160002541	0.05436260253190994	0.0537109375
GSE123902	LGALS9_CD45	GALECTIN	inhibitory	cellchat_hill	11	0.11263299116716427	0.12707597007049165	0.038314846599477585	0.1401482220742139	0.0244140625
GSE123902	LGALS9_CD45	GALECTIN	inhibitory	liana_mean	11	0.1578050220850855	0.4698454034842405	0.1416637193482152	0.05436260253190994	0.0673828125
GSE123902	LGALS9_HAVCR2	GALECTIN	inhibitory	cellchat_hill	8	-0.0023011601716813428	0.015553613418308104	0.005499032760019869	0.0021165961316449715	0.9453125
GSE123902	LGALS9_HAVCR2	GALECTIN	inhibitory	liana_mean	8	0.007401651586405933	0.06525154377547945	0.023069904543266188	0.03126327320933342	0.3828125
GSE123902	LGALS9_P4HB	GALECTIN	inhibitory	cellchat_hill	10	0.033895888895632845	0.0520986922521648	0.016475053063300816	0.03160593087201963	0.037109375
GSE123902	LGALS9_P4HB	GALECTIN	inhibitory	liana_mean	10	0.05294847311452031	0.13726128081420197	0.043405828192484945	0.04305655509233475	0.16015625
GSE123902	LPAR1_ADGRE5	ADGRE	other	cellchat_hill	4	0.007408960197940795	0.009978151289275592	0.004989075644637796	0.005994166145115947	0.375
GSE123902	LPAR1_ADGRE5	ADGRE	other	liana_mean	4	0.10414838918950409	0.15662217691399735	0.07831108845699868	0.14011230668984354	0.375
GSE123902	LPAR2_ADGRE5	ADGRE	other	cellchat_hill	6	0.008163469849335926	0.00351272208775706	0.0014340627872014718	0.009915939663445342	0.03125
GSE123902	LPAR2_ADGRE5	ADGRE	other	liana_mean	6	0.1747231181943789	0.08867906107168128	0.036203075082454385	0.16094072931446135	0.03125
GSE123902	MDK_NCL	MK	other	cellchat_hill	13	0.23765714883736447	0.20054964440035025	0.055622463550887104	0.22335194695986543	0.000244140625
GSE123902	MDK_NCL	MK	other	liana_mean	13	0.3540209156031219	0.24018252277581834	0.0666146462568085	0.33173151314258575	0.000244140625
GSE123902	MDK_SDC1	MK	other	cellchat_hill	2	0.05075203635490247	0.030256981295700532	0.021394916652424375	0.05075203635490247	0.5
GSE123902	MDK_SDC1	MK	other	liana_mean	2	0.17713773995637894	0.1901762004993265	0.13447488099336624	0.17713773995637894	0.5
GSE123902	MDK_SDC2	MK	other	cellchat_hill	1	0.020901944882270897			0.020901944882270897	
GSE123902	MDK_SDC2	MK	other	liana_mean	1	0.4596831649541855			0.4596831649541855	
GSE123902	MDK_SDC4	MK	other	cellchat_hill	7	0.0395991755486421	0.05507990437429585	0.02081824703022936	0.013052506092447413	0.015625
GSE123902	MDK_SDC4	MK	other	liana_mean	7	0.3691158507551466	0.20166706021769407	0.07622298413850083	0.3576110899448395	0.015625
GSE123902	MIF_CD74_CD44	MIF	other	cellchat_hill	13	0.10584255282364773	0.08548701427616417	0.023709831796848616	0.08911028970256485	0.000244140625
GSE123902	MIF_CD74_CD44	MIF	other	liana_mean	13	0.22914974506084734	0.1672516205720312	0.04638725337514664	0.19125723838806152	0.000244140625
GSE123902	MIF_CD74_CXCR4	MIF	other	cellchat_hill	13	0.0845671091182372	0.07287856109497969	0.020212876069998793	0.06615255771992135	0.000244140625
GSE123902	MIF_CD74_CXCR4	MIF	other	liana_mean	13	0.22914974506084734	0.16725162057203116	0.04638725337514663	0.19125723838806152	0.000244140625
GSE123902	MPZL1_MPZL1	MPZ	other	cellchat_hill	2	8.524116631436737e-05	0.00013348358204343086	9.438714603998082e-05	8.524116631436737e-05	1.0
GSE123902	MPZL1_MPZL1	MPZ	other	liana_mean	2	0.003720683977007866	0.005653596698497549	0.003997696563601494	0.003720683977007866	1.0
GSE123902	NECTIN2_CD226	NECTIN	barrier|inhibitory	cellchat_hill	4	0.01910887643124099	0.029877240142896923	0.014938620071448461	0.006116659818690442	0.125
GSE123902	NECTIN2_CD226	NECTIN	barrier|inhibitory	liana_mean	4	0.15100458275992423	0.10179510251516473	0.050897551257582364	0.1541672262828797	0.125
GSE123902	NECTIN2_TIGIT	NECTIN	barrier|inhibitory	cellchat_hill	10	0.09595073729379752	0.09567046099335347	0.0302536561537292	0.05263621239232781	0.001953125
GSE123902	NECTIN2_TIGIT	NECTIN	barrier|inhibitory	liana_mean	10	0.13795399912633002	0.10479480377948011	0.03313902668935788	0.10477179661393166	0.001953125
GSE123902	NECTIN3_TIGIT	NECTIN	barrier	cellchat_hill	3	0.011379124107915563	0.011446177653080066	0.006608453749198055	0.0075035517846512145	0.25
GSE123902	NECTIN3_TIGIT	NECTIN	barrier	liana_mean	3	0.07446993483851354	0.05898639662643987	0.03405581197080109	0.06993133574724197	0.25
GSE123902	NRXN1_CLSTN1	NRXN	other	cellchat_hill	1	0.00010819197420429073			0.00010819197420429073	
GSE123902	NRXN1_CLSTN1	NRXN	other	liana_mean	1	0.007654336513951421			0.007654336513951421	
GSE123902	OCLN_OCLN	OCLN	barrier	cellchat_hill	1	0.00035740028724289344			0.00035740028724289344	
GSE123902	OCLN_OCLN	OCLN	barrier	liana_mean	1	0.006663382053375244			0.006663382053375244	
GSE123902	PECAM1_CD38	PECAM2	other	cellchat_hill	3	-0.006859170432415698	0.008329321383966134	0.004808935943199754	-0.0035440268404008553	0.25
GSE123902	PECAM1_CD38	PECAM2	other	liana_mean	3	-0.019359136000275612	0.015578688327994394	0.008994359899788845	-0.012238642200827599	0.25
GSE123902	PECAM1_PECAM1	PECAM1	other	cellchat_hill	5	-0.0004012616388988438	0.0008425400949951602	0.0003767953852356617	-4.2375904118211504e-05	0.3125
GSE123902	PECAM1_PECAM1	PECAM1	other	liana_mean	5	-0.010972056514583528	0.01913087303285095	0.008555586514074459	-0.012238642200827599	0.4375
GSE123902	PLAU_PLAUR	PLAU	other	cellchat_hill	5	0.0034017259302959657	0.03268563230383565	0.014617459143787915	0.019593411445996682	0.625
GSE123902	PLAU_PLAUR	PLAU	other	liana_mean	5	0.03410164196975529	0.09669554134376536	0.043243560713160135	0.05704949423670769	0.4375
GSE123902	PPIA_BSG	CypA	other	cellchat_hill	12	0.051391958903774494	0.07649375210501641	0.022081844184577863	0.02642024496950722	0.01611328125
GSE123902	PPIA_BSG	CypA	other	liana_mean	12	0.1700479860107104	0.22359533076510843	0.06454641220338939	0.14167237281799316	0.01611328125
GSE123902	PROS1_MERTK	PROS	other	cellchat_hill	1	0.0007362453851806532			0.0007362453851806532	
GSE123902	PROS1_MERTK	PROS	other	liana_mean	1	0.015035213902592659			0.015035213902592659	
GSE123902	PRSS3_F2R	PARs	other	cellchat_hill	1	-0.017968836114807422			-0.017968836114807422	
GSE123902	PRSS3_F2R	PARs	other	liana_mean	1	-0.06301788985729218			-0.06301788985729218	
GSE123902	PTN_NCL	PTN	other	cellchat_hill	2	0.09347687842800224	0.23730423740201279	0.16779943547126558	0.09347687842800224	1.0
GSE123902	PTN_NCL	PTN	other	liana_mean	2	0.1635796707123518	0.7295648374168767	0.5158802438527346	0.1635796707123518	1.0
GSE123902	PTN_SDC4	PTN	other	cellchat_hill	1	-0.00014719928454453538			-0.00014719928454453538	
GSE123902	PTN_SDC4	PTN	other	liana_mean	1	-0.03185042302357033			-0.03185042302357033	
GSE123902	PVR_CD226	PVR	barrier|inhibitory	cellchat_hill	2	0.004754943626230176	0.005578717882749152	0.003944749245218584	0.004754943626230176	0.5
GSE123902	PVR_CD226	PVR	barrier|inhibitory	liana_mean	2	0.05038913164753467	0.022427014911764794	0.015858294325880706	0.05038913164753467	0.5
GSE123902	PVR_TIGIT	PVR	barrier|inhibitory	cellchat_hill	4	0.029428542739899526	0.02150550584382535	0.010752752921912676	0.029792284446140096	0.125
GSE123902	PVR_TIGIT	PVR	barrier|inhibitory	liana_mean	4	0.1662831602152437	0.0699003729532131	0.03495018647660655	0.16985039552673697	0.125
GSE123902	Q9HDB5_CLSTN1	NRXN	other	cellchat_hill	1	6.441145786720238e-05			6.441145786720238e-05	
GSE123902	Q9HDB5_CLSTN1	NRXN	other	liana_mean	1	0.0056769398506730795			0.0056769398506730795	
GSE123902	RETN_CAP1	RESISTIN	other	cellchat_hill	1	-0.00040809614498983735			-0.00040809614498983735	
GSE123902	RETN_CAP1	RESISTIN	other	liana_mean	1	-0.00020024896366521716			-0.00020024896366521716	
GSE123902	SCGB3A2_MARCO	UGRP1	other	cellchat_hill	1	0.05036727453209233			0.05036727453209233	
GSE123902	SCGB3A2_MARCO	UGRP1	other	liana_mean	1	0.29526710510253906			0.29526710510253906	
GSE123902	SELPLG_SELL	SELPLG	other	cellchat_hill	1	-0.00029131614674150926			-0.00029131614674150926	
GSE123902	SELPLG_SELL	SELPLG	other	liana_mean	1	-0.014338926644995809			-0.014338926644995809	
GSE123902	SEMA3C_PLXND1	SEMA3	other	cellchat_hill	1	0.0003228844458545165			0.0003228844458545165	
GSE123902	SEMA3C_PLXND1	SEMA3	other	liana_mean	1	0.018453060882166028			0.018453060882166028	
GSE123902	SEMA3E_PLXND1	SEMA3	other	cellchat_hill	2	0.0002992561135200723	0.00037895009343928487	0.0002679581808021941	0.0002992561135200723	0.5
GSE123902	SEMA3E_PLXND1	SEMA3	other	liana_mean	2	0.015349071123637259	0.021432370031059696	0.015154974185861645	0.015349071123637259	0.5
GSE123902	SEMA4A_PLXNB2	SEMA4	other	cellchat_hill	1	0.01307745123962497			0.01307745123962497	
GSE123902	SEMA4A_PLXNB2	SEMA4	other	liana_mean	1	0.12300758436322212			0.12300758436322212	
GSE123902	SEMA4C_PLXNB2	SEMA4	other	cellchat_hill	1	0.0006304802991191842			0.0006304802991191842	
GSE123902	SEMA4C_PLXNB2	SEMA4	other	liana_mean	1	0.019367732107639313			0.019367732107639313	
GSE123902	SEMA4D_PLXNB2	SEMA4	other	cellchat_hill	1	0.007143935308778008			0.007143935308778008	
GSE123902	SEMA4D_PLXNB2	SEMA4	other	liana_mean	1	0.07994254026561975			0.07994254026561975	
GSE123902	SFTPD_ADGRE5	ADGRE	other	cellchat_hill	6	0.16157074089068182	0.1791130678224226	0.07312260373824198	0.08682193265261168	0.0625
GSE123902	SFTPD_ADGRE5	ADGRE	other	liana_mean	6	0.33468629932031035	0.31589662812674585	0.12896425839604267	0.275043124333024	0.0625
GSE123902	SPP1_CD44	SPP1	other	cellchat_hill	11	0.07773771946169546	0.15612157718756522	0.047072426655423896	0.04348086829716552	0.10546875
GSE123902	SPP1_CD44	SPP1	other	liana_mean	11	0.2058633511557921	0.3427240374546074	0.10333518535205849	0.01742865890264511	0.1015625
GSE123902	TGM2_ADGRG1	ADGRG	other	cellchat_hill	1	4.43068533807034e-05			4.43068533807034e-05	
GSE123902	TGM2_ADGRG1	ADGRG	other	liana_mean	1	0.01686981413513422			0.01686981413513422	
GSE123902	THBS1_CD47	THBS	other	cellchat_hill	8	0.03633695980679602	0.04343557101852896	0.015356793405955851	0.02254732067184173	0.015625
GSE123902	THBS1_CD47	THBS	other	liana_mean	8	0.13352080815820955	0.11103235889288737	0.03925586695214956	0.1429336330620572	0.015625
GSE123902	THBS1_SDC1	THBS	other	cellchat_hill	1	0.01467007217949994			0.01467007217949994	
GSE123902	THBS1_SDC1	THBS	other	liana_mean	1	0.08938656374812126			0.08938656374812126	
GSE123902	THBS1_SDC4	THBS	other	cellchat_hill	6	0.009408451774068615	0.01550929653069748	0.0063316437949543685	0.00023707330510464714	0.0625
GSE123902	THBS1_SDC4	THBS	other	liana_mean	6	0.05701199845255663	0.06724338882526391	0.027451998532910825	0.023711069719865918	0.0625
GSE123902	THBS2_CD47	THBS	other	cellchat_hill	2	-0.07562877267964395	0.08754022328948997	0.061900285514582896	-0.07562877267964395	0.5
GSE123902	THBS2_CD47	THBS	other	liana_mean	2	-0.14653177745640278	0.1926179017766422	0.13620142452418804	-0.14653177745640278	0.5
GSE123902	THBS2_SDC4	THBS	other	cellchat_hill	2	-0.0006833941280968748	7.360459794843767e-05	5.204631033584971e-05	-0.0006833941280968748	0.5
GSE123902	THBS2_SDC4	THBS	other	liana_mean	2	-0.07253390332334675	0.08796910459089713	0.062203550391132005	-0.07253390332334675	0.5
GSE123902	THBS3_CD47	THBS	other	cellchat_hill	3	0.02518398766265201	0.02108943066365404	0.012175988470716608	0.02952310672009399	0.25
GSE123902	THBS3_CD47	THBS	other	liana_mean	3	0.11894658126402646	0.06308205808149235	0.03642044321438522	0.1504920938750729	0.25
GSE123902	THBS3_SDC4	THBS	other	cellchat_hill	3	0.0019163185760042419	0.0022722141344429336	0.0013118634421771004	0.0013096935314357407	0.25
GSE123902	THBS3_SDC4	THBS	other	liana_mean	3	0.032333525732004396	0.025856768985782104	0.014928412534315266	0.0463142916560173	0.25
GSE123902	THY1_ADGRE5	ADGRE	other	cellchat_hill	2	-0.1219068993516281	0.11944863224351875	0.0844629378628502	-0.1219068993516281	0.5
GSE123902	THY1_ADGRE5	ADGRE	other	liana_mean	2	-0.2125589083880186	0.27013259958517283	0.19101259298622605	-0.2125589083880186	0.5
GSE123902	TNC_SDC4	TENASCIN	other	cellchat_hill	4	0.013117805281863903	0.02281879011349179	0.011409395056745895	0.002232886475401946	0.125
GSE123902	TNC_SDC4	TENASCIN	other	liana_mean	4	0.19085748064389918	0.1589064155710974	0.0794532077855487	0.2116855528729502	0.125
GSE123902	TNFSF12_TNFRSF12A	TWEAK	other	cellchat_hill	6	0.0008424283004191453	0.0015592562003899752	0.000636563678204386	0.0003729765050752874	0.3125
GSE123902	TNFSF12_TNFRSF12A	TWEAK	other	liana_mean	6	0.008362760806145767	0.027730446215053627	0.011320907261095746	0.012615752639248967	0.4375
GSE123902	TNFSF14_TNFRSF14	LIGHT	other	cellchat_hill	3	-0.02611214750431778	0.036718651330272835	0.02119952322981303	-0.011067192010934401	0.5
GSE123902	TNFSF14_TNFRSF14	LIGHT	other	liana_mean	3	-0.08241880491065483	0.10970899064839111	0.06334051528337074	-0.0812446940690279	0.5
GSE123902	TNFSF15_TNFRSF25	VEGI	other	cellchat_hill	4	0.005241764477867522	0.006027151779045349	0.0030135758895226744	0.004192443243265513	0.125
GSE123902	TNFSF15_TNFRSF25	VEGI	other	liana_mean	4	0.04509437139859074	0.03276047157366841	0.016380235786834205	0.0473744545088266	0.125
GSE123902	TNFSF9_TNFRSF9	CD137	other	cellchat_hill	2	0.002061546467807221	0.005300752993065479	0.0037481983867914885	0.002061546467807221	1.0
GSE123902	TNFSF9_TNFRSF9	CD137	other	liana_mean	2	0.04616339737549424	0.0668520107262416	0.047271510120481246	0.04616339737549424	1.0
GSE123902	TNF_TNFRSF1B	TNF	attack	cellchat_hill	1	-0.015421071316257858			-0.015421071316257858	
GSE123902	TNF_TNFRSF1B	TNF	attack	liana_mean	1	-0.12443055212497711			-0.12443055212497711	
GSE123902	TNXB_SDC4	TENASCIN	other	cellchat_hill	1	0.011227945752926252			0.011227945752926252	
GSE123902	TNXB_SDC4	TENASCIN	other	liana_mean	1	0.09323270246386528			0.09323270246386528	
GSE131907	ANGPTL4_SDC1	ANGPTL	other	cellchat_hill	1	0.002508072353707408			0.002508072353707408	
GSE131907	ANGPTL4_SDC1	ANGPTL	other	liana_mean	1	0.005984900053590536			0.005984900053590536	
GSE131907	ANGPTL4_SDC4	ANGPTL	other	cellchat_hill	1	0.0006414990458591839			0.0006414990458591839	
GSE131907	ANGPTL4_SDC4	ANGPTL	other	liana_mean	1	0.01758638024330139			0.01758638024330139	
GSE131907	APP_CD74	APP	other	cellchat_hill	20	0.12992867988141998	0.17895712851086182	0.04001603044084527	0.06488306465615626	0.0010166168212890625
GSE131907	APP_CD74	APP	other	liana_mean	20	0.1258221494499594	0.1244491250852481	0.027827670343098902	0.10222769528627396	0.000209808349609375
GSE131907	APP_SORL1	APP	other	cellchat_hill	12	0.06411493033979491	0.08001977866131099	0.023099720375301086	0.02766260875238724	0.00146484375
GSE131907	APP_SORL1	APP	other	liana_mean	12	0.16127393123072883	0.11961144710415827	0.03452885059187323	0.15734435617923737	0.00146484375
GSE131907	BAG6_NCR3-PS	BAG	other	cellchat_hill	9	0.023730046362659237	0.01860480701146722	0.0062016023371557405	0.02307821881416871	0.00390625
GSE131907	BAG6_NCR3-PS	BAG	other	liana_mean	9	0.06891779436005487	0.040633344170092456	0.013544448056697486	0.06314466893672943	0.00390625
GSE131907	CADM1_CADM1	CADM	barrier	cellchat_hill	1	0.01060766723053573			0.01060766723053573	
GSE131907	CADM1_CADM1	CADM	barrier	liana_mean	1	0.18626566231250763			0.18626566231250763	
GSE131907	CCL13_CCR1	CCL	other	cellchat_hill	1	0.0008733506128317354			0.0008733506128317354	
GSE131907	CCL13_CCR1	CCL	other	liana_mean	1	0.0364860575646162			0.0364860575646162	
GSE131907	CCL15_CCR1	CCL	other	cellchat_hill	1	0.001932087988943422			0.001932087988943422	
GSE131907	CCL15_CCR1	CCL	other	liana_mean	1	0.03705407679080963			0.03705407679080963	
GSE131907	CCL20_CCR6	CCL	other	cellchat_hill	3	0.00343779098509644	0.0016587440286370853	0.0009576763114503055	0.0036189365926583665	0.25
GSE131907	CCL20_CCR6	CCL	other	liana_mean	3	0.03485306973258654	0.002968378757426154	0.001713794274656757	0.034909266978502274	0.25
GSE131907	CCL3L3_CCR1	CCL	other	cellchat_hill	2	0.008784078145970535	0.00934056735914997	0.006604778519784665	0.008784078145970535	0.5
GSE131907	CCL3L3_CCR1	CCL	other	liana_mean	2	0.05736464308574796	0.022550670637209343	0.015945732127875086	0.05736464308574796	0.5
GSE131907	CCL3_CCR1	CCL	recruit	cellchat_hill	2	0.01997656982005181	0.0033438451979299197	0.0023644556146943194	0.01997656982005181	0.5
GSE131907	CCL3_CCR1	CCL	recruit	liana_mean	2	0.08780682552605867	0.0004539571198657598	0.00032099615782499313	0.08780682552605867	0.5
GSE131907	CCL3_CCR5	CCL	recruit	cellchat_hill	3	0.012064715304773847	0.016519502659689957	0.009537539307450736	0.004217334859234674	0.25
GSE131907	CCL3_CCR5	CCL	recruit	liana_mean	3	0.061684539541602135	0.045246265190560665	0.026122943387595396	0.08748582936823368	0.25
GSE131907	CCL4_CCR5	CCL	recruit	cellchat_hill	3	-0.006478135461356196	0.015848245176835956	0.009149988619029428	0.0023241735505845685	1.0
GSE131907	CCL4_CCR5	CCL	recruit	liana_mean	3	0.0031294673681259155	0.07200296286070879	0.04157092999008084	0.02357342839241028	1.0
GSE131907	CCL5_CCR1	CCL	recruit	cellchat_hill	2	0.006608660314607303	0.006277595537863533	0.004438930374369716	0.006608660314607303	0.5
GSE131907	CCL5_CCR1	CCL	recruit	liana_mean	2	0.0423853155807592	0.046493229010371756	0.032875677512492985	0.0423853155807592	0.5
GSE131907	CCL5_CCR5	CCL	recruit	cellchat_hill	2	0.007997269504254756	0.010647090377215592	0.00752862980563518	0.007997269504254756	0.5
GSE131907	CCL5_CCR5	CCL	recruit	liana_mean	2	0.04921934945741668	0.05615801240445795	0.03970971138915047	0.04921934945741668	0.5
GSE131907	CCL7_CCR1	CCL	other	cellchat_hill	1	0.0019425496026754538			0.0019425496026754538	
GSE131907	CCL7_CCR1	CCL	other	liana_mean	1	0.008551270700991154			0.008551270700991154	
GSE131907	CCL8_CCR1	CCL	other	cellchat_hill	1	-0.0008799452191321029			-0.0008799452191321029	
GSE131907	CCL8_CCR1	CCL	other	liana_mean	1	-0.03244105353951454			-0.03244105353951454	
GSE131907	CD274_PDCD1	PD-L1	inhibitory	cellchat_hill	3	0.009221893936689847	0.01565604645938155	0.009039022637769225	0.000358730927169069	0.25
GSE131907	CD274_PDCD1	PD-L1	inhibitory	liana_mean	3	0.04904621738630036	0.065697492965432	0.03793046524867571	0.023387120803818107	0.25
