interaction_name	pathway_name	ligand	receptor	lr_class	split	score	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
CCL3_CCR1	CCL	CCL3	CCR1	recruit	q4q1	liana_mean	1	2	0.08780682552605867	0.08780682552605867	0.00032099615782499313	0.0	0.5	0.0	GSE131907
RETN_CAP1	RESISTIN	RETN	CAP1	other	q4q1	liana_mean	1	4	0.4656854091056933	0.4465308691142127	0.028928591878281652	2.64526188259507e-58	0.25	0.0	GSE131907
CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	barrier	q4q1	liana_mean	1	4	0.7051440464953581	0.6629852950572968	0.05296028627439077	1.9043661604234933e-40	0.125	0.0	GSE123902
ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	q4q1	liana_mean	2	18	0.203383679812392	0.22499667084775865	0.023708240888590786	9.602901301186944e-18	7.62939453125e-06	0.0	GSE123902+GSE131907
CD48_CD244A	CD48	CD48	CD244	other	q4q1	liana_mean	1	2	0.04527360666543245	0.04527360666543245	0.0053294384852051735	1.9792436604790965e-17	0.5	0.0	GSE131907
ICAM1_SPN	ICAM	ICAM1	SPN	other	q4q1	liana_mean	2	25	0.2116078943181216	0.22433564066886902	0.025777924129729825	2.2326060992050337e-16	5.960464477539063e-08	0.0	GSE123902+GSE131907
CXCL12_CXCR4	CXCL	CXCL12	CXCR4	other	q4q1	liana_mean	2	4	1.2611079009484811	1.279083239089232	0.17479555175071224	5.402930461678273e-13	0.375	0.0	GSE123902+GSE131907
HLA-A_CD8A	MHC-I	HLA-A	CD8A	other	q4q1	liana_mean	2	30	0.2054198890119635	0.1655990481376648	0.029746851541086156	4.99913107329956e-12	2.7623027563095093e-06	0.0	GSE123902+GSE131907
CDH1_KLRG1	CDH1	CDH1	KLRG1	barrier|inhibitory	q4q1	liana_mean	2	12	0.26978784725378874	0.2768740374594927	0.04044353452729119	2.5453634794538525e-11	0.00048828125	0.0	GSE123902+GSE131907
COL4A5_CD44	COLLAGEN	COL4A5	CD44	other	q4q1	liana_mean	1	2	0.5927453029435128	0.5927453029435128	0.08921892824582754	3.058697761535799e-11	0.5	0.0	GSE123902
HLA-E_CD94:NKG2A	MHC-I	HLA-E	CD94:NKG2A	inhibitory	q4q1	liana_mean	1	8	0.23278399077909334	0.228460818529129	0.03636586412918776	1.5419320973835023e-10	0.0078125	0.0	GSE131907
CD55_ADGRE5	ADGRE	CD55	ADGRE5	other	q4q1	liana_mean	2	31	0.22890084731405516	0.21057714521884918	0.03745521434343629	9.880963477097513e-10	9.313225746154785e-09	0.0	GSE123902+GSE131907
HLA-A_CD8B	MHC-I	HLA-A	CD8B	other	q4q1	liana_mean	2	26	0.20429386205703526	0.15810856223106384	0.033438621251809936	9.993241739468567e-10	2.6941299438476562e-05	0.0	GSE123902+GSE131907
