cohort	cohort_label	split	gene	present	unit	in_gocc_go0005923	in_reactome_r_hsa_420029	in_canonical_additions	a9_slide_gene	n	n_high	n_low	spearman_rho	spearman_p	log2FC_high_minus_low	welch_t	welch_p	mean_high	mean_low	welch_fdr	spearman_fdr	up_in_tacstd2_high	call
OncoSG_LUAD	OncoSG LUAD	tertile	AMOT	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	0.05754313559743424	0.45740607036404796	0.0790859649122807	0.4208662993746019	0.6746686217594255	-0.028859649122807033	-0.10794561403508773	0.7476057700577418	0.5435840256500281	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	AMOTL1	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	-0.4657541058091658	1.7596895508898534e-10	-1.080982456140351	-6.399784945789906	3.9023513940850915e-09	-0.4962298245614036	0.5847526315789474	9.190437180253912e-08	2.061350616756685e-09	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	AMOTL2	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	-0.14405558155712442	0.061680982586798765	-0.45549298245614045	-2.511450707243376	0.013460370663602401	-0.26505263157894743	0.190440350877193	0.027593759860384922	0.10537167858578123	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	ANK3	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	-0.016535736994519254	0.831027647909841	-0.008224561403508706	-0.04280571329846287	0.965932834873454	-0.00043157894736837354	0.0077929824561403325	0.9756039793177753	0.9033463519438331	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	AOC1	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	-0.13154633228881465	0.08822671641313684	-0.1971824561403509	-1.0396599300988218	0.30074472425327187	-0.14092105263157895	0.05626140350877195	0.4179841930299711	0.13912674511302348	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	APC	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	-0.4288414479896458	5.987429292716417e-09	-0.9484403508771929	-5.825009182120505	5.679071577335684e-08	-0.44643684210526313	0.5020035087719298	5.821048366769075e-07	4.2694485581368585e-08	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	BVES	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	-0.4283675600417682	6.247973499712476e-09	-0.9103140350877192	-5.006844207343741	2.0935167387485703e-06	-0.4725368421052631	0.43777719298245615	1.3205259429029443e-05	4.2694485581368585e-08	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	CDH5	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	-0.44760109368084183	1.0510300497254338e-09	-1.0785245614035088	-5.979286011450289	2.729449343486489e-08	-0.5658175438596491	0.5127070175438597	3.1973549452270296e-07	8.618446407748558e-09	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	CGN	True	z-score (log RNA-seq V2 RSEM)	True	False	False	False	169.0	57.0	57.0	0.2819103972950127	0.0002046257630213503	0.5706771929824561	2.972081899121511	0.0036422942918251594	0.17632807017543864	-0.3943491228070175	0.008533375197990373	0.0005785969850948526	True	pass
OncoSG_LUAD	OncoSG LUAD	tertile	CLDN1	True	z-score (log RNA-seq V2 RSEM)	True	True	False	True	169.0	57.0	57.0	0.3736263736263737	5.629911487306425e-07	0.813159649122807	4.356955458913584	2.9391336387166694e-05	0.37873333333333337	-0.43442631578947366	0.00012684682019724572	2.7156043644654523e-06	True	pass
OncoSG_LUAD	OncoSG LUAD	tertile	CLDN10	True	z-score (log RNA-seq V2 RSEM)	True	True	False	False	169.0	57.0	57.0	-0.006279042593644276	0.9354240336194162	0.11793859649122804	0.6448781550842377	0.5204703360803	-0.04019649122807021	-0.15813508771929824	0.6096938222654943	0.9684061866123295	False	no-call
OncoSG_LUAD	OncoSG LUAD	tertile	CLDN11	True	z-score (log RNA-seq V2 RSEM)	True	True	False	False	169.0	57.0	57.0	-0.3873889832610907	1.957753168973388e-07	-0.8220052631578947	-4.441339653036581	2.1375214589322367e-05	-0.3641157894736842	0.4578894736842105	9.980941505149473e-05	1.0702383990387854e-06	False	no-call
