cohort	label	split	n_samples	n_high	n_low	tacstd2_low_threshold	tacstd2_high_threshold	mean_TACSTD2_high	mean_TACSTD2_low	n_universe	n_present	n_absent	n_pass	pass_genes	note	unit
OncoSG_LUAD	OncoSG LUAD	tertile	169	57	57	-0.3584	0.4002	1.0124122807017544	-1.0466508771929826	83	82	1	21	['CGN', 'CLDN1', 'CLDN12', 'CLDN16', 'CLDN3', 'CLDN4', 'CLDN6', 'CLDN7', 'CLDN8', 'CLDN9', 'CRB3', 'CXADR', 'EPCAM', 'MARVELD3', 'MICALL2', 'PARD6A', 'PARD6B', 'PATJ', 'TJP3', 'VAPA', 'YBX3']	Chen et al. 2020 East-Asian LUAD; cBioPortal z-scores. FC is in z units.	z-score (log RNA-seq V2 RSEM)
OncoSG_LUAD	OncoSG LUAD	median	169	84	84	0.0749	0.0749	0.7552071428571429	-0.7560964285714286	83	82	1	20	['CGN', 'CLDN1', 'CLDN12', 'CLDN3', 'CLDN4', 'CLDN6', 'CLDN7', 'CLDN8', 'CLDN9', 'CRB3', 'CXADR', 'EPCAM', 'MARVELD2', 'MARVELD3', 'MICALL2', 'PARD6B', 'PATJ', 'TJP3', 'VAPA', 'YBX3']	Chen et al. 2020 East-Asian LUAD; cBioPortal z-scores. FC is in z units.	z-score (log RNA-seq V2 RSEM)
CPTAC_LUAD_RNA	CPTAC LUAD RNA	tertile	110	37	37	11.931633333333332	12.531566666666667	13.028659459459458	11.082051351351351	83	83	0	13	['AMOT', 'AMOTL2', 'ANK3', 'CLDN4', 'CYTH3', 'F11R', 'FRMD4B', 'MICALL2', 'OCLN', 'PARD6B', 'RAP2B', 'TJP1', 'TJP2']	CPTAC pancancer freeze v1.2 tumor RNA. Treatment-naive LUAD.	log2(RSEM UQ)
CPTAC_LUAD_RNA	CPTAC LUAD RNA	median	110	55	55	12.2317	12.2317	12.811379999999998	11.412456363636364	83	83	0	18	['AMOT', 'AMOTL2', 'ANK3', 'CLDN1', 'CLDN12', 'CLDN23', 'CLDN4', 'CRB3', 'CYTH3', 'F11R', 'FRMD4B', 'MICALL2', 'OCLN', 'PARD6B', 'POF1B', 'RAP2B', 'TJP1', 'TJP2']	CPTAC pancancer freeze v1.2 tumor RNA. Treatment-naive LUAD.	log2(RSEM UQ)
GSE31210_LUAD	GSE31210 LUAD	tertile	226	76	76	13.97810176076691	14.292054194595613	14.460331010903591	13.42805909270423	83	77	6	26	['AMOT', 'ANK3', 'CGN', 'CLDN1', 'CLDN12', 'CLDN23', 'CLDN3', 'CLDN4', 'CLDN6', 'CLDN7', 'CRB3', 'CXADR', 'CYTH3', 'EPCAM', 'F11R', 'MARVELD2', 'MARVELD3', 'MICALL2', 'MPP7', 'OCLN', 'PARD3', 'PARD6B', 'PATJ', 'POF1B', 'STRN', 'TJP3']	Okayama 2012 Japanese stage I-II LUAD tumors only (GPL570). MAS5 linear matrix logged here.	log2(MAS5+1)
GSE31210_LUAD	GSE31210 LUAD	median	226	113	113	14.144503345872309	14.144503345872309	14.37630762617926	13.639219903263822	83	77	6	20	['AMOT', 'CGN', 'CLDN1', 'CLDN12', 'CLDN23', 'CLDN3', 'CLDN4', 'CLDN7', 'CRB3', 'CXADR', 'CYTH3', 'EPCAM', 'F11R', 'MARVELD2', 'MARVELD3', 'MICALL2', 'OCLN', 'PARD3', 'PATJ', 'TJP3']	Okayama 2012 Japanese stage I-II LUAD tumors only (GPL570). MAS5 linear matrix logged here.	log2(MAS5+1)
