gene	probe	mean
CD274	227458_at	5.980106739436463
CD274	223834_at	4.714569896082872
CD8A	205758_at	7.2558896314585635
CLDN4	201428_at	8.629504866049718
CLDN4	1569421_at	4.236082823370163
TACSTD2	202286_s_at	11.8874648042873
TACSTD2	202285_s_at	4.391522002182325
TACSTD2	227128_s_at	4.028676810662979
TACSTD2	202287_s_at	3.9354867955027615
