gene	probe	role	n	mean_rma_luad	rho	p	ci_low	ci_high
CD274	227458_at	maxmean_kept	127	5.846337724614173	-0.0764904386951631	0.39269861924050303	-0.24692080548651935	0.10477808138373244
CD274	223834_at	named	127	4.65921044194488	0.017997750281214846	0.8408274334280966	-0.1408234258807909	0.18211687382577518
