dataset	unit_id	compartment	slice	n_cells	median_lib	mean_lib	gene	sum_log1p	n_pos	sum_log1p_pos
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	CD8B	691.8009559979381	320	691.8009559979382
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	CLDN4	28.237115071591074	16	28.237115071591074
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	CTLA4	168.3881695358236	89	168.3881695358236
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	CX3CR1	21.412272781352787	12	21.412272781352787
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	CXCL13	176.39780982740757	81	176.3978098274076
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	ENTPD1	16.352450326628635	11	16.352450326628635
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	EPCAM	40.73974149732446	23	40.73974149732445
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	FGFBP2	108.35120212241058	50	108.3512021224106
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	GNLY	507.83205335385236	163	507.8320533538524
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	GZMA	1473.3685603916024	518	1473.3685603916024
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	GZMB	537.8489995982798	224	537.8489995982798
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	GZMH	1061.1156114106661	393	1061.115611410666
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	HAVCR2	122.55814464900766	64	122.55814464900764
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	IFNG	685.1875206516172	270	685.1875206516171
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	IL7R	126.84519261635815	67	126.84519261635816
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	KLRD1	169.9922555417924	79	169.99225554179242
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	KLRF1	38.24548981696478	20	38.24548981696478
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	KRT18	101.6330964828869	58	101.6330964828869
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	KRT19	72.95026223149475	43	72.95026223149475
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	KRT8	54.30213768895703	32	54.30213768895703
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	LAG3	345.02896986998906	180	345.02896986998906
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	LEF1	55.325877330542674	35	55.32587733054267
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	NCAM1	1.7524497360579283	1	1.7524497360579283
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	NCR1	3.3423656346425963	2	3.3423656346425963
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	NKG7	1604.0774875295738	511	1604.077487529574
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	PDCD1	194.35605721295465	105	194.35605721295468
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	PRF1	408.49274346009906	208	408.49274346009906
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	PTPRC	850.8349113282568	401	850.8349113282568
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	SELL	92.94828763426648	52	92.94828763426648
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	TCF7	111.67044948576462	65	111.67044948576462
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	TIGIT	497.39752574972596	245	497.397525749726
GSE131907	BRONCHO_58	cd8	UMI500	553	2155.0	2257.8933092224233	TOX	133.21804445058433	76	133.21804445058433
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CCR7	9.956018823683902	6	9.956018823683902
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CD3D	418.4939750252893	157	418.4939750252893
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CD3E	311.14477847971807	139	311.14477847971807
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CD4	1.1068123615016925	1	1.1068123615016925
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CD8A	266.9024898606013	119	266.9024898606013
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CD8B	206.78811650168043	97	206.7881165016804
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CLDN4	3.5362202651165435	2	3.5362202651165435
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CTLA4	37.32471982130089	19	37.32471982130088
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CX3CR1	17.931964037768775	10	17.931964037768775
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	CXCL13	43.10086120498568	21	43.100861204985684
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	ENTPD1	5.135858294087203	4	5.135858294087203
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	EPCAM	6.615168164706965	4	6.615168164706965
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	FGFBP2	85.89543311660776	37	85.89543311660775
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	GNLY	507.8320533538524	163	507.8320533538524
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	GZMA	411.87077375994863	151	411.87077375994863
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	GZMB	245.75507298456307	101	245.7550729845631
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	GZMH	372.7246465171601	135	372.72464651716007
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	HAVCR2	47.52541836401518	25	47.52541836401518
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	IFNG	166.1926464613629	69	166.1926464613629
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	IL7R	42.53152200704173	24	42.53152200704173
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	KLRD1	137.03604383581137	61	137.03604383581143
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	KLRF1	22.724962055455805	12	22.724962055455805
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	KRT18	29.94242306374092	18	29.94242306374092
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	KRT19	21.27193588381804	13	21.271935883818035
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	KRT8	17.65622437328416	11	17.65622437328416
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	LAG3	104.36320819515075	57	104.36320819515076
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	LEF1	12.911841877835894	8	12.911841877835894
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	NCAM1	1.7524497360579283	1	1.7524497360579283
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	NCR1	1.4965389441442656	1	1.4965389441442656
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	NKG7	550.9257527305656	159	550.9257527305656
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	PDCD1	47.92200059234207	27	47.922000592342066
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	PRF1	174.59804165833486	88	174.59804165833486
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	PTPRC	239.28877940373675	114	239.28877940373675
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	SELL	27.968835153653906	15	27.96883515365391
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	TCF7	30.47111409983262	19	30.471114099832622
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	TIGIT	153.51126018604998	76	153.51126018605
GSE131907	BRONCHO_58	cd8	GNLY_POS	163	2273.0	2366.4662576687115	TOX	29.86147832558129	18	29.86147832558129
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CCR7	34.17896823559035	19	34.17896823559035
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CD3D	955.653548446602	336	955.653548446602
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CD3E	669.6083592020858	295	669.6083592020858
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CD4	5.946381138456107	4	5.946381138456108
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CD8A	677.794056278188	298	677.794056278188
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CD8B	533.9690442738124	247	533.9690442738124
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CLDN4	14.1501510808338	8	14.1501510808338
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CTLA4	149.24616231578636	79	149.2461623157863
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CX3CR1	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	CXCL13	163.66516712371072	74	163.66516712371075
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	ENTPD1	16.352450326628635	11	16.352450326628635
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	EPCAM	25.54967307986405	14	25.549673079864053
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	FGFBP2	12.87043066667553	8	12.87043066667553
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	GNLY	251.76871730912978	88	251.76871730912978
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	GZMA	961.6276069982126	332	961.6276069982125
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	GZMB	382.90302106690115	156	382.90302106690115
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	GZMH	730.1636398479502	269	730.1636398479502
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	HAVCR2	105.7974524139436	55	105.79745241394357
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	IFNG	515.0511719169817	199	515.0511719169817
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	IL7R	32.10347557905179	18	32.10347557905179
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	KLRD1	57.83584447332737	30	57.83584447332738
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	KLRF1	3.8442089968786113	2	3.8442089968786113
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	KRT18	64.69196041238732	37	64.69196041238732
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	KRT19	45.0731091574478	27	45.073109157447796
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	KRT8	34.43096490398099	20	34.43096490398099
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	LAG3	267.6238511322533	138	267.6238511322533
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	LEF1	28.763347436879446	19	28.76334743687945
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	NCAM1	1.7524497360579283	1	1.7524497360579283
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	NCR1	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	NKG7	1007.8738671458598	324	1007.8738671458598
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	PDCD1	160.54669150090373	86	160.54669150090376
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	PRF1	251.64058157781767	131	251.64058157781767
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	PTPRC	528.6676302782574	247	528.6676302782574
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	SELL	39.27043267207348	22	39.27043267207348
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	TCF7	54.70098954601164	33	54.70098954601164
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	TIGIT	324.30166618063345	158	324.30166618063345
GSE131907	BRONCHO_58	cd8	Exhausted CD8+ T	342	2152.0	2310.4269005847955	TOX	108.34556190717086	61	108.34556190717086
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CCR7	2.3186261521962903	1	2.3186261521962903
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CD3D	98.64286388150103	42	98.64286388150101
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CD3E	77.44465441252001	36	77.44465441252001
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CD4	1.1068123615016925	1	1.1068123615016925
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CD8A	68.17727408771053	32	68.17727408771054
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CD8B	78.59708278864984	37	78.59708278864986
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CLDN4	1.573319416065785	1	1.573319416065785
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CTLA4	1.7185898585296162	1	1.7185898585296162
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CX3CR1	14.447958266594835	8	14.447958266594833
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	CXCL13	1.6040200041927077	1	1.6040200041927077
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	ENTPD1	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	EPCAM	3.2329615117500152	2	3.2329615117500152
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	FGFBP2	54.0043108990001	23	54.00431089900009
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	GNLY	134.30647350708244	36	134.30647350708244
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	GZMA	95.12385220948958	39	95.12385220948958
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	GZMB	67.88517498088954	30	67.88517498088954
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	GZMH	102.6086644059337	37	102.6086644059337
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	HAVCR2	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	IFNG	23.217867183574505	12	23.21786718357451
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	IL7R	20.572556281298397	12	20.572556281298397
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	KLRD1	69.67103761185723	30	69.67103761185723
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	KLRF1	21.464652534907437	11	21.464652534907437
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	KRT18	10.911141059716176	7	10.911141059716176
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	KRT19	8.430600106173172	5	8.430600106173172
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	KRT8	6.038593431724691	4	6.038593431724691
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	LAG3	14.6017031834192	9	14.6017031834192
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	LEF1	11.199064217606288	7	11.199064217606287
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	NCAM1	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	NCR1	1.4965389441442656	1	1.4965389441442656
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	NKG7	167.6093356417252	44	167.6093356417252
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	PDCD1	3.1578015183757584	2	3.1578015183757584
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	PRF1	59.24588135832062	29	59.245881358320624
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	PTPRC	69.55663262301849	33	69.55663262301849
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	SELL	13.497956340428743	8	13.497956340428745
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	TCF7	3.3030305065320182	2	3.3030305065320182
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	TIGIT	47.95948037232776	26	47.95948037232777
GSE131907	BRONCHO_58	cd8	Cytotoxic CD8+ T	44	2455.0	2515.75	TOX	1.538222672557476	1	1.538222672557476
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CCR7	11.983554734750246	7	11.983554734750244
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CD3D	305.85560151514125	113	305.85560151514125
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CD3E	251.6776337012332	109	251.67763370123316
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CD4	18.21377604229136	11	18.21377604229136
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CD8A	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CD8B	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CLDN4	7.470268629373708	4	7.470268629373708
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CTLA4	17.423417361507642	9	17.423417361507642
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CX3CR1	6.964314514757955	4	6.964314514757955
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	CXCL13	11.128622699504156	6	11.128622699504156
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	ENTPD1	0.0	0	0.0
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	EPCAM	8.28914837453275	5	8.28914837453275
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	FGFBP2	34.920073689624566	16	34.920073689624566
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	GNLY	96.73625572689396	30	96.73625572689394
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	GZMA	321.9138083035845	112	321.91380830358446
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	GZMB	84.7625718517098	37	84.7625718517098
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	GZMH	212.44564098283138	81	212.44564098283138
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	HAVCR2	16.76069223506406	9	16.76069223506406
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	IFNG	120.91374499044706	48	120.91374499044707
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	IL7R	36.69406966512533	19	36.69406966512533
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	KLRD1	30.043173050526562	14	30.043173050526562
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	KLRF1	7.086509015806661	4	7.086509015806661
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	KRT18	20.70455934057675	11	20.704559340576754
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	KRT19	12.476886215056311	7	12.476886215056311
GSE131907	BRONCHO_58	cd8	CD8 low T	122	2094.5	2119.4754098360654	KRT8	13.832579353251342	8	13.83257935325134
