dataset	unit_id	compartment	slice	n_cells	median_lib	mean_lib	score_name	score	n_genes	genes_used	mal_CLDN4_pct	cldn4_quartile	frac_tnk	n_cells_unit	n_tnk
GSE123902	LX255B	cd8	ALL	104	616.5	651.625	effector_cosmx	0.6237468383356599	4	GZMB,PRF1,NKG7,IFNG	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX255B	cd8	ALL	104	616.5	651.625	effector_no_nkg7	0.41009458758139244	3	GZMB,PRF1,IFNG	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX255B	cd8	ALL	104	616.5	651.625	exhaustion	0.04888455282539753	5	PDCD1,HAVCR2,LAG3,TIGIT,TOX	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX255B	cd8	ALL	104	616.5	651.625	naive_memory	0.12000298063903725	5	IL7R,TCF7,CCR7,SELL,LEF1	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX255B	nk	ALL	238	522.5	888.1134453781513	effector_cosmx	0.45787325839793225	4	GZMB,PRF1,NKG7,IFNG	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX255B	nk	ALL	238	522.5	888.1134453781513	effector_no_nkg7	0.2671498721158933	3	GZMB,PRF1,IFNG	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX255B	nk	ALL	238	522.5	888.1134453781513	exhaustion	0.046577442306122555	5	PDCD1,HAVCR2,LAG3,TIGIT,TOX	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX255B	nk	ALL	238	522.5	888.1134453781513	naive_memory	0.14801780043078067	5	IL7R,TCF7,CCR7,SELL,LEF1	35.0877192982456	Q2	0.407359752959341	3886	1583
GSE123902	LX653	cd8	ALL	7	1595.0	1760.428571428571	effector_cosmx	0.8210975658007275	4	GZMB,PRF1,NKG7,IFNG	71.7241379310345	Q4	0.125	392	49
GSE123902	LX653	cd8	ALL	7	1595.0	1760.428571428571	effector_no_nkg7	0.7843844538065173	3	GZMB,PRF1,IFNG	71.7241379310345	Q4	0.125	392	49
GSE123902	LX653	cd8	ALL	7	1595.0	1760.428571428571	exhaustion	0.2910711068699781	5	PDCD1,HAVCR2,LAG3,TIGIT,TOX	71.7241379310345	Q4	0.125	392	49
GSE123902	LX653	cd8	ALL	7	1595.0	1760.428571428571	naive_memory	0.4551220364868354	5	IL7R,TCF7,CCR7,SELL,LEF1	71.7241379310345	Q4	0.125	392	49
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	effector_cosmx	0.2036154143546554	4	GZMB,PRF1,NKG7,IFNG	71.7241379310345	Q4	0.125	392	49
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	effector_no_nkg7	0.045598103913598774	3	GZMB,PRF1,IFNG	71.7241379310345	Q4	0.125	392	49
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	exhaustion	0.06361424765612099	5	PDCD1,HAVCR2,LAG3,TIGIT,TOX	71.7241379310345	Q4	0.125	392	49
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	naive_memory	0.22987505867453878	5	IL7R,TCF7,CCR7,SELL,LEF1	71.7241379310345	Q4	0.125	392	49
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	effector_cosmx	0.8913143763166669	4	GZMB,PRF1,NKG7,IFNG	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	effector_no_nkg7	0.6399298326971276	3	GZMB,PRF1,IFNG	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	exhaustion	0.2651316332305599	5	PDCD1,HAVCR2,LAG3,TIGIT,TOX	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	naive_memory	0.5506442145793452	5	IL7R,TCF7,CCR7,SELL,LEF1	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX661	nk	ALL	262	5651.5	9488.026717557252	effector_cosmx	0.4820273722019178	4	GZMB,PRF1,NKG7,IFNG	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX661	nk	ALL	262	5651.5	9488.026717557252	effector_no_nkg7	0.3575581891123893	3	GZMB,PRF1,IFNG	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX661	nk	ALL	262	5651.5	9488.026717557252	exhaustion	0.15022423868451848	5	PDCD1,HAVCR2,LAG3,TIGIT,TOX	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX661	nk	ALL	262	5651.5	9488.026717557252	naive_memory	0.37570851255329674	5	IL7R,TCF7,CCR7,SELL,LEF1	58.974358974359	Q3	0.816031537450723	4566	3726
GSE123902	LX666	cd8	ALL	53	2555.0	2742.075471698113	effector_cosmx	1.4143820398900862	4	GZMB,PRF1,NKG7,IFNG	67.175572519084	Q3	0.134498480243161	1316	177
GSE123902	LX666	cd8	ALL	53	2555.0	2742.075471698113	effector_no_nkg7	0.8977509261705584	3	GZMB,PRF1,IFNG	67.175572519084	Q3	0.134498480243161	1316	177
GSE123902	LX666	cd8	ALL	53	2555.0	2742.075471698113	exhaustion	0.1708654423345744	5	PDCD1,HAVCR2,LAG3,TIGIT,TOX	67.175572519084	Q3	0.134498480243161	1316	177
