dataset	unit_id	compartment	slice	n_cells	median_lib	mean_lib	gene	sum_log1p	n_pos	sum_log1p_pos
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	PTPRC	10.272682391918075	4	10.272682391918075
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CD3D	12.938631978265779	6	12.938631978265779
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CD3E	13.677619489522906	6	13.677619489522906
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CD8A	12.59349709876576	6	12.59349709876576
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CD8B	10.151117990666672	4	10.151117990666672
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CD4	1.983700234470687	1	1.983700234470687
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	KLRD1	7.548342019741512	3	7.548342019741512
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	KLRF1	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	GNLY	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	NKG7	6.518658312483506	3	6.518658312483506
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	GZMB	11.107961445444136	5	11.107961445444136
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	PRF1	5.364112084492728	2	5.364112084492728
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	IFNG	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	GZMA	8.892172884041253	3	8.892172884041253
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	GZMH	2.7269186854065928	1	2.7269186854065928
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	PDCD1	2.7269186854065928	1	2.7269186854065928
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	HAVCR2	2.0616225423999195	1	2.0616225423999195
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	LAG3	1.5148230196055466	1	1.5148230196055466
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	TIGIT	3.8841244930371763	2	3.8841244930371763
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	TOX	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CTLA4	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	ENTPD1	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CXCL13	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	IL7R	15.92927127703924	6	15.92927127703924
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	TCF7	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CCR7	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	SELL	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	LEF1	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	CX3CR1	0.0	0	0.0
GSE123902	LX653	cd8	UMI500	7	1595.0	1760.4285714285713	FGFBP2	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CLDN4	2.490741628799299	2	2.490741628799299
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	EPCAM	1.2483997180708366	2	1.2483997180708366
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	KRT8	1.442713423910055	2	1.442713423910055
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	KRT18	0.9626005309852551	1	0.9626005309852551
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	KRT19	1.7657287066005516	2	1.7657287066005516
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	PTPRC	10.458309986368977	5	10.458309986368977
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CD3D	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CD3E	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CD8A	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CD8B	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CD4	8.142844684957193	5	8.142844684957193
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	KLRD1	9.218644346753214	7	9.218644346753214
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	KLRF1	3.2367109394726667	1	3.2367109394726667
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	GNLY	5.565245766245617	2	5.565245766245617
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	NKG7	6.099006111100428	2	6.099006111100428
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	GZMB	1.231148805667167	2	1.231148805667167
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	PRF1	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	IFNG	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	GZMA	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	GZMH	2.862295171627761	1	2.862295171627761
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	PDCD1	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	HAVCR2	2.6546405733137983	3	2.6546405733137983
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	LAG3	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	TIGIT	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	TOX	0.2080005712116462	1	0.2080005712116462
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CTLA4	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	ENTPD1	2.177307331600101	3	2.177307331600101
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CXCL13	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	IL7R	4.245371529253818	3	4.245371529253818
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	TCF7	2.862295171627761	1	2.862295171627761
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CCR7	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	SELL	3.2367109394726667	1	3.2367109394726667
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	LEF1	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	CX3CR1	0.0	0	0.0
GSE123902	LX653	nk	ALL	9	4283.0	9378.888888888889	FGFBP2	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CLDN4	2.490741628799299	2	2.490741628799299
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	EPCAM	1.2483997180708366	2	1.2483997180708366
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	KRT8	1.442713423910055	2	1.442713423910055
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	KRT18	0.9626005309852551	1	0.9626005309852551
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	KRT19	1.7657287066005516	2	1.7657287066005516
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	PTPRC	7.22159904689631	4	7.22159904689631
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CD3D	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CD3E	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CD8A	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CD8B	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CD4	8.142844684957193	5	8.142844684957193
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	KLRD1	9.218644346753216	7	9.218644346753214
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	KLRF1	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	GNLY	0.7510359127423668	1	0.7510359127423668
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	NKG7	2.862295171627761	1	2.862295171627761
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	GZMB	1.231148805667167	2	1.231148805667167
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	PRF1	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	IFNG	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	GZMA	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	GZMH	2.862295171627761	1	2.862295171627761
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	PDCD1	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	HAVCR2	2.6546405733137983	3	2.6546405733137983
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	LAG3	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	TIGIT	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	TOX	0.2080005712116462	1	0.2080005712116462
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CTLA4	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	ENTPD1	2.177307331600101	3	2.177307331600101
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CXCL13	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	IL7R	4.245371529253818	3	4.245371529253818
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	TCF7	2.862295171627761	1	2.862295171627761
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CCR7	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	SELL	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	LEF1	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	CX3CR1	0.0	0	0.0
GSE123902	LX653	nk	UMI500	8	5314.5	10500.125	FGFBP2	0.0	0	0.0
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CLDN4	6.645729187266377	5	6.645729187266376
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	EPCAM	4.353815402699977	3	4.353815402699977
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	KRT8	13.000452795715772	11	13.000452795715772
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	KRT18	14.306384190357116	12	14.306384190357115
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	KRT19	7.15312066335058	6	7.15312066335058
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	PTPRC	1298.8487632145216	646	1298.8487632145216
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CD3D	1202.4910541992922	626	1202.4910541992922
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CD3E	921.4114048264937	565	921.4114048264937
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CD8A	1208.77704844495	649	1208.77704844495
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CD8B	695.0267974948345	432	695.0267974948345
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CD4	28.287555505314998	28	28.287555505314998
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	KLRD1	366.2066666878716	211	366.2066666878716
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	NCR1	5.970338827772857	7	5.970338827772857
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	KLRF1	66.61580680945366	43	66.61580680945366
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	NCAM1	7.491456368813442	6	7.491456368813442
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	GNLY	685.9174923706421	257	685.9174923706421
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	NKG7	1183.0914971590296	506	1183.0914971590296
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	GZMB	669.3352718716571	321	669.3352718716571
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	PRF1	307.35547890566033	203	307.35547890566033
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	IFNG	403.63789835038693	224	403.63789835038693
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	GZMA	706.2287211557491	377	706.2287211557491
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	GZMH	784.9243396682334	389	784.9243396682334
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	PDCD1	264.4381976010821	181	264.43819760108204
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	HAVCR2	70.08285958080134	54	70.08285958080134
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	LAG3	224.63527387787292	164	224.63527387787292
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	TIGIT	302.4510135669925	208	302.4510135669925
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	TOX	91.5408768371141	72	91.5408768371141
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CTLA4	66.6408530442753	52	66.6408530442753
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	ENTPD1	111.7102495908758	87	111.71024959087579
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CXCL13	99.08953475881685	45	99.08953475881687
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	IL7R	1329.682052710395	517	1329.682052710395
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	TCF7	190.70186772046713	151	190.7018677204672
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CCR7	276.42626575027646	155	276.42626575027646
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	SELL	84.38363898252948	61	84.38363898252946
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	LEF1	98.37212624907774	77	98.37212624907775
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	CX3CR1	6.403857869798163	6	6.403857869798162
GSE123902	LX661	cd8	ALL	719	4289.0	4616.785813630042	FGFBP2	69.47067515558356	39	69.47067515558356
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CLDN4	6.645729187266377	5	6.645729187266376
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	EPCAM	4.353815402699977	3	4.353815402699977
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	KRT8	13.000452795715772	11	13.000452795715772
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	KRT18	14.306384190357116	12	14.306384190357115
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	KRT19	7.15312066335058	6	7.15312066335058
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	PTPRC	1298.8487632145216	646	1298.8487632145216
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CD3D	1202.4910541992922	626	1202.4910541992922
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CD3E	921.4114048264937	565	921.4114048264937
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CD8A	1208.77704844495	649	1208.77704844495
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CD8B	695.0267974948345	432	695.0267974948345
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CD4	28.287555505314998	28	28.287555505314998
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	KLRD1	366.2066666878716	211	366.2066666878716
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	NCR1	5.970338827772857	7	5.970338827772857
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	KLRF1	66.61580680945366	43	66.61580680945366
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	NCAM1	7.491456368813442	6	7.491456368813442
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	GNLY	685.9174923706421	257	685.9174923706421
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	NKG7	1183.0914971590296	506	1183.0914971590296
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	GZMB	669.3352718716571	321	669.3352718716571
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	PRF1	307.35547890566033	203	307.35547890566033
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	IFNG	403.63789835038693	224	403.63789835038693
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	GZMA	706.2287211557491	377	706.2287211557491
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	GZMH	784.9243396682334	389	784.9243396682334
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	PDCD1	264.4381976010821	181	264.43819760108204
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	HAVCR2	70.08285958080134	54	70.08285958080134
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	LAG3	224.63527387787292	164	224.63527387787292
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	TIGIT	302.4510135669925	208	302.4510135669925
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	TOX	91.5408768371141	72	91.5408768371141
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CTLA4	66.6408530442753	52	66.6408530442753
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	ENTPD1	111.7102495908758	87	111.71024959087579
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CXCL13	99.08953475881685	45	99.08953475881687
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	IL7R	1329.682052710395	517	1329.682052710395
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	TCF7	190.70186772046713	151	190.7018677204672
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CCR7	276.42626575027646	155	276.42626575027646
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	SELL	84.38363898252948	61	84.38363898252946
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	LEF1	98.37212624907774	77	98.37212624907775
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	CX3CR1	6.403857869798163	6	6.403857869798162
GSE123902	LX661	cd8	UMI500	719	4289.0	4616.785813630042	FGFBP2	69.47067515558356	39	69.47067515558356
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CLDN4	1.176237450698646	1	1.176237450698646
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	EPCAM	4.353815402699977	3	4.353815402699977
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	KRT8	4.430928567776881	3	4.430928567776881
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	KRT18	10.652335947220632	9	10.652335947220628
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	KRT19	4.837556859879152	4	4.837556859879152
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	PTPRC	454.5047407864255	231	454.50474078642543
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CD3D	455.9456029464459	232	455.9456029464459
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CD3E	338.85394989646085	206	338.8539498964609
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CD8A	440.4227753420681	232	440.4227753420682
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CD8B	285.6874455739842	176	285.6874455739842
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CD4	6.530766130638783	7	6.530766130638783
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	KLRD1	210.39227883667928	117	210.39227883667928
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	NCR1	5.970338827772857	7	5.970338827772857
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	KLRF1	65.19613104863784	42	65.19613104863784
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	NCAM1	7.491456368813442	6	7.491456368813442
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	GNLY	685.9174923706421	257	685.9174923706421
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	NKG7	552.749670179285	216	552.749670179285
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	GZMB	380.4490333080299	170	380.4490333080299
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	PRF1	178.99897730723796	112	178.99897730723796
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	IFNG	169.4824466208994	99	169.48244662089942
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	GZMA	302.74325326913726	164	302.74325326913726
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	GZMH	356.8569147677691	171	356.8569147677691
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	PDCD1	94.3280816225498	67	94.32808162254982
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	HAVCR2	40.46082979774424	29	40.460829797744225
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	LAG3	78.80068267932467	61	78.80068267932467
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	TIGIT	119.27563996752237	83	119.27563996752237
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	TOX	40.03433409529627	34	40.034334095296266
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CTLA4	20.818673824200005	18	20.818673824200012
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	ENTPD1	46.20400142728714	35	46.204001427287146
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CXCL13	34.26030747596826	20	34.260307475968254
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	IL7R	375.8881207688462	155	375.8881207688462
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	TCF7	76.6447955958044	62	76.64479559580438
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CCR7	74.56545932725359	47	74.56545932725359
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	SELL	22.761445213430584	18	22.761445213430587
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	LEF1	27.470818019310236	24	27.470818019310236
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	CX3CR1	6.403857869798163	6	6.403857869798162
GSE123902	LX661	cd8	GNLY_POS	257	4418.0	4891.284046692607	FGFBP2	67.22751021382746	37	67.22751021382747
GSE123902	LX661	nk	ALL	262	5651.5	9488.026717557252	CLDN4	5.552741951370469	6	5.552741951370469
