cohort	malig_def	immune_def	score	n_patients	n_q1	n_q4	n_compared	spearman_rho	spearman_p	q4q1_r_rb	q4q1_p	median_tnk_q1	median_tnk_q4	delta_median_tnk	thin	unit
GSE207422	DRMref_malignant	same_patient_tnk_fraction	mean	12	3	3	6	-0.09090909090909093	0.7787253962454419	-0.33333333333333337	0.7	0.4876755070202808	0.2170620898536092	-0.2706134171666716	False	patient
GSE205335	author_malignant	same_patient_tnk_fraction	mean	22	6	6	12	-0.20045172219085267	0.3710825718233011	-0.5555555555555556	0.13203463203463203	0.33057500838377946	0.16582536241770118	-0.16474964596607827	False	patient
GSE205335	author_malignant	same_patient_tnk_fraction	pct_pos	22	6	6	12	-0.43534726143421804	0.042861326301676765	-0.7777777777777778	0.025974025974025976	0.5142311424633497	0.11640665785333909	-0.3978244846100106	False	patient
GSE207422	DRMref_malignant	same_patient_tnk_fraction	pct_pos	12	3	3	6	-0.6783216783216784	0.015317329053281715	-1.0	0.1	0.5400630914826499	0.2170620898536092	-0.32300100162904066	False	patient
