metric,cut,radius_um,neighbor,eligible,median,lo,hi,width,magnitude,equal_patient_ratio
contact,detected,50.0,cyto,True,-0.1581228203827135,-0.788942529542475,0.08278207719379697,0.871724606736272,0.0,0.8129480173207231
contact,detected,50.0,cd8,True,-0.20293110360632868,-0.7394850389132724,0.08412323678852408,0.8236082757017965,0.0,0.836263393063879
contact,detected,50.0,nk,True,-0.23824309522940051,-1.0222440703773124,0.029671987767666712,1.0519160581449791,0.0,0.5969766385067847
contact,detected,50.0,tnk,True,-0.10212161651134537,-0.6441008968241597,-0.0036094888008173717,0.6404914080233424,0.10212161651134537,0.8445902365331898
contact,detected,50.0,immune,True,-0.013550986761729871,-0.32126869727816426,0.03359508028605319,0.35486377756421744,0.0,0.937694515291723
contact,detected,80.0,cyto,True,-0.007701654031472548,-0.4113686492452352,0.0932452878909554,0.5046139371361906,0.0,0.9038935456376072
contact,detected,80.0,cd8,True,-0.028051841824314538,-0.43488966516277106,0.1041783094510153,0.5390679746137863,0.0,0.9001706588016815
contact,detected,80.0,nk,True,-0.1463815561406594,-0.7154388989906553,0.10454163592955683,0.8199805349202121,0.0,0.7542238310412447
contact,detected,80.0,tnk,True,-0.0005620159210779081,-0.28416063326330754,0.028620470943269034,0.31278110420657657,0.0,0.9361673374583899
contact,detected,80.0,immune,True,9.178425962560727e-05,-0.09197527277414155,0.024686432998985382,0.11666170577312693,0.0,0.9889363876079751
contact,detected,100.0,cyto,True,-0.0053109703687068245,-0.2533887213111067,0.054716176093307936,0.3081048974044146,0.0,0.9420609887823177
contact,detected,100.0,cd8,True,-0.005574876290586797,-0.2733413590646451,0.0630402951721233,0.33638165423676836,0.0,0.9350354647302208
contact,detected,100.0,nk,True,-0.005790484826958954,-0.5307967145215217,0.09748063524392743,0.6282773497654491,0.0,0.8342030735384378
contact,detected,100.0,tnk,True,-0.01000103541291242,-0.1650967156945475,0.049901703389052796,0.2149984190836003,0.0,0.966554834441525
contact,detected,100.0,immune,True,-0.0005081684006770435,-0.041844498899241425,0.0209071592907876,0.06275165819002902,0.0,0.9970260845090355
contact,median,10.0,cyto,False,-0.4740771061467031,nan,nan,nan,0.0,nan
contact,median,10.0,cd8,False,-0.4683086679711141,nan,nan,nan,0.0,nan
contact,median,10.0,nk,False,nan,nan,nan,nan,0.0,nan
contact,median,10.0,tnk,False,-0.6571842823969185,nan,nan,nan,0.0,nan
contact,median,10.0,immune,False,-0.8040705655954931,nan,nan,nan,0.0,nan
contact,median,20.0,cyto,False,-0.3940935623432873,nan,nan,nan,0.0,nan
contact,median,20.0,cd8,False,-0.34669293812391144,nan,nan,nan,0.0,nan
contact,median,20.0,nk,False,-0.6288856375417328,nan,nan,nan,0.0,nan
contact,median,20.0,tnk,True,-0.3451718809705285,-1.0666008955089203,-0.2146516694128435,0.8519492260960768,0.3451718809705285,0.6793962743314532
contact,median,20.0,immune,True,-0.187624431011966,-1.1108229640415648,-0.09279797192908747,1.0180249921124773,0.187624431011966,0.7401879005551467
contact,median,30.0,cyto,True,-0.40366270941418675,-0.843967743733294,-0.13856023730445677,0.7054075064288372,0.40366270941418675,0.7499874172412616
contact,median,30.0,cd8,False,-0.3912332270565927,nan,nan,nan,0.0,nan
contact,median,30.0,nk,False,-0.6113654998181447,nan,nan,nan,0.0,nan
contact,median,30.0,tnk,True,-0.2729108011826282,-0.766871175551897,-0.11172455478260596,0.6551466207692911,0.2729108011826282,0.7744260500339287
contact,median,30.0,immune,True,-0.0838341221141729,-0.6820476298194436,0.025159997664239053,0.7072076274836826,0.0,0.8548732799737135
contact,median,50.0,cyto,True,-0.44517440527184765,-0.5687808291238273,-0.006529086875703984,0.5622517422481234,0.44517440527184765,0.8404588132948478
contact,median,50.0,cd8,True,-0.40238626569843333,-0.5441586247053659,-0.023266912531465407,0.5208917121739005,0.40238626569843333,0.8541716983942284
contact,median,50.0,nk,True,-0.26227728430453623,-0.8395458356210642,-0.024037576154285714,0.8155082594667785,0.26227728430453623,0.7024518447635284
contact,median,50.0,tnk,True,-0.280382212409532,-0.438457860164509,0.06429224129088684,0.5027501014553959,0.0,0.8699717514367934
contact,median,50.0,immune,True,-0.0793568214697989,-0.27535924574402765,0.07265363523857075,0.3480128809825984,0.0,0.9537005575414566
contact,median,80.0,cyto,True,-0.24372154998409573,-0.4612592496707478,0.12646082005779843,0.5877200697285462,0.0,0.9128302623589868
contact,median,80.0,cd8,True,-0.2179918508708014,-0.5382683692963659,0.11858000604456824,0.6568483753409341,0.0,0.9034069329134206
contact,median,80.0,nk,True,-0.2910387058492972,-0.56616404425517,0.11606766849318516,0.6822317127483551,0.0,0.820967464639376
contact,median,80.0,tnk,True,-0.14009539408102356,-0.2735122753054242,0.14311104270264016,0.4166233180080644,0.0,0.9455036159499547
contact,median,80.0,immune,True,-0.0117510856509974,-0.07721642876971356,0.04117877071083872,0.11839519948055227,0.0,0.9870144787241549
contact,median,100.0,cyto,True,-0.13596770995945956,-0.47251813152631633,0.11503375340509195,0.5875518849314083,0.0,0.9378861220296298
contact,median,100.0,cd8,True,-0.12397597541252546,-0.5688963164839413,0.14342475885762715,0.7123210753415685,0.0,0.9260444052731232
contact,median,100.0,nk,True,-0.30602188323718676,-0.3966729152932638,0.13089160214464976,0.5275645174379135,0.0,0.8769392669997268
contact,median,100.0,tnk,True,-0.0661980187369317,-0.2469936252491616,0.12886982806818595,0.37586345331734755,0.0,0.9679212943205502
contact,median,100.0,immune,True,-0.0027883801368279973,-0.03142154363101484,0.01596865343849377,0.04739019706950861,0.0,0.9937349371369787
contact,quartile,10.0,cyto,False,-0.855749351369086,nan,nan,nan,0.0,nan
contact,quartile,10.0,cd8,False,-0.8543791177367052,nan,nan,nan,0.0,nan
contact,quartile,10.0,nk,False,nan,nan,nan,nan,0.0,nan
contact,quartile,10.0,tnk,False,-1.1019123451553994,nan,nan,nan,0.0,nan
contact,quartile,10.0,immune,False,-1.4763542771792206,nan,nan,nan,0.0,nan
contact,quartile,20.0,cyto,False,-0.7656984955465886,nan,nan,nan,0.0,nan
contact,quartile,20.0,cd8,False,-0.6703070871734326,nan,nan,nan,0.0,nan
contact,quartile,20.0,nk,False,-0.9167480663225273,nan,nan,nan,0.0,nan
contact,quartile,20.0,tnk,False,-0.8825519445877621,nan,nan,nan,0.0,nan
contact,quartile,20.0,immune,True,-0.3266278078626516,-1.4948446609683215,0.14487047788463853,1.63971513885296,0.0,0.6543210910988275
contact,quartile,30.0,cyto,True,-0.2698083740382722,-1.1418074842243149,0.055276016188095016,1.1970835004124099,0.0,0.672028162389847
contact,quartile,30.0,cd8,True,-0.2633596206373362,-0.9957607171511873,0.09569657550730139,1.0914572926584887,0.0,0.7225010421870538
contact,quartile,30.0,nk,False,-1.1788590882953942,nan,nan,nan,0.0,nan
contact,quartile,30.0,tnk,True,-0.23115029392959766,-1.1705882901122078,0.04261284550052642,1.2132011356127341,0.0,0.6966231949224824
contact,quartile,30.0,immune,True,-0.11755272357972095,-0.9348673197059116,0.1581905573638929,1.0930578770698045,0.0,0.8187660684525669
contact,quartile,50.0,cyto,True,-0.039988209773526906,-0.7712759689836859,0.06530806769652248,0.8365840366802084,0.0,0.8211334306784295
contact,quartile,50.0,cd8,True,-0.07936722703889186,-0.7505295482609214,0.03979734806751153,0.790326896328433,0.0,0.8400103099567374
contact,quartile,50.0,nk,True,-0.30093176927959486,-1.2342667194626995,0.031104942719138398,1.2653716621818378,0.0,0.6084547216743451
contact,quartile,50.0,tnk,True,-0.028080498322753576,-0.7059715870396552,0.1194360600039231,0.8254076470435783,0.0,0.8468454866111683
contact,quartile,50.0,immune,True,-0.02216116850697472,-0.36608959324058205,0.14995514850736164,0.5160447417479437,0.0,0.959521429838201
contact,quartile,80.0,cyto,True,-0.008650061646984567,-0.3673321290687464,0.18985294278262907,0.5571850718513754,0.0,0.9307557532989179
contact,quartile,80.0,cd8,True,-0.010564872964998319,-0.365312248229272,0.14897551961248187,0.5142877678417539,0.0,0.9239412804974249
contact,quartile,80.0,nk,True,-0.1370607798163701,-0.8815851527801226,0.1876535728001795,1.0692387255803022,0.0,0.779771015465838
contact,quartile,80.0,tnk,True,-0.005050504993592757,-0.2723889368882373,0.22750377984134093,0.49989271672957825,0.0,0.9575321942030611
contact,quartile,80.0,immune,True,0.0,-0.08841581249961808,0.07999610234740248,0.16841191484702056,0.0,1.0022194363985482
contact,quartile,100.0,cyto,True,-0.0050994031829329125,-0.2165846180053152,0.19254227845470925,0.4091268964600244,0.0,0.9690412530657206
contact,quartile,100.0,cd8,True,-0.038596910092162456,-0.19472262339622756,0.20341865930727823,0.3981412827035058,0.0,0.9644324911717467
contact,quartile,100.0,nk,True,0.039301177471387075,-0.7120646819790395,0.22393620524068364,0.9360008872197232,0.0,0.857085419733202
contact,quartile,100.0,tnk,True,-0.015739831653601318,-0.14258293099879685,0.21675961529800822,0.35934254629680507,0.0,0.9901193027875747
contact,quartile,100.0,immune,True,0.0037226377245586154,-0.02739171165775815,0.0350705839144624,0.06246229557222055,0.0,1.0034566869316839
fraction,detected,10.0,cyto,False,-1.0840264436029659,nan,nan,nan,0.0,nan
fraction,detected,10.0,cd8,False,-0.5528265196334919,nan,nan,nan,0.0,nan
fraction,detected,10.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,detected,10.0,tnk,False,-1.3896506962787987,nan,nan,nan,0.0,nan
fraction,detected,10.0,immune,True,-1.3074971868485903,-2.040765669037043,-0.4770555597662512,1.563710109270792,1.3074971868485903,0.41301040205759854
fraction,detected,20.0,cyto,False,-0.9670999755479233,nan,nan,nan,0.0,nan
fraction,detected,20.0,cd8,False,-0.37277494837280045,nan,nan,nan,0.0,nan
fraction,detected,20.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,detected,20.0,tnk,False,-1.2315132182976927,nan,nan,nan,0.0,nan
fraction,detected,20.0,immune,True,-0.8298448525598954,-1.79248549532934,-0.308048059572914,1.484437435756426,0.8298448525598954,0.5066977105991708
fraction,detected,30.0,cyto,False,-0.7923059657426594,nan,nan,nan,0.0,nan
fraction,detected,30.0,cd8,False,-0.2296135733809934,nan,nan,nan,0.0,nan
fraction,detected,30.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,detected,30.0,tnk,False,-0.7823457600167159,nan,nan,nan,0.0,nan
fraction,detected,30.0,immune,True,-0.5295507025118029,-1.534211134004405,-0.19329389639932323,1.3409172376050817,0.5295507025118029,0.6051346049680366
fraction,detected,50.0,cyto,False,-0.7172815746036315,nan,nan,nan,0.0,nan
fraction,detected,50.0,cd8,False,-0.520668734688166,nan,nan,nan,0.0,nan
fraction,detected,50.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,detected,50.0,tnk,False,-0.5318511814192844,nan,nan,nan,0.0,nan
fraction,detected,50.0,immune,True,-0.2617171984572211,-1.1872072467763963,-0.12324418448880775,1.0639630622875886,0.2617171984572211,0.7222399643812846
fraction,detected,80.0,cyto,False,-0.5354199999265731,nan,nan,nan,0.0,nan
fraction,detected,80.0,cd8,False,-0.4062288955880844,nan,nan,nan,0.0,nan
fraction,detected,80.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,detected,80.0,tnk,True,-0.16254614629205608,-0.6341666955733938,0.03209359522766647,0.6662602908010602,0.0,0.8630766124311757
fraction,detected,80.0,immune,True,-0.10614163199905839,-0.874454483617096,-0.09526240208731354,0.7791920815297825,0.10614163199905839,0.8102428856015325
fraction,detected,100.0,cyto,False,-0.44372782150573353,nan,nan,nan,0.0,nan
fraction,detected,100.0,cd8,False,-0.3443167009094453,nan,nan,nan,0.0,nan
fraction,detected,100.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,detected,100.0,tnk,True,-0.09585592429879268,-0.5172806765692891,0.020088796561278086,0.5373694731305672,0.0,0.8971330257842774
fraction,detected,100.0,immune,True,-0.1020179679662203,-0.7396034865844178,-0.05631579430981072,0.6832876922746071,0.1020179679662203,0.8453913664510935
fraction,median,10.0,cyto,False,-0.509379356243004,nan,nan,nan,0.0,nan
fraction,median,10.0,cd8,False,-0.4324548673940542,nan,nan,nan,0.0,nan
fraction,median,10.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,median,10.0,tnk,False,-0.573037498020646,nan,nan,nan,0.0,nan
fraction,median,10.0,immune,True,-0.6443830340867355,-1.9610517096539488,-0.1731082554007641,1.7879434542531847,0.6443830340867355,0.5626463016071357
fraction,median,20.0,cyto,False,-0.5008877965826075,nan,nan,nan,0.0,nan
fraction,median,20.0,cd8,False,-0.3314784748150668,nan,nan,nan,0.0,nan
fraction,median,20.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,median,20.0,tnk,False,-0.612997943723759,nan,nan,nan,0.0,nan
fraction,median,20.0,immune,True,-0.44954600129578137,-1.687240116435094,-0.0597369886888513,1.6275031277462428,0.44954600129578137,0.6286375100743222
fraction,median,30.0,cyto,False,-0.408246666056646,nan,nan,nan,0.0,nan
fraction,median,30.0,cd8,False,-0.20090110393984895,nan,nan,nan,0.0,nan
fraction,median,30.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,median,30.0,tnk,False,-0.4540074745449743,nan,nan,nan,0.0,nan
fraction,median,30.0,immune,True,-0.2529278441081093,-1.410495190526621,-0.027629106790214353,1.3828660837364066,0.2529278441081093,0.7167134657307421
fraction,median,50.0,cyto,False,-0.37964706695832123,nan,nan,nan,0.0,nan
fraction,median,50.0,cd8,False,-0.0835451464573334,nan,nan,nan,0.0,nan
fraction,median,50.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,median,50.0,tnk,False,-0.2562708469193461,nan,nan,nan,0.0,nan
fraction,median,50.0,immune,True,-0.15092693635633006,-1.0575854573498127,0.014957377015628468,1.072542834365441,0.0,0.8130463728567388
fraction,median,80.0,cyto,False,-0.21254861857504712,nan,nan,nan,0.0,nan
fraction,median,80.0,cd8,False,-0.1494173518571697,nan,nan,nan,0.0,nan
fraction,median,80.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,median,80.0,tnk,True,-0.21863365216300262,-0.44315887703043,0.03904986583882612,0.48220874286925614,0.0,0.9038503363424496
fraction,median,80.0,immune,True,-0.12024028723231643,-0.7594413972017482,0.14676206511962622,0.9062034623213744,0.0,0.8859784094866915
fraction,median,100.0,cyto,False,-0.14776285660095698,nan,nan,nan,0.0,nan
fraction,median,100.0,cd8,False,-0.08897363228160385,nan,nan,nan,0.0,nan
fraction,median,100.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,median,100.0,tnk,True,-0.16116549329304383,-0.35436113962916244,0.0926697211560269,0.44703086078518933,0.0,0.9338771106739843
fraction,median,100.0,immune,True,-0.16126682273032777,-0.6304328109218782,0.18914570828294136,0.8195785192048195,0.0,0.9141201757589219
fraction,quartile,10.0,cyto,False,-1.1751883967035148,nan,nan,nan,0.0,nan
fraction,quartile,10.0,cd8,False,-0.7874131147414478,nan,nan,nan,0.0,nan
fraction,quartile,10.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,quartile,10.0,tnk,False,-1.4876895287441514,nan,nan,nan,0.0,nan
fraction,quartile,10.0,immune,True,-1.0817448533797271,-2.604966229428722,0.027848760441080766,2.632814989869803,0.0,0.3858622009573372
fraction,quartile,20.0,cyto,False,-0.847787412557261,nan,nan,nan,0.0,nan
fraction,quartile,20.0,cd8,False,-0.5736125212282926,nan,nan,nan,0.0,nan
fraction,quartile,20.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,quartile,20.0,tnk,False,-1.2516648421993108,nan,nan,nan,0.0,nan
fraction,quartile,20.0,immune,True,-0.6497136663244785,-2.131791329508728,0.300675063845668,2.432466393354396,0.0,0.5247542648728993
fraction,quartile,30.0,cyto,False,-0.6885906505434181,nan,nan,nan,0.0,nan
fraction,quartile,30.0,cd8,False,-0.3571939460803844,nan,nan,nan,0.0,nan
fraction,quartile,30.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,quartile,30.0,tnk,False,-0.7046287757500078,nan,nan,nan,0.0,nan
fraction,quartile,30.0,immune,True,-0.4224827966824304,-1.7806768449272976,0.36023410863155714,2.140910953558855,0.0,0.6428627693280788
fraction,quartile,50.0,cyto,False,-0.5604197038346408,nan,nan,nan,0.0,nan
fraction,quartile,50.0,cd8,False,-0.16980133799456532,nan,nan,nan,0.0,nan
fraction,quartile,50.0,nk,False,nan,nan,nan,nan,0.0,nan
