metric,cut,radius_um,neighbor,eligible,median,lo,hi,width,magnitude,equal_patient_ratio
count,detected,10.0,cyto,False,nan,nan,nan,nan,0.0,nan
count,detected,10.0,cd8,False,nan,nan,nan,nan,0.0,nan
count,detected,10.0,nk,False,nan,nan,nan,nan,0.0,nan
count,detected,10.0,tnk,False,-0.6096533912179318,nan,nan,nan,0.0,nan
count,detected,10.0,immune,False,-1.0822474719585387,nan,nan,nan,0.0,nan
count,detected,20.0,cyto,False,-0.8085246038071218,nan,nan,nan,0.0,nan
count,detected,20.0,cd8,False,-0.587200977851594,nan,nan,nan,0.0,nan
count,detected,20.0,nk,False,nan,nan,nan,nan,0.0,nan
count,detected,20.0,tnk,False,-0.7947654959457168,nan,nan,nan,0.0,nan
count,detected,20.0,immune,True,-0.6673926420029638,-1.7697713813703986,-0.2506077367504893,1.5191636446199093,0.6673926420029638,0.5161742362547161
count,detected,30.0,cyto,False,-0.6673462483829082,nan,nan,nan,0.0,nan
count,detected,30.0,cd8,False,-0.7593556210891667,nan,nan,nan,0.0,nan
count,detected,30.0,nk,False,-0.7235628621113759,nan,nan,nan,0.0,nan
count,detected,30.0,tnk,True,-0.5084849272319922,-1.1976021839987419,-0.037641504379495,1.1599606796192468,0.5084849272319922,0.6976497223738827
count,detected,30.0,immune,True,-0.4201404071993669,-1.5872993942783975,-0.18185192907955972,1.4054474651988378,0.4201404071993669,0.6220749077816228
count,detected,50.0,cyto,True,-0.2731532082192753,-0.9676185444666046,0.09889170169029374,1.0665102461568983,0.0,0.7820152656495531
count,detected,50.0,cd8,True,-0.2385097037311157,-0.8558556426975892,0.11404764493619036,0.9699032876337795,0.0,0.845908917697132
count,detected,50.0,nk,False,-0.5853163364469456,nan,nan,nan,0.0,nan
count,detected,50.0,tnk,True,-0.3002640084970653,-1.0704009055973414,0.07282415229988738,1.1432250578972287,0.0,0.8357852595821583
count,detected,50.0,immune,True,-0.18054557227985316,-1.2068572125202846,-0.06582623437090902,1.1410309781493755,0.18054557227985316,0.752378089921375
count,detected,80.0,cyto,True,-0.09179991520112998,-0.7519714427782636,0.14050998373078208,0.8924814265090456,0.0,0.8683832336690537
count,detected,80.0,cd8,True,-0.11363734122914017,-0.6812291017913992,0.14233114643174963,0.8235602482231488,0.0,0.9213973195742625
count,detected,80.0,nk,True,-0.30939482633276194,-0.9811427848369757,0.0865788466861777,1.0677216315231535,0.0,0.6660876572637628
count,detected,80.0,tnk,True,-0.08842923042473023,-0.7965678643788581,0.1113848356488239,0.9079527000276819,0.0,0.9444001281463221
count,detected,80.0,immune,True,-0.04923110780400751,-0.8454316983079434,0.05517117570665233,0.9006028740145957,0.0,0.8602427137158527
count,detected,100.0,cyto,True,-0.025682037200440204,-0.6075894887799658,0.1277998869695666,0.7353893757495323,0.0,0.9111147023973286
count,detected,100.0,cd8,True,-0.04731193659891282,-0.5536049797576891,0.12884568431385496,0.682450664071544,0.0,0.9590045265995577
count,detected,100.0,nk,True,-0.2333648976249096,-0.8743104864472596,0.09285966993681503,0.9671701563840747,0.0,0.7277186336123548
count,detected,100.0,tnk,True,-0.004360039252296908,-0.6356291093420258,0.15225838701073505,0.7878874963527608,0.0,0.9889793711861057
count,detected,100.0,immune,True,-0.03547658888965944,-0.6941388726524301,0.0977612758042409,0.791900148456671,0.0,0.9062876664295416
count,median,10.0,cyto,False,nan,nan,nan,nan,0.0,nan
count,median,10.0,cd8,False,nan,nan,nan,nan,0.0,nan
count,median,10.0,nk,False,nan,nan,nan,nan,0.0,nan
count,median,10.0,tnk,False,-0.5204325089680358,nan,nan,nan,0.0,nan
count,median,10.0,immune,False,-0.740876611738092,nan,nan,nan,0.0,nan
count,median,20.0,cyto,False,-0.3460291234451714,nan,nan,nan,0.0,nan
count,median,20.0,cd8,False,-0.4194648262654025,nan,nan,nan,0.0,nan
count,median,20.0,nk,False,nan,nan,nan,nan,0.0,nan
count,median,20.0,tnk,False,-0.48185144498650767,nan,nan,nan,0.0,nan
count,median,20.0,immune,True,-0.4067913568608364,-1.6603809337779574,-0.0882450929303568,1.5721358408476005,0.4067913568608364,0.6226530357266532
count,median,30.0,cyto,False,-0.3157296956015586,nan,nan,nan,0.0,nan
count,median,30.0,cd8,False,-0.2788219451533803,nan,nan,nan,0.0,nan
count,median,30.0,nk,False,-0.5523946393823835,nan,nan,nan,0.0,nan
count,median,30.0,tnk,True,-0.2926887386021143,-0.9913576630425108,-0.19799928314798632,0.7933583798945245,0.2926887386021143,0.757145329607185
count,median,30.0,immune,True,-0.23050218965232677,-1.4659573600695377,-0.07513931430168186,1.3908180457678558,0.23050218965232677,0.7203519311998191
count,median,50.0,cyto,True,-0.37516014622532207,-0.7946194608188237,-0.019286602617530447,0.7753328582012933,0.37516014622532207,0.8398565928791141
count,median,50.0,cd8,True,-0.28763298700840967,-0.6390030428684894,-0.011937821407128742,0.6270652214613607,0.28763298700840967,0.8797204300356343
count,median,50.0,nk,False,-0.4276124098284144,nan,nan,nan,0.0,nan
count,median,50.0,tnk,True,-0.23008968838380386,-0.7177258141325215,-0.0326941930393694,0.6850316210931521,0.23008968838380386,0.8766908647171097
count,median,50.0,immune,True,-0.08235364803755303,-1.0782401506312178,0.09268038552150949,1.1709205361527273,0.0,0.832363731154729
count,median,80.0,cyto,True,-0.20779526896689832,-0.6098124035167685,0.11239330062249447,0.7222057041392629,0.0,0.9187110351710338
count,median,80.0,cd8,True,-0.13462981581105604,-0.4884713275794362,0.06810169701538211,0.5565730245948183,0.0,0.9493980247090115
count,median,80.0,nk,True,-0.2087408700766298,-0.8323295861213653,0.13095706562091464,0.96328665174228,0.0,0.791081396592585
count,median,80.0,tnk,True,-0.22846349160527443,-0.44425110743281604,0.1572697604748131,0.6015208679076292,0.0,0.9727433385056635
count,median,80.0,immune,True,-0.1310650257983145,-0.7355781545433863,0.2338557749172605,0.9694339294606468,0.0,0.9273235341642847
count,median,100.0,cyto,True,-0.11968976723677752,-0.49964211723787727,0.1695131297075564,0.6691552469454336,0.0,0.9543441187542812
count,median,100.0,cd8,True,-0.04583055452538914,-0.5078513954329996,0.12428912665853808,0.6321405220915377,0.0,0.9812271876805774
count,median,100.0,nk,True,-0.2558376435083277,-0.7312244996583542,0.1883233119599845,0.9195478116183388,0.0,0.8427675881792619
count,median,100.0,tnk,True,-0.12445230899876658,-0.33317807183340914,0.22577477173518795,0.5589528435685971,0.0,1.0136495566447967
count,median,100.0,immune,True,-0.1568836792435978,-0.5924840949444476,0.2883318515175419,0.8808159464619896,0.0,0.9682477764268084
count,quartile,10.0,cyto,False,nan,nan,nan,nan,0.0,nan
count,quartile,10.0,cd8,False,nan,nan,nan,nan,0.0,nan
count,quartile,10.0,nk,False,nan,nan,nan,nan,0.0,nan
count,quartile,10.0,tnk,False,-0.8692811515216025,nan,nan,nan,0.0,nan
count,quartile,10.0,immune,False,-1.3533551941804132,nan,nan,nan,0.0,nan
count,quartile,20.0,cyto,False,-0.6757133669003245,nan,nan,nan,0.0,nan
count,quartile,20.0,cd8,False,-0.6341322975798136,nan,nan,nan,0.0,nan
count,quartile,20.0,nk,False,nan,nan,nan,nan,0.0,nan
count,quartile,20.0,tnk,False,-0.8767733927092339,nan,nan,nan,0.0,nan
count,quartile,20.0,immune,True,-0.6733146837846476,-2.120235022629627,0.20144833072525384,2.321683353354881,0.0,0.4966406139585093
count,quartile,30.0,cyto,False,-0.5975440294905222,nan,nan,nan,0.0,nan
count,quartile,30.0,cd8,False,-0.5354172917529659,nan,nan,nan,0.0,nan
count,quartile,30.0,nk,False,-0.7923934062211206,nan,nan,nan,0.0,nan
count,quartile,30.0,tnk,True,-0.33102059790680927,-1.3977177408931505,0.06499890027844525,1.4627166411715957,0.0,0.6456906972117817
count,quartile,30.0,immune,True,-0.37721062563798063,-1.8830132498999728,0.3088228388167751,2.191836088716748,0.0,0.6305079632616419
count,quartile,50.0,cyto,True,-0.05941230941581095,-1.0758039656499145,0.10308534085506438,1.178889306504979,0.0,0.7878029416868372
count,quartile,50.0,cd8,True,-0.10368226270761281,-0.9097041157351636,0.11927855664686436,1.028982672382028,0.0,0.845620577638645
count,quartile,50.0,nk,False,-0.6932968400246857,nan,nan,nan,0.0,nan
count,quartile,50.0,tnk,True,-0.027377687823983258,-1.070145237705402,0.1452148759865549,1.2153601136919567,0.0,0.82417073961433
count,quartile,50.0,immune,True,-0.11546479299783333,-1.3774384902657435,0.36769765958063355,1.745136149846377,0.0,0.7906959054085031
count,quartile,80.0,cyto,True,0.06776214134782059,-0.8131631194068109,0.19906577931863076,1.0122288987254415,0.0,0.9043638781303163
count,quartile,80.0,cd8,True,0.08618995721369374,-0.6998738813929016,0.1890389510649904,0.8889128324578921,0.0,0.9504956444105466
count,quartile,80.0,nk,True,-0.3850746320431489,-1.0017772996285679,0.23384814427571507,1.2356254439042829,0.0,0.7275621490750726
count,quartile,80.0,tnk,True,0.14999601291880876,-0.7325368658266139,0.24419400508222136,0.9767308709088353,0.0,0.9733848288336988
count,quartile,80.0,immune,True,0.06997336905446408,-0.9116642779098125,0.49426986950021806,1.4059341474100306,0.0,0.9314501128552246
count,quartile,100.0,cyto,True,0.1288514644789448,-0.6516679207239593,0.2769127020468121,0.9285806227707714,0.0,0.9627625393317698
count,quartile,100.0,cd8,True,0.14402419414689543,-0.5551711385186462,0.2069155450610228,0.762086683579669,0.0,1.0057741360989003
count,quartile,100.0,nk,True,-0.27613652887255197,-0.8587374127905752,0.3132933284073685,1.1720307411979438,0.0,0.798769574835145
count,quartile,100.0,tnk,True,0.21603861835667676,-0.5398849443455236,0.34053452693924163,0.8804194712847653,0.0,1.0374709786448013
count,quartile,100.0,immune,True,0.13708160990351062,-0.7143043146913377,0.5598505517940727,1.2741548664854103,0.0,0.9939084047259781
contact,detected,10.0,cyto,False,-0.5318579509794741,nan,nan,nan,0.0,nan
contact,detected,10.0,cd8,False,-0.5291766802502668,nan,nan,nan,0.0,nan
contact,detected,10.0,nk,False,nan,nan,nan,nan,0.0,nan
contact,detected,10.0,tnk,False,-0.969850282281457,nan,nan,nan,0.0,nan
contact,detected,10.0,immune,False,-1.2114400063013582,nan,nan,nan,0.0,nan
contact,detected,20.0,cyto,False,-0.7400016483715113,nan,nan,nan,0.0,nan
contact,detected,20.0,cd8,False,-0.843455789656008,nan,nan,nan,0.0,nan
contact,detected,20.0,nk,False,-0.9072575239248963,nan,nan,nan,0.0,nan
contact,detected,20.0,tnk,True,-0.5555431004615909,-1.2272212714056587,-0.09356010445672659,1.133661166948932,0.5555431004615909,0.6172998242710164
contact,detected,20.0,immune,True,-0.4014295314588821,-1.1995690891782285,-0.17087730381040803,1.0286917853678204,0.4014295314588821,0.6609185321852417
contact,detected,30.0,cyto,True,-0.40192157071674783,-1.0227529630270635,0.04167131694994039,1.0644242799770038,0.0,0.7024392886612416
contact,detected,30.0,cd8,True,-0.30365721863859246,-0.8568227021365608,0.07506754093217503,0.9318902430687358,0.0,0.7611333565114654
contact,detected,30.0,nk,False,-1.043442768832856,nan,nan,nan,0.0,nan
contact,detected,30.0,tnk,True,-0.4046457417119665,-1.030042689846897,-0.04312324250187796,0.9869194473450191,0.4046457417119665,0.7291904710716496
contact,detected,30.0,immune,True,-0.12426441966990219,-0.7632065407853192,-0.02227366422264487,0.7409328765626744,0.12426441966990219,0.8076377977226733
