sample,patient,mean_high,mean_low
LUAD-5 R1,Lung5,0.02287969002382611,0.07037782485875703
LUAD-5 R2,Lung5,0.026425714470034202,0.07474258776826696
LUAD-5 R3,Lung5,0.024403985034368754,0.06473472880463396
LUSC-6,Lung6,0.011854233654876742,0.018459407729709807
LUAD-9 R1,Lung9,0.02271900224956992,0.1098249627773542
LUAD-9 R2,Lung9,0.020712718755669927,0.10002725111613613
LUAD-12,Lung12,0.10848844672657251,0.27589727397116076
LUAD-13,Lung13,0.09674902470741217,0.16846701980073192
