score,cut,estimand,eligible,median,lo,hi,width,magnitude,n_boot_used
mal_CLDN4_pct,median,hl_within_cohort,True,-0.21864671173106098,-0.28054722918747804,-0.08477501339354998,0.19577221579392806,0.21864671173106098,4999
mal_CLDN4_pct,median,pooled_diff_of_medians,True,-0.252200056101767,-0.3588258401879622,-0.041791208857322015,0.3170346313306402,0.252200056101767,4999
mal_CLDN4_pct,median,median_of_cohort_diffs,True,-0.25119177909922014,-0.3299359050805216,-0.050762105068979956,0.2791738000115417,0.25119177909922014,4999
mal_CLDN4_pct,tertile,hl_within_cohort,True,-0.252200056101767,-0.3534490887928238,-0.126382714635227,0.22706637415759678,0.252200056101767,4999
mal_CLDN4_pct,tertile,pooled_diff_of_medians,True,-0.28789667756055703,-0.478606668935012,-0.056826613701699,0.421780055233313,0.28789667756055703,4999
mal_CLDN4_pct,tertile,median_of_cohort_diffs,True,-0.2811702031777483,-0.40695235972105354,-0.09220370429241102,0.3147486554286425,0.2811702031777483,4999
mal_CLDN4_pct,quartile,hl_within_cohort,True,-0.2791733030370568,-0.384989179618336,-0.09628501836682699,0.288704161251509,0.2791733030370568,4999
mal_CLDN4_pct,quartile,pooled_diff_of_medians,True,-0.308484162895928,-0.504818886428204,-0.056826613701699,0.44799227272650505,0.308484162895928,4999
mal_CLDN4_pct,quartile,median_of_cohort_diffs,True,-0.33866443029778204,-0.4441299911899701,-0.09261611650666828,0.3515138746833018,0.33866443029778204,4999
mal_CLDN4_mean,median,hl_within_cohort,True,-0.148327452979528,-0.2551411409634276,-0.01969203259961999,0.2354491083638076,0.148327452979528,4999
mal_CLDN4_mean,median,pooled_diff_of_medians,True,-0.14856158899148003,-0.297463420629613,-0.0018205167854939974,0.295642903844119,0.14856158899148003,4999
mal_CLDN4_mean,median,median_of_cohort_diffs,True,-0.18218224385245252,-0.296234339671736,0.004841504541328423,0.30107584421306444,0.0,4999
mal_CLDN4_mean,tertile,hl_within_cohort,True,-0.21864671173106098,-0.282359752959341,-0.0433186911128086,0.2390410618465324,0.21864671173106098,4999
mal_CLDN4_mean,tertile,pooled_diff_of_medians,True,-0.252200056101767,-0.4092950827652675,-0.012410954485860165,0.39688412827940733,0.252200056101767,4999
mal_CLDN4_mean,tertile,median_of_cohort_diffs,True,-0.244384004748095,-0.3555894083301086,-0.020315680167358657,0.3352737281627499,0.244384004748095,4999
mal_CLDN4_mean,quartile,hl_within_cohort,True,-0.16232543432728597,-0.317098207562948,-0.026509758394847982,0.2905884491681,0.16232543432728597,4999
mal_CLDN4_mean,quartile,pooled_diff_of_medians,True,-0.23716465125739,-0.46531709836395696,0.041624882130188,0.506941980494145,0.0,4999
mal_CLDN4_mean,quartile,median_of_cohort_diffs,True,-0.23612913787476175,-0.4162978572828079,-0.004306160563583687,0.4119916967192242,0.23612913787476175,4999
