patient,mean_high,mean_low,delta_count_or_rate,raw_log2,corrected_log2
Lung12,0.10848844672657251,0.27589727397116076,-0.16740882724458825,-1.346589788327859,-1.3074971868485903
Lung13,0.09674902470741217,0.16846701980073192,-0.07171799509331975,-0.8001471645401639,-0.7696464323659762
Lung5,0.024569796509409686,0.06995171381055265,-0.045381917301142966,-1.5094734945771686,-1.3418371512429443
Lung6,0.011854233654876742,0.018459407729709807,-0.006605174074833065,-0.6389538654578273,-0.4770555597662512
Lung9,0.02171586050261992,0.10492610694674516,-0.08321024644412524,-2.2725526568092356,-2.040765669037043
