dataset,n_high,n_low,median_high,median_low,delta
GSE123902,3,3,0.243386243386243,0.625122189638319,-0.38173594625207596
GSE131907,5,5,0.048494983277592,0.422395157803718,-0.373900174526126
GSE189357,2,2,0.3120925403378375,0.6155212264072756,-0.30342868606943807
GSE205335,5,5,0.122616897451335,0.39581589958159,-0.27319900213025505
