input_list	Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
comet_up	GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	4/176	0.0951091367369618	0.2330035421678193	0	0	2.377906976744186	5.594573649712231	GSN;SPINT1;SERPINH1;QSOX1
comet_up	GO_Biological_Process_2023	Actin Cytoskeleton Reorganization (GO:0031532)	2/53	0.0952042318179649	0.2330035421678193	0	0	3.992925005053568	9.390285061077606	CXADR;EZR
comet_up	GO_Biological_Process_2023	Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	2/53	0.0952042318179649	0.2330035421678193	0	0	3.992925005053568	9.390285061077606	OCIAD1;HES1
comet_up	GO_Biological_Process_2023	Endosome Organization (GO:0007032)	2/53	0.0952042318179649	0.2330035421678193	0	0	3.992925005053568	9.390285061077606	HOOK2;TMEM9
comet_up	GO_Biological_Process_2023	Protein Homotetramerization (GO:0051289)	2/53	0.0952042318179649	0.2330035421678193	0	0	3.992925005053568	9.390285061077606	GOLGA2;APLP2
comet_up	GO_Biological_Process_2023	Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	2/53	0.0952042318179649	0.2330035421678193	0	0	3.992925005053568	9.390285061077606	DDX17;RBM47
comet_up	GO_Biological_Process_2023	ERBB Signaling Pathway (GO:0038127)	2/54	0.0982527947854608	0.2376061927301027	0	0	3.91593973037272	9.08580872067721	MVP;SOX9
comet_up	GO_Biological_Process_2023	Endoplasmic Reticulum Organization (GO:0007029)	2/54	0.0982527947854608	0.2376061927301027	0	0	3.91593973037272	9.08580872067721	CCDC47;SEC31A
comet_up	GO_Biological_Process_2023	Mesenchymal Cell Differentiation (GO:0048762)	2/54	0.0982527947854608	0.2376061927301027	0	0	3.91593973037272	9.08580872067721	DDX17;SOX9
comet_up	GO_Biological_Process_2023	Nucleosome Assembly (GO:0006334)	2/54	0.0982527947854608	0.2376061927301027	0	0	3.91593973037272	9.08580872067721	BRD2;SOX9
comet_up	GO_Biological_Process_2023	Organelle Disassembly (GO:1903008)	2/54	0.0982527947854608	0.2376061927301027	0	0	3.91593973037272	9.08580872067721	GOLGA2;DDRGK1
comet_up	GO_Biological_Process_2023	Phosphatidylcholine Metabolic Process (GO:0046470)	2/55	0.1013286673470763	0.2376061927301027	0	0	3.8418595603968098	8.795499158146574	MUC1;SLC44A4
comet_up	GO_Biological_Process_2023	Regulation Of Interleukin-6 Production (GO:0032675)	3/114	0.1016584708294279	0.2376061927301027	0	0	2.757737011623022	6.304562988952363	XBP1;STAT3;CD47
comet_up	GO_Biological_Process_2023	Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	3/114	0.1016584708294279	0.2376061927301027	0	0	2.757737011623022	6.304562988952363	CSNK1A1;CTNND1;SOX9
comet_up	GO_Biological_Process_2023	Regulation Of MAP Kinase Activity (GO:0043405)	3/114	0.1016584708294279	0.2376061927301027	0	0	2.757737011623022	6.304562988952363	ERBB2;TRIB1;CD24
comet_up	GO_Biological_Process_2023	Regulation Of Epithelial Cell Apoptotic Process (GO:1904035)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	ZFP36L1
comet_up	GO_Biological_Process_2023	Golgi To Lysosome Transport (GO:0090160)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	LAMP1
comet_up	GO_Biological_Process_2023	Actin Crosslink Formation (GO:0051764)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	BAIAP2
comet_up	GO_Biological_Process_2023	Regulation Of mRNA 3'-End Processing (GO:0031440)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	ZFP36L1
comet_up	GO_Biological_Process_2023	Regulation Of Mesenchymal Cell Proliferation (GO:0010464)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	SOX9
comet_up	GO_Biological_Process_2023	Regulation Of Microtubule-Based Movement (GO:0060632)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	LAMP1
comet_up	GO_Biological_Process_2023	Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070861)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	GCC2
comet_up	GO_Biological_Process_2023	Cellular Response To Growth Hormone Stimulus (GO:0071378)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	STAT3
comet_up	GO_Biological_Process_2023	Cellular Response To Thyroid Hormone Stimulus (GO:0097067)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	CTSH
comet_up	GO_Biological_Process_2023	Cochlea Morphogenesis (GO:0090103)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	SOX9
comet_up	GO_Biological_Process_2023	Cytidine To Uridine Editing (GO:0016554)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	RBM47
comet_up	GO_Biological_Process_2023	Endosomal Lumen Acidification (GO:0048388)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	TMEM9
comet_up	GO_Biological_Process_2023	Sphingoid Metabolic Process (GO:0046519)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	PLPP2
comet_up	GO_Biological_Process_2023	Intestinal Absorption (GO:0050892)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	F11R
comet_up	GO_Biological_Process_2023	Macrophage Chemotaxis (GO:0048246)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	KLF5
comet_up	GO_Biological_Process_2023	Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	RUNX1
comet_up	GO_Biological_Process_2023	Negative Regulation Of RNA Metabolic Process (GO:0051253)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	TMBIM6
comet_up	GO_Biological_Process_2023	Negative Regulation Of Myotube Differentiation (GO:0010832)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	XBP1
comet_up	GO_Biological_Process_2023	Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	CLTC
comet_up	GO_Biological_Process_2023	Neurotransmitter Biosynthetic Process (GO:0042136)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	SLC44A4
comet_up	GO_Biological_Process_2023	Podocyte Differentiation (GO:0072112)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	CD24
comet_up	GO_Biological_Process_2023	Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	SOX9
comet_up	GO_Biological_Process_2023	Positive Regulation Of Cytoplasmic Transport (GO:1903651)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	EZR
comet_up	GO_Biological_Process_2023	Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	XBP1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Platelet Aggregation (GO:1901731)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	F11R
comet_up	GO_Biological_Process_2023	Positive Regulation Of Protein Maturation (GO:1903319)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	SOX4
comet_up	GO_Biological_Process_2023	Post-Transcriptional Gene Silencing (GO:0016441)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	PUM1
comet_up	GO_Biological_Process_2023	Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	RUNX1
comet_up	GO_Biological_Process_2023	Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	TMED10
comet_up	GO_Biological_Process_2023	Regulation Of Astrocyte Differentiation (GO:0048710)	1/11	0.1026942019426715	0.2376061927301027	0	0	10.150769230769232	23.10314691088029	HES1
comet_up	GO_Biological_Process_2023	Protein-Containing Complex Assembly (GO:0065003)	6/328	0.1043372245806572	0.241070062947197	0	0	1.910624387054593	4.3182539197666525	OCLN;TMED10;CLTC;HES1;SOX9;CD2AP
comet_up	GO_Biological_Process_2023	Endosome To Lysosome Transport (GO:0008333)	2/57	0.1075590699428011	0.2449279443293195	0	0	3.701780693533271	8.253916288853805	HOOK2;RHOB
comet_up	GO_Biological_Process_2023	Post-Transcriptional Regulation Of Gene Expression (GO:0010608)	2/57	0.1075590699428011	0.2449279443293195	0	0	3.701780693533271	8.253916288853805	PKP3;PUM1
comet_up	GO_Biological_Process_2023	Protein Processing (GO:0016485)	3/117	0.1077321876379298	0.2449279443293195	0	0	2.684755931278975	5.981923149814116	PSENEN;CTSH;TMPRSS2
comet_up	GO_Biological_Process_2023	Selective Autophagy (GO:0061912)	2/58	0.1107119974346201	0.2449279443293195	0	0	3.635493372606775	8.00107767519536	DDRGK1;CALR
comet_up	GO_Biological_Process_2023	Adipose Tissue Development (GO:0060612)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	XBP1
comet_up	GO_Biological_Process_2023	Adult Locomotory Behavior (GO:0008344)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	PUM1
comet_up	GO_Biological_Process_2023	Cardiac Right Ventricle Morphogenesis (GO:0003215)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	SOX4
comet_up	GO_Biological_Process_2023	Cell Projection Assembly (GO:0030031)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	GSN
comet_up	GO_Biological_Process_2023	Cell-Cell Junction Maintenance (GO:0045217)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	TJP1
comet_up	GO_Biological_Process_2023	Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	CALR
comet_up	GO_Biological_Process_2023	Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	OS9
comet_up	GO_Biological_Process_2023	Cellular Component Maintenance (GO:0043954)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	CLDN3
comet_up	GO_Biological_Process_2023	Response To Thyroid Hormone (GO:0097066)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	CTSH
comet_up	GO_Biological_Process_2023	Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance (GO:1902285)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	PLXNB2
comet_up	GO_Biological_Process_2023	Spinal Cord Development (GO:0021510)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	SOX4
comet_up	GO_Biological_Process_2023	Synaptic Membrane Adhesion (GO:0099560)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	PTPRF
comet_up	GO_Biological_Process_2023	Eye Photoreceptor Cell Differentiation (GO:0001754)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	STAT3
comet_up	GO_Biological_Process_2023	Fatty Acid Elongation (GO:0030497)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	TECR
comet_up	GO_Biological_Process_2023	Gamma-Delta T Cell Activation (GO:0046629)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	CXADR
comet_up	GO_Biological_Process_2023	Very Long-Chain Fatty Acid Biosynthetic Process (GO:0042761)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	TECR
comet_up	GO_Biological_Process_2023	Lipid Droplet Formation (GO:0140042)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	CDS1
comet_up	GO_Biological_Process_2023	Macrophage Migration (GO:1905517)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	KLF5
comet_up	GO_Biological_Process_2023	Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	JUN
comet_up	GO_Biological_Process_2023	Negative Regulation Of Cell Cycle Phase Transition (GO:1901988)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	ZFP36L1
comet_up	GO_Biological_Process_2023	Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	GPRC5A
comet_up	GO_Biological_Process_2023	Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	MUC1
comet_up	GO_Biological_Process_2023	Negative Regulation Of Stem Cell Differentiation (GO:2000737)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	HES1
comet_up	GO_Biological_Process_2023	Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	TACSTD2
comet_up	GO_Biological_Process_2023	Positive Regulation By Symbiont Of Entry Into Host (GO:0075294)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	TMPRSS2
comet_up	GO_Biological_Process_2023	Positive Regulation Of ERAD Pathway (GO:1904294)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	BCAP31
comet_up	GO_Biological_Process_2023	Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	EMP2
comet_up	GO_Biological_Process_2023	Positive Regulation Of Protein Export From Nucleus (GO:0046827)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	BAG3
comet_up	GO_Biological_Process_2023	Positive Regulation Of Ruffle Assembly (GO:1900029)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	EPS8L2
comet_up	GO_Biological_Process_2023	Positive Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000651)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	ATP1B1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Sodium Ion Transport (GO:0010765)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	PRSS8
comet_up	GO_Biological_Process_2023	Positive Regulation Of Viral Entry Into Host Cell (GO:0046598)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	TMPRSS2
comet_up	GO_Biological_Process_2023	Quaternary Ammonium Group Transport (GO:0015697)	1/12	0.1114926235687943	0.2449279443293195	0	0	9.227505827505828	20.24327318640299	SLC44A4
comet_up	GO_Biological_Process_2023	Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)	2/59	0.1138890290716344	0.2495287480455439	0	0	3.57153192258998	7.759262868837818	HSPA5;CSNK1A1
comet_up	GO_Biological_Process_2023	protein-DNA Complex Assembly (GO:0065004)	2/59	0.1138890290716344	0.2495287480455439	0	0	3.57153192258998	7.759262868837818	BRD2;SOX9
comet_up	GO_Biological_Process_2023	Intracellular Monoatomic Cation Homeostasis (GO:0030003)	4/190	0.1170147617106472	0.2512717932805032	0	0	2.197356630824373	4.714330173986721	CALR;ATP1A1;ATP1B1;TMEM165
comet_up	GO_Biological_Process_2023	Response To Retinoic Acid (GO:0032526)	2/60	0.1170893959410527	0.2512717932805032	0	0	3.509776039815144	7.527829310163471	CTSH;SOX9
comet_up	GO_Biological_Process_2023	Receptor-Mediated Endocytosis (GO:0006898)	3/122	0.1181591521523526	0.2512717932805032	0	0	2.5712979492315062	5.491579697434665	ITGB1;CLTC;CANX
comet_up	GO_Biological_Process_2023	ATP Transport (GO:0015867)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CD47
comet_up	GO_Biological_Process_2023	ERBB2 Signaling Pathway (GO:0038128)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	ERBB2
comet_up	GO_Biological_Process_2023	GTP Metabolic Process (GO:0046039)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	EFNA1
comet_up	GO_Biological_Process_2023	Regulation Of Humoral Immune Response (GO:0002920)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CD55
comet_up	GO_Biological_Process_2023	Regulation Of Immune Effector Process (GO:0002697)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CD55
comet_up	GO_Biological_Process_2023	T Cell Differentiation In Thymus (GO:0033077)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	ZFP36L1
comet_up	GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	MUC1
comet_up	GO_Biological_Process_2023	Acute-Phase Response (GO:0006953)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CEBPB
comet_up	GO_Biological_Process_2023	Amyloid Precursor Protein Catabolic Process (GO:0042987)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	PSENEN
comet_up	GO_Biological_Process_2023	Regulation Of Myoblast Fusion (GO:1901739)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CFLAR
comet_up	GO_Biological_Process_2023	Cellular Response To Interleukin-4 (GO:0071353)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	XBP1
comet_up	GO_Biological_Process_2023	Regulation Of Trophoblast Cell Migration (GO:1901163)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CALR
comet_up	GO_Biological_Process_2023	Regulation Of Vasculogenesis (GO:2001212)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	EMP2
comet_up	GO_Biological_Process_2023	Clathrin Coat Assembly (GO:0048268)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CLTC
comet_up	GO_Biological_Process_2023	Cranial Nerve Development (GO:0021545)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	ERBB3
comet_up	GO_Biological_Process_2023	Sphingoid Biosynthetic Process (GO:0046520)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	ASAH1
comet_up	GO_Biological_Process_2023	Sphingosine Biosynthetic Process (GO:0046512)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	ASAH1
comet_up	GO_Biological_Process_2023	Substrate-Dependent Cell Migration (GO:0006929)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CD2AP
comet_up	GO_Biological_Process_2023	Thymus Development (GO:0048538)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	HES1
comet_up	GO_Biological_Process_2023	Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CD24
comet_up	GO_Biological_Process_2023	Interleukin-6-Mediated Signaling Pathway (GO:0070102)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	STAT3
comet_up	GO_Biological_Process_2023	Membrane Protein Intracellular Domain Proteolysis (GO:0031293)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	PSENEN
comet_up	GO_Biological_Process_2023	ncRNA Transcription (GO:0098781)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	ZFP36L1
comet_up	GO_Biological_Process_2023	Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	PTTG1IP
comet_up	GO_Biological_Process_2023	Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	CSNK1A1
comet_up	GO_Biological_Process_2023	Negative Regulation Of Cartilage Development (GO:0061037)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	SOX9
comet_up	GO_Biological_Process_2023	Negative Regulation Of Secretion (GO:0051048)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	ERBB3
comet_up	GO_Biological_Process_2023	Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	DDR1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	RUNX1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Glycoprotein Biosynthetic Process (GO:0010560)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	GOLGA2
comet_up	GO_Biological_Process_2023	Positive Regulation Of Leukocyte Degranulation (GO:0043302)	1/13	0.1202052096349267	0.2512717932805032	0	0	8.458119658119658	17.918990985475308	LAMP1
comet_up	GO_Biological_Process_2023	Organonitrogen Compound Biosynthetic Process (GO:1901566)	3/123	0.1202884334287932	0.2512717932805032	0	0	2.549740932642487	5.40000149216625	MUC1;SLC44A4;PLPP2
comet_up	GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	3/123	0.1202884334287932	0.2512717932805032	0	0	2.549740932642487	5.40000149216625	XBP1;ERBB2;SOX9
comet_up	GO_Biological_Process_2023	Positive Regulation Of Organelle Assembly (GO:1902117)	2/61	0.120312341697868	0.2512717932805032	0	0	3.450113576795387	7.306181559891938	SDC4;SDC1
comet_up	GO_Biological_Process_2023	Regulation Of Programmed Cell Death (GO:0043067)	4/195	0.1253291616436112	0.2591457385848042	0	0	2.1392888307155324	4.4429000937881575	ASAH1;SOX9;ACTN4;CALR
comet_up	GO_Biological_Process_2023	COPII-coated Vesicle Cargo Loading (GO:0090110)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	SEC31A
comet_up	GO_Biological_Process_2023	Regulation Of Establishment Of Protein Localization (GO:0070201)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	CTSD
comet_up	GO_Biological_Process_2023	Regulation Of Extracellular Matrix Disassembly (GO:0010715)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	DDR1
comet_up	GO_Biological_Process_2023	Regulation Of Feeding Behavior (GO:0060259)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	STAT3
comet_up	GO_Biological_Process_2023	Aminoglycan Catabolic Process (GO:0006026)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	FUCA1
comet_up	GO_Biological_Process_2023	Regulation Of Phosphate Metabolic Process (GO:0019220)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	CD24
comet_up	GO_Biological_Process_2023	Cardiac Cell Development (GO:0055006)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	CXADR
comet_up	GO_Biological_Process_2023	Contractile Actin Filament Bundle Assembly (GO:0030038)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	ITGB1
comet_up	GO_Biological_Process_2023	Response To Muscle Stretch (GO:0035994)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	GSN
comet_up	GO_Biological_Process_2023	Establishment Of Apical/Basal Cell Polarity (GO:0035089)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	EZR
comet_up	GO_Biological_Process_2023	Stress Fiber Assembly (GO:0043149)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	ITGB1
comet_up	GO_Biological_Process_2023	Striated Muscle Cell Development (GO:0055002)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	SDC1
comet_up	GO_Biological_Process_2023	Establishment Of Spindle Localization (GO:0051293)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	LLGL2
comet_up	GO_Biological_Process_2023	Synaptic Vesicle Membrane Organization (GO:0048499)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	SYNGR2
comet_up	GO_Biological_Process_2023	Membrane Raft Organization (GO:0031579)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	EMP2
comet_up	GO_Biological_Process_2023	Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	ATP1B1
comet_up	GO_Biological_Process_2023	Microvillus Assembly (GO:0030033)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	EZR
comet_up	GO_Biological_Process_2023	Negative Regulation Of Chondrocyte Differentiation (GO:0032331)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	SOX9
comet_up	GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	TRIB1
comet_up	GO_Biological_Process_2023	Polarized Epithelial Cell Differentiation (GO:0030859)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	EZR
comet_up	GO_Biological_Process_2023	Positive Regulation Of Histone Acetylation (GO:0035066)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	MUC1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	ZFP36L1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	AGPAT2
comet_up	GO_Biological_Process_2023	Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)	1/14	0.128832793173092	0.2591457385848042	0	0	7.807100591715976	15.998621976033611	XBP1
