input_list	Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
down_3	GO_Biological_Process_2023	Cellular Response To Light Stimulus (GO:0071482)	1/65	0.0257104404905407	0.0496477471541477	0	0	44.48214285714285	162.84281408743726	RPL26
down_3	GO_Biological_Process_2023	Positive Regulation Of Cell Cycle (GO:0045787)	1/65	0.0257104404905407	0.0496477471541477	0	0	44.48214285714285	162.84281408743726	RPS15A
down_3	GO_Biological_Process_2023	Proteolysis Involved In Protein Catabolic Process (GO:0051603)	1/78	0.0307825507393775	0.0563102659627545	0	0	36.94805194805195	128.6090483496386	RPS27A
down_3	GO_Biological_Process_2023	Cellular Response To UV (GO:0034644)	1/79	0.0311717543722391	0.0563102659627545	0	0	36.472527472527474	126.49558455333695	RPL26
down_3	GO_Biological_Process_2023	Positive Regulation Of Amide Metabolic Process (GO:0034250)	1/85	0.033504105816256	0.0586321851784481	0	0	33.857142857142854	114.98181239681574	RPL26
down_3	GO_Biological_Process_2023	rRNA Metabolic Process (GO:0016072)	1/91	0.0358315430597973	0.060805042768141	0	0	31.590476190476192	105.16237910185852	RPL26
down_3	GO_Biological_Process_2023	Response To UV (GO:0009411)	1/100	0.0393135041520565	0.0617551024385318	0	0	28.705627705627705	92.8967850071638	RPL26
down_3	GO_Biological_Process_2023	ncRNA Processing (GO:0034470)	1/100	0.0393135041520565	0.0617551024385318	0	0	28.705627705627705	92.8967850071638	RPL26
down_3	GO_Biological_Process_2023	rRNA Processing (GO:0006364)	1/101	0.0396997087104847	0.0617551024385318	0	0	28.417142857142856	91.68539448196992	RPL26
down_3	GO_Biological_Process_2023	Positive Regulation Of Translation (GO:0045727)	1/108	0.0423993391086082	0.0641719727049205	0	0	26.548731642189587	83.91051867901874	RPL26
down_3	GO_Biological_Process_2023	Regulation Of Protein Catabolic Process (GO:0042176)	1/122	0.0477786858359173	0.0686052924823429	0	0	23.460448642266822	71.34734495992407	EEF1A1
down_3	GO_Biological_Process_2023	Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	1/122	0.0477786858359173	0.0686052924823429	0	0	23.460448642266822	71.34734495992407	RPL26
down_3	GO_Biological_Process_2023	Skeletal System Development (GO:0001501)	1/149	0.0580785181093375	0.0813099253530724	0	0	19.15444015444016	54.51275945819848	RPL13
down_3	GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	1/155	0.0603540856180015	0.0824348486489776	0	0	18.4025974025974	51.66578236108292	EEF1A1
down_3	GO_Biological_Process_2023	Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	1/174	0.0675283473829625	0.0900377965106167	0	0	16.36581337737407	44.10926799951956	RPL26
down_3	GO_Biological_Process_2023	Modification-Dependent Protein Catabolic Process (GO:0019941)	1/192	0.0742807590185366	0.096441508867388	0	0	14.81002243829469	38.50462656889652	RPS27A
down_3	GO_Biological_Process_2023	Positive Regulation Of Protein Metabolic Process (GO:0051247)	1/196	0.0757754712529477	0.096441508867388	0	0	14.503296703296703	37.41822466643311	RPL26
down_3	GO_Biological_Process_2023	Regulation Of Translation (GO:0006417)	1/202	0.0780135801130876	0.0970835663629535	0	0	14.066098081023457	35.88082085621993	RPL26
down_3	GO_Biological_Process_2023	Regulation Of Autophagy (GO:0010506)	1/241	0.092446044133206	0.1125430102491203	0	0	11.757142857142858	27.99528688024924	EEF1A1
down_3	GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	1/298	0.1131840058919903	0.1348575389351374	0	0	9.473304473304474	20.63987130919014	RPS15A
down_3	GO_Biological_Process_2023	Protein Modification By Small Protein Conjugation (GO:0032446)	1/364	0.1366773626378198	0.1594569230774565	0	0	7.7249114521841795	15.373594619983068	RPS27A
down_3	GO_Biological_Process_2023	Negative Regulation Of Programmed Cell Death (GO:0043069)	1/381	0.142639746039418	0.1630168526164777	0	0	7.372932330827068	14.35829236085336	RPS3A
down_3	GO_Biological_Process_2023	Protein Ubiquitination (GO:0016567)	1/434	0.160997729810177	0.1803174573873983	0	0	6.452985813262949	11.785507529408456	RPS27A
down_3	GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	1/480	0.1766513170413367	0.187719677952715	0	0	5.819564569042648	10.088665903095116	RPL26
down_3	GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	1/482	0.1773260710980849	0.187719677952715	0	0	5.794772794772795	10.02359534647417	RPS3A
down_3	GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	1/483	0.1776632666338195	0.187719677952715	0	0	5.782454060462359	9.991301608969067	RPS15A
down_3	GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	1/594	0.2143486315812612	0.2222874697879745	0	0	4.673331727294628	7.1976387295784585	RPS15A
down_3	GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	1/705	0.2495939291532118	0.2541320005923611	0	0	3.913961038961039	5.432264668540787	RPS3A
down_3	GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	1/766	0.2683675072378165	0.2683675072378165	0	0	3.5904761904761906	4.72290499238077	RPS15A
down_3	KEGG_2021_Human	Ribosome	7/158	1.3344852919404876e-14	1.4679338211345368e-13	0	0	919.7814569536424	29384.852047033877	RPS15A;RPL3;RPL13;RPS3A;RPL26;RPS27A;RPS12
down_3	KEGG_2021_Human	Coronavirus disease	7/232	2.044531418010275e-13	1.124492279905651e-12	0	0	614.9733333333334	17968.559954059863	RPS15A;RPL3;RPL13;RPS3A;RPL26;RPS27A;RPS12
down_3	KEGG_2021_Human	Legionellosis	1/57	0.0225776122579708	0.0668650626896363	0	0	50.85714285714285	192.78907770536532	EEF1A1
down_3	KEGG_2021_Human	Mitophagy	1/68	0.0268829840764004	0.0668650626896363	0	0	42.48400852878465	153.63329523076956	RPS27A
down_3	KEGG_2021_Human	Leishmaniasis	1/77	0.030393210313471	0.0668650626896363	0	0	37.43609022556391	130.7843304171733	EEF1A1
down_3	KEGG_2021_Human	Ubiquitin mediated proteolysis	1/140	0.0546561259064415	0.1002028974951428	0	0	20.403905447070915	59.30790907441205	RPS27A
down_3	KEGG_2021_Human	RNA transport	1/186	0.0720347247767282	0.1026501234399023	0	0	15.294980694980694	40.235083092404665	EEF1A1
down_3	KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	1/193	0.0746546352290198	0.1026501234399023	0	0	14.732142857142858	38.2281821051113	RPS27A
down_3	KEGG_2021_Human	Shigellosis	1/246	0.0942819863760005	0.1049201902549612	0	0	11.514285714285714	27.190584236877303	RPS27A
down_3	KEGG_2021_Human	Parkinson disease	1/249	0.0953819911408738	0.1049201902549612	0	0	11.373271889400922	26.725659126474643	RPS27A
down_3	KEGG_2021_Human	Pathways of neurodegeneration	1/475	0.1749623128808663	0.1749623128808663	0	0	5.882459312839059	10.254212973790082	RPS27A
down_3	MSigDB_Hallmark_2020	p53 Pathway	1/200	0.0772680713380291	0.0772680713380291	0	0	14.208901651112706	36.38152974515558	RPS12
down_3	MSigDB_Hallmark_2020	Allograft Rejection	1/200	0.0772680713380291	0.0772680713380291	0	0	14.208901651112706	36.38152974515558	RPS3A
down_3	Reactome_2022	Peptide Chain Elongation R-HSA-156902	7/86	1.6874165893219507e-16	4.3282746166555375e-14	0	0	1764.4430379746836	64081.32945845994	EEF1A1;RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Eukaryotic Translation Elongation R-HSA-156842	7/90	2.3459483017103185e-16	4.3282746166555375e-14	0	0	1679.0722891566263	60427.58150044845	EEF1A1;RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Viral mRNA Translation R-HSA-192823	6/90	1.9478013727867126e-13	1.3716980504467519e-11	0	0	711.0	20808.76943622217	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Selenocysteine Synthesis R-HSA-2408557	6/90	1.9478013727867126e-13	1.3716980504467519e-11	0	0	711.0	20808.76943622217	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Eukaryotic Translation Termination R-HSA-72764	6/90	1.9478013727867126e-13	1.3716980504467519e-11	0	0	711.0	20808.76943622217	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	6/92	2.2304033340597598e-13	1.3716980504467519e-11	0	0	694.3953488372093	20228.72517263923	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Formation Of A Pool Of Free 40S Subunits R-HSA-72689	6/98	3.29081592318111e-13	1.517888844567287e-11	0	0	648.9130434782609	18651.3641221017	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	6/98	3.29081592318111e-13	1.517888844567287e-11	0	0	648.9130434782609	18651.3641221017	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	6/108	5.977320295691918e-13	2.1217428228114118e-11	0	0	585.0	16465.19580370088	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	6/108	5.977320295691918e-13	2.1217428228114118e-11	0	0	585.0	16465.19580370088	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	6/109	6.324978604586865e-13	2.1217428228114118e-11	0	0	579.2912621359224	16271.769934629589	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	6/112	7.47057393073909e-13	2.1945955777685618e-11	0	0	562.811320754717	15715.174735093344	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Translation R-HSA-72766	7/281	7.928127599502277e-13	2.1945955777685618e-11	0	0	503.7445255474453	14035.929082848446	EEF1A1;RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Selenoamino Acid Metabolism R-HSA-2408522	6/114	8.326378885842782e-13	2.1945955777685618e-11	0	0	552.3333333333334	15362.697402789116	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Cap-dependent Translation Initiation R-HSA-72737	6/116	9.262308073976453e-13	2.2785277861982075e-11	0	0	542.2363636363636	15024.09697468998	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Influenza Viral RNA Transcription And Replication R-HSA-168273	6/137	2.560873888631751e-12	5.906015405656973e-11	0	0	454.8320610687023	12139.773608564135	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Cellular Response To Starvation R-HSA-9711097	6/153	5.020232472728663e-12	1.0896857543746333e-10	0	0	405.0	10537.105673965403	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Influenza Infection R-HSA-168255	6/157	5.874029268447816e-12	1.2041760000318022e-10	0	0	394.1920529801325	10193.995820687824	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	6/167	8.550835398065381e-12	1.660662243097961e-10	0	0	369.5217391304348	9417.258613742304	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226	6/179	1.3033295517510588e-11	2.4046430229807027e-10	0	0	343.6820809248555	8613.880591503696	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	rRNA Processing In Nucleus And Cytosol R-HSA-8868773	6/189	1.812591557371253e-11	3.184982307952345e-10	0	0	324.7377049180328	8031.957958463048	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	rRNA Processing R-HSA-72312	6/199	2.477655629073689e-11	4.15570421421905e-10	0	0	307.7564766839378	7515.758839067881	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Signaling By ROBO Receptors R-HSA-376176	6/209	3.334438712814388e-11	5.349599500123953e-10	0	0	292.4482758620689	7055.060710559336	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Cellular Responses To Stress R-HSA-2262752	7/722	6.019018968032264e-10	9.254241663349605e-09	0	0	188.72587412587413	4006.8251897725095	EEF1A1;RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	7/736	6.884590926945101e-10	1.0161656208170973e-08	0	0	184.9670781893004	3902.170027581671	EEF1A1;RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	6/364	9.471150539351226e-10	1.3441748265463854e-08	0	0	164.53072625698323	3418.553706239052	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678	4/47	1.860177746078595e-09	2.5422429196407464e-08	0	0	463.9302325581396	9326.201012656387	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	4/50	2.400667469834938e-09	3.1637367727467585e-08	0	0	433.60869565217394	8606.056836720716	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	Translation Initiation Complex Formation R-HSA-72649	4/57	4.113041878207424e-09	5.059041510195132e-08	0	0	376.2075471698113	7264.230264826921	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	Ribosomal Scanning And Start Codon Recognition R-HSA-72702	4/57	4.113041878207424e-09	5.059041510195132e-08	0	0	376.2075471698113	7264.230264826921	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	4/58	4.417009129359083e-09	5.25766570559194e-08	0	0	369.22222222222223	7103.02438816641	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	Axon Guidance R-HSA-422475	6/519	7.949280001282408e-09	9.166513501478777e-08	0	0	113.91228070175438	2124.4850494268203	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Nervous System Development R-HSA-9675108	6/545	1.0649221031042772e-08	1.1907765334711465e-07	0	0	108.27272727272728	1987.6468087544115	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Metabolism Of RNA R-HSA-8953854	6/666	3.526598602373968e-08	3.827396718458807e-07	0	0	87.87272727272727	1507.9264836000991	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Infectious Disease R-HSA-5663205	6/961	3.122567623293921e-07	3.292078437129876e-06	0	0	59.8020942408377	895.8018844325054	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Metabolism Of Proteins R-HSA-392499	7/1890	4.890374389462248e-07	5.012633749198804e-06	0	0	67.31970260223048	978.2109379421128	EEF1A1;RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Developmental Biology R-HSA-1266738	6/1073	5.999688557214754e-07	5.896143801950044e-06	0	0	53.209934395501406	762.3061704044796	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	SARS-CoV-2-host Interactions R-HSA-9705683	4/196	6.071909606344219e-07	5.896143801950044e-06	0	0	103.125	1476.1748201002183	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	SARS-CoV-2 Infection R-HSA-9694516	4/283	2.6271598274347783e-06	2.4856973751882903e-05	0	0	70.65591397849462	907.9007416041306	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	SARS-CoV Infections R-HSA-9679506	4/369	7.526062272613088e-06	6.942792446485573e-05	0	0	53.772602739726025	634.3628469460339	RPS15A;RPS3A;RPS27A;RPS12
down_3	Reactome_2022	Disease R-HSA-1643685	6/1736	1.0184535613123331e-05	9.166082051811e-05	0	0	31.66820809248555	364.0146547775957	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Chaperone Mediated Autophagy R-HSA-9613829	2/20	2.650430025143172e-05	0.00022981350498359784	0	0	369.8888888888889	3897.964407357134	EEF1A1;RPS27A
down_3	Reactome_2022	Metabolism R-HSA-1430728	6/2049	2.678043554009406e-05	0.00022981350498359784	0	0	26.3568281938326	277.4804425681985	RPS15A;RPL3;RPS3A;RPL26;RPS27A;RPS12
down_3	Reactome_2022	Autophagy R-HSA-9612973	2/128	0.0011096058245021	0.0093055579373021	0	0	52.55555555555556	357.57488422434	EEF1A1;RPS27A
down_3	Reactome_2022	FLT3 Signaling By CBL Mutants R-HSA-9706377	1/7	0.002797015027105	0.0224369248913427	0	0	475.8571428571428	2797.6605002155425	RPS27A
down_3	Reactome_2022	Modulation By Mtb Of Host Immune System R-HSA-9637628	1/7	0.002797015027105	0.0224369248913427	0	0	475.8571428571428	2797.6605002155425	RPS27A
down_3	Reactome_2022	InlA-mediated Entry Of Listeria Monocytogenes Into Host Cells R-HSA-8876493	1/8	0.0031960315919264	0.0245694928629343	0	0	407.8571428571428	2343.484074395589	RPS27A
down_3	Reactome_2022	Myoclonic Epilepsy Of Lafora R-HSA-3785653	1/8	0.0031960315919264	0.0245694928629343	0	0	407.8571428571428	2343.484074395589	RPS27A
down_3	Reactome_2022	PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469	1/9	0.0035949086662176	0.025510024958352	0	0	356.85714285714283	2008.4764659134423	RPS27A
down_3	Reactome_2022	Prevention Of Phagosomal-Lysosomal Fusion R-HSA-9636383	1/9	0.0035949086662176	0.025510024958352	0	0	356.85714285714283	2008.4764659134423	RPS27A
down_3	Reactome_2022	Regulation Of PTEN Localization R-HSA-8948747	1/9	0.0035949086662176	0.025510024958352	0	0	356.85714285714283	2008.4764659134423	RPS27A
down_3	Reactome_2022	Downregulation Of ERBB4 Signaling R-HSA-1253288	1/9	0.0035949086662176	0.025510024958352	0	0	356.85714285714283	2008.4764659134423	RPS27A
down_3	Reactome_2022	IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042	1/10	0.0039936462613403	0.0278048201968791	0	0	317.1904761904762	1751.8590547314027	RPS27A
down_3	Reactome_2022	TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325	1/11	0.004392244396163	0.0284340031962133	0	0	285.45714285714286	1549.43708775113	RPS27A
down_3	Reactome_2022	Pexophagy R-HSA-9664873	1/11	0.004392244396163	0.0284340031962133	0	0	285.45714285714286	1549.43708775113	RPS27A
down_3	Reactome_2022	Alpha-protein Kinase 1 Signaling Pathway R-HSA-9645460	1/11	0.004392244396163	0.0284340031962133	0	0	285.45714285714286	1549.43708775113	RPS27A
down_3	Reactome_2022	Regulation Of BACH1 Activity R-HSA-9708530	1/11	0.004392244396163	0.0284340031962133	0	0	285.45714285714286	1549.43708775113	RPS27A
down_3	Reactome_2022	TICAM1-dependent Activation Of IRF3/IRF7 R-HSA-9013973	1/12	0.0047907030934129	0.0298149387613197	0	0	259.4935064935065	1385.975083259077	RPS27A
down_3	Reactome_2022	Josephin Domain DUBs R-HSA-5689877	1/12	0.0047907030934129	0.0298149387613197	0	0	259.4935064935065	1385.975083259077	RPS27A
down_3	Reactome_2022	Suppression Of Phagosomal Maturation R-HSA-9637687	1/13	0.0051890223794998	0.0298149387613197	0	0	237.8571428571429	1251.416370420653	RPS27A
down_3	Reactome_2022	Glycogen Synthesis R-HSA-3322077	1/13	0.0051890223794998	0.0298149387613197	0	0	237.8571428571429	1251.416370420653	RPS27A
down_3	Reactome_2022	p75NTR Recruits Signaling Complexes R-HSA-209543	1/13	0.0051890223794998	0.0298149387613197	0	0	237.8571428571429	1251.416370420653	RPS27A
down_3	Reactome_2022	Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803	1/13	0.0051890223794998	0.0298149387613197	0	0	237.8571428571429	1251.416370420653	RPS27A
down_3	Reactome_2022	NF-kB Is Activated And Signals Survival R-HSA-209560	1/13	0.0051890223794998	0.0298149387613197	0	0	237.8571428571429	1251.416370420653	RPS27A
down_3	Reactome_2022	Glycogen Storage Diseases R-HSA-3229121	1/15	0.0059852428364459	0.0298149387613197	0	0	203.8571428571429	1043.434298452164	RPS27A
down_3	Reactome_2022	IRAK2 Mediated Activation Of TAK1 Complex Upon TLR7/8 Or 9 Stimulation R-HSA-975163	1/15	0.0059852428364459	0.0298149387613197	0	0	203.8571428571429	1043.434298452164	RPS27A
down_3	Reactome_2022	InlB-mediated Entry Of Listeria Monocytogenes Into Host Cell R-HSA-8875360	1/15	0.0059852428364459	0.0298149387613197	0	0	203.8571428571429	1043.434298452164	RPS27A
down_3	Reactome_2022	Constitutive Signaling By NOTCH1 HD Domain Mutants R-HSA-2691232	1/15	0.0059852428364459	0.0298149387613197	0	0	203.8571428571429	1043.434298452164	RPS27A
down_3	Reactome_2022	Regulation Of Innate Immune Responses To Cytosolic DNA R-HSA-3134975	1/15	0.0059852428364459	0.0298149387613197	0	0	203.8571428571429	1043.434298452164	RPS27A
down_3	Reactome_2022	Membrane Binding And Targetting Of GAG Proteins R-HSA-174490	1/15	0.0059852428364459	0.0298149387613197	0	0	203.8571428571429	1043.434298452164	RPS27A
down_3	Reactome_2022	Negative Regulation Of FLT3 R-HSA-9706369	1/15	0.0059852428364459	0.0298149387613197	0	0	203.8571428571429	1043.434298452164	RPS27A
