gene	direction	mt_ribo	min_patient_delta	max_patient_delta	GSE123902__n_units	GSE123902__n_high	GSE123902__n_low	GSE123902__patient_delta	GSE123902__sign_up	GSE123902__sign_down	GSE123902__cell_delta	GSE123902__auc	GSE123902__pct_high	GSE123902__pct_low	GSE123902__stat_up	GSE123902__cut_up	GSE123902__stat_down	GSE123902__cut_down	GSE131907__n_units	GSE131907__n_high	GSE131907__n_low	GSE131907__patient_delta	GSE131907__sign_up	GSE131907__sign_down	GSE131907__cell_delta	GSE131907__auc	GSE131907__pct_high	GSE131907__pct_low	GSE131907__stat_up	GSE131907__cut_up	GSE131907__stat_down	GSE131907__cut_down	GSE205335__n_units	GSE205335__n_high	GSE205335__n_low	GSE205335__patient_delta	GSE205335__sign_up	GSE205335__sign_down	GSE205335__cell_delta	GSE205335__auc	GSE205335__pct_high	GSE205335__pct_low	GSE205335__stat_up	GSE205335__cut_up	GSE205335__stat_down	GSE205335__cut_down	GSE189357__n_units	GSE189357__n_high	GSE189357__n_low	GSE189357__patient_delta	GSE189357__sign_up	GSE189357__sign_down	GSE189357__cell_delta	GSE189357__auc	GSE189357__pct_high	GSE189357__pct_low	GSE189357__stat_up	GSE189357__cut_up	GSE189357__stat_down	GSE189357__cut_down	GSE123902__wilcoxon_p	GSE131907__wilcoxon_p	GSE205335__wilcoxon_p	GSE189357__wilcoxon_p
ID1	up	False	0.24206826	0.4991716	12	1167	1167	0.4387393	0.9166666666666666	0.0	0.3818761206428341	0.676420398431884	0.585261353898886	0.2133676092544987	1.04595213061117e-77	931	0.0004768587411121	11	19	6076	6076	0.24206826	1.0	0.0	0.1504978509173204	0.5536623603762046	0.5131665569453588	0.4052007899934167	1.722618290580486e-34	5477	0.1249691383425232	3	21	7112	7112	0.3322025	0.9523809523809524	0.0476190476190476	0.2180057805584102	0.5899012078636402	0.4731439820022497	0.2774184476940382	1.3023714414143188e-129	5338	0.1131905986300381	11	9	3559	3559	0.4991716	1.0	0.0	0.502175094286471	0.6493607814198751	0.5465018263557179	0.2284349536386625	9.414067292554897e-171	2758	0.8197131001312848	30	0.00048828125	1.9073486328125e-06	6.67572021484375e-06	0.001953125
YIPF3	up	False	0.2406037	0.280891	12	1167	1167	0.24882835	0.8333333333333334	0.1666666666666666	0.3115275511127922	0.6886923236768929	0.6658097686375322	0.2656383890317052	3.947021538951501e-87	1084	0.0082002692104026	22	19	6076	6076	0.2406037	1.0	0.0	0.1527378117120787	0.5726750034996692	0.5674786043449638	0.4289005924950625	1.604846641677083e-58	5666	0.015832194086285	272	21	7112	7112	0.280891	1.0	0.0	0.2232460959503451	0.6269935926351444	0.6259842519685039	0.3671259842519685	5.724186535713389e-212	7062	2.538156006369872e-07	134	9	3559	3559	0.25543794	1.0	0.0	0.22697862042151	0.6173086668665116	0.3762292778870469	0.1267209890418656	1.611223160116447e-134	1790	0.0037395251781812	37	0.00244140625	1.9073486328125e-06	4.76837158203125e-07	0.001953125
JUP	up	False	0.23892045	0.41208825	12	1167	1167	0.2941395	0.9166666666666666	0.0833333333333333	0.3242179383901422	0.7136058812428913	0.5561268209083119	0.1191088260497	6.0254479211026185e-118	783	0.3869160147348081	12	19	6076	6076	0.29697564	1.0	0.0	0.1851491294942972	0.5936131959845035	0.4897959183673469	0.3242264647794601	4.656844250882385e-90	4234	0.0156057162269398	6	21	7112	7112	0.41208825	1.0	0.0	0.3464011541019915	0.6591728432181354	0.6486220472440944	0.3354893138357705	4.4424406863346e-311	6995	0.0001127525325029	228	9	3559	3559	0.23892045	1.0	0.0	0.2361509904994028	0.6195895687207836	0.3175049171115482	0.069963472885642	6.2601787596923214e-164	1379	0.0728282069794164	12	0.00048828125	1.9073486328125e-06	4.76837158203125e-07	0.001953125
KRT18	up	False	0.23668818	0.91835624	12	1167	1167	0.65534854	0.8333333333333334	0.1666666666666666	0.6996871756275584	0.6502754629782603	0.92630676949443	0.622107969151671	5.922159256478092e-77	1765	4.328192092290789e-17	103	19	6076	6076	0.23668818	0.8947368421052632	0.1052631578947368	0.2374761844957689	0.5715053772469935	0.9312047399605003	0.8703094140882159	3.679068119409156e-48	7238	3.70694836323033e-05	64	21	7112	7112	0.6567765	0.9523809523809524	0.0476190476190476	0.4119002854747022	0.6024430658555194	0.8342238470191226	0.6294994375703037	1.0227884631067084e-170	10409	1.4885972172970178e-06	176	9	3559	3559	0.91835624	1.0	0.0	0.9066348867293874	0.7079389295258881	0.8637257656645125	0.5001404889013767	3.955143723922082e-255	4835	0.2499648728396796	2	0.001220703125	3.62396240234375e-05	4.76837158203125e-06	0.001953125
CD46	up	False	0.23610625	0.48197272	12	1167	1167	0.48197272	1.0	0.0	0.5452370946202911	0.7447963820840025	0.7952013710368466	0.3033419023136247	4.4593373501180885e-133	1279	1.448911509423429e-05	16	19	6076	6076	0.23610625	0.9473684210526316	0.0526315789473684	0.1232364200677218	0.5636904563265133	0.5938117182356814	0.4711981566820276	8.487731547893005e-43	6173	1.5903983838238338e-06	74	21	7112	7112	0.3818578	1.0	0.0	0.2800192428482055	0.6425014428472734	0.6151574803149606	0.3399887514060742	2.4387265970340094e-240	6785	2.615577325072378e-06	191	9	3559	3559	0.4118452	1.0	0.0	0.3954400177073527	0.6415601144469407	0.5805001404889014	0.2683338016296712	1.1851172488870918e-159	3020	0.0147004075541649	55	0.000244140625	5.7220458984375e-06	4.76837158203125e-07	0.001953125
ASAH1	up	False	0.23453625	0.368959	12	1167	1167	0.2986953	0.9166666666666666	0.0833333333333333	0.3411733242227823	0.6804835048965078	0.7609254498714653	0.3530419880034275	1.4374009162158503e-90	1299	4.741558481667936e-05	63	19	6076	6076	0.23453625	0.9473684210526316	0.0526315789473684	0.1566701511079656	0.5545372099337729	0.642034233048058	0.5371955233706386	2.425556560167414e-37	5985	0.0180431607081415	52	21	7112	7112	0.31361404	1.0	0.0	0.208597298183513	0.6269238326104203	0.5431664791901012	0.2850112485939257	1.0736709530481526e-217	5877	6.474802644501648e-10	191	9	3559	3559	0.368959	1.0	0.0	0.3011410537619031	0.5978942375550084	0.6350098342230964	0.3866254565889295	1.2229293889032396e-98	3636	4.59517595366395e-06	327	0.004638671875	5.7220458984375e-06	4.76837158203125e-07	0.001953125
TSC22D1	up	False	0.23432787	0.6187705	12	1167	1167	0.3539439	0.9166666666666666	0.0833333333333333	0.3113884482198762	0.670204399918055	0.6735218508997429	0.2913453299057412	1.8512043598145839e-78	1123	3.722600359157472e-05	74	19	6076	6076	0.23432787	0.9473684210526316	0.0526315789473684	0.1414289151612784	0.564799827053504	0.4878209348255431	0.3675115207373272	7.58583239668984e-44	5115	0.1717737018385881	10	21	7112	7112	0.4789041	1.0	0.0	0.3397898230530704	0.6333192462303292	0.6818053993250843	0.4039651293588301	6.493216989626186e-246	7722	0.6359868063421523	33	9	3559	3559	0.6187705	1.0	0.0	0.7081411032409999	0.6816998738639406	0.7510536667603259	0.3762292778870469	1.1416481725511826e-229	4010	0.2514180054923149	20	0.000732421875	0.0001678466796875	4.76837158203125e-07	0.001953125
FXYD3	up	False	0.23381256	0.80183166	12	1167	1167	0.67454576	1.0	0.0	0.6213683781889382	0.6969418946771727	0.5629820051413882	0.1491002570694087	2.034323275957276e-101	829	0.183308412399513	45	19	6076	6076	0.23381256	0.7894736842105263	0.2105263157894736	0.2062641296139593	0.564440528595222	0.6780776826859776	0.5678077682685978	3.738450275218397e-37	7556	0.783740544374498	80	21	7112	7112	0.6344726	0.9523809523809524	0.0	0.4394023668343301	0.6200177186706414	0.6614173228346457	0.4271653543307087	4.603974187078575e-175	7741	0.984609781157924	18	9	3559	3559	0.80183166	1.0	0.0	0.6795735900244695	0.7067933864188483	0.6215228996909244	0.187693172239393	8.288171e-317	2880	0.270282455725188	24	0.000244140625	0.0001049041748046875	4.428728843931774e-05	0.001953125
TMED9	up	False	0.23195294	0.38727745	12	1167	1167	0.38727745	1.0	0.0	0.4570408058077555	0.6956139597279954	0.7660668380462725	0.3556126820908312	1.4944908655537583e-91	1309	0.000668150328502	30	19	6076	6076	0.28915536	0.9473684210526316	0.0526315789473684	0.2330996801977376	0.5740418518168592	0.7865371955233706	0.6686965108624094	3.564991325558349e-51	8663	0.5	3	21	7112	7112	0.28857946	0.9523809523809524	0.0476190476190476	0.2286458278501023	0.616254641310303	0.6399043869516311	0.4091676040494938	1.0320727763856384e-168	7461	4.625767008844865e-07	235	9	3559	3559	0.23195294	1.0	0.0	0.2362109366880054	0.605248924306601	0.4799100871031188	0.2374262433267772	1.7952048236306344e-102	2553	0.0276980192184262	161	0.000244140625	3.814697265625e-06	3.337860107421875e-06	0.001953125
SRRM2	up	False	0.2290747	0.34332278	12	1167	1167	0.33950365	0.9166666666666666	0.0833333333333333	0.3962952985188079	0.6872678316661637	0.8003427592116538	0.3787489288774636	3.6437784637029517e-100	1372	7.194551973021427e-06	17	19	6076	6076	0.2290747	0.8947368421052632	0.1052631578947368	0.1397408274057838	0.5577273668923068	0.7006254114549045	0.565174456879526	5.6770404140382556e-55	7681	0.0062103548546602	398	21	7112	7112	0.34332278	0.9523809523809524	0.0476190476190476	0.242810728812458	0.5870844726383331	0.8135545556805399	0.5856299212598425	6.952590557002316e-197	9951	1.6855100795245811e-16	334	9	3559	3559	0.27103543	0.8888888888888888	0.1111111111111111	0.289211832041146	0.5851822617505209	0.7049733071087384	0.4644563079516718	2.4977425962404105e-95	4162	4.339527201110943e-06	203	0.00048828125	9.5367431640625e-06	1.430511474609375e-06	0.00390625
PTTG1IP	up	False	0.22850747	0.41087455	12	1167	1167	0.37388733	0.9166666666666666	0.0833333333333333	0.3690024762065852	0.7008100513331116	0.6958011996572407	0.2690659811482433	1.5600390313877668e-97	1122	0.0724797139841965	12	19	6076	6076	0.22850747	0.9473684210526316	0.0526315789473684	0.1541851246971901	0.5678697844637228	0.6110928242264648	0.4879855167873601	7.868287708140527e-43	6650	0.0351112489757501	8	21	7112	7112	0.41087455	1.0	0.0	0.2683462727623398	0.6294454247071759	0.5721316085489314	0.3205849268841395	7.833877296183014e-203	6347	0.0086609928812978	112	9	3559	3559	0.2444769	0.8888888888888888	0.1111111111111111	0.245477529738908	0.6092012848714651	0.4532171958415285	0.2073616184321438	9.694780557965297e-110	2351	0.0002076496795484	41	0.00048828125	3.814697265625e-06	4.76837158203125e-07	0.00390625
LMAN2	up	False	0.22812775	0.28005928	12	1167	1167	0.28005928	0.8333333333333334	0.1666666666666666	0.351387685513966	0.6732152914077432	0.739502999143102	0.3658954584404456	8.72984467706046e-76	1289	6.122424449756718e-06	39	19	6076	6076	0.2614463	0.9473684210526316	0.0526315789473684	0.1560847110047326	0.55605683018392	0.7323897300855826	0.630348913759052	6.0173162500081474e-34	8279	0.2499794255616821	2	21	7112	7112	0.22812775	0.9047619047619048	0.0952380952380952	0.1799738961326661	0.6066363283874527	0.6483408323959505	0.4183070866141732	4.811893893157054e-168	7586	7.891574994139529e-15	418	9	3559	3559	0.24177058	1.0	0.0	0.2449016178921473	0.6101245089303019	0.4911491992132621	0.2343354874964877	2.6699227618605084e-114	2582	0.0008029727823598	241	0.001220703125	1.9073486328125e-05	9.059906005859375e-06	0.001953125
PDIA6	up	False	0.22802585	0.43652615	12	1167	1167	0.43652615	1.0	0.0	0.476473386361959	0.6949494415477326	0.8080548414738646	0.3916023993144816	1.6299875193975938e-97	1399	0.0002493335222466	16	19	6076	6076	0.23871411	0.8947368421052632	0.1052631578947368	0.1431558495283436	0.5501849840575446	0.7238314680710994	0.6349572086899276	1.3360805648596485e-27	7913	0.0546151679971525	10	21	7112	7112	0.28924137	0.8095238095238095	0.1904761904761904	0.2072401210465304	0.5923465453436009	0.7383295838020247	0.5306524184476941	1.9048020338452446e-147	9025	3.4854434632503174e-08	329	9	3559	3559	0.22802585	1.0	0.0	0.2066683932395011	0.594300066450974	0.4841247541444226	0.2554088227030064	4.940572200277307e-90	2632	6.257260342520994e-06	142	0.000244140625	0.0001049041748046875	9.870529174804688e-05	0.001953125
SFN	up	False	0.22778441	0.48525295	12	1167	1167	0.48525295	1.0	0.0	0.55810998607791	0.7424683656303854	0.6512425021422451	0.168808911739503	3.8819531277101e-131	950	0.0002493335222466	16	19	6076	6076	0.22778441	0.9473684210526316	0.0526315789473684	0.1689762321202509	0.5611155449884089	0.543943383805135	0.423304805793285	6.55061433752015e-41	5849	0.8750308616574768	3	21	7112	7112	0.27476132	0.9523809523809524	0.0476190476190476	0.2584733151169024	0.5873762745612225	0.5597581552305961	0.3629077615298087	1.5160209344738624e-123	6562	0.8750263657456233	3	9	3559	3559	0.38856193	1.0	0.0	0.4543683319989796	0.6611918890495316	0.4464737285754425	0.1112672098904186	9.547277114429216e-230	1985	0.3632043607148643	8	0.000244140625	9.5367431640625e-06	9.5367431640625e-07	0.001953125
SEC62	up	False	0.22624408	0.40602484	12	1167	1167	0.40602484	0.9166666666666666	0.0833333333333333	0.4164802701131347	0.6460221794874619	0.8628963153384748	0.4944301628106255	1.3109567932049342e-84	1584	8.864796523069004e-06	25	19	6076	6076	0.2411688	0.8947368421052632	0.1052631578947368	0.1922704185027486	0.576170270928563	0.7208689927583937	0.5852534562211982	3.0020917467993194e-60	7225	0.1313226816747831	712	21	7112	7112	0.37212056	1.0	0.0	0.2803871142432339	0.6244551660021688	0.750421822272216	0.4931102362204724	4.162441406063607e-223	8844	2.551953223035508e-06	432	9	3559	3559	0.22624408	1.0	0.0	0.1917718967494822	0.5793978611739125	0.518123068277606	0.3110424276482157	1.1424698666466202e-71	2942	8.22668911388473e-06	320	0.000732421875	1.33514404296875e-05	4.76837158203125e-07	0.001953125
F11R	up	False	0.2261017	0.4418667	12	1167	1167	0.35107502	1.0	0.0	0.3299618219462879	0.7140655369123328	0.5715509854327335	0.1353898886032562	2.109495665737425e-114	818	0.2498928418345478	2	19	6076	6076	0.2261017	0.9473684210526316	0.0526315789473684	0.1484528157554065	0.5787176751925684	0.5245227123107308	0.3791968400263331	4.943038746714851e-61	5414	0.3040072193040359	61	21	7112	7112	0.4418667	1.0	0.0	0.3165403191318786	0.6569679044970335	0.6362485939257593	0.3253655793025872	1.417199962322695e-307	6831	0.0014142710067735	103	9	3559	3559	0.36159542	1.0	0.0	0.2851925275861185	0.6362437602045904	0.3824107895476257	0.0974992975554931	1.863076753498155e-183	1708	0.1249473092595194	3	0.000244140625	3.814697265625e-06	4.76837158203125e-07	0.001953125
SOCS3	up	False	0.22571717	0.3043834	12	1167	1167	0.22571717	0.6666666666666666	0.3333333333333333	0.2039284427182244	0.6211078876472311	0.5149957155098543	0.2382176520994001	3.586510563851134e-44	875	0.015524668494537	6	19	6076	6076	0.25626683	0.9473684210526316	0.0526315789473684	0.1447523732459291	0.5610490458580171	0.4679065174456879	0.3490783410138249	2.757202604975656e-41	4944	0.5	1	21	7112	7112	0.2745724	0.9523809523809524	0.0476190476190476	0.2805120464481404	0.6334921684511736	0.4483970753655793	0.1827896512935883	1.014211367044486e-260	4485	0.1249736342543767	3	9	3559	3559	0.3043834	0.8888888888888888	0.1111111111111111	0.3741636734802246	0.6202496573436616	0.5125035122225344	0.2514751334644563	1.7193016429124654e-115	2719	0.1249473092595194	3	0.013427734375	9.5367431640625e-06	9.5367431640625e-07	0.005859375
BSG	up	False	0.22504976	0.34058318	12	1167	1167	0.34058318	0.9166666666666666	0.0833333333333333	0.4234882094599161	0.6619162795205776	0.7986289631533847	0.4275921165381319	2.976115322202064e-78	1430	5.049299494012811e-06	22	19	6076	6076	0.3126641	0.9473684210526316	0.0526315789473684	0.1787214609194533	0.5637138596864556	0.749670836076366	0.6254114549045424	1.4599777217379022e-52	8250	0.0077990035812221	7	21	7112	7112	0.255026	0.8571428571428571	0.1428571428571428	0.2249251537137048	0.5892904196522679	0.7931664791901012	0.5677727784026997	1.0195126925390358e-185	9679	5.868873330133563e-23	491	9	3559	3559	0.22504976	0.8888888888888888	0.1111111111111111	0.2771726360318867	0.6112159722972782	0.5855577409384659	0.310199494239955	2.3058758088747692e-122	3188	0.0088635753814279	200	0.00048828125	3.814697265625e-06	2.0503997802734375e-05	0.013671875
DSP	up	False	0.21967192	0.48662868	12	1167	1167	0.21967192	0.9166666666666666	0.0833333333333333	0.1986907426490929	0.6261780512215019	0.3024850042844901	0.0454155955441302	6.023188844014903e-66	406	0.1090734884590364	6	19	6076	6076	0.22752875	1.0	0.0	0.1592704861727085	0.5731087241008234	0.499670836076366	0.3643844634628044	5.962280295994642e-56	4895	0.0065522567340585	48	21	7112	7112	0.48662868	1.0	0.0	0.3255498770836827	0.629890032420371	0.6196569178852643	0.3503937007874015	2.455416982515289e-229	6899	0.0092296606269171	176	9	3559	3559	0.24336989	1.0	0.0	0.2282958435223819	0.5999199777744111	0.2461365552121382	0.0424276482157909	8.480384466513461e-144	1027	0.0728282069794164	12	0.001708984375	1.9073486328125e-06	4.76837158203125e-07	0.001953125
DSG2	up	False	0.21906263	0.29601994	12	1167	1167	0.29601994	1.0	0.0	0.2707573052064794	0.6821264434913565	0.4824335904027421	0.1165381319622964	2.5878743750352012e-87	699	0.6233112647962952	10	19	6076	6076	0.23500967	1.0	0.0	0.1363918620924085	0.5633421552804264	0.4685648452929559	0.3536866359447004	3.2264531741419284e-38	4982	0.3699009574499466	82	21	7112	7112	0.28046966	0.9523809523809524	0.0476190476190476	0.1725932133265689	0.5971828812280073	0.3231158605174353	0.1259842519685039	1.1392507216823547e-179	3188	0.1249736342543767	3	9	3559	3559	0.21906263	1.0	0.0	0.1664643903364879	0.5989513977875939	0.2382691767350379	0.0362461365552121	6.601893737903904e-149	977	0.1047990635220303	16	0.000244140625	1.9073486328125e-06	2.384185791015625e-06	0.001953125
KLF5	up	False	0.21697778	0.5531863	12	1167	1167	0.34381256	0.9166666666666666	0.0833333333333333	0.2675253815435133	0.6832594286318489	0.4798628963153384	0.1011139674378748	6.763208053617358e-96	678	0.1872319321954984	5	19	6076	6076	0.21697778	1.0	0.0	0.1465243201018072	0.5732638932529414	0.4774522712310731	0.3418367346938775	8.835297776978726e-53	4941	0.2653685796499331	165	21	7112	7112	0.43180802	1.0	0.0	0.3141777282245071	0.6355925709300398	0.5060461192350956	0.2308773903262092	2.628808266260553e-258	5241	0.2271202007098523	16	9	3559	3559	0.5531863	1.0	0.0	0.45408100151949	0.6783123505257695	0.4813149761168868	0.1107052542849114	7.157041650514242e-272	2107	0.0106990010848469	10	0.001220703125	1.9073486328125e-06	4.76837158203125e-07	0.001953125
NCOA7	up	False	0.21558847	0.69996685	12	1167	1167	0.35028014	1.0	0.0	0.3344869127521791	0.680082591165653	0.5526992287917738	0.1799485861182519	1.333924724046935e-80	855	0.0349219927435892	8	19	6076	6076	0.21558847	0.9473684210526316	0.0526315789473684	0.1289712401327051	0.5542281989034226	0.4002633311389071	0.2987162606978275	2.899959356537537e-33	3425	0.0312242851274316	5	21	7112	7112	0.3127184	0.9523809523809524	0.0476190476190476	0.2185867931670624	0.6003258683813286	0.4976096737907761	0.2989313835770528	1.470713342002182e-130	5665	0.5	7	9	3559	3559	0.69996685	1.0	0.0	0.6567611949957792	0.6873144561618969	0.5403203146951391	0.1705535262714245	1.3713671396122724e-241	2530	0.5	1	0.000244140625	3.814697265625e-06	1.430511474609375e-06	0.001953125
CD47	up	False	0.2147284	0.45004892	12	1167	1167	0.29526407	0.8333333333333334	0.1666666666666666	0.3790466212967493	0.6911447996128907	0.7086546700942588	0.3153384747215081	4.2543215476555405e-84	1191	0.0063417752558862	14	19	6076	6076	0.2147284	0.9473684210526316	0.0526315789473684	0.1196114767636862	0.551640014826462	0.6043449637919684	0.4799210006583278	3.824786745760425e-44	6440	0.0819529725839376	88	21	7112	7112	0.2769477	0.8571428571428571	0.1428571428571428	0.2296041609795932	0.6105491372334786	0.6396231721034871	0.4145106861642295	6.639881250699504e-161	7494	0.0244545086479165	17	9	3559	3559	0.45004892	0.8888888888888888	0.1111111111111111	0.3296022901848062	0.615611234090984	0.5400393368923855	0.2801348693453217	1.2402994566163157e-111	2917	0.0861895342298414	107	0.001220703125	3.62396240234375e-05	9.870529174804688e-05	0.00390625
RND3	up	False	0.21452725	0.5013516	12	1167	1167	0.21452725	0.9166666666666666	0.0833333333333333	0.1455503863327426	0.5907570293907947	0.2759211653813196	0.0908311910882605	5.073680720370635e-32	428	0.8207665009186296	30	19	6076	6076	0.3927209	0.8947368421052632	0.1052631578947368	0.2624722241295179	0.5877517378078246	0.4331797235023041	0.2875246872942725	7.084813002787757e-87	2475	0.9843942837730602	6	21	7112	7112	0.5013516	0.9523809523809524	0.0476190476190476	0.3445399334399065	0.6456450527696974	0.4453037120359955	0.1612767154105736	3.7528556360314385e-306	4312	0.5	3	9	3559	3559	0.27989715	1.0	0.0	0.2834528330127978	0.614166199751928	0.3166619837032874	0.080078673784771	7.068814157401439e-146	1412	0.2499648728396796	2	0.000732421875	1.9073486328125e-05	9.5367431640625e-07	0.001953125
SYNGR2	up	False	0.21376976	0.39107946	12	1167	1167	0.39107946	1.0	0.0	0.4260006207327617	0.715696359982348	0.7232219365895458	0.273350471293916	8.185639482926574e-109	1162	0.0070607982501164	25	19	6076	6076	0.345567	1.0	0.0	0.2351997063148322	0.5836604837734537	0.7228439763001975	0.5734035549703752	3.437923804250609e-67	7876	0.6855927971748587	17	21	7112	7112	0.37921396	0.9047619047619048	0.0952380952380952	0.2992603742301748	0.6332581357764756	0.610236220472441	0.3547525309336333	9.803252818414802e-207	6862	0.2265048127631425	7	9	3559	3559	0.21376976	1.0	0.0	0.1854261490530119	0.5967234309197638	0.3933689238550154	0.1758921045237426	1.0390314721549394e-93	2026	0.0002248091229442	49	0.000244140625	1.9073486328125e-06	1.5735626220703125e-05	0.001953125
ZFAND5	up	False	0.21347766	0.3403114	12	1167	1167	0.21347766	0.75	0.25	0.2973517627123078	0.6616989343478066	0.7532133676092545	0.3753213367609254	1.1447478596778295e-77	1317	8.318350075260865e-08	88	19	6076	6076	0.22862507	0.9473684210526316	0.0526315789473684	0.1207178117157125	0.5604586121330819	0.5995720868992759	0.4810730743910467	1.1937518510110755e-40	6529	0.0007004199749865	317	21	7112	7112	0.3090921	1.0	0.0	0.2890296490630765	0.6270227441602843	0.7685601799775028	0.4936726659167604	4.358852854038446e-258	8973	0.0262745965024205	315	9	3559	3559	0.3403114	1.0	0.0	0.3220043848032894	0.5958236940473048	0.6830570384939589	0.431300927226749	1.2073780067916648e-102	3966	5.0827665039119865e-08	109	0.008056640625	9.5367431640625e-06	4.76837158203125e-07	0.001953125
LAMB3	up	False	0.21280807	0.35315853	12	1167	1167	0.3063405	1.0	0.0	0.3189735407878548	0.6526321161269384	0.4207369323050557	0.1191088260497	3.816653839312128e-63	630	0.8751607372481783	3	19	6076	6076	0.21773785	1.0	0.0	0.146463702223913	0.5671279602541605	0.4990125082290981	0.3757406188281764	2.314802173745488e-45	5192	0.1632089757844975	26	21	7112	7112	0.35315853	0.9523809523809524	0.0476190476190476	0.2211398149613701	0.5955978152389978	0.2698256467941507	0.0797244094488189	7.997491701679166e-205	2486	0.988798971192571	13	9	3559	3559	0.21280807	1.0	0.0	0.2073812047876701	0.5998026207910468	0.2582186007305423	0.0522618713121663	1.0712812034119839e-136	1105	0.1312500277756215	20	0.000244140625	1.9073486328125e-06	3.337860107421875e-06	0.001953125
DDX17	up	False	0.21236582	0.4121342	12	1167	1167	0.27398324	1.0	0.0	0.336015805364889	0.6814762436586241	0.7480719794344473	0.3419023136246786	3.58935236210773e-90	1252	0.0052850500090976	46	19	6076	6076	0.21236582	0.8947368421052632	0.1052631578947368	0.114616760372263	0.5613942183299448	0.5457537853851218	0.4262672811059907	2.3876039634824908e-43	5444	0.0001746616962188	110	21	7112	7112	0.2504107	1.0	0.0	0.1896088956191921	0.5964486858820657	0.7488751406074241	0.5071709786276716	3.744804069884556e-198	8933	1.3861173943253132e-13	343	9	3559	3559	0.4121342	1.0	0.0	0.3372743787569462	0.6119748649999949	0.6468109019387468	0.3706097218319752	9.554921068487548e-122	3621	0.0006788568157586	161	0.000244140625	3.62396240234375e-05	4.76837158203125e-07	0.001953125
RTN4	up	False	0.21141973	0.3373993	12	1167	1167	0.27297118	0.8333333333333334	0.1666666666666666	0.3337390311893297	0.6503286978601046	0.7712082262210797	0.3950299914310197	2.8276452871608084e-78	1360	5.664224537258054e-05	22	19	6076	6076	0.3331471	0.9473684210526316	0.0526315789473684	0.1602288732707824	0.5533714300666432	0.7536208031599737	0.6380842659644503	6.000371175840358e-44	8456	0.0733843773218728	108	21	7112	7112	0.3373993	1.0	0.0	0.2569899004110549	0.6167407175375575	0.7734814398200225	0.5285433070866141	5.169581331271741e-210	9258	1.44829530336892e-06	231	9	3559	3559	0.21141973	0.7777777777777778	0.2222222222222222	0.1714177737922447	0.5710952789492204	0.521494801910649	0.323686428772127	1.3290284706879138e-64	3008	1.2628887507396129e-11	371	0.008056640625	9.5367431640625e-06	4.76837158203125e-07	0.013671875
IRF2BP2	up	False	0.2100643	0.33705628	12	1167	1167	0.31831256	1.0	0.0	0.3161839429980114	0.6953712820942088	0.6580976863753213	0.2433590402742073	3.0166253653133987e-94	1045	0.1248392627518217	3	19	6076	6076	0.2100643	1.0	0.0	0.125673516452323	0.5601507252224511	0.5643515470704411	0.4420671494404213	6.774792542726387e-45	5529	0.0265878186573867	170	21	7112	7112	0.28818533	0.9523809523809524	0.0476190476190476	0.2695654981004763	0.6341928430030329	0.6989595050618672	0.4105736782902137	2.2598229070086423e-266	7891	0.0010005187462923	171	9	3559	3559	0.33705628	1.0	0.0	0.3474979722899653	0.6316983777893797	0.5779713402641191	0.2747962910930036	4.015758812813982e-150	3031	0.0050789868611064	56	0.000244140625	1.9073486328125e-06	9.5367431640625e-07	0.001953125
SCNN1A	up	False	0.20947881	0.34891987	12	1167	1167	0.34891987	0.9166666666666666	0.0833333333333333	0.3960363381075629	0.7378964071227537	0.5929734361610969	0.1096829477292202	1.3061941449960598e-142	813	0.2498928418345478	2	19	6076	6076	0.20947881	0.9473684210526316	0.0526315789473684	0.0935025842404866	0.5508701147111353	0.4162277814351547	0.3214285714285714	1.083774669968452e-27	4479	0.2499794255616821	2	21	7112	7112	0.24524984	1.0	0.0	0.1729092360139467	0.6137232134158146	0.3585489313835771	0.1212035995500562	2.2445130742545444e-249	3412	0.132220583620877	29	9	3559	3559	0.32651636	1.0	0.0	0.2596415412903657	0.628495317681367	0.3354874964877775	0.0694015172801348	1.0395667974996763e-183	1441	0.1553420923018572	48	0.00048828125	3.814697265625e-06	4.76837158203125e-07	0.001953125
HERPUD1	up	False	0.20637517	0.22656457	12	1167	1167	0.20637517	0.8333333333333334	0.1666666666666666	0.2613292496139331	0.6405444937142455	0.7317909168808912	0.3727506426735218	1.103396232853238e-69	1289	1.072243057446212e-05	61	19	6076	6076	0.22529477	1.0	0.0	0.1640489283325392	0.5742446132183043	0.5997366688610928	0.4646148782093482	6.305117092522495e-54	5899	0.0305607084533197	29	21	7112	7112	0.20957072	0.8095238095238095	0.1904761904761904	0.1722357160061326	0.6053515063025025	0.594206974128234	0.3560179977502812	9.256726709539625e-180	6758	3.687538140466546e-06	161	9	3559	3559	0.22656457	0.7777777777777778	0.2222222222222222	0.2489004378401972	0.5736090000056053	0.698510817645406	0.4731666198370329	6.863212490455613e-84	4170	1.0076057410920129e-05	267	0.021240234375	1.9073486328125e-06	8.058547973632812e-05	0.02734375
