input_list	Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
strict_up	GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	44/705	1.0892004917850885e-13	2.5519967522524625e-10	0	0	4.24345866035801	126.65944270414424	ITGB1;VCP;MAGED1;CITED2;XIAP;HSPB1;FOXO3;RTN4;SOCS3;ERBB3;DDRGK1;BAG3;ERBB2;CTSH;PMAIP1;PIM3;SOX9;CTSD;SOX4;IER3;PHLDA3;EGR1;JUN;XBP1;GADD45B;TSC22D1;HSPA5;ACTN4;CFLAR;DUSP6;GADD45G;RHOB;VEGFA;TJP1;GOLPH3;KRT18;SON;TMBIM4;TAX1BP1;PHIP;TMBIM6;SQSTM1;HSPA1B;HSPA1A
strict_up	GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	31/482	2.8616822244396006e-10	3.352460725930993e-07	0	0	4.245064558216468	93.28292189685985	ITGB1;CITED2;XIAP;HSPB1;SOCS3;ERBB3;DDRGK1;BAG3;ERBB2;CTSH;SFN;PIM3;SOX9;IER3;XBP1;TSC22D1;HSPA5;CFLAR;KLF4;VEGFA;TJP1;GOLPH3;KRT18;SON;TMBIM4;TAX1BP1;PHIP;TMBIM6;HSPA1B;LGMN;HSPA1A
strict_up	GO_Biological_Process_2023	Negative Regulation Of Programmed Cell Death (GO:0043069)	27/381	5.154243280472806e-10	4.0254640020492637e-07	0	0	4.67409200968523	99.96027482374431	CITED2;XIAP;HSPB1;SOCS3;ERBB3;DDRGK1;BAG3;ERBB2;CTSH;PIM3;SOX9;IER3;XBP1;TSC22D1;HSPA5;CFLAR;VEGFA;TJP1;GOLPH3;KRT18;SON;TMBIM4;TAX1BP1;PHIP;TMBIM6;HSPA1B;HSPA1A
strict_up	GO_Biological_Process_2023	Response To Endoplasmic Reticulum Stress (GO:0034976)	15/114	1.0393276244838751e-09	6.087861560414297e-07	0	0	9.062644796589751	187.45801494346705	ERO1A;PDIA3;BCAP31;VCP;JUN;XBP1;CEBPB;HSPA5;CCDC47;PDIA6;HERPUD1;TMCO1;OS9;DDRGK1;ATF3
strict_up	GO_Biological_Process_2023	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	43/938	4.013618064372809e-09	1.8807814249650983e-06	0	0	3.0149249827170643	58.28927146496749	EHF;CEBPB;CITED2;WBP2;ZMYND8;KMT2C;CHD6;FOXO3;YY1;MUC1;EPCAM;DDRGK1;PCBP1;HES1;SOX9;JUNB;SOX4;IER2;GTF2I;BPTF;DDX17;MLXIP;EGR1;JUN;XBP1;JUP;MACC1;STAT3;LMO7;FOS;KLF4;RUNX1;SMARCA4;VEGFA;KLF5;ELF3;MAFF;TAF7;NCOA7;PHIP;AGRN;SQSTM1;ATF3
strict_up	GO_Biological_Process_2023	Negative Regulation Of Gene Expression (GO:0010629)	21/336	3.759992945658879e-07	0.00014682772452797923	0	0	4.017237798546209	59.4297247297934	RNH1;NDFIP1;YTHDF2;CITED2;STAT3;CHD4;PUM1;KLF4;TOB1;VEGFA;YY1;OCLN;ZFP36;CLDN3;DDRGK1;ERP29;TMBIM6;CD46;HSPA1B;LGMN;HSPA1A
strict_up	GO_Biological_Process_2023	Positive Regulation Of miRNA Transcription (GO:1902895)	8/43	5.797814722256391e-07	0.00019406114134638177	0	0	13.428913601368691	192.84745240939563	EGR1;JUN;KLF5;STAT3;FOS;FOXO3;KLF4;SMARCA4
strict_up	GO_Biological_Process_2023	Regulation Of miRNA Transcription (GO:1902893)	9/59	6.663641330714451e-07	0.0001951613954732995	0	0	10.59891891891892	150.73177891786315	EGR1;JUN;KLF5;STAT3;SOX9;FOS;FOXO3;KLF4;SMARCA4
strict_up	GO_Biological_Process_2023	Positive Regulation Of Angiogenesis (GO:0045766)	12/119	9.509436570684177e-07	0.00023949167575386437	0	0	6.644350042480884	92.12930205399428	ITGB1;TJP1;XBP1;JUP;HSPB1;CTSH;EMC10;EMP2;KLF4;RUNX1;RHOB;VEGFA
strict_up	GO_Biological_Process_2023	Regulation Of Organelle Organization (GO:0033043)	11/100	1.1357904412399286e-06	0.00023949167575386437	0	0	7.307070844224176	100.0205135962706	SCARB2;YY1;TJP1;TMED9;GOLPH3;AKAP9;SURF4;VPS35;F11R;EZR;SQSTM1
