trial	study_accessions	dataset_accessions	access_type	sample_count	file_count	total_bytes	file_types
017	-	-	-	0	0	0	-
057	-	-	-	0	0	0	-
227	-	-	-	0	0	0	-
9LA	-	-	-	0	0	0	-
816	-	-	-	0	0	0	-
153	EGAS00001007508;EGAS00001007509	EGAD00001011302	controlled	200	400	1957541154314	fastq.gz
