interaction_name	axis	family	thesis_expect	cohort	patient	split	n_mal	n_high	n_low	n_tnk	prob_high	prob_low	pval_high	pval_low	detected	delta
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	q4q1	319	79	79	3824	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	q4q1	319	79	79	3824	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P0031	median	319	159	160	3824	0.000870457441595922	0.00019144824746748	0	0	TRUE	0.000679009194128443
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P0031	median	319	159	160	3824	0.00206714362403862	0	0	NA	TRUE	0.00206714362403862
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P0031	median	319	159	160	3824	0.00218206951535941	0	0	NA	TRUE	0.00218206951535941
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	median	319	159	160	3824	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P0031	pctpos	319	189	130	3824	0.0010703576610409	0	0	NA	TRUE	0.0010703576610409
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P0031	pctpos	319	189	130	3824	0.00253754224282458	0	0	NA	TRUE	0.00253754224282458
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P0031	pctpos	319	189	130	3824	0.00267831879865538	0	0	NA	TRUE	0.00267831879865538
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P0031	pctpos	319	189	130	3824	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1006	q4q1	1282	320	320	2998	0.00418328016217449	0.0015304605527498	0	0	TRUE	0.00265281960942469
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1006	q4q1	1282	320	320	2998	0.00362033092586225	0.000760879334670834	0	0	TRUE	0.00285945159119141
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1006	q4q1	1282	320	320	2998	0.000337217170630361	8.78191374181398e-05	0	0	TRUE	0.000249398033212221
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1006	q4q1	1282	320	320	2998	0.000875962540394212	0.000229387664661255	0	0	TRUE	0.000646574875732958
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	q4q1	1282	320	320	2998	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1006	median	1282	641	641	2998	0.00664031339892363	0.00447448234759594	0	0	TRUE	0.00216583105132769
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1006	median	1282	641	641	2998	0.00572417872782908	0.00338152846151986	0	0	TRUE	0.00234265026630922
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1006	median	1282	641	641	2998	0.00141903109962074	0.000930030710675104	0	0	TRUE	0.00048900038894564
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	median	1282	641	641	2998	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1006	pctpos	1282	951	331	2998	0.0100058659979891	0.0010833054300881	0	0	TRUE	0.00892256056790101
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1006	pctpos	1282	951	331	2998	0.0084844749777695	0.000564299546893897	0	0	TRUE	0.0079201754308756
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1006	pctpos	1282	951	331	2998	0.000842391005727232	0	0	NA	TRUE	0.000842391005727232
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1006	pctpos	1282	951	331	2998	0.0021855459789	0.000161366591590806	0	0	TRUE	0.00202417938730919
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1006	pctpos	1282	951	331	2998	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1015	q4q1	291	72	72	473	0.00991847939044477	0	0	NA	TRUE	0.00991847939044477
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1015	q4q1	291	72	72	473	0.00738709923924535	0.000661279478874634	0	0	TRUE	0.00672581976037072
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1015	q4q1	291	72	72	473	0.00423555818785395	7.93567077146925e-05	0	0	TRUE	0.00415620148013925
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1015	q4q1	291	72	72	473	0.00415645436903855	7.78037678259154e-05	0	0	TRUE	0.00407865060121264
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	q4q1	291	72	72	473	0.000564511401848718	0	0	NA	TRUE	0.000564511401848718
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	q4q1	291	72	72	473	0.00746625767290603	0	0	NA	TRUE	0.00746625767290603
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	q4q1	291	72	72	473	0.0122829540733283	0	0	NA	TRUE	0.0122829540733283
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1015	q4q1	291	72	72	473	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1015	q4q1	291	72	72	473	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1015	q4q1	291	72	72	473	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1015	q4q1	291	72	72	473	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	q4q1	291	72	72	473	0.0115441479216712	0	0	NA	TRUE	0.0115441479216712
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	q4q1	291	72	72	473	0.0117477190826215	0.00786148328576744	0	0	TRUE	0.00388623579685407
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	q4q1	291	72	72	473	0.0104784664752096	0	0	NA	TRUE	0.0104784664752096
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1015	median	291	121	170	473	0.0116266783559157	0	0	NA	TRUE	0.0116266783559157
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1015	median	291	121	170	473	0.0085018310875075	0	0	NA	TRUE	0.0085018310875075
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1015	median	291	121	170	473	0.0048215432767832	0	0	NA	TRUE	0.0048215432767832
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1015	median	291	121	170	473	0.00473166495558002	0	0	NA	TRUE	0.00473166495558002
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	median	291	121	170	473	0.000690540685759561	0	0	NA	TRUE	0.000690540685759561
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	median	291	121	170	473	0.00905157841575185	0	0	NA	TRUE	0.00905157841575185
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	median	291	121	170	473	0.0147987923160587	0	0	NA	TRUE	0.0147987923160587
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1015	median	291	121	170	473	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1015	median	291	121	170	473	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1015	median	291	121	170	473	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1015	median	291	121	170	473	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	median	291	121	170	473	0.0127375498490755	0.0102103356506341	0	0	TRUE	0.0025272141984414
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	median	291	121	170	473	0.0129317760255655	0.0114726620856312	0	0	TRUE	0.00145911393993436
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	median	291	121	170	473	0.0116071159156409	0	0	NA	TRUE	0.0116071159156409
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1015	pctpos	291	121	170	473	0.0116266783559157	0	0	NA	TRUE	0.0116266783559157
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1015	pctpos	291	121	170	473	0.0085018310875075	0	0	NA	TRUE	0.0085018310875075
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1015	pctpos	291	121	170	473	0.0048215432767832	0	0	NA	TRUE	0.0048215432767832
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1015	pctpos	291	121	170	473	0.00473166495558002	0	0	NA	TRUE	0.00473166495558002
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	pctpos	291	121	170	473	0.000690540685759561	0	0	NA	TRUE	0.000690540685759561
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	pctpos	291	121	170	473	0.00905157841575185	0	0	NA	TRUE	0.00905157841575185
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1015	pctpos	291	121	170	473	0.0147987923160587	0	0	NA	TRUE	0.0147987923160587
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1015	pctpos	291	121	170	473	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1015	pctpos	291	121	170	473	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1015	pctpos	291	121	170	473	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1015	pctpos	291	121	170	473	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	pctpos	291	121	170	473	0.0127375498490755	0.0102103356506341	0	0	TRUE	0.0025272141984414
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	pctpos	291	121	170	473	0.0129317760255655	0.0114726620856312	0	0	TRUE	0.00145911393993436
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1015	pctpos	291	121	170	473	0.0116071159156409	0	0	NA	TRUE	0.0116071159156409
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1016	q4q1	5336	1334	1334	763	0.0160111685391845	0.0113590405722515	0	0	TRUE	0.00465212796693302
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1016	q4q1	5336	1334	1334	763	0.00535669457407989	0.00329305316853791	0	0	TRUE	0.00206364140554198
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1016	q4q1	5336	1334	1334	763	0.00202577350567919	0.0009992434447937	0	0	TRUE	0.00102653006088549
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1016	q4q1	5336	1334	1334	763	0.0017315708070638	0.000852618154514232	0	0	TRUE	0.00087895265254957
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	q4q1	5336	1334	1334	763	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	q4q1	5336	1334	1334	763	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	q4q1	5336	1334	1334	763	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1016	q4q1	5336	1334	1334	763	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1016	q4q1	5336	1334	1334	763	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1016	q4q1	5336	1334	1334	763	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1016	q4q1	5336	1334	1334	763	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	q4q1	5336	1334	1334	763	0.0202532139433738	0.0201925925814179	0	0	TRUE	6.06213619558857e-05
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	q4q1	5336	1334	1334	763	0.0165546616131075	0.0167743545430485	0	0	TRUE	-0.000219692929941
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	q4q1	5336	1334	1334	763	0.0194904433548505	0.0195385947803729	0	0	TRUE	-4.81514255223428e-05
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1016	median	5336	2667	2669	763	0.010682582919351	0.00939316886474359	0	0	TRUE	0.00128941405460744
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1016	median	5336	2667	2669	763	0.00354159442958081	0.00291261944093572	0	0	TRUE	0.000628974988645089
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1016	median	5336	2667	2669	763	0.00119306783819748	0.000860868054073415	0	0	TRUE	0.000332199784124062
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1016	median	5336	2667	2669	763	0.00101955320478001	0.000735002235937988	0	0	TRUE	0.000284550968842025
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	median	5336	2667	2669	763	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	median	5336	2667	2669	763	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	median	5336	2667	2669	763	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1016	median	5336	2667	2669	763	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1016	median	5336	2667	2669	763	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1016	median	5336	2667	2669	763	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1016	median	5336	2667	2669	763	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	median	5336	2667	2669	763	0.0131246544899715	0.013571233254496	0	0	TRUE	-0.000446578764524539
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	median	5336	2667	2669	763	0.0113317252771773	0.0117787192951874	0	0	TRUE	-0.000446994018010072
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	median	5336	2667	2669	763	0.0126928125253692	0.0132487147965663	0	0	TRUE	-0.000555902271197081
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1016	pctpos	5336	4410	926	763	0.0180793473745845	0.00183499458773151	0	0	TRUE	0.016244352786853
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1016	pctpos	5336	4410	926	763	0.00593048362500929	0.000503081353101997	0	0	TRUE	0.00542740227190729
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1016	pctpos	5336	4410	926	763	0.00192910507853078	0.000120235074758839	0	0	TRUE	0.00180887000377194
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1016	pctpos	5336	4410	926	763	0.00164842601036852	0.000102512685877032	0	0	TRUE	0.00154591332449149
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	pctpos	5336	4410	926	763	0	0	NA	NA	FALSE	0
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	pctpos	5336	4410	926	763	0	0	NA	NA	FALSE	0
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1016	pctpos	5336	4410	926	763	0	0	NA	NA	FALSE	0
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1016	pctpos	5336	4410	926	763	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1016	pctpos	5336	4410	926	763	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1016	pctpos	5336	4410	926	763	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1016	pctpos	5336	4410	926	763	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	pctpos	5336	4410	926	763	0.0220844805800511	0.00408904743061722	0	0	TRUE	0.0179954331494339
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	pctpos	5336	4410	926	763	0.0196448920035427	0.0032360589078371	0	0	TRUE	0.0164088330957056
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1016	pctpos	5336	4410	926	763	0.0214507814953911	0.00391989205327812	0	0	TRUE	0.0175308894421129
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE205335	P1017	q4q1	2186	546	546	2370	0.0196804549249714	0.00951772409541535	0	0	TRUE	0.010162730829556
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE205335	P1017	q4q1	2186	546	546	2370	0.00986039914620744	0.00109708706997021	0	0	TRUE	0.00876331207623723
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE205335	P1017	q4q1	2186	546	546	2370	0.00707660815803266	0.00135906650278621	0	0	TRUE	0.00571754165524646
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE205335	P1017	q4q1	2186	546	546	2370	0.00294773518825914	0.000547994650103114	0	0	TRUE	0.00239974053815603
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE205335	P1017	q4q1	2186	546	546	2370	0.00057641576046416	0.00014198653572115	0	0	TRUE	0.000434429224743009
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE205335	P1017	q4q1	2186	546	546	2370	0.0155216921061113	0	0	NA	TRUE	0.0155216921061113
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE205335	P1017	q4q1	2186	546	546	2370	0.0211307206228916	0.00608247160300946	0	0	TRUE	0.0150482490198821
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1017	q4q1	2186	546	546	2370	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE205335	P1017	q4q1	2186	546	546	2370	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1017	q4q1	2186	546	546	2370	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE205335	P1017	q4q1	2186	546	546	2370	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE205335	P1017	q4q1	2186	546	546	2370	0.0215785264825041	0.0190299092984388	0	0	TRUE	0.00254861718406526
