gene,YHIM-1062|SJ1RNAHFF570729|count,YHIM-1062|SJ1RNAHFF570728|count,YHIM-1062|SJ1RNAHFF570726|count,YHIM-1018|SJ1RNAMFF001488|count,YHIM-1018|SJ1RNAMFF001403|count,YHIM-1018|SJ1RNAMFF001401|count,YHIM-2018|SJ1RNAMFF003595|count,YHIM-2018|SJ1RNAMFF003591|count,YHIM-2018|SJ1RNAMFF003522|count,YHIM-2004|SJ1RNAMFF004645|count,YHIM-2004|SJ1RNAMFF004644|count,YHIM-2004|SJ1RNAMFF004639|count,YHIM-1013|SJ1RNAMFF262113|count,YHIM-1013|SJ1RNAMFF262111|count,YHIM-1013|SJ1RNAMFF262109|count,YHIM-1062|SJ1RNAHFF570729|cpm,YHIM-1062|SJ1RNAHFF570728|cpm,YHIM-1062|SJ1RNAHFF570726|cpm,YHIM-1018|SJ1RNAMFF001488|cpm,YHIM-1018|SJ1RNAMFF001403|cpm,YHIM-1018|SJ1RNAMFF001401|cpm,YHIM-2018|SJ1RNAMFF003595|cpm,YHIM-2018|SJ1RNAMFF003591|cpm,YHIM-2018|SJ1RNAMFF003522|cpm,YHIM-2004|SJ1RNAMFF004645|cpm,YHIM-2004|SJ1RNAMFF004644|cpm,YHIM-2004|SJ1RNAMFF004639|cpm,YHIM-1013|SJ1RNAMFF262113|cpm,YHIM-1013|SJ1RNAMFF262111|cpm,YHIM-1013|SJ1RNAMFF262109|cpm
TACSTD2,16996.0,13128.0,9878.0,21658.0,17879.0,18899.0,15507.0,19524.0,19282.0,2983.0,220.0,13760.0,23087.0,19516.0,22862.0,552.8356895461915,426.7946950186651,442.4834671369655,942.9915909689278,710.2659796007749,712.0228912959643,652.5323774598191,808.7277658585581,885.7334532791555,186.29672895200852,12.071087472517553,490.864462975371,830.2277304020096,1025.9292116750262,992.1042156606716
CLDN4,6771.0,6950.0,7051.0,9009.0,12168.0,13026.0,6453.0,10029.0,7046.0,350.0,32.0,4940.0,23560.0,13442.0,21078.0,220.24302505985304,225.9463079204542,315.8484436913083,392.25280464673887,483.38925218313267,490.7566634224685,271.5413317694082,415.42362035420405,323.66341208406436,21.858483115388193,1.7557945414570986,176.22604993447186,847.237203979354,706.6274064017065,914.6869328009639
CD8A,59.0,66.0,28.0,38.0,29.0,146.0,9.0,17.0,61.0,504.0,1949.0,25.0,18.0,1311.0,11.0,1.9191165970360846,2.145677168741004,1.2542556266283695,1.654523984523929,1.1520618271951715,5.500573687984063,0.3787187332906669,0.7041780382911027,2.802081767971605,31.476215686159,106.9388612906214,0.891832236510485,0.6472949775733604,68.91746241575935,0.47734871718429656
CD8B,99.86,159.8,98.53,0.0,1.0,16.0,15.66,2.77,11.0,74.31,494.4,5.0,8.0,245.89,2.0,3.2481861589834478,5.195139569163825,4.413635960417616,0.0,0.03972626990328178,0.6028025959434589,0.6589705959257605,0.1147395980039032,0.50529343356865,4.640868229441419,27.12702566551217,0.17836644730209703,0.2876866566992713,12.92609827109921,0.08679067585169029
CD3D,6.0,13.0,1.0,18.0,10.0,69.0,16.0,59.0,193.0,343.0,1485.0,30.0,23.0,1470.0,34.0,0.19516439969858487,0.4226333817217129,0.04479484380815605,0.7837218874060716,0.3972626990328178,2.5995861950061663,0.6732777480722968,2.4439120152455915,8.865602970795404,21.42131345308043,81.47984043949349,1.070198683812582,0.827099138010405,77.27587318929538,1.4754414894787349
CD3E,8.0,21.0,7.0,22.0,11.0,97.0,58.0,98.0,221.0,487.0,3131.0,52.0,49.0,1799.0,54.0,0.2602191995981132,0.6827154627812285,0.3135639066570924,0.9578823068296431,0.43698896893609956,3.65449073790722,2.440631836762076,4.059379279560474,10.15180443806106,30.414517934840145,171.793522165693,1.855011051941809,1.7620807722830367,94.57094956975672,2.3433482479956376
CD3G,1.0,9.0,1.0,4.0,2.0,22.0,9.0,26.0,51.0,77.0,522.0,6.0,12.0,274.0,15.0,0.03252739994976415,0.29259234119195504,0.04479484380815605,0.1741604194235715,0.07945253980656355,0.828853569422256,0.3787187332906669,1.0769781762099218,2.342724101091014,4.8088662853854025,28.64139845751892,0.21403973676251642,0.431529985048907,14.40380221351492,0.6509300688876771
PTPRC,139.0,241.0,73.0,229.0,182.0,496.0,400.0,629.0,884.0,1927.0,10168.0,350.0,290.0,4418.0,198.0,4.521308593017216,7.8349726919179075,3.270023597995392,9.970684011999467,7.230181122397283,18.686880474247225,16.83194370180742,26.054587416770797,40.60721775224424,120.3465627524373,557.9037155479931,12.48565131114679,10.428641305348584,232.2481685376238,8.592276909317338
EPCAM,3757.0,6556.0,4625.0,8989.0,7909.0,9813.0,7041.0,8227.0,5858.0,146.0,19.0,1742.0,25866.0,17135.0,20303.0,122.20544161126391,213.13726542827305,207.17615261272175,391.382002549621,314.1950686650556,369.70636712457264,296.2842890110651,340.78074829534717,269.0917212586502,9.118110099561932,1.0425030089901524,62.1428702400506,930.1628827729189,900.7633245568546,881.0555459084339
KRT8,6353.0,14717.0,7941.0,77740.0,110754.0,93936.0,64718.0,80374.0,54097.0,2100.0,43.0,20459.0,85533.0,48163.0,77475.96,206.64657188085164,478.4534983691114,355.7158546805672,3384.807751497112,4399.84329686807,3539.054040784047,2723.3243312339314,3329.2709205652404,2484.9871705239325,131.15089869232918,2.3593489150829763,729.8398290707206,3075.8378509323466,2531.8625036843764,3362.095465329261
KRT18,9685.0,12946.0,7934.0,31846.0,47494.0,42973.0,21282.0,21200.0,17922.0,2159.0,31.0,15179.0,39343.0,18469.0,30153.0,315.02786851346576,420.8778276745611,355.4022907739101,1386.5781792407643,1886.7594627864648,1619.0147472173912,895.5435646546637,878.1514359865515,823.260810583395,134.8356144174946,1.7009259620365642,541.4848607197061,1414.8070168149288,970.8898652606098,1308.4996244780086
GZMB,1.0,10.0,2.0,8.0,3.0,127.0,91.0,70.0,206.0,865.6,1367.57,32.0,6.0,1521.46,5.0,0.03252739994976415,0.3251026013243945,0.0895896876163121,0.348320838847143,0.11917880970984533,4.784745605301205,3.8292671921611876,2.8995566282574816,9.462767937740173,54.05915138480006,75.03662315814013,1.1415452627334208,0.2157649925244535,79.98105443713288,0.2169766896292257
