interaction_name	pathway_name_148071	annotation_148071	direction	ligand_148071	receptor_148071	ligand_genes_148071	receptor_genes_148071	ligand_class_148071	prob_high_148071	prob_low_148071	delta_prob_148071	pval_high_148071	pval_low_148071	sig_high_148071	sig_low_148071	contrast_148071	dataset_148071	kept_split_148071	pathway_name_207422	annotation_207422	ligand_207422	receptor_207422	ligand_genes_207422	receptor_genes_207422	ligand_class_207422	prob_high_207422	prob_low_207422	delta_prob_207422	pval_high_207422	pval_low_207422	sig_high_207422	sig_low_207422	contrast_207422	dataset_207422	kept_split_207422	in_148071	in_207422	same_sign	both_sig_same_dir	pathway_name	annotation	ligand	receptor	ligand_class	contrast	mean_delta	min_abs_delta
CD8A_CEACAM5	CEACAM	Cell-Cell Contact	incoming	CD8A	CEACAM5	CD8A	CEACAM5	other	0.0922679369975124	0.0	0.0922679369975124	0.0099009900990099	1.0	True	False	incoming	GSE148071	median (eligible 25)	CEACAM	Cell-Cell Contact	CD8A	CEACAM5	CD8A	CEACAM5	other	0.2859893876066307	0.0341098182536334	0.2518795693529972	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)	True	True	True	True	CEACAM	Cell-Cell Contact	CD8A	CEACAM5	other	incoming	0.1720737531752548	0.0922679369975124
GZMA_PARD3	PARs	Secreted Signaling	incoming	GZMA	PARD3	GZMA	PARD3	other	0.2851499613268907	0.2306942847000467	0.054455676626844	0.0099009900990099	1.0	True	False	incoming	GSE148071	median (eligible 25)	PARs	Secreted Signaling	GZMA	PARD3	GZMA	PARD3	other	0.5925801054679362	0.568530115869525	0.0240499895984112	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)	True	True	True	True	PARs	Secreted Signaling	GZMA	PARD3	other	incoming	0.0392528331126276	0.0240499895984112
SEMA4D_PLXNB2	SEMA4	Cell-Cell Contact	incoming	SEMA4D	PLXNB2	SEMA4D	PLXNB2	other	0.0079245609751345	0.0039427644563456	0.0039817965187889	0.0099009900990099	1.0	True	False	incoming	GSE148071	median (eligible 25)	SEMA4	Cell-Cell Contact	SEMA4D	PLXNB2	SEMA4D	PLXNB2	other	0.3441564036451306	0.297452591751015	0.0467038118941156	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)	True	True	True	True	SEMA4	Cell-Cell Contact	SEMA4D	PLXNB2	other	incoming	0.025342804206452248	0.0039817965187889
CD6_ALCAM	CD6	Cell-Cell Contact	incoming	CD6	ALCAM	CD6	ALCAM	other	0.0022850525319139	0.0019063116768205	0.0003787408550934	0.0099009900990099	1.0	True	False	incoming	GSE148071	median (eligible 25)	CD6	Cell-Cell Contact	CD6	ALCAM	CD6	ALCAM	other	0.387341299379822	0.3648580128579685	0.0224832865218535	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)	True	True	True	True	CD6	Cell-Cell Contact	CD6	ALCAM	other	incoming	0.01143101368847345	0.0003787408550934
TNF_TNFRSF1A	TNF	Secreted Signaling	incoming	TNF	TNFRSF1A	TNF	TNFRSF1A	attack	0.0332784048693466	0.0424202575435548	-0.0091418526742082	1.0	0.0099009900990099	False	True	incoming	GSE148071	median (eligible 25)	TNF	Secreted Signaling	TNF	TNFRSF1A	TNF	TNFRSF1A	attack	0.0132321779180342	0.0148426854759391	-0.0016105075579048	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)	True	True	True	True	TNF	Secreted Signaling	TNF	TNFRSF1A	attack	incoming	-0.0053761801160565	0.0016105075579048
NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	outgoing	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	0.0337343064250932	0.0138406957473072	0.019893610677786	0.0099009900990099	1.0	True	False	outgoing	GSE148071	median (eligible 25)	NECTIN	Cell-Cell Contact	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	0.3822893481702409	0.2864918688952674	0.0957974792749735	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)	True	True	True	True	NECTIN	Cell-Cell Contact	NECTIN2	TIGIT	barrier|inhibitory	outgoing	0.05784554497637975	0.019893610677786
MDK_NCL	MK	Secreted Signaling	outgoing	MDK	NCL	MDK	NCL	other	0.7334560575644592	0.6698899671842016	0.0635660903802576	0.0099009900990099	1.0	True	False	outgoing	GSE148071	median (eligible 25)	MK	Secreted Signaling	MDK	NCL	MDK	NCL	other	0.6930177627030887	0.669889404747418	0.0231283579556706	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)	True	True	True	True	MK	Secreted Signaling	MDK	NCL	other	outgoing	0.0433472241679641	0.0231283579556706
MDK_ITGA4_ITGB1	MK	Secreted Signaling	outgoing	MDK	ITGA4_ITGB1	MDK	ITGA4|ITGB1	other	0.2854935838468997	0.2275998760553603	0.0578937077915394	0.0099009900990099	1.0	True	False	outgoing	GSE148071	median (eligible 25)	MK	Secreted Signaling	MDK	ITGA4_ITGB1	MDK	ITGA4|ITGB1	other	0.5338672981805612	0.5072735102743391	0.0265937879062221	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)	True	True	True	True	MK	Secreted Signaling	MDK	ITGA4_ITGB1	other	outgoing	0.04224374784888075	0.0265937879062221
ICAM1_ITGAL_ITGB2	ICAM	Cell-Cell Contact	outgoing	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	0.0576537835789382	0.0482418316744178	0.0094119519045204	0.0099009900990099	1.0	True	False	outgoing	GSE148071	median (eligible 25)	ICAM	Cell-Cell Contact	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	0.1524446026896865	0.0982239476171534	0.054220655072533	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)	True	True	True	True	ICAM	Cell-Cell Contact	ICAM1	ITGAL_ITGB2	other	outgoing	0.0318163034885267	0.0094119519045204
CD55_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	CD55	ADGRE5	CD55	ADGRE5	other	0.0772397597511771	0.0578299149556101	0.0194098447955669	0.0099009900990099	1.0	True	False	outgoing	GSE148071	median (eligible 25)	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	0.3357899621498365	0.2933936828770472	0.0423962792727892	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)	True	True	True	True	ADGRE	Cell-Cell Contact	CD55	ADGRE5	other	outgoing	0.03090306203417805	0.0194098447955669
