patient	n_cells	CLDN4_n_pos	CLDN4_max	EPCAM_n_pos	TACSTD2_n_pos	cldn4_detectable
P1	4314	0	0.0	0	205	False
P2	2706	1542	3.563136577606201	1199	1466	True
P3	994	271	4.1667985916137695	221	218	True
P4	3439	1120	3.6189301013946533	989	909	True
