source	lineage	n_cells	CLDN4_mean	CLDN4_pctpos
all	B	259	0.0	0.0
all	CD4Tconv	1795	0.007145513314753771	0.6128133704735376
all	CD8T	1062	0.008068964816629887	0.5649717514124294
all	DC	865	0.07650312036275864	8.323699421965317
all	Endothelial	219	0.05024922266602516	4.5662100456621
all	Epithelial	501	1.932937741279602	91.81636726546905
all	Malignant	2721	1.4092528820037842	81.88166115398751
all	Mono/Macro	3019	0.04161892458796501	4.372308711493872
all	NK	864	0.007810678798705339	0.4629629629629629
all	Plasma	148	0.04807046055793762	6.756756756756757
Tumor	B	186	0.0	0.0
Tumor	CD4Tconv	593	0.004111679270863533	0.33726812816188867
Tumor	CD8T	33	0.02498699724674225	3.0303030303030303
Tumor	DC	614	0.10476186126470566	11.400651465798045
Tumor	Endothelial	130	0.02645145170390606	3.076923076923077
Tumor	Epithelial	331	2.096144676208496	97.58308157099698
Tumor	Malignant	1505	1.7801880836486816	87.9734219269103
Tumor	Mono/Macro	1385	0.08371376246213913	8.736462093862816
Tumor	NK	14	0.0	0.0
Tumor	Plasma	81	0.025681419298052788	2.4691358024691357
