sample	TACSTD2	CLDN4	CD8A	GEP18	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity	quartile	CD8A_resid_purity	CLDN4_resid_purity
GSM494600	13.1575	9.003	7.99048	-0.1103881384507452	4630.761145863311	5406.414052169655	10037.175198032966	-0.4860216216140682	Q2	-10.141094748541263	-5.111280911364268
GSM494601	13.0967	8.25017	8.90942	0.0613135328304308	4603.3921997915495	6370.749709581014	10974.141909372564	-0.6012524620816305	Q1	2.8221172547929996	-14.937065851625455
GSM494602	12.0859	10.3737	8.29226	-0.405328406986946	3602.5597812961933	5062.473435941776	8665.03321723797	-0.3013586605940642	Q4	3.4048902472909113	26.92095026396221
GSM494603	12.7838	9.35801	8.69987	0.2718327785955285	5682.99633236123	7087.899281322002	12770.895613683231	-0.7887729516999623	Q3	-11.233064740205613	16.824256737982772
GSM494604	11.1986	8.14607	9.32285	0.4085258823473883	6525.558412747495	7375.261230871672	13900.819643619168	-0.8794330867114742	Q1	-1.0060572381216986	-10.191858849680468
GSM494605	11.8779	7.72105	8.52157	0.3929475198976754	5243.425744616134	7716.377104384228	12959.802849000362	-0.8055123667209104	Q1	-15.742261739372047	-14.382189497082525
GSM494606	12.9005	9.49633	8.24524	-0.3687908512062922	2980.1745989562337	5472.8561172678765	8453.03071622411	-0.2715447512786405	Q3	6.9324812447902175	5.540288969158098
GSM494607	11.1912	7.30773	10.5412	1.9837634926097327	5535.977317670937	8832.780201213362	14368.757518884298	-0.9100305704645716	Q1	6.239344262295084	-16.795081967213118
GSM494608	12.6482	10.2398	7.99247	-0.2677792082693491	2456.511624917789	6087.660995031407	8544.172619949197	-0.2843959513440981	Q4	2.1778827452070004	21.937065851625448
GSM494609	12.368	9.64759	8.42884	0.4304119515446865	4088.51461970708	6827.3365765332655	10915.851196240346	-0.5943934663328699	Q4	-5.423284245623783	19.666157265907195
GSM494610	13.4484	9.20379	10.4471	1.360034916935004	5222.756918454757	7665.232856448671	12887.989774903428	-0.7992211605587592	Q3	9.01233676021117	12.221033620450122
GSM494611	12.2002	8.35342	7.28768	-0.2130107405838674	4109.8529310716685	5600.843101733493	9710.69603280516	-0.4435971864365868	Q1	-21.87729924979161	-16.301611558766325
GSM494612	12.741	9.11122	7.48662	-0.4154950295669689	1288.541386096991	4682.97974677599	5971.521132872981	0.0891406155817923	Q2	-0.5215337593776113	-10.427479855515422
GSM494613	12.6681	9.698	7.42169	-0.7258234296191929	1164.096145510238	4169.41396227455	5333.510107784788	0.1818934778771785	Q4	1.4968602389552643	5.985412614615171
GSM494614	13.2447	10.2448	7.2179	-0.7971580818680075	2162.7895781603133	3621.706842954298	5784.496421114611	0.1164473607852765	Q4	-5.766935259794387	18.17574326201722
GSM494615	12.3287	8.43104	7.66642	-0.762792288516999	3638.8356517619936	4735.088274287829	8373.923926049823	-0.2603510461624219	Q2	-3.558321756043348	-20.2532647957766
