sample	TACSTD2	CLDN4	CD8A	GEP18	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity	quartile	CD8A_resid_purity	CLDN4_resid_purity
GSM494556	13.0846	6.74666	8.16325	-0.9516993879717744	2619.918363433137	3557.744432461622	6177.66279589476	0.0589656637656966	Q1	11.723867741039172	-38.03070297304807
GSM494557	13.2755	8.8507	7.7786	-0.4534796733434429	1911.0499880618288	4429.756781182166	6340.8067692439945	0.035045067188389	Q2	1.9692692414559545	-16.633926090580715
GSM494558	11.9615	7.68992	9.36044	-0.0785629123477123	5908.651789241516	6579.947174316381	12488.598963557895	-0.7626319121953938	Q1	9.539927757710473	-18.159627674353988
GSM494559	13.3699	9.59098	7.79623	-0.394397427980352	2873.521123215104	4236.583049047502	7110.104172262606	-0.0777930118203893	Q3	2.4600722422895203	7.159627674353985
GSM494560	12.6839	9.30462	7.49096	-0.4112185246030628	4145.5510583607975	5049.899934650157	9195.450993010954	-0.3746102818512359	Q3	-13.85890525145874	2.1112809113642683
GSM494561	12.3939	8.27945	9.34896	0.013163001805299	5164.935580296529	7214.011564063483	12378.947144360012	-0.7521224063014783	Q1	9.294526257293697	-11.556404556821342
GSM494562	12.563	9.85445	8.60413	0.2653538557405847	2991.7805179330967	5566.115115272343	8557.89563320544	-0.2863265722611069	Q4	12.423284245623783	16.333842734092798
GSM494563	13.9995	7.97845	9.34335	0.1644060609406359	4419.811760647046	4032.470850232045	8452.28261087909	-0.271439062596021	Q1	31.687079744373435	-28.856487913309252
GSM494564	13.5111	9.05793	10.6795	0.5421007632806988	5036.253916902742	6772.607613055461	11808.861529958203	-0.6944064826612678	Q2	17.80372325646013	1.650041678243955
GSM494565	12.804	9.31434	7.82095	0.0494928458985104	5224.093255916749	5853.682015571954	11077.775271488705	-0.6133378541067046	Q3	-19.932481244790218	9.459711030841898
GSM494566	13.213	7.39964	9.24099	0.3008478323764426	5938.1861663871805	6737.3341312374505	12675.520297624633	-0.7800903553221069	Q1	2.2761322589608213	-18.969297026951935
GSM494567	12.0966	9.57794	9.10746	0.2980620578112857	3712.1040845401694	6455.727222804168	10167.83130734434	-0.502692462722297	Q3	11.10430675187552	14.285495971103082
GSM494568	12.8075	9.18349	9.20083	0.4048869584362461	5399.086578832402	7371.153122044873	12770.239700877277	-0.7887137659645636	Q3	-1.4784662406223958	9.427479855515418
GSM494569	12.5171	8.3671	8.61093	-0.0149114643864867	4283.078265074999	6606.462091183486	10889.540356258483	-0.5912832182658634	Q1	-1.6686857460405662	-11.730619616560158
GSM494570	12.0442	8.32755	8.93487	-0.1970118417554106	5946.954679884979	6647.77199953887	12594.72667942385	-0.7726155327651439	Q1	-1.9692692414559616	-9.366073909419285
GSM494571	13.1044	8.66056	8.75708	-0.3943708467489937	2924.7778669477525	5093.089787096942	8017.867654044694	-0.2095559842132238	Q2	21.19627674353987	-18.65004167824396
GSM494572	12.5758	8.71055	7.38982	-0.978645532457924	1031.6523511419205	3768.759865706608	4800.412216848528	0.2582055417082637	Q2	1.2514587385384814	-22.41136426785218
GSM494573	12.6538	9.07678	9.6014	0.8282083454143433	3156.02067073097	6077.752636802483	9233.773307533453	-0.3798199796184452	Q2	26.631897749374826	-3.095165323701032
GSM494574	12.8655	7.63781	9.21284	0.923750425741096	4987.331246930613	6995.674677379746	11983.00592431036	-0.7125718679745521	Q1	4.049124756876914	-19.95318143928869
GSM494575	13.2948	9.531	7.82513	0.0027317718393996	3194.946054065224	5413.700484471383	8608.646538536606	-0.2934563042448705	Q3	-3.085912753542651	8.127396499027505
GSM494576	11.6452	9.13189	7.18011	-0.5143687896584341	1608.2606798872648	4174.013492211333	5782.274172098598	0.1167713357763203	Q2	-6.01233676021117	-10.221033620450129
GSM494577	12.2791	9.01568	8.37692	0.2025231218391089	3875.617459040025	4712.127809837966	8587.745268877992	-0.2905219429837316	Q2	7.668685746040566	-9.269380383439845
GSM494578	12.9369	8.19278	8.40936	-0.0096801916739586	3538.2449124479926	6135.179316438627	9673.42422888662	-0.4386872565994011	Q1	1.8772992497916086	-20.69838844123368
GSM494579	12.2972	8.11608	8.77076	0.8716907770646485	6166.451034909704	7206.958725770496	13373.4097606802	-0.8399832195430904	Q1	-10.251458738538481	-11.588635732147821
GSM494580	13.0493	9.90206	8.91981	0.6197351387764913	4874.257733424112	7632.976865582545	12507.234599006655	-0.7643984643689253	Q4	-2.2146707418727374	30.23714920811336
GSM494581	12.7738	10.2839	7.78076	-0.1953342133686293	3243.541565617584	5585.414360340742	8828.955925958326	-0.3242125436176591	Q4	-9.104306751875523	26.71450402889691
GSM494582	13.1288	9.06423	6.08101	-1.3554479737330094	-450.7962031859847	2278.430166331304	1827.6339631453188	0.6423293687519925	Q2	-7.239344262295084	-15.204918032786892
GSM494583	12.7258	9.41209	6.51879	-0.3493501492894533	4239.532342045931	4984.946110070505	9224.478452116437	-0.3785574953672603	Q3	-25.613503751041957	8.508057793831618
GSM494584	12.0337	9.58894	8.24471	0.1321079002563401	4050.36382392494	5927.872722515464	9978.236546440405	-0.4784425673509554	Q3	-5.386496248958039	14.491942206168378
GSM494585	13.2412	9.87994	6.89128	-0.4755738139575214	2224.0427863806585	4891.494866538806	7115.537652919464	-0.0785881419088679	Q4	-13.294526257293697	14.556404556821334
GSM494586	9.374	10.2113	6.20289	-1.3072823813996224	1985.3012894688404	3564.2269271276027	5549.528216596444	0.1506272757539731	Q4	-9.257738260627953	15.382189497082521
GSM494587	12.6405	9.32067	8.70155	0.8602853591340752	3306.3126767013264	7142.279871794044	10448.59254849537	-0.5378823061311001	Q3	3.3497082522923023	7.682272853570435
GSM494588	13.1825	8.52208	9.53426	0.2953835266423694	5183.031335881321	6399.83970636149	11582.871042242812	-0.6701582526313961	Q2	13.558321756043348	-7.746735204223398
GSM494589	13.3654	9.93885	7.28059	-0.7873664353984354	3811.922745636054	3497.0268196153283	7308.949565251382	-0.1068554876933388	Q4	-10.049124756876914	16.953181439288684
GSM494590	11.9384	8.77353	7.98999	0.0343322677375658	4243.082128028229	6494.589979575991	10737.67210760422	-0.5731596965548125	Q2	-14.914087246457349	-6.127396499027512
GSM494591	13.3896	9.78839	7.00543	-0.4733525376901866	789.7623279010654	2626.8920730021337	3416.654400903199	0.4477826138678843	Q4	-3.9939427618783014	7.1918588496804645
GSM494592	12.7582	9.37837	9.22285	0.6732312271733635	3708.77802881752	6941.23645656593	10650.01448538345	-0.5625686591481379	Q3	11.840511253125868	11.475826618505138
GSM494593	13.5369	9.35124	8.11092	-0.1154211384587407	3361.128820461975	5254.284376353558	8615.413196815534	-0.2944056951995394	Q3	0.15948874687413195	3.5241733814948617
GSM494594	12.9113	8.85427	8.71404	0.2215930029139728	3104.8665967187108	6828.408693708756	9933.275290427468	-0.4726367889249538	Q2	7.368102250625174	-6.904834676298975
GSM494595	12.351	9.19696	8.32983	-0.2910057373103434	3393.873860907666	5408.87681812751	8802.750679035176	-0.3205713060673159	Q3	3.650291747707694	-0.6822728535704385
GSM494596	10.0745	9.76425	7.55519	-0.398454460646242	1767.6429641511515	4812.613599195172	6580.256563346324	-9.620752806046026e-05	Q4	-0.7853292581272626	9.762850791886635
GSM494597	10.3777	8.74914	9.67055	1.5779337389939323	5228.627961548993	7812.689509603646	13041.31747115264	-0.8125449801769836	Q2	6.503139761044736	0.014587385384828622
GSM494598	12.8655	10.1552	7.33697	0.0407494265511676	3859.953065293539	6751.959648898284	10611.912714191823	-0.5579359529303558	Q4	-25.404890247290915	27.07904973603779
GSM494599	13.533	9.80166	9.27985	-0.0178978718799033	4614.5561396210815	6712.536857098782	11327.092996719864	-0.641825742381536	Q4	9.312920255626565	24.856487913309252
