contrast	n	rho	p	df
CLDN4_CD8A	60	-0.46451792164490147	0.0001848602416398745	
CLDN4_CD8A_partial_purity	60	-0.2741228121686881	0.03405138259822874	57.0
CLDN4_ImmuneScore	60	-0.2886357321478189	0.025314659305004466	
CLDN4_GEP18	60	-0.2869130313976105	0.026241086215543875	
CLDN4_TumorPurity	60	0.3967768824673521	0.0016970354758615498	
CD8A_TumorPurity	60	-0.7545984995832177	3.333617893088875e-12	
