n	rho	p	ci_low	ci_high	cohort	x	y	q_bh_3tests
123	0.1589914985483657	0.07900515967091819	-0.03068952814558014	0.3348913572596498	lung_cell_lines	CLDN4_Chronos_24Q4	CLDN4_ExpressionPublic_log2TPM1	0.11850773950637727
95	0.18574393107592413	0.07152047934379993	-0.019580135989564474	0.3838665529499241	NSCLC	CLDN4_Chronos_24Q4	CLDN4_ExpressionPublic_log2TPM1	0.11850773950637727
26	0.1528205128205128	0.4560869461523138	-0.27286162294860966	0.5122131677868856	SCLC_NET	CLDN4_Chronos_24Q4	CLDN4_ExpressionPublic_log2TPM1	0.4560869461523138
