ModelID	CLDN4_Chronos_26Q1
ACH-001349	0.3675685499407035
ACH-002708	0.523801497113132
ACH-002923	0.1546136792731902
ACH-003064	0.2383347745789521
ACH-003065	0.2685982960304312
ACH-003171	0.2353615877955006
ACH-003176	0.0181270406266987
ACH-003178	0.1324411694766807
ACH-003185	0.0965566142890365
ACH-003186	0.2446527969880305
ACH-003189	0.1929022607339194
ACH-003190	0.0168679627712786
ACH-003410	0.2730194567723621
ACH-003573	0.1642316457311436
ACH-003587	0.2003482175397908
ACH-003590	0.1289496662340252
