series	unit_id	unit	cldn4	cldn4_log2p1	tnk_mean	tnk_mean_log2p1	n_tnk_genes	title	treatment	rt_gy	arm	tnk_z	cldn4_z
GSE157880	8_6_S36	pooled_library	5.12676	2.6151243385697893	19.475484374999997	3.9445211814041414	16	PD-1_8Gy_3	PD-1	8	PD-1	-0.9678381037704124	0.07218202714111031
GSE157880	0-4_S16	pooled_library	3.34025	2.117778144829329	25.388796874999997	4.096089642719777	16	PD-1_0Gy_1	PD-1	0	PD-1	-0.5811116565375221	-0.567406975027978
GSE157880	4_3_S27	pooled_library	7.98539	3.167581123529894	17.224364375	3.780416728278403	16	IgG_4Gy_2	IgG	4	control	-1.3865500942566964	0.7826434487450903
GSE157880	4_2_S26	pooled_library	7.28365	3.0502665982310986	19.18970625	4.015201223884334	16	IgG_4Gy_1	IgG	4	control	-0.7874982000637097	0.6317765453282064
GSE157880	0-3_S15	pooled_library	2.60234	1.8489343536942027	40.400620625	4.753090070759778	16	IgG_0Gy_3	IgG	0	control	1.0952228470983418	-0.9131410618182386
GSE157880	8_1_S31	pooled_library	2.82456	1.9352937811827147	35.057640625000005	4.6284061092379964	16	IgG_8Gy_1	IgG	8	control	0.7770921156275808	-0.802082526032811
GSE157880	4_5_S29	pooled_library	11.5793	3.6529797377224766	29.961464999999997	4.401631758027676	16	PD-1_4Gy_2	PD-1	4	PD-1	0.19847807939691925	1.4068678204464309
GSE157880	8_2_S32	pooled_library	2.57885	1.839496077481278	32.823553125000004	4.639726395091223	16	IgG_8Gy_2	IgG	8	control	0.8059757889965573	-0.9252787191305833
GSE157880	8_4_S34	pooled_library	1.91442	1.5432088006194284	36.42031625	4.886056209690479	16	PD-1_8Gy_1	PD-1	8	PD-1	1.4344855279001323	-1.3063052277246316
GSE157880	8_5_S35	pooled_library	4.00999	2.32480772378679	42.2408775	4.926172543900737	16	PD-1_8Gy_2	PD-1	8	PD-1	1.5368422271136508	-0.30116618844624937
GSE157880	0-1_S13	pooled_library	5.86757	2.779799710526931	24.83673375	4.057052345078761	16	IgG_0Gy_1	IgG	0	control	-0.6807151973747196	0.28395515048556147
GSE157880	8_3_S33	pooled_library	1.34962	1.2324274510690751	29.526916874999998	4.5605502813788785	16	IgG_8Gy_3	IgG	8	control	0.6039581865487864	-1.7059711661663004
GSE157880	0-2_S14	pooled_library	7.22769	3.0404874375322732	22.827153125000002	3.967087606772818	16	IgG_0Gy_2	IgG	0	control	-0.9102599411775972	0.6192005093353043
GSE157880	0-5_S17	pooled_library	4.08615	2.346574010408873	15.3488475	3.6214331899191095	16	PD-1_0Gy_2	PD-1	0	PD-1	-1.7921960869950357	-0.2731746652039718
GSE157880	4_4_S28	pooled_library	8.81903	3.2955805109646237	26.139209375	4.331765784456684	16	PD-1_4Gy_1	PD-1	4	PD-1	0.0202152699242374	0.9472511234754925
GSE157880	4_6_S30	pooled_library	16.7973	4.1535864837156335	35.130589375	4.572284981878033	16	PD-1_4Gy_3	PD-1	4	PD-1	0.6338992375694834	2.050649904593564
