series	unit_id	unit	cldn4	cldn4_log2p1	tnk_mean	tnk_mean_log2p1	n_tnk_genes	replicate	treatment	arm	tnk_z	cldn4_z
GSE169194	X1740R_159_04	mouse_total_viable	5.93025615596701	5.93025615596701	3.1633709397195924	3.1633709397195924	16	1	IgG	control	-1.598170412663972	2.0053782981488157
GSE169194	X1740R_159_08	mouse_total_viable	4.26799157682732	4.26799157682732	5.105637630691678	5.105637630691678	16	2	IgG	control	1.2053344040121388	-0.14195086044249433
GSE169194	X1740R_159_12	mouse_total_viable	3.5412414549923	3.5412414549923	5.080299193948238	5.080299193948238	16	3	IgG	control	1.1687604207443083	-1.0807735648484351
GSE169194	X1740R_159_16	mouse_total_viable	5.22044212921437	5.22044212921437	3.60107402262188	3.60107402262188	16	1	A2V	A2V	-0.9663814277144369	1.0884338020975837
GSE169194	X1740R_159_20	mouse_total_viable	4.63323050307039	4.63323050307039	3.866154919932763	3.866154919932763	16	2	A2V	A2V	-0.5837586005433937	0.329868250676528
GSE169194	X1740R_159_24	mouse_total_viable	4.19389391128681	4.19389391128681	3.8096319788448314	3.8096319788448314	16	3	A2V	A2V	-0.6653448926469812	-0.23767092799096745
GSE169194	X1740R_159_32	mouse_total_viable	3.19708238231858	3.19708238231858	5.216313567869343	5.216313567869343	16	2	A2V+aPD-1	A2V+PD-1	1.365086164370256	-1.5253615210740974
GSE169194	X1740R_159_36	mouse_total_viable	4.13569431903108	4.13569431903108	4.3984772824465495	4.3984772824465495	16	3	A2V+aPD-1	A2V+PD-1	0.18460565873600043	-0.31285371359392744
GSE169194	X1740R_159_40	mouse_total_viable	4.28105936863197	4.28105936863197	4.1942836595539434	4.1942836595539434	16	4	A2V+aPD-1	A2V+PD-1	-0.11013131429392713	-0.12506976297301206
