cohort	patient	n_malignant	n_samples	origins	cldn4_mean	cldn4_pct_pos	eligible_q4q1	eligible_median	n_q4	n_q1	n_med_high	n_med_low	all_ifn_isg	q4_ifn_isg	q1_ifn_isg	medh_ifn_isg	medl_ifn_isg	all_mhc1_apm	q4_mhc1_apm	q1_mhc1_apm	medh_mhc1_apm	medl_mhc1_apm	all_tj_no_cldn4	q4_tj_no_cldn4	q1_tj_no_cldn4	medh_tj_no_cldn4	medl_tj_no_cldn4	all_keratin	q4_keratin	q1_keratin	medh_keratin	medl_keratin	all_ctrl_oxphos	q4_ctrl_oxphos	q1_ctrl_oxphos	medh_ctrl_oxphos	medl_ctrl_oxphos	all_ELF3	q4_ELF3	q1_ELF3	medh_ELF3	medl_ELF3	all_GRHL2	q4_GRHL2	q1_GRHL2	medh_GRHL2	medl_GRHL2	all_IRF1	q4_IRF1	q1_IRF1	medh_IRF1	medl_IRF1	all_IRF2	q4_IRF2	q1_IRF2	medh_IRF2	medl_IRF2	all_IRF3	q4_IRF3	q1_IRF3	medh_IRF3	medl_IRF3	all_IRF8	q4_IRF8	q1_IRF8	medh_IRF8	medl_IRF8	all_IRF9	q4_IRF9	q1_IRF9	medh_IRF9	medl_IRF9	all_KLF4	q4_KLF4	q1_KLF4	medh_KLF4	medl_KLF4	all_KLF5	q4_KLF5	q1_KLF5	medh_KLF5	medl_KLF5	all_RFX5	q4_RFX5	q1_RFX5	medh_RFX5	medl_RFX5	all_SOX2	q4_SOX2	q1_SOX2	medh_SOX2	medl_SOX2	all_STAT1	q4_STAT1	q1_STAT1	medh_STAT1	medl_STAT1	all_STAT2	q4_STAT2	q1_STAT2	medh_STAT2	medl_STAT2	all_STAT3	q4_STAT3	q1_STAT3	medh_STAT3	medl_STAT3	all_TFAP2A	q4_TFAP2A	q1_TFAP2A	medh_TFAP2A	medl_TFAP2A	all_TP63	q4_TP63	q1_TP63	medh_TP63	medl_TP63	histology	recist
GSE131907	P0006	100	1	tLung	1.6496440172195435	91.0	True	True	25	25	50	50	0.35057637095451355	0.47109001874923706	0.304109662771225	0.3971095681190491	0.3040432631969452	0.9387181401252747	1.0889695882797241	0.8213508725166321	1.0340420007705688	0.8433943390846252	0.3187192380428314	0.4144897758960724	0.23312701284885406	0.3738809823989868	0.26355746388435364	0.7553961873054504	1.0149421691894531	0.6143395900726318	0.9132536053657532	0.5975387096405029	0.7629346251487732	0.7399357557296753	0.828683614730835	0.7266738414764404	0.7991954684257507	0.24733780324459076	0.28126248717308044	0.20045101642608643	0.2716699242591858	0.22300568222999573	0.3118497133255005	0.36739644408226013	0.25711801648139954	0.3439885973930359	0.2797107994556427	0.2312176674604416	0.27063167095184326	0.1803576797246933	0.26131775975227356	0.2011175900697708	0.2749212086200714	0.29721367359161377	0.2364090085029602	0.2934991419315338	0.256343275308609	0.17680774629116058	0.20276573300361633	0.16044996678829193	0.18535158038139343	0.16826392710208893	0.13458295166492462	0.17112772166728973	0.09059050679206848	0.1537034958600998	0.11546240746974945	0.25123798847198486	0.31109389662742615	0.21131263673305511	0.2852376401424408	0.21723833680152893	0.28566908836364746	0.31729602813720703	0.23058223724365234	0.3147488534450531	0.2565893828868866	0.35431423783302307	0.4433239996433258	0.27745163440704346	0.40442803502082825	0.30420053005218506	0.4194667935371399	0.41771551966667175	0.38924193382263184	0.42244914174079895	0.41648444533348083	0.11544892936944962	0.1285114735364914	0.09525255113840103	0.12521567940711975	0.10568220168352127	0.18338268995285034	0.20810392498970032	0.15397755801677704	0.19900915026664734	0.16775619983673096	0.20573917031288147	0.27530381083488464	0.15970385074615479	0.23530900478363037	0.17616930603981018	0.3307488262653351	0.3786177337169647	0.2688041031360626	0.36740928888320923	0.2940884530544281	0.186533585190773	0.2117975950241089	0.1621517539024353	0.2028069645166397	0.1702602058649063	0.14809738099575043	0.1818774789571762	0.11076689511537552	0.16926711797714233	0.12692764401435852		
GSE131907	P0008	42	1	tLung	1.5306764841079712	85.71428571428571	True	True	10	10	21	21	0.20296572148799896	0.21229302883148193	0.1896675080060959	0.22646881639957428	0.17946261167526245	0.9825817942619324	0.9331969022750854	1.0317646265029907	0.9869397878646851	0.9782238602638245	0.27125659584999084	0.39208489656448364	0.16372919082641602	0.3286841809749603	0.2138289511203766	0.7165785431861877	0.7370576858520508	0.6194525957107544	0.7810563445091248	0.6521008014678955	0.663804292678833	0.5842281579971313	0.8015758395195007	0.6472468376159668	0.680361807346344	0.19733235239982605	0.23758940398693085	0.1329919397830963	0.22586758434772491	0.16879715025424957	0.24693310260772705	0.30427291989326477	0.18372394144535065	0.2734048068523407	0.2204614132642746	0.20379722118377686	0.217617005109787	0.18300305306911469	0.21509768068790436	0.19249682128429413	0.26123857498168945	0.2815985381603241	0.22658471763134003	0.2750878632068634	0.24738924205303192	0.16383306682109833	0.1686839759349823	0.15687334537506104	0.1697203814983368	0.15794579684734344	0.0629492923617363	0.07780154794454575	0.05030824989080429	0.07523615658283234	0.05066242814064026	0.18651293218135834	0.22814424335956573	0.1275259405374527	0.2156682312488556	0.1573576033115387	0.23373256623744965	0.2526022791862488	0.21567246317863464	0.2400173842906952	0.2274477332830429	0.30515527725219727	0.39636534452438354	0.20524752140045166	0.3615833520889282	0.2487272322177887	0.43614423274993896	0.4340609014034271	0.42894792556762695	0.45439770817756653	0.417890727519989	0.09404110908508301	0.11214394867420197	0.07291198521852493	0.10105117410421371	0.08703106641769409	0.16453459858894348	0.18789029121398926	0.1352318823337555	0.17981545627117157	0.149253711104393	0.1370021253824234	0.15602527558803558	0.11140242964029312	0.14952729642391205	0.12447696924209595	0.29889973998069763	0.35587388277053833	0.2266845405101776	0.33078208565711975	0.2670174241065979	0.13708217442035675	0.15935859084129333	0.11130692064762115	0.15085788071155548	0.12330645322799683	0.10079599916934967	0.13251331448554993	0.06859202682971954	0.11925016343593597	0.08234182745218277		
GSE131907	P0009	5	1	tLung	1.4339332580566406	80.0	False	False	0	0	0	0	0.13419656455516815					0.7153480648994446					0.18454983830451965					0.4945715069770813					0.4593501091003418					0.1903446465730667					0.18374231457710266					0.17986519634723663					0.2022952139377594					0.11226432025432587					0.06990920007228851					0.13423308730125427					0.18471726775169373					0.29950156807899475					0.3706401586532593					0.0881822258234024					0.14586074650287628					0.10431599617004395					0.28451618552207947					0.1046140044927597					0.09418565034866333						
GSE131907	P0018	1002	1	tLung	1.8248164653778076	92.81437125748504	True	True	250	250	501	501	0.44641613960266113	0.4108838438987732	0.43678075075149536	0.42556989192962646	0.4672623574733734	0.9255595803260803	0.9182079434394836	0.8685466647148132	0.9272929430007935	0.9238261580467224	0.42956969141960144	0.4926864504814148	0.3308010995388031	0.47188711166381836	0.3872522711753845	1.0718051195144653	1.0925673246383667	1.0343821048736572	1.08655846118927	1.0570518970489502	0.9297530055046082	0.882168710231781	0.9348960518836975	0.905031144618988	0.9544749855995178	0.23562338948249817	0.2517569661140442	0.19982630014419556	0.24852488934993744	0.2227219045162201	0.2840501368045807	0.3198092579841614	0.22820420563220978	0.30896031856536865	0.2591399550437927	0.2333144098520279	0.24334581196308136	0.20072954893112183	0.24167276918888092	0.22495606541633606	0.300288587808609	0.30296844244003296	0.2783154845237732	0.3045880198478699	0.29598918557167053	0.2115517407655716	0.2060319036245346	0.20026792585849762	0.2102733701467514	0.2128300815820694	0.08655733615159988	0.07719812542200089	0.07944931089878082	0.08340359479188919	0.08971107006072998	0.27325206995010376	0.2788991630077362	0.2427300065755844	0.27883052825927734	0.26767364144325256	0.28055480122566223	0.28917112946510315	0.2589174211025238	0.28697627782821655	0.2741333246231079	0.3861219882965088	0.4327302873134613	0.31489941477775574	0.4181833267211914	0.35406067967414856	0.3140908181667328	0.2984473705291748	0.30303123593330383	0.30732962489128113	0.32085201144218445	0.10541708022356033	0.1096942201256752	0.09209996461868286	0.10928510874509811	0.10154905170202255	0.18131986260414124	0.18643374741077423	0.1625373512506485	0.18613000214099884	0.17650972306728363	0.21333006024360657	0.20785430073738098	0.1948147863149643	0.21174480020999908	0.21491532027721405	0.30417436361312866	0.3232173025608063	0.2629116177558899	0.3184627592563629	0.289885938167572	0.20220515131950378	0.21649175882339478	0.17415334284305573	0.21282273530960083	0.19158756732940674	0.15396681427955627	0.17487701773643494	0.11882111430168152	0.16928651928901672	0.13864709436893463		
GSE131907	P0019	222	1	tLung	1.390738844871521	83.78378378378379	True	True	55	55	111	111	0.29387879371643066	0.31759753823280334	0.22286862134933472	0.3380580246448517	0.24969957768917084	0.718942403793335	0.7371448874473572	0.6717214584350586	0.7529663443565369	0.6849184036254883	0.36683976650238037	0.4364634156227112	0.2679644823074341	0.4050934910774231	0.32858598232269287	0.43739011883735657	0.5590036511421204	0.2821103036403656	0.501806378364563	0.37297382950782776	0.7730245590209961	0.7794196605682373	0.6850116848945618	0.7961640357971191	0.7498849630355835	0.21248158812522888	0.21307595074176788	0.17570190131664276	0.2282072901725769	0.19675588607788086	0.24840404093265533	0.2727805972099304	0.18681105971336365	0.27334702014923096	0.22346104681491852	0.16672705113887787	0.173511803150177	0.1372821033000946	0.18026967346668243	0.1531844288110733	0.24566850066184998	0.25557267665863037	0.2072436809539795	0.2646147608757019	0.22672219574451447	0.18369823694229126	0.1921263188123703	0.16181020438671112	0.19243265688419342	0.1749638170003891	0.08890542387962341	0.09541739523410797	0.09006134420633316	0.09036365896463394	0.08744720369577408	0.24011372029781342	0.25706109404563904	0.19231028854846954	0.26667308807373047	0.21355438232421875	0.23132729530334473	0.2632387578487396	0.19062326848506927	0.2508499324321747	0.21180465817451477	0.3310461640357971	0.37538033723831177	0.2543436288833618	0.36709508299827576	0.29499727487564087	0.34326398372650146	0.34136056900024414	0.3168904483318329	0.3533821702003479	0.3331458568572998	0.10735711455345154	0.11017456650733948	0.09161695092916489	0.11516941338777542	0.09954480826854706	0.16971074044704437	0.17753612995147705	0.14605268836021423	0.1809256672859192	0.15849582850933075	0.16548307240009308	0.1823968142271042	0.13084790110588074	0.187008336186409	0.14395783841609955	0.29394716024398804	0.30826959013938904	0.2525656521320343	0.3128803074359894	0.2750140428543091	0.15468057990074158	0.16703319549560547	0.12762987613677979	0.16537383198738098	0.14398732781410217	0.1389729082584381	0.15987832844257355	0.10651703178882599	0.15643247961997986	0.12151332199573517		
GSE131907	P0020	434	1	tLung	1.8149075508117676	89.86175115207374	True	True	108	108	217	217	0.30080175399780273	0.3104989528656006	0.2778718173503876	0.3158041536808014	0.28579938411712646	1.1980786323547363	1.2894515991210938	1.0739041566848755	1.2736190557479858	1.1225385665893555	0.4148367941379547	0.45480412244796753	0.29059213399887085	0.46335163712501526	0.36632198095321655	1.365998387336731	1.3991844654083252	1.2529958486557007	1.4210048913955688	1.3109917640686035	0.6338136196136475	0.598846971988678	0.5840247273445129	0.630560040473938	0.6370672583580017	0.28629881143569946	0.2831617593765259	0.2369421273469925	0.2989785969257355	0.27361899614334106	0.3246987462043762	0.34379351139068604	0.2553964853286743	0.34925320744514465	0.3001443147659302	0.29414287209510803	0.32058045268058777	0.24660375714302063	0.31747332215309143	0.270812451839447	0.2664662301540375	0.274908185005188	0.23115526139736176	0.2816542088985443	0.25127825140953064	0.19916777312755585	0.1981172263622284	0.17960722744464874	0.20658813416957855	0.19174739718437195	0.14661464095115662	0.13758264482021332	0.14378875494003296	0.14702282845973969	0.14620646834373474	0.248197540640831	0.252488374710083	0.21060743927955627	0.2638474106788635	0.23254767060279846	0.3182995021343231	0.3380683362483978	0.2717943489551544	0.34227797389030457	0.2943210303783417	0.4828149080276489	0.5195461511611938	0.38093358278274536	0.5237711071968079	0.4418586790561676	0.3924785554409027	0.40333789587020874	0.3515300154685974	0.4116353988647461	0.3733217120170593	0.10118462890386581	0.10139891505241394	0.08623629808425903	0.1056060642004013	0.09676318615674973	0.18904288113117218	0.19584305584430695	0.16141068935394287	0.19926391541957855	0.178821861743927	0.21392099559307098	0.22600963711738586	0.18420101702213287	0.22914159297943115	0.198700413107872	0.36243733763694763	0.3790002763271332	0.3017965257167816	0.38516390323638916	0.3397107720375061	0.19434018433094025	0.20383664965629578	0.1627887487411499	0.20622387528419495	0.18245650827884674	0.15121805667877197	0.1574910283088684	0.1205349788069725	0.1624659299850464	0.13997021317481995		
GSE131907	P0025	223	1	tLung	1.3818156719207764	79.82062780269058	True	True	55	55	112	111	0.2191813588142395	0.2075125128030777	0.1996249407529831	0.21743004024028778	0.2209484577178955	0.6829648017883301	0.6358194947242737	0.6082927584648132	0.6898295879364014	0.6760382056236267	0.3858221173286438	0.4252243638038635	0.3207375705242157	0.41824203729629517	0.3531099855899811	0.770139753818512	0.8212999701499939	0.7301939725875854	0.793755292892456	0.7463114261627197	0.7356100678443909	0.7062827348709106	0.6736418008804321	0.7231873869895935	0.7481446266174316	0.20808479189872742	0.2146700620651245	0.18106898665428162	0.22089757025241852	0.19515657424926758	0.2279529869556427	0.2588059604167938	0.17615395784378052	0.25825539231300354	0.19737759232521057	0.1484096795320511	0.14984162151813507	0.13430726528167725	0.15896783769130707	0.13775645196437836	0.22690100967884064	0.23341220617294312	0.20079392194747925	0.24132929742336273	0.2123427540063858	0.18290556967258453	0.1828029602766037	0.1541808694601059	0.19001255929470062	0.17573456466197968	0.0845131203532219	0.09141090512275696	0.06745800375938416	0.09672467410564423	0.07219157367944717	0.17336511611938477	0.17642997205257416	0.14704015851020813	0.18103595077991486	0.1656251847743988	0.21398474276065826	0.2269953340291977	0.19103358685970306	0.23128001391887665	0.19653363525867462	0.3507751524448395	0.38853058218955994	0.2932298481464386	0.388678640127182	0.31253015995025635	0.3257371783256531	0.31658411026000977	0.2891537547111511	0.332139790058136	0.3192768692970276	0.08363787829875946	0.0879964753985405	0.07167809456586838	0.0895782858133316	0.0776439681649208	0.15712279081344604	0.16372644901275635	0.13652367889881134	0.1684935837984085	0.14564961194992065	0.1243339329957962	0.12508359551429749	0.10912752896547318	0.1310969740152359	0.11750995367765427	0.27909398078918457	0.2899359464645386	0.2446524053812027	0.3001835346221924	0.2578144073486328	0.1397135704755783	0.146124005317688	0.12021122127771378	0.1532035917043686	0.1261020302772522	0.0950724333524704	0.10603546351194382	0.07707653939723969	0.10665818303823471	0.08338230848312378		
GSE131907	P0028	984	1	tLung	2.02643084526062	95.83333333333334	True	True	246	246	492	492	0.5285124182701111	0.5244072079658508	0.4943026900291443	0.5428592562675476	0.5141655802726746	0.7816099524497986	0.8763159513473511	0.7084134817123413	0.8429827094078064	0.720237135887146	0.4939749836921692	0.5698338747024536	0.4082418382167816	0.541371762752533	0.4465782642364502	1.0275031328201294	1.1551148891448975	0.8799627423286438	1.115011215209961	0.9399948716163635	0.7696850895881653	0.696556806564331	0.7856404185295105	0.7459040880203247	0.7934660911560059	0.27403196692466736	0.2859446108341217	0.2468964159488678	0.2856404781341553	0.2624235153198242	0.3156273066997528	0.3672800362110138	0.2603433430194855	0.34840163588523865	0.2828529179096222	0.2471085488796234	0.2618882358074188	0.22380676865577698	0.261518657207489	0.2326984703540802	0.29352688789367676	0.29451557993888855	0.2795492708683014	0.2999306917190552	0.28712305426597595	0.22202099859714508	0.22393013536930084	0.212934210896492	0.22645360231399536	0.217588409781456	0.12311257421970367	0.12725363671779633	0.10848138481378555	0.12960566580295563	0.11661949753761292	0.3022969663143158	0.2986847162246704	0.27656444907188416	0.3113917410373688	0.29320216178894043	0.24020428955554962	0.27438080310821533	0.2074170559644699	0.2633518576622009	0.21705672144889832	0.45272716879844666	0.5149524807929993	0.3848530054092407	0.4926747977733612	0.4127795100212097	0.28954601287841797	0.29037097096443176	0.28146177530288696	0.29502972960472107	0.28406232595443726	0.0989220142364502	0.10169392079114914	0.09038278460502625	0.10227847099304199	0.09556557238101959	0.17867954075336456	0.1841561645269394	0.16565567255020142	0.18520061671733856	0.17215843498706818	0.2400926798582077	0.2482186257839203	0.21492373943328857	0.2540838420391083	0.22610147297382355	0.3175416886806488	0.33644574880599976	0.2905024588108063	0.33307352662086487	0.30200985074043274	0.21645891666412354	0.22327031195163727	0.2010936290025711	0.2243456095457077	0.20857223868370056	0.12257298827171326	0.1372251808643341	0.10232792049646378	0.1326427310705185	0.11250323802232742		
GSE131907	P0030	784	1	tLung	1.0103753805160522	62.62755102040817	True	True	196	196	392	392	0.24184702336788177	0.24265947937965393	0.22078679502010345	0.25500813126564026	0.22868594527244568	0.7328212261199951	0.7407137751579285	0.6769816875457764	0.753499448299408	0.7121429443359375	0.3088858723640442	0.34513524174690247	0.26028233766555786	0.33884456753730774	0.27892717719078064	0.5739546418190002	0.634623646736145	0.4946710765361786	0.6215720772743225	0.5263372659683228	0.6234041452407837	0.5814206004142761	0.5997318625450134	0.624363124370575	0.622445285320282	0.199489027261734	0.19695045053958893	0.17652538418769836	0.2108377367258072	0.18814034759998322	0.22497834265232086	0.24135811626911163	0.18988503515720367	0.24623221158981323	0.20372453331947327	0.16846096515655518	0.17089524865150452	0.14858712255954742	0.1780160367488861	0.15890587866306305	0.2469247281551361	0.2524496614933014	0.21992340683937073	0.25877514481544495	0.23507431149482727	0.1515534371137619	0.15032412111759186	0.14239133894443512	0.1557917445898056	0.1473151445388794	0.08933007717132568	0.0859222337603569	0.07179022580385208	0.08926956355571747	0.0893905982375145	0.20179365575313568	0.20543967187404633	0.1744760423898697	0.21697908639907837	0.1866082102060318	0.2653358280658722	0.27971789240837097	0.2375444620847702	0.2826675772666931	0.24800406396389008	0.2692793309688568	0.2977466583251953	0.22557809948921204	0.3005136251449585	0.23804505169391632	0.3804907500743866	0.3652728796005249	0.3595344126224518	0.3850100040435791	0.3759714961051941	0.08762890845537186	0.08792492747306824	0.07684440165758133	0.09214194864034653	0.08311586827039719	0.1581418812274933	0.15836042165756226	0.1421259641647339	0.1650070697069168	0.15127669274806976	0.13847792148590088	0.14337147772312164	0.12053775787353516	0.148697167634964	0.12825866043567657	0.30300676822662354	0.3057926595211029	0.27514001727104187	0.3160448372364044	0.28996869921684265	0.13120156526565552	0.13188903033733368	0.1171969398856163	0.13846604526042938	0.12393706291913986	0.11054467409849167	0.11093228310346603	0.09852530062198639	0.11680670082569122	0.10428263247013092		
GSE131907	P0031	182	1	tLung	1.1920487880706787	75.82417582417582	True	True	45	45	91	91	0.23966838419437408	0.2441748082637787	0.1834886372089386	0.25121769309043884	0.2281191647052765	0.8293754458427429	0.8295356035232544	0.7300214171409607	0.8344272971153259	0.8243236541748047	0.3881860077381134	0.4678700268268585	0.18778201937675476	0.47191286087036133	0.30445918440818787	1.2207717895507812	1.2769980430603027	1.0143661499023438	1.2995527982711792	1.1419907808303833	0.8040468096733093	0.8290472030639648	0.6496405005455017	0.8623985648155212	0.7456951141357422	0.25439175963401794	0.2862066626548767	0.13436545431613922	0.2982209324836731	0.2105625867843628	0.30270621180534363	0.3521769940853119	0.14795994758605957	0.3642343282699585	0.24117805063724518	0.19760563969612122	0.21988257765769958	0.10656622052192688	0.22412434220314026	0.17108690738677979	0.24246729910373688	0.27378585934638977	0.14937931299209595	0.27309200167655945	0.2118426114320755	0.22032006084918976	0.24005503952503204	0.13883070647716522	0.25001174211502075	0.19062834978103638	0.14295746386051178	0.16713818907737732	0.06628511101007462	0.16655109822750092	0.11936383694410324	0.207254558801651	0.23033447563648224	0.1184416264295578	0.24122372269630432	0.17328539490699768	0.3011058270931244	0.3439875841140747	0.1888967901468277	0.3473381996154785	0.25487345457077026	0.47102904319763184	0.5534976720809937	0.23556993901729584	0.56894850730896	0.3731096386909485	0.3025965392589569	0.31378376483917236	0.22596317529678345	0.32568731904029846	0.27950575947761536	0.09657664597034454	0.10660229623317719	0.05237993597984314	0.11237654834985733	0.08077676594257355	0.1689271330833435	0.187589630484581	0.09736043214797974	0.19440069794654846	0.14345359802246094	0.16022442281246185	0.1820327788591385	0.08900388330221176	0.18139512836933136	0.13905374705791473	0.3083864450454712	0.34715917706489563	0.17021554708480835	0.3568418323993683	0.2599310278892517	0.21031184494495392	0.2400650829076767	0.10726211220026016	0.24999237060546875	0.1706313192844391	0.16764645278453827	0.19693098962306976	0.06615214049816132	0.20832040905952454	0.126972496509552		
