mouse	gsm	cohort	treatment	sex	restorable	lkb1_restored	n_cells_qc	n_cells_raw	frac_Cldn4_pos	median_n_umi	Cldn4	Stk11	Tacstd2	Epcam	AT2	IFN_CORE	MHC_CORE	TJ_CORE	IFN_A8	MHC_A8	TJ_A8	AT2_AMS	IFN_CORE_AMS	MHC_CORE_AMS	TJ_CORE_AMS	IFN_A8_AMS	MHC_A8_AMS	TJ_A8_AMS
CM0875	GSM5419465	NonRestored	Tamoxifen	Male	FALSE	FALSE	2522	3011	0.249405233941316	17332.5	0.260542328355025	0.00537597587285303	0.73467279214367	1.40779165681912	2.00651186687341	0.0500459067849978	0.59538790290651	0.811051316549008	0.237499141150823	0.536944016974218	0.39232692003256	0.948186491383589	0.00122879083299173	0.0701586014300683	0.123178695290726	0.0194571845022535	0.0536474356828753	0.111097515938625
ZR1932	GSM5419468	NonRestored	Vehicle	Male	FALSE	FALSE	972	1103	0.302469135802469	23705.5	0.340363027427154	0.0126542734760142	0.956995097657489	1.57937004208135	2.24039953398655	0.0513676442936084	0.817146180328545	0.796802817315984	0.25703828856166	0.6887012226488	0.388154513075095	1.15754831550191	0.00482689910220518	0.282694724583617	0.103462589890257	0.0385754334635984	0.202363266003568	0.10510430065726
ZR1966	GSM5419469	NonRestored	Vehicle	Female	TRUE	FALSE	2889	3652	0.297680858428522	18170	0.299571502122108	0.00385668220844295	0.81134222689022	1.60748139192116	2.2192782334303	0.0417153099255376	0.585184076913899	0.796796531883472	0.234197948632509	0.538576008054401	0.382356425331623	1.17068441351503	-0.00368107464892209	0.0659716828218262	0.121584452685067	0.0215576600254347	0.0654538597494754	0.107428633440945
CM0879	GSM5419466	Restored	Tamoxifen	Male	TRUE	TRUE	3322	4663	0.114388922335942	13759	0.134016085214868	0.294380599898733	0.563890547186705	1.20442340639876	2.45502680309135	0.0478811820498616	0.666193406007999	0.713567384802564	0.23437257864445	0.530011229088026	0.342399044662041	1.47611698832539	0.00654822405731736	0.185643864474818	0.0794512439835855	0.0382842784270117	0.0890858542754924	0.0885592913584898
CM0884	GSM5419467	Restored	Tamoxifen	Male	TRUE	TRUE	836	952	0.22488038277512	29493	0.214528837839555	0.311493427221988	0.67485441763764	1.47814494978585	2.73087523317112	0.0544817739156211	0.768678626628874	0.733112531106441	0.253924858498557	0.638998455062684	0.353124371573108	1.66598724388936	0.0121744286817387	0.24442234866719	0.0483845703352746	0.0432903619053645	0.164941883929945	0.0791960959374229
ZR1969	GSM5419470	Restored	Tamoxifen	Female	TRUE	TRUE	2102	2636	0.0775451950523311	23357.5	0.079761490691846	0.308996479885907	0.644239386116206	1.37591770988632	2.80967713600336	0.0448908241231682	0.695026957276747	0.701266078582995	0.247219345279658	0.581347859090335	0.336874166664726	1.77857808269503	0.00527237697954052	0.186580313652663	0.0378693012131429	0.0449247138011623	0.125153292477726	0.0734443655723249
