cohort,endpoint,family,n,rho,p,ci95_low,ci95_high,expected_sign,sign_matches_logic,n_purity,rho_purity,p_purity,ci95_low_purity,ci95_high_purity,n_mut,rho_mut,p_mut,ci95_low_mut,ci95_high_mut,q_n,q_n_Q1,q_n_Q4,q_median_Q1_CLDN4low,q_median_Q4_CLDN4high,q_delta_Q1_minus_Q4,q_mannwhitney_p,q,q_purity,q_mut,n_krt18_19,rho_krt18_19,p_krt18_19,ci95_low_krt18_19,ci95_high_krt18_19,n_krt_triad,rho_krt_triad,p_krt_triad,ci95_low_krt_triad,ci95_high_krt_triad,n_krt18_19_mut,rho_krt18_19_mut,p_krt18_19_mut,ci95_low_krt18_19_mut,ci95_high_krt18_19_mut,q_krt18_19,q_krt_triad
OV,log10_mutation_count,primary,284,-0.19015422009933805,0.0012826634209472723,-0.29991023780539344,-0.07542982571671149,-1,True,277,-0.19007486807940482,0.001511847630519618,-0.30138241811298133,-0.07365660775306702,284,-0.015545161505753028,0.7945796205875073,-0.13190571624096292,0.10123798022929806,284,71,71,1.919078092376074,1.792391689498254,0.12668640287782007,0.008856128033744179,0.010261307367578179,0.012094781044156944,,,,,,,,,,,,,,,,,,
OV,gsva_cNHEJ_core,primary,421,0.016895806965714993,0.729593041815387,-0.07880557219810139,0.11228860687725742,1,True,409,0.010701135227902695,0.8293811449617999,-0.08647511489304728,0.10767567533991834,284,0.06743395169123427,0.25818927166203587,-0.04955533251410694,0.18259786760855265,421,105,106,-0.0685846180395947,-0.09769992716884887,0.02911530912925417,0.87545542941039,0.729593041815387,0.8293811449617999,0.364987576325574,,,,,,,,,,,,,,,,,
OV,gsva_cNHEJ_plus_TP53BP1,sensitivity,421,0.033317358644102686,0.49538324067738837,-0.06245564121260268,0.1284823589499515,1,True,409,0.027993119342841297,0.5728841163519102,-0.06928157888208736,0.12474051375214243,284,0.07080678732038966,0.2350803678063338,-0.04617406971994898,0.18587186246165774,421,105,106,-0.10634707311222918,-0.09051342445363364,-0.015833648658595545,0.6301795361051326,,,,,,,,,,,,,,,,,,,,
OV,gsva_KEGG_NHEJ,sensitivity,421,0.06657055049958428,0.1727674667421294,-0.029189287840965365,0.16111956361057456,1,True,409,0.05911472688033618,0.23348180954658948,-0.03819086765758152,0.1553097754645535,284,0.08201339013907387,0.16885531088176578,-0.03492018401394967,0.19673173905475172,421,105,106,-0.15240466577666328,-0.012189025770455442,-0.14021564000620784,0.22892925685568566,,,,,,,,,,,,,,,,,,,,
OV,gsva_STING_proximal,primary,421,0.11618932901480662,0.017079097887304506,0.020846701468728628,0.20943771123596241,-1,False,409,0.13009543037249965,0.008515247562842606,0.033431275921434765,0.22434820887471857,284,0.1515935481115934,0.010658921772036634,0.03562357993101341,0.26353501005439345,421,105,106,-0.052681971956850204,0.018151407523072774,-0.07083337947992298,0.018163512826489932,0.04554426103281201,0.034060990251370424,0.0708554572520568,,,,,,,,,,,,,,,,,
OV,gsva_IFN_alpha,primary,421,0.0831003333778266,0.08857680602298416,-0.012573653386972155,0.17726656328632218,-1,False,409,0.11079630358041602,0.02522080053002647,0.013858973884312899,0.20567035372049453,284,0.05935472711375721,0.3197561106466355,-0.05764385279439622,0.17474500418239805,421,105,106,-0.1639604351090425,-0.02471893978213549,-0.13924149532690702,0.11211639596742053,0.14172288963677465,0.04035328084804235,0.37304879575440814,,,,,,,,,,,,,,,,,
OV,gsva_IFN_gamma,primary,421,0.06594978908585646,0.17681589476954185,-0.029812244042431536,0.16051218955101046,-1,False,409,0.12066449867699681,0.014738469440538022,0.023857579305277564,0.2152295182200665,284,0.06707954673160992,0.26070541166112426,-0.049910467344091144,0.18225370011952233,421,105,106,-0.11763835221057231,0.01609497748123065,-0.13373332969180296,0.15836398598144652,0.23575452635938912,0.039302585174768055,0.364987576325574,,,,,,,,,,,,,,,,,
OV,gsva_APM,primary,421,0.031789577962648176,0.5153740046105048,-0.0639789305029488,0.12697790969674033,-1,False,409,0.052405670271305216,0.29095872685059354,-0.04490923054417791,0.14873533112519044,284,0.015074527258956636,0.8006663959196809,-0.1017038778635391,0.13144313349834433,421,105,106,-0.06877910191941938,-0.059617724182435924,-0.009161377736983459,0.47120495907320126,0.5889988624120054,0.38794496913412474,0.8006663959196809,,,,,,,,,,,,,,,,,
OV,CD8A,primary,421,-0.09267928074816556,0.057425616677690645,-0.1866005452114728,0.0029207139521632793,-1,True,409,-0.04472521085107757,0.36754352326231826,-0.14119850539485632,0.052589552148342655,284,-0.0849000566078693,0.15430415829163244,-0.19952454187536897,0.032016526910243245,421,105,106,2.5816404803375264,2.299466374336618,0.2821741060009084,0.08633783906907279,0.11485123335538129,0.4200497408712209,0.360043036013809,,,,,,,,,,,,,,,,,
OV,MCP_CD8_T,primary,421,-0.13986771185117053,0.0040343929790478275,-0.23233602938323664,-0.04489371532361717,-1,True,409,-0.11088709139163108,0.02510071843198451,-0.2057583810298349,-0.013950873206204134,284,-0.13796588550605332,0.020244416357730513,-0.250535224065574,-0.021715577269499315,421,105,106,0.7726458030926925,0.59984127267062,0.17280453042207244,0.004734308928443389,0.01613757191619131,0.04035328084804235,0.0708554572520568,,,,,,,,,,,,,,,,,
OV,TP53BP1,sensitivity,421,0.09621665603451893,0.04850576166064564,0.0006484957135920202,0.19004317647117616,1,True,409,0.10586279890498854,0.03253512030125298,0.008867529831723146,0.20088454799969094,284,0.07394587322697058,0.21491810637085815,-0.04302473047590403,0.1889166637716245,421,105,106,3.071453781445359,3.336544963794201,-0.26509118234884177,0.11677483099658435,,,,,,,,,,,,,,,,,,,,
OV,XRCC1,sensitivity,421,0.0903838267528871,0.06391088105486671,-0.005235523328936509,0.18436533728387894,1,True,409,0.07810513106531039,0.11520725183804248,-0.01912631084537642,0.17387306897905266,284,0.025058090456001353,0.674673561508118,-0.09180979793549615,0.14124504750355127,421,105,106,5.187189729942107,5.293599623196979,-0.10640989325487205,0.15310874901178417,,,,,,,,,,,,,,,,,,,,
LUAD,log10_mutation_count,primary,506,0.06895213749763317,0.12137016790328017,-0.018328302262005117,0.15518963436213953,-1,False,493,0.05601751856631027,0.21484883666704946,-0.03254654179966672,0.14370874331509764,506,-0.011956039148769252,0.7886821236680085,-0.09910925900501888,0.07537921467422048,506,126,127,2.2866795194689997,2.374748346010104,-0.08806882654110426,0.07053207813532945,0.13870876331803447,0.2748088204833869,,506.0,0.07156338803652262,0.10856802624524337,-0.015879076195211346,0.15791951097464885,506.0,0.07544151482777882,0.09099419106624546,-0.01206815005946009,0.16180434170090932,506.0,-0.052106331412079036,0.24340901481843658,-0.13890359895036622,0.03548539307245332,0.14475736832699115,0.14559070570599272
LUAD,gsva_cNHEJ_core,primary,516,0.17359778809700263,7.371765342973026e-05,0.08860478840982022,0.2560811393644901,1,True,503,0.1549523824796527,0.0004936575727977587,0.06836226386210476,0.23922542653617487,506,0.16274197401742987,0.000240076175951213,0.07657271565850848,0.24649823666184076,516,129,129,-0.23254960975223093,-0.0050221340030283945,-0.22752747574920254,0.00022051928776207266,0.00019658040914594737,0.0009873151455955173,0.0005601777438861637,516.0,0.1330223982125081,0.002511736198680981,0.04707532787819008,0.21701433217641167,516.0,0.12705066722257619,0.003947793538272494,0.040927842905593606,0.21129954643838186,506.0,0.12286131625243357,0.005796140707522052,0.035815978255679524,0.20805648583631428,0.010046944794723924,0.015791174153089976
LUAD,gsva_cNHEJ_plus_TP53BP1,sensitivity,516,0.16783377362058488,0.00012793101230001628,0.0827113062184748,0.25052503339012355,1,True,503,0.15199412478004143,0.0006334661974380436,0.06534618713871855,0.23636712530943038,506,0.15410571633400333,0.0005102918647740479,0.06776025614735948,0.23815985685682703,516,129,129,-0.22580589347988617,0.008659373924087221,-0.2344652674039734,0.00031924650526650585,,,,516.0,0.12967964342137234,0.0032261139621957567,0.04368089173582261,0.21377069849873895,516.0,0.12246054931236261,0.005480161040859102,0.03627210195278077,0.2068406668424529,506.0,0.11791793365300471,0.008114084836325424,0.03080545967590636,0.20325255181134755,,
LUAD,gsva_KEGG_NHEJ,sensitivity,516,0.1581608468538422,0.00031007191573706954,0.07283447355663904,0.2411887527470846,1,True,503,0.1407753334657533,0.0015667946843466415,0.0539224936476633,0.2255141198265009,506,0.14495869252295696,0.001087938179415151,0.058441278209083534,0.22931479524619092,516,129,129,-0.21515832057836495,-3.448725755039739e-05,-0.21512383332081456,0.000821243816464216,,,,516.0,0.11432027369231622,0.009486123045084777,0.02810953545350589,0.19884290143529693,516.0,0.1076096611634104,0.014750635902775602,0.02123448749311653,0.19239033145478351,506.0,0.10322866748079015,0.02057974845962903,0.01594248794314828,0.18895337375341703,,
LUAD,gsva_STING_proximal,primary,516,0.3358154208699214,4.55843848606266e-15,0.2569428894902104,0.4102440819381968,-1,False,503,0.3438644221688214,2.2227105755023286e-15,0.26430113318352366,0.4187788518642747,506,0.33830002744120274,5.491527194068462e-15,0.25867934618635857,0.4133548554497924,516,129,129,-0.3209857444655588,0.12270625456457024,-0.443691999030129,1.067084028501013e-12,3.646750788850128e-14,1.778168460401863e-14,3.8440690358479234e-14,516.0,0.21976270244468107,4.856983649874717e-07,0.13585625128749412,0.30053903072013843,516.0,0.2189773906683255,5.484343575631414e-07,0.1349629587605644,0.2998656745940045,506.0,0.2254824453722753,3.214432090636054e-07,0.14082866888736373,0.306863029621824,3.885586919899774e-06,4.387474860505131e-06
LUAD,gsva_IFN_alpha,primary,516,0.19000459866896263,1.3911530459761221e-05,0.10541275858021754,0.27186637644962836,-1,False,503,0.238256254105412,6.55695797520075e-08,0.1539491481501251,0.31911931187630693,506,0.1946291834827921,1.0573370265938905e-05,0.10922754539285345,0.27717856256750195,516,129,129,-0.18005650502548975,0.12588175079285419,-0.30593825581834394,3.6049449434778185e-05,5.5646121839044884e-05,2.6227831900803e-07,3.700679593078617e-05,516.0,0.07103070853975901,0.10772811362352934,-0.015553510835377525,0.15655758894602162,516.0,0.06464150138113534,0.14372591232933146,-0.022054918624070306,0.15037297892974336,506.0,0.07843813012425918,0.07882994682631214,-0.009054026136927105,0.16473844355412048,0.14475736832699115,0.16425818551923596
