cohort,mutation_source,expression_source,n_joined,n_mutation_0,n_in_paper_range_2_1899,n_low_2_69,n_high_70_1899,median_cldn4_log2_low,median_cldn4_log2_high,median_cldn4_rsem_low,median_cldn4_rsem_high,mannwhitney_p_paper_bins,welch_p_log2_paper_bins,high_bin_has_lower_cldn4,spearman_n_count_ge1,spearman_rho_count_ge1,spearman_p_count_ge1,spearman_rho_paper_range,spearman_p_paper_range,within_cohort_median_mutation_count,n_at_or_below_cohort_median,n_above_cohort_median,median_cldn4_log2_at_or_below_cohort_median,median_cldn4_log2_above_cohort_median,mannwhitney_p_cohort_median_split,mutation_min,mutation_max
OV,PanCan_MUTATION_COUNT,Firehose_RSEM,290,86,204,103,101,13.404263822741628,13.186595619993199,10840.4028,9322.1103,0.007616331631343451,0.01923620591365637,True,204,-0.13166229792597633,0.060499143876222856,-0.13166229792597633,0.060499143876222856,69.0,103,101,13.404263822741628,13.186595619993199,0.007616331631343451,0.0,1893.0
OV,PanCan_MUTATION_COUNT,PanCan_RSEM,291,86,205,104,101,13.298305253160507,13.070154595784961,10072.960350000001,8599.2006,0.006188618667402861,0.017045032575201645,True,205,-0.13420279543354052,0.05505657672246804,-0.13420279543354052,0.05505657672246804,69.0,104,101,13.298305253160507,13.070154595784961,0.006188618667402861,0.0,1893.0
OV,Firehose_MUTATION_COUNT,Firehose_RSEM,185,0,185,156,29,13.403833903010256,13.18359373127098,10837.173050000001,9302.7314,0.33841278825380205,0.4589061584418308,True,185,-0.06909716755350921,0.3500096063075601,-0.06909716755350921,0.3500096063075601,40.0,94,91,13.457799489564252,13.324194332055415,0.34130173409040454,8.0,137.0
LUAD,PanCan_MUTATION_COUNT,Firehose_RSEM,510,5,505,110,395,13.178447645185885,13.152215764338218,9269.61985,9102.5641,0.7237056983008101,0.8148698948363771,True,505,0.07976993628557166,0.07329022842838002,0.07976993628557166,0.07329022842838002,193.0,253,252,13.116042214710786,13.175583638141818,0.19276941404096304,0.0,1582.0
LUAD,PanCan_MUTATION_COUNT,PanCan_RSEM,510,5,505,110,395,13.178447668428753,13.152215114587095,9269.619999999999,9102.56,0.7237056983008101,0.8148700806657363,True,505,0.07976993628557166,0.07329022842838002,0.07976993628557166,0.07329022842838002,193.0,253,252,13.116041743461748,13.175583505398647,0.19276941404096304,0.0,1582.0
LUAD,Firehose_MUTATION_COUNT,Firehose_RSEM,230,0,230,48,182,12.955148641933214,13.210353503458478,7940.52985,9476.91415,0.6740131341053546,0.7477991813929954,False,230,0.11678725568488449,0.07713284968613021,0.11678725568488449,0.07713284968613021,155.5,115,115,13.102172337966536,13.240211529475145,0.15588242295918095,12.0,1298.0
