gene	t	logFC	p
SFTA3	5.1563896682242	1.60071971362808	3.07490510769968e-06
ZNF827	5.15066698211866	0.535043707303857	3.14026615152831e-06
ARSD	5.1466103916239	0.546574531123524	3.18742352406171e-06
RAB25	5.12262628442162	0.753661361016221	3.48080133072557e-06
TMEM125	5.10407756392245	0.939100727622967	3.72574688004515e-06
LIMCH1	5.09800112811442	0.819833937197093	3.80961411471589e-06
RAP1GAP	5.09642923277998	0.996221770194206	3.83160977254604e-06
DLG3	5.0815473504964	0.524253613790138	4.04613358014004e-06
CRTC1	5.03581655465495	0.424462445750217	4.78189033024516e-06
SETD7	5.03405412117087	0.571962392140502	4.81273161505743e-06
CLDN3	5.01879338436546	0.973737571934298	5.08807949152982e-06
DCAF7	4.98198348701695	0.246461967522884	5.81745205644209e-06
FAAH	4.98094942934861	0.5996285688707	5.83935747381609e-06
EPCAM	4.97258029828537	0.705554309107175	6.0196520467224e-06
USP38	4.96292971778937	0.442643090867391	6.23433818878102e-06
ICA1	4.91845043945534	0.614242757590261	7.32490031695711e-06
C9ORF152	4.91740103356755	0.919694084026844	7.35276780138756e-06
SIX4	4.9165355766973	0.646335139822972	7.37582860855094e-06
TBCD	4.91175309993022	0.426913556171423	7.50454574081024e-06
EXPH5	4.88300591418402	0.685015625567005	8.32594893483567e-06
CERS6	4.86419981540004	0.509950429268424	8.91030987499349e-06
CAMSAP3	4.85728619429859	0.461220737904288	9.13508320775114e-06
ZBED5	4.83241878337759	0.431503373635154	9.99041860616737e-06
SESN3	4.83196044626522	0.786906917747943	1.00068975091969e-05
MARVELD2	4.82212586857377	0.423283299077495	1.03669678330953e-05
ASPSCR1	4.81325878761566	0.373228797234221	1.07024684910291e-05
OCIAD2	4.80720925168741	0.727735923610235	1.09374376429041e-05
KSR2	4.79307291813957	0.644102366443165	1.15063636781059e-05
GLOD5	4.76513295258852	0.558515777752346	1.27172802403912e-05
FHDC1	4.76247789384529	0.628064137001208	1.28386348484917e-05
CASD1	4.76177806867454	0.516793901946797	1.28708098779468e-05
ROGDI	4.75826347458223	0.526390257245546	1.30335925638663e-05
KIF22	4.75407061081859	0.591246826031723	1.32304253864662e-05
STK32A	4.74973090864283	0.94564555876572	1.34372125838636e-05
CACNA2D2	4.74583357408214	0.952928448631786	1.36256124218294e-05
CCDC64B	4.73427208467588	0.328947050469209	1.41998279937916e-05
USP27X	4.73243381579279	0.612432864931147	1.42932817588709e-05
MFSD2A	4.72954923953919	0.894849930590599	1.44411409597527e-05
SIAH1	4.72677520871284	0.341365940180009	1.45847437095578e-05
PARM1	4.71700444312335	0.952122147531872	1.51017489098531e-05
MYO10	4.70904874285071	0.655021837913902	1.55359056949267e-05
PID1	4.70830356379077	0.819215947441742	1.55771907470289e-05
PPP1R9A	4.69558855720168	0.713301381438801	1.62983859388425e-05
B3GNT8	4.66246002267029	0.900977587556669	1.83341312136108e-05
CDS1	4.65218195268657	0.655159639594148	1.90147430544936e-05
CRNDE	4.6459070563275	0.69314118041801	1.94423288159385e-05
ZMYM3	4.63160976757153	0.345618865846978	2.04519410950509e-05
SH3RF1	4.62821203782124	0.462031554501859	2.06992987833686e-05
ATP6V0D1	4.62685257294427	0.342982498800043	2.07990848099308e-05
RNF208	4.60019888499689	0.568712249709519	2.28530602573399e-05
PPP3CA	4.59009858530195	0.459236660874949	2.3682026591983e-05
SELENBP1	4.58566159304186	0.908785148897705	2.40553916635142e-05
CISH	4.58487404929962	0.607574400103171	2.41222593865264e-05
CUEDC1	4.56880641092229	0.512275450877531	2.55267686106433e-05
CCDC57	4.56668232203381	0.576682815773124	2.57183066612166e-05
TMEM192	4.55702552544949	0.389466783048187	2.66069138278314e-05
HID1	4.55166871748155	0.572991666554723	2.71126754155996e-05
MYO1B	4.5445365374211	0.606209411322205	2.78006254323622e-05
PRR15L	4.53143055649307	0.777514113404685	2.9109417265128e-05
TMEM198	4.5233962293689	0.505100721760988	2.99412259151414e-05
CDH1	4.50943103190748	0.613231797471602	3.14425054798932e-05
MSANTD4	4.49522107149641	0.394523949370711	3.30452857733939e-05
HAGH	4.47042477066175	0.350908552680716	3.60346940089272e-05
LINC00630	4.46727417465097	0.275699132913828	3.64328830323336e-05
CALM2	4.46509973317154	0.283420705170593	3.67101950782333e-05
NOXA1	4.46207268301861	0.477598928658227	3.7099665807126e-05
MFSD4	4.46179466961547	0.696869379460805	3.71356369504589e-05
EVA1A	4.46145547903074	0.956625426957812	3.71795695602937e-05
CANT1	4.45675361769413	0.378712648541402	3.77937990459586e-05
TP53I11	4.44815903372558	0.759327733415193	3.894217784145e-05
ATAD3C	4.4460889123476	0.781591894889095	3.92238140029067e-05
PDPK1	4.4446714880199	0.250940732277764	3.94177939737152e-05
ZNF444	4.44444542721958	0.360584711390315	3.94488174439392e-05
GDF15	4.43641753178543	1.14274058370765	4.05660598376415e-05
PGAP3	4.43373576441373	0.377827245406016	4.09460952431056e-05
PNPLA7	4.43215585299088	0.429766666070494	4.11716046317545e-05
NAV2	4.42883842499359	0.711684685182863	4.16490579116324e-05
KITLG	4.42740291719098	0.720271462732941	4.18573256272644e-05
MYO5C	4.42327553344119	0.667716540196706	4.2461797903091e-05
C16ORF89	4.41398496119477	1.43759470971473	4.38536684570853e-05
ST3GAL5	4.4128005041348	0.761854579777523	4.40342761277415e-05
LNX2	4.41118769097656	0.41917782790927	4.42813635173532e-05
FAM84B	4.40575572516227	0.568123940571061	4.5123512236359e-05
KANSL1	4.4053932968853	0.316937152340236	4.51802523887949e-05
ST5	4.40018552366634	0.55209590473739	4.60032581398041e-05
LRRC8B	4.39010929230001	0.376231107309267	4.76372273386965e-05
TSTD1	4.37454772296228	0.535389660640804	5.02720941603197e-05
ZFP62	4.37169949686147	0.32962150454966	5.07694499157813e-05
INPP5J	4.37116359029604	0.514147136919249	5.08635625776615e-05
GPRC5C	4.36902291138737	0.753947831215346	5.12411894358849e-05
CADM1	4.36608526073224	1.12131004202502	5.1763843222242e-05
MID1IP1	4.36536697245442	0.489397660959602	5.18924238152804e-05
ZNF710	4.36209210179349	0.482841672720545	5.24826006961698e-05
WFDC2	4.35603517036389	1.25230526361731	5.35913726205135e-05
TRIM24	4.34044140327273	0.445748617602363	5.65516677597633e-05
SBK1	4.32670224411185	0.764207726657467	5.9291002298303e-05
PRDM16	4.31938380645218	0.747524983300971	6.08023112880885e-05
GPR39	4.3169111554382	0.607769820814487	6.13213322822291e-05
TEF	4.31665844917531	0.502993924318125	6.13746180817948e-05
VKORC1L1	4.31373351992149	0.423953762826557	6.19946503958798e-05
LGALS8	4.30831834868656	0.391687957684919	6.31586545080587e-05
NUDT16L1	4.29946991530215	0.355773085337446	6.5106434303041e-05
SYNE4	4.29898810879055	0.733774792217937	6.52141497336731e-05
SYT17	4.2968403208521	0.615901936097902	6.56964287042318e-05
PPP1R13B	4.29392697446087	0.435065144801692	6.63561453198656e-05
DNAJC12	4.29135290020584	1.12782073533093	6.69443797365074e-05
GPS1	4.28992606057695	0.25193571794291	6.72726210835752e-05
CREB3L4	4.28475814803317	0.479364508540587	6.84746074183876e-05
IRX5	4.28465404825473	0.720556223860744	6.84990323929169e-05
ZNF785	4.2771653943422	0.333447223999398	7.02784454527e-05
HMGB3	4.27168785501224	0.797693356486486	7.16082942394383e-05
GDE1	4.25545471814687	0.362531186380233	7.5694316912464e-05
EIF4G2	4.25543412006557	0.269709609695736	7.56996424994642e-05
TMEM163	4.25018861406076	0.729851003181866	7.70677468220937e-05
TMEM30B	4.24809322242489	0.667880467329189	7.76209287669936e-05
RP11-902B17.1	4.24806020694412	0.262954635699059	7.76296755562201e-05
CXORF23	4.24512967440671	0.185791523929642	7.84098791369232e-05
TMEM97	4.24093579452347	0.487385981315612	7.95396619106708e-05
CTD-2396E7.11	4.23877465482267	0.336169886575868	8.01279916358282e-05
KCNS3	4.22897790452465	0.787617016325682	8.28482828695569e-05
HES6	4.22570809773792	0.897028626350427	8.37759779769363e-05
C1ORF210	4.22228440487509	0.575946742356849	8.47581171084801e-05
DCXR	4.22148281398449	0.42640539926891	8.49896723433101e-05
ARSJ	4.20815090194617	0.758338221144462	8.89319095416794e-05
C9ORF3	4.2080601934711	0.425632832419702	8.89593292278583e-05
MAL2	4.20448634168477	0.895529352256189	9.0046186390613e-05
SLC19A2	4.1837863116035	0.457691731517496	9.6598836368532e-05
MEGF9	4.17809253929158	0.509528799636686	9.84806937011122e-05
LMO3	4.17349136149609	1.17851328516211	0.0001000273135952
CGNL1	4.17260519403387	0.677630891469082	0.000100327873883207
SETD6	4.17170333171363	0.37801393251238	0.000100634654687852
TAPT1	4.16900544793965	0.371942669967938	0.000101557806348662
PHOSPHO2	4.15169719596456	0.339477121334294	0.000107678176760411
ORMDL3	4.14935774308533	0.429854791999673	0.000108532321658614
ARHGAP5	4.14905350141575	0.494949634222224	0.000108643882109787
YPEL3	4.14898029911128	0.558990724538909	0.000108670740749769
PICK1	4.14837982747092	0.267222335957567	0.000108891302216036
CTC-498J12.1	4.14496900985164	0.348664003815688	0.000110152381302435
FNIP2	4.14168863929595	0.544755840204457	0.000111378549175591
REPIN1	4.1326124349876	0.362272492437517	0.000114840321660647
SMARCA4	4.13027727005404	0.552852111796185	0.000115747673267975
RP11-44F14.8	4.12250191156536	0.338609247479897	0.000118819103106249
ZNF629	4.11620361534725	0.422369118813562	0.000121364683516917
TNS2	4.11281363735621	0.544882158343423	0.000122756550554667
NMRAL1	4.11129254860866	0.307648661488004	0.000123386086397935
THRA	4.10548884350132	0.39046232167166	0.000125816865107896
PHKB	4.1018906303239	0.322429608117279	0.000127347083801987
ZNF91	4.10088333538877	0.414832899749908	0.000127778669846172
AHCYL1	4.09360118574558	0.267674387290392	0.000130941095335713
SPOPL	4.09334572443864	0.305704627011769	0.000131053396451004
FOXP4	4.0856843477122	0.41942070840217	0.000134464920529153
CAMK2D	4.08230316791647	0.504374537809482	0.000135997659512648
IGSF9	4.07755380355433	0.598148310708929	0.000138179145422603
CXCL17	4.07173353914348	1.48448226351944	0.000140898628248311
SPTLC2	4.06555587685675	0.310443026770793	0.000143841626046141
ABHD11	4.06433830808059	0.428599275659201	0.000144428628503833
ELF3	4.06345746542008	0.770501955866614	0.000144854732931088
CRB3	4.05889747958476	0.610687925316711	0.000147080086146148
PSD3	4.05819983526024	0.484331111023026	0.000147423446549469
FAM13A	4.05801238392365	0.521914509927103	0.000147515836495718
ZBTB18	4.05732796289783	0.548442466125587	0.000147853644862401
STRA13	4.05504045566414	0.238673162191275	0.000148988112626097
RP11-251G23.5	4.05062747350582	0.0929829682682293	0.000151200475571665
SLC30A9	4.04971371622914	0.3055484894769	0.000151662516171714
IVD	4.04536301433208	0.43393887532963	0.000153881199683564
SPOP	4.04130254372548	0.238965632317312	0.000155980112293484
PNMA6A	4.0387347072843	0.771943461510698	0.000157321692588547
CCNJL	4.03201315676928	0.734557813645691	0.000160886328893236
PGRMC1	4.02575115345552	0.332677560573547	0.000164277277019798
GNAQ	4.02177135473382	0.383629896826535	0.00016646810471806
TMPRSS2	4.01618974404587	0.823132667761933	0.00016958824119984
EPS8L2	4.00988922323865	0.48130854369659	0.000173178017980258
LRIG3	4.00929809899803	0.72558371172063	0.000173518551074922
PIGQ	4.00889134761601	0.326074558241276	0.000173753246099325
PM20D2	4.00683077026303	0.379063698277426	0.000174946907216413
AC009299.3	4.00016988555031	0.362606980331662	0.000178859785793004
MAGI3	3.99386175195725	0.45368610881095	0.000182643136844174
PLPPR1	3.99010918241866	0.552376976323576	0.000184930237784663
CELF4	3.98704491787423	0.794401982796206	0.000186818282256432
SORBS2	3.98458299165695	0.731482742823102	0.000188348641297822
SH3PXD2A	3.980395378725	0.51512874067005	0.000190979496191089
SMAD1	3.9718123840718	0.59204704661856	0.000196482838683933
BAIAP2-AS1	3.96966532024283	0.389662440216749	0.000197883225380132
CORO2A	3.9646494701296	0.524876018133188	0.000201192297105184
VIPR1	3.96163770493997	0.569995070287069	0.000203204769912429
FASTKD3	3.96006936507887	0.385361985777038	0.000204260403139406
RAB40C	3.95815323253012	0.419173140798049	0.000205557301349185
CCDC154	3.9576823798752	0.240130419763058	0.0002058772007791
KMT2C	3.95317856120233	0.298619685387854	0.000208961439200855
RSBN1L	3.953016982237	0.273537712664153	0.000209072911956766
TSPAN13	3.95193755665771	0.54850953004161	0.000209819074195759
OVOL2	3.95092104126248	0.553339265995175	0.000210524093131529
CAMK1D	3.94575394523431	0.751286983803477	0.000214143217098097
LIFR	3.94482317648462	0.668745557732411	0.000214801479132365
NARF	3.94298139206229	0.344680440782116	0.000216109779147832
ARFGEF3	3.93445065963537	0.662139272382524	0.000222270238927194
ZNF692	3.93432694328939	0.265998705121172	0.000222360812105639
SH3BP4	3.93371638737517	0.571864169003782	0.000222808322758451
NR0B2	3.93298638823206	0.807246857887017	0.000223344517876056
C11ORF49	3.93219631257943	0.378936755570449	0.000223926239450947
FBXO34	3.93043753332762	0.32195982216342	0.000225226444564779
TOX3	3.9289731698817	1.03934510989089	0.000226314538281195
EPB41L5	3.92877673206027	0.434964052814866	0.000226460885457958
FBXW4	3.92605479788101	0.372998915060591	0.000228498137863534
TBC1D16	3.92252323104704	0.374956209416524	0.000231167663110696
CADPS2	3.91862427196957	0.657507312444951	0.00023414975284928
PARD6A	3.91398644962329	0.491170817562774	0.000237745165201555
RSPRY1	3.91085035092245	0.270298601312115	0.000240206420906974
CACNB1	3.90584608343402	0.556515255403054	0.000244184676494057
ENC1	3.90501087843159	0.633475543559787	0.000244854782618852
CYB5A	3.901459987554	0.640718954965834	0.00024772354810303
RHBDL1	3.89753478046771	0.56910858114048	0.00025093233444956
ENTPD3	3.89299510475303	0.575110344540121	0.000254693285226846
SLC22A31	3.89225327254055	1.10198715846894	0.000255312994605928
BAZ2B	3.8853243705397	0.35805516342951	0.000261171674112652
FUK	3.88468881682404	0.247719436781852	0.000261715485926247
FBP1	3.88314731103696	0.870333869952925	0.000263039001372959
ZNF358	3.88168465918985	0.373160544322774	0.000264300760642691
C1ORF35	3.88020940124986	0.24297715504856	0.000265579286550057
FBF1	3.87310458114835	0.34687452330887	0.00027182035325853
DHCR24	3.87169936356346	0.556594217754966	0.000273071319030732
CCDC43	3.86946265800438	0.275735756260687	0.000275073918206564
PIGM	3.86832463247541	0.387839968092492	0.000276098240598949
SLC25A10	3.86304408711513	0.314372015942801	0.00028089934247669
POU6F1	3.86143699943914	0.296119378966632	0.000282376366566904
ARL6IP1	3.85857320646451	0.32149692244165	0.000285026902506442
RP5-1159O4.2	3.85610193503095	0.316065701217622	0.000287333342323666
ZSCAN31	3.85499692687447	0.434892427063089	0.000288370437902202
TBC1D9	3.85087867188444	0.43114164787227	0.000292267350219185
NFIC	3.84633471900117	0.442803128644125	0.000296625762918896
ZNF189	3.84205688969288	0.34175351573033	0.000300785907885711
SECISBP2	3.84105467587681	0.24281576846128	0.000301768619761628
PPM1A	3.84068744249061	0.271723858962125	0.000302129478370966
PRMT8	3.8358119637556	0.411173049910614	0.000306959762490314
ADGRA3	3.83552359721552	0.484471016357691	0.000307247766086802
SGSM1	3.83523218187525	0.491860391941192	0.000307539078181694
C8ORF4	3.83390592539234	1.21785328954645	0.000308868217514341
DESI2	3.8330092977774	0.330949783940383	0.000309769916506607
SNN	3.83137583403895	0.427487994989445	0.000311419118416541
PDIK1L	3.83057166705352	0.401838944707339	0.000312234126279503
EFCAB14	3.82965973225867	0.304739075156223	0.000313160832112189
PPFIBP2	3.82630257291345	0.531585666160691	0.000316595170580997
ESYT3	3.82263777175113	0.524133142779646	0.000320385487229139
MICAL2	3.82006270426146	0.657669141561407	0.000323074757712013
LPCAT1	3.80327577387073	0.816487087983769	0.000341144420853739
SURF1	3.80179280535862	0.282811990827647	0.000342786502861712
GRHL2	3.80163594157837	0.509181942301628	0.00034296063987736
CD47	3.80080022423584	0.473447629897213	0.000343889814311095
TRIB1	3.79773144413686	0.455255605080154	0.000347322526297853
SP2	3.79405709980397	0.212859706471388	0.000351475854416869
TCAF1	3.7880237862304	0.450684337144639	0.00035839916224199
RSF1	3.78701517048367	0.262713429129166	0.000359569245664365
CTA-384D8.34	3.78459362996211	0.661244751015838	0.000362393417534772
RBM47	3.78325595512586	0.492195957593852	0.000363962614289735
SP5	3.78261962982758	0.592591295686079	0.000364711357757243
DPYSL3	3.78103068375573	1.02280535002831	0.000366587472062554
CDK18	3.77710531019072	0.531135020504183	0.000371262014153316
FRGCA	3.77158997998537	0.653364436236923	0.000377926593325628
PRSS16	3.77051496683966	0.445391286851605	0.000379238894759429
TEX2	3.7686937913682	0.33025558169306	0.000381472030577732
HADH	3.7642000804358	0.301029939940339	0.00038703627948581
CTD-2008P7.9	3.76414224038979	0.216994101033148	0.000387108403197153
APTR	3.76176581326844	0.455088492941896	0.000390082850683689
RP11-532F12.5	3.7595603224128	0.406715513059105	0.000392862927947071
GOLT1A	3.75769947085156	0.772636440670525	0.000395223333529463
THUMPD1	3.74958144218676	0.27894129360035	0.000405680533000561
BAHCC1	3.74807597576718	0.393823395312687	0.000407648701276547
SERINC2	3.74410269135945	0.586756377919107	0.00041288718026627
TRIM2	3.73771760526641	0.558379522310566	0.000421440717977861
ESRP2	3.73724461643704	0.555693461844656	0.000422081044223218
MSI2	3.73545198739154	0.340500461936344	0.00042451634792225
LINC01003	3.72724251245114	0.507914090008232	0.000435841896290034
RUNDC1	3.72604412257762	0.192738645459543	0.000437519157813366
TANC2	3.72133535490336	0.473702926929918	0.000444169550737857
TMEM54	3.72059803610413	0.457345876991644	0.000445219618063438
MCF2L-AS1	3.71928482169694	0.4717656210611	0.000447095744965766
ZBED3	3.71795193142925	0.56910447680247	0.000449007716867535
RP11-147L13.11	3.7172940556226	0.313776912437468	0.000449954291944167
RP5-1159O4.1	3.71521422111428	0.498430239140683	0.000452959408483128
LRRC61	3.71383001943313	0.405249341258667	0.000454970050477836
KMT5C	3.71227843684106	0.3676254709554	0.000457233974374079
AP3S2	3.71074328321593	0.246959180819615	0.000459484531561449
GPD2	3.70875203490062	0.275210279573042	0.000462419522159464
ZNF330	3.70481186273107	0.325086901345536	0.00046828005924545
KIAA1211L	3.70342271099243	0.587157019646365	0.000470363145650528
LINC00261	3.70206297971988	0.582783818933585	0.000472410696673511
LLGL2	3.69954122996082	0.452974816927472	0.00047623066049792
RP11-134G8.7	3.69807507040678	0.255424978669046	0.00047846517124212
RTN4R	3.69564394873497	0.434322867863189	0.00048219245252578
BRICD5	3.6944171019997	0.293321609472766	0.000484083921940937
MVB12B	3.68975296280708	0.470153169293892	0.000491339738312924
BCL7C	3.68963650955239	0.2799114705009	0.000491522223863772
C19ORF73	3.68669118852016	0.3901121671859	0.00049615922907546
PRR36	3.68484413066824	0.576821240758108	0.00049908847497383
RP11-134G8.5	3.6836211793666	0.249765108309312	0.000501037040465242
DYNC1LI2	3.67624900182731	0.258878290463766	0.000512938298322431
AGPAT2	3.67536560705114	0.438562665250418	0.000514382400357671
PCGF2	3.67424433494815	0.382705279226394	0.000516220961378912
ZNF275	3.67223335972962	0.441459637825941	0.000519534120582601
RP11-760H22.2	3.66918711712965	0.271294922683957	0.000524591654886001
LZTS3	3.66844426929049	0.394748871393579	0.000525832086488657
RP11-465N4.4	3.66557743201696	0.414806861518786	0.000530645554262805
ILDR1	3.66541700770515	0.379457278486443	0.00053091614944597
DPP10	3.66447638777573	0.525515421046453	0.00053250539159586
SLC9A5	3.66189365791921	0.35182001102746	0.000536892498065883
NTPCR	3.65946689257556	0.304114029329944	0.000541046126111998
PEX13	3.65682865131587	0.242248108270888	0.000545596534510328
LINC01534	3.65299468945824	0.295081687676024	0.000552274519378443
TRIQK	3.64308975505443	0.443542551497304	0.000569890163120419
PELI2	3.64231715753864	0.591396710459554	0.000571286532452753
FOXJ3	3.63608199234686	0.250276030313349	0.000582675952486531
LINC01426	3.63111557728526	0.541932969771129	0.000591902571606374
SMARCD2	3.63035356552847	0.306557358084522	0.000593330520098416
JMJD8	3.62675875948781	0.305791380413726	0.000600111351105522
SFTPB	3.62635992168805	1.76373327743012	0.000600868214582302
KCNK5	3.62470994177667	0.664842078823025	0.000604009026072027
ACVR2A	3.62145534311026	0.387322955759833	0.000610250288567676
TTC39A	3.62051775559053	0.606217438825612	0.000612059663053371
NUBP2	3.61796819771607	0.257434519393699	0.000617005769044551
CLDN15	3.61688471767763	0.375942261703191	0.000619119230608277
TMEM98	3.61562036485603	0.721270748439618	0.000621594239022184
EHF	3.6118569301501	0.661257836267711	0.000629017257854195
FOPNL	3.6112976222058	0.250533015741179	0.000630127630956455
SLC12A9	3.60728434820912	0.340291047385278	0.000638150046070573
ABHD2	3.60457728936503	0.43057692072547	0.000643616288868036
CC2D1A	3.60435103360379	0.215497911973814	0.000644075173443322
RP11-130L8.2	3.6031710537852	0.112050423152061	0.000646473431200747
ZNF263	3.6018349522076	0.239873272969322	0.000649199279730326
DAPK2	3.60040542035097	0.560235539877247	0.000652127874959162
ACPP	3.59963307518567	0.406549198766609	0.000653715368840234
PIDD1	3.59648055845423	0.31453634401264	0.000660233412455334
NRGN	3.59149748999644	0.78325577392396	0.000670662781771043
LINC00865	3.5901405630577	0.358365423195296	0.000673529869528374
MICALCL	3.58902302605066	0.483082140781191	0.000675899913458479
TSR3	3.58877675811823	0.290406850648464	0.000676423260044382
LRBA	3.58678488842971	0.327935004737115	0.000680670422249587
RNPEP	3.58515298204048	0.252503262945155	0.000684168983139249
VSIG2	3.58442065177897	1.05159318559324	0.000685744553686
MLLT6	3.5834884180817	0.270445350252846	0.000687755209194966
SH3BGRL2	3.57675555981999	0.519958305467783	0.000702444446421663
RPS6KA3	3.57647118140887	0.345144687791132	0.000703071414919153
CDKL2	3.57606214855202	0.650872851295178	0.00070397414387453
ARL8A	3.57430997223742	0.252676066942626	0.000707853681825677
ARVCF	3.57182844310656	0.429142447666437	0.000713382965141751
TOM1L1	3.56889729848362	0.331352335511222	0.000719967077876687
ATOH8	3.56888773071765	0.769593004064277	0.000719988664047926
HAGLR	3.56733325521705	0.614121685020176	0.000723503969213634
PTMA	3.56730619186243	0.254025275688974	0.000723565315081866
EPC2	3.56413262642765	0.266864385615571	0.000730793451902143
AKTIP	3.56207619671732	0.273930582785928	0.000735513855423765
PKP4	3.56127918462311	0.286501528676325	0.00073735114238942
ZKSCAN2	3.56108343234658	0.309762732414563	0.000737803062257665
MARCH9	3.55731447308365	0.422826337829171	0.000746555801597082
PPP2R5E	3.55492738423055	0.257266884800497	0.000752150439280071
PIGW	3.55478551541116	0.28704690271887	0.000752484191929108
MT-ND1	3.55460160230408	0.443693481706669	0.000752917065505041
SNX30	3.55377723305109	0.517149844010583	0.000754860286144662
ABHD11-AS1	3.55284638755435	0.347318810483738	0.000757060234744615
KIAA0895L	3.54885562058698	0.315073800455647	0.000766561335811336
HOPX	3.54367574758658	1.16534957208797	0.000779062792524239
C4BPA	3.54302520334421	1.16838547323406	0.000780646507518588
CLIC6	3.54107714719881	1.05446067635123	0.000785407291969157
TMEM87A	3.53835408231765	0.322862170636108	0.000792108419891093
C1ORF127	3.53212606280047	0.276114221480073	0.000807639918694432
XIAP	3.53030594314776	0.313779609241058	0.000812233388391302
STARD10	3.52963577656081	0.553394885053788	0.000813930952438211
SOX4	3.52879352056585	0.479117758770881	0.000816069214151323
ORC4	3.52748263202056	0.185993925358841	0.000819407842521182
NFATC3	3.52701777063962	0.301312292192777	0.00082059488956344
CAPN1	3.52190626184484	0.339706403765131	0.000833755729252403
CDC42BPA	3.52094311553426	0.566364369353335	0.000836257960929156
PAIP1	3.52047085402396	0.295237356125365	0.000837487493374882
FAM173A	3.51887499693165	0.283099710005826	0.000841655039354037
TMC4	3.51751475573999	0.498567321111423	0.000845222842262507
FAXC	3.51568474082034	0.48890192803349	0.000850045519859124
SESTD1	3.51503772953274	0.537522406393221	0.000851756855074213
C11ORF1	3.51259526215105	0.390900124330265	0.000858246718000808
ENTPD8	3.51259187371584	0.568172034137235	0.000858255753960808
RP11-66N24.6	3.511838668021	0.563557965323426	0.000860266578360627
ZNF77	3.50901441271488	0.289146744519338	0.00086784641893344
ZNF304	3.50777990191202	0.239746978983633	0.000871179549274715
RSG1	3.50739562884906	0.213081442362542	0.000872219552614148
RAB11B	3.50664044789941	0.195101178651886	0.000874266827422127
GNA14	3.50594674426798	0.544743662794076	0.000876151463635967
AL133410.1	3.50323532881106	0.191593442269918	0.000883554880200447
LONP2	3.50061622944243	0.238472887320209	0.000890762663182379
HYI	3.49912642355177	0.396832942876455	0.000894887520445636
SCNN1A	3.49884006849995	0.621225301909127	0.000895682434940493
TMEM61	3.49151760034803	0.624297791180806	0.000916238879509704
ERICH2	3.48575609639476	0.592533573660926	0.000932727508631474
DNASE1	3.48566986538038	0.324612906467563	0.000932976417818434
CENPB	3.48336267131061	0.299046646641988	0.000939659701144459
TSC2	3.47950171441811	0.244932084169244	0.000950945626045186
EIF1AX	3.47916478135167	0.265032825367579	0.000951936595953418
MYO1D	3.47781758870995	0.391150332976513	0.000955908697733012
ATF2	3.47388735631579	0.20916926912513	0.000967586846165053
LRRC31	3.47033486292139	0.470484056954406	0.000978259052200717
