gene	t	logFC	p
LONRF2	5.90266781281542	2.03002558528488	2.08099429261811e-06
CRTC1	5.84713711245313	1.19863045305976	2.42458450639313e-06
AKAP1	5.77312008670173	1.28160227966612	2.97320526667857e-06
CACFD1	5.76702800322054	1.30735831815555	3.02358667508466e-06
DOLPP1	5.71086676640013	0.780792768779119	3.53051866965089e-06
DCAF7	5.63126134279631	0.634670074120767	4.39924736962947e-06
NTHL1	5.55411953455966	1.40823803961756	5.446110743822e-06
REV1	5.43152566211167	0.857742519718823	7.64954875493097e-06
TBCD	5.33815938196793	0.960388503999637	9.91184792659692e-06
GOLGA7B	5.32970985231735	2.28195374366644	1.014711522259e-05
TP53I11	5.32065483580866	2.03739367794775	1.04054642224495e-05
FAM174B	5.11201334047099	1.9913671554256	1.85792208985007e-05
PRDM16	5.11197640450381	1.80362244802943	1.85811285631501e-05
ASPSCR1	5.09588437687979	0.842306417813247	1.9431172571585e-05
FAAH	5.09248469524136	1.30668666277878	1.96156768195574e-05
ZNF827	5.08624179541649	1.2893766040078	1.99590619362067e-05
ANKRD65	5.07727775699855	2.37037456516702	2.04626639044277e-05
FAM234A	5.03952729020125	0.588712259547957	2.27267718260251e-05
PPP1R9A	5.02237175495998	1.72654482244349	2.38368681489781e-05
ZNF652	4.9532884020508	0.830854277760402	2.88832048731268e-05
NAA60	4.88776720361345	0.707024315715484	3.4651512344823e-05
ZNF263	4.85667905846774	0.732265188441985	3.77773844717198e-05
RP11-130L8.2	4.79086294525052	0.322233778788359	4.53537520432718e-05
NUBP2	4.72558262400514	0.599174835143616	5.43622602640555e-05
GADD45G	4.71422180993992	2.50175121946792	5.61028411720344e-05
CACNA2D2	4.70442123684397	2.30502967202423	5.76488743151693e-05
BAZ2B	4.70410060163053	0.858579464160137	5.77001642529912e-05
AK1	4.69659750178917	1.21756804941327	5.89134367355528e-05
RAP1GAP	4.69032612573712	2.35223703211447	5.99469887213346e-05
LINC00630	4.67963224086669	0.739220711359928	6.17511657231827e-05
AMACR	4.66910903594392	1.12167623720082	6.3579260859371e-05
ATF2	4.6634954677488	0.586302829325467	6.45763664019051e-05
WASIR2	4.65816396499812	1.05344849099501	6.55377650941453e-05
ZBED5	4.63566492381232	1.13595892383051	6.97541314068943e-05
KSR2	4.63356013763737	1.45445743739361	7.01621054798657e-05
SGSM1	4.62047781147471	1.30830920697171	7.27515966664528e-05
RUNDC1	4.61985211770942	0.566196251166364	7.2877798003586e-05
LNX2	4.61460403820217	0.997328163080237	7.39449283948253e-05
PELI2	4.61294475589445	1.62489929858891	7.42855425664775e-05
OVOL2	4.60475797095994	1.50964591790114	7.5989069244601e-05
PLPPR1	4.60205153525977	1.66087070335336	7.65607246396518e-05
RRN3	4.60084388388575	0.660522787824436	7.68171824349143e-05
JMJD8	4.59344221366073	0.724587738199342	7.84077586337725e-05
ROGDI	4.57809298267626	1.13763146440504	8.18112412459762e-05
THUMPD1	4.56765050804035	0.838881819258396	8.42101877647566e-05
TSPAN3	4.56387953492874	1.15204641241525	8.50935524513811e-05
PNMA6A	4.54395174650452	2.16970912984201	8.99167532268369e-05
FBXW4	4.53138817966812	0.835867767351769	9.30960456171396e-05
PNPLA7	4.51782171683208	1.09580244093721	9.66544853244836e-05
LUC7L3	4.50348868724942	0.815108652351058	0.00010056066059488
KANSL1	4.49942978974579	0.849655200846565	0.000101695008882478
KAT7	4.49530084980286	0.572030025326328	0.00010286195412293
CLDN3	4.47051644019806	1.88243727482271	0.00011015104885243
TBC1D30	4.45622446609153	1.51028349457993	0.000114584750480421
GNAQ	4.40201912565102	1.01178439445752	0.000133067273627927
CENPB	4.39938183030622	0.928689194727845	0.00013403823463032
INPP5J	4.39886454318756	1.37374353479115	0.0001342295031691
MRPS26	4.39463450766419	0.826847121292365	0.000135803746082114
RBBP8NL	4.3872250820135	1.15377918268799	0.000138605397267036
TRIM24	4.37839408594152	1.11130865459355	0.000142019387987537
MBIP	4.37584915807134	1.58743365632989	0.00014301859409576
MYCL	4.36482445679709	1.95881207473633	0.000147428148959949
PIDD1	4.35241328428793	0.95590512127293	0.000152553372302478
EIF1AX	4.34989916365778	0.695921789623576	0.000153612856206947
SETD7	4.34917038186783	1.17285730860415	0.000153921333100064
VEZF1	4.34381184324989	0.823869315304344	0.000156208376652185
RALGAPA2	4.32971326379053	1.15321141860439	0.000162387495853007
DYNLL2	4.32086796189035	0.960182597177542	0.000166386967952242
REPS2	4.31479618318951	1.33083614304694	0.000169188586401713
ARSD	4.31078306915699	1.11099811489168	0.000171065849098277
RBBP6	4.30408250686149	0.63645208849096	0.000174246245894626
ZMYM3	4.29875693210015	0.831013905348269	0.00017681563338582
ORMDL3	4.29459917854272	0.975769039707414	0.000178847587430684
ZNF710	4.29443380199445	0.951792297077144	0.000178928884749272
JADE3	4.29063624912757	0.883380527560143	0.00018080580043648
SPOP	4.28795202953678	0.566019449594417	0.000182144180661008
PPP1R13B	4.27474769623124	1.16550758513805	0.000188871848089656
TMEM8B	4.25713328807778	1.41609167596912	0.000198229936892184
PTAR1	4.25364939181713	0.923825177993265	0.000200134364627475
MED13	4.24902431886488	0.641630429261757	0.000202690538277634
PHKB	4.2439727435702	0.887021322171375	0.000205519267937792
TRIQK	4.23453301706975	0.997252171394427	0.000210910077605427
SIAH1	4.23149980381436	0.887848776061518	0.000212671725918126
ZDHHC21	4.22763198994064	1.00219405143687	0.000214939178270865
MKL2	4.22392544596957	0.52604818520248	0.000217134468724826
NR0B2	4.2221686593963	2.1188288054472	0.000218182682588992
FRY	4.21780416440501	1.34504848896757	0.000220808486774197
MID1IP1	4.21294021303503	1.12007157667143	0.000223771525732938
HES6	4.20362114402234	2.37134663599918	0.000229558542364777
ATP1B1	4.18678686872626	1.51790874839035	0.000240388978348119
SECISBP2	4.17668850252076	0.629172784021679	0.000247126002564081
LUC7L	4.15803366860218	0.74522127890794	0.000260064454297536
TMX4	4.15082441252539	1.10639575286481	0.000265241486318107
EPB41L5	4.14534748204637	1.11257968766989	0.000269242272393875
SH3BGRL2	4.14529462877216	1.43605391186954	0.000269281168827348
PCMTD2	4.1422823457658	0.733106956520066	0.000271507178101288
NOXA1	4.12671748342305	0.960595803418851	0.000283301270507407
ZNF785	4.12555771153681	0.794488353301036	0.000284200004193655
ZNF275	4.12552890918929	1.17856657531119	0.000284222359482829
ZNRF3	4.10921201639094	1.08703429021296	0.000297169300992363
HOOK2	4.1081815665076	0.883785532932233	0.000298006146828676
PPFIBP2	4.10215498467854	1.38548462349648	0.000302947097507918
MTURN	4.10057585307082	1.5038691715043	0.000304255040632239
MARCH9	4.0996543675179	0.85524462811807	0.000305020843320497
TNRC6A	4.09403722231155	0.659842617729882	0.000309730180941726
CDK18	4.09380900557169	1.24531303241003	0.000309923019878242
MVB12B	4.09263645666427	1.34744959532104	0.000310915666633484
SLC19A2	4.09064829474351	1.11890996303546	0.000312605943142064
SOCS7	4.08764113070971	1.06185125283705	0.000315179740937476
NFATC4	4.08710980839347	1.39689847580499	0.000315636656290518
ZNF500	4.08479628385142	0.652082684690923	0.000317633801605584
DUSP8	4.08309855456485	1.38646620336895	0.000319107267558407
FUK	4.08125805771712	0.604148821285836	0.00032071223952126
ORC4	4.07901222165366	0.491225377311502	0.000322681441172981
APPBP2	4.07180576065718	0.57456970814699	0.000329080898692329
MSANTD4	4.06106399122296	0.964816347569473	0.000338852134119011
PARM1	4.05689153750346	1.98366134416329	0.000342724058978583
HSD17B12	4.05239213435143	0.703582952148466	0.00034694813976392
PIGA	4.04736724687995	0.727849474583445	0.000351726068833973
TMEM198	4.04704449127725	1.25295396214486	0.000352035163262612
ZNF692	4.04012997309982	0.674755983905501	0.000358721520511549
FAM120AOS	4.03108239090516	0.711995626591932	0.000367659377487814
HS6ST1	4.00923133733272	1.05522052290605	0.000390157723489828
B3GNT8	4.0032448958847	1.89845384803916	0.000396553985918222
CAMSAP3	3.99905895063592	1.05098026211108	0.000401087560500369
FNIP2	3.99430510660157	1.22101207322394	0.000406297936282979
KLHL20	3.99401880919013	0.710172893684409	0.000406613841134099
FOPNL	3.98597672387145	0.591091863108029	0.000415586795943039
PHOSPHO2	3.98430954897173	0.721446384313278	0.000417471127803829
MFSD2A	3.97974224701642	1.90955662447459	0.00042267640697649
ZNF629	3.97646684299897	1.1183838478177	0.000426448502688502
HID1	3.97479594779804	1.36300173927017	0.000428385483907644
CTPS2	3.97350108831095	0.587354288876079	0.000429892482676599
PRR36	3.97201451194311	1.61020377800509	0.000431629023645508
THRA	3.96402960767516	0.954768091129623	0.000441075021336894
ZNF444	3.9593029754674	0.823436573864801	0.000446761802228671
TMEM97	3.95797182326371	1.23384273396368	0.000448376299696161
RP5-903G2.2	3.94945988489559	0.505921357764747	0.000458836215903591
GNPAT	3.94786667023842	0.56678829134862	0.000460820462803227
SP5	3.94108445502476	1.444954462918	0.000469361862335927
CASD1	3.93877804288491	1.31159528146677	0.000472301742361924
