gene	t	logFC	p
USP27X	3.92291739413671	1.39958953058827	0.000493013322934147
CTD-2008P7.9	3.92076598674113	0.561820480686037	0.000495890436358037
BPTF	3.91517890173926	0.549888290854941	0.000503439220211217
HAGH	3.91497105018104	0.762299110906801	0.000503722213218418
SOX4	3.89659933717423	1.22857812023732	0.000529361125897579
RASSF10	3.89544920505928	1.7154709741065	0.000531008058288018
KIF22	3.89098198195593	1.25018677692475	0.000537452639661426
PEG10	3.89077714983136	2.43490065452963	0.000537749967707858
SBK1	3.89066571199119	1.8149405072831	0.000537911795126788
PRMT8	3.88790684010778	1.0680097872875	0.000541933406002923
KITLG	3.88754525982481	1.41810813210613	0.000542462659716651
MAGI3	3.88304810524064	0.995810726462474	0.000549087701139434
EIF4G2	3.88164727724917	0.646326643611646	0.000551167485648601
PHF12	3.8811863188356	0.46295782262178	0.000551853547722943
BRICD5	3.88113457410011	0.720253298216462	0.000551930613578209
PTPN3	3.87285773322438	0.968293990140434	0.000564394312040646
SESN3	3.87125383132421	1.5993167448524	0.000566841225097084
MFSD6L	3.86946129935157	1.33245467294865	0.000569588201979499
ZFP62	3.86941299897848	0.80885855725211	0.000569662400198079
PAK6	3.85556881076795	1.318707244971	0.000591324243627236
AUTS2	3.85543644696385	2.33570078783296	0.000591535193303627
LZTS3	3.85497268663807	1.01520621523221	0.000592274874480158
ZNF337	3.85260746814174	0.76615518272468	0.000596061414827354
CISH	3.85210707699114	1.12413358508603	0.000596865534637695
PID1	3.85036983587322	1.75511141103848	0.000599665498417913
HNRNPA3	3.84929962308736	0.456121310259311	0.000601396785370156
ZNF462	3.84539398792821	1.5638962424078	0.000607756531060837
NELFB	3.84535064228285	0.607892129842048	0.000607827480846164
XK	3.84080873727599	1.10447879713369	0.000615306921509563
HELZ	3.83801431867265	0.447622106834444	0.000619953321624837
CELF4	3.83023184343276	2.06394672750932	0.000633075196349471
RAB40C	3.82925723538348	1.05163112731119	0.000634737479825648
OCRL	3.82837174103868	0.814719760869917	0.000636251471787039
SLC36A4	3.82792856681611	1.05960974580583	0.00063701052327056
SLX4IP	3.82522354470626	0.686127724448712	0.000641662812835569
PGRMC1	3.82418141359717	0.725277934888066	0.000643463995084469
PCGF2	3.82082434028604	0.944452289747703	0.000649299916811796
DCXR	3.82079957943877	0.806701241174409	0.000649343152621292
DLG3	3.8176130131683	1.12288207902633	0.000654930883608007
BRMS1L	3.815341341657	0.965484695778731	0.000658942992934957
KNOP1	3.81520899520835	0.632917362851039	0.000659177475610053
NPTX1	3.81305792249423	2.33904934076687	0.000663000059506292
MSI2	3.81295290515155	0.916090301488768	0.000663187235259915
FAM98B	3.81170127094359	0.752429024459875	0.000665422042862237
PDPK1	3.80676043311706	0.616124849699858	0.000674316066158
CHD6	3.80433953273848	0.925756744346106	0.000678716244102121
RGS16	3.79784240340449	2.23289542668151	0.000690664451157098
LCOR	3.79646482795137	0.495767188430218	0.00069322409128767
PIGM	3.79521721303558	1.04872106235518	0.000695550251185118
PM20D2	3.79471796760302	0.925773165223929	0.000696483221902988
ATP6V0D1	3.79074580110171	0.740733555110791	0.000703949942912285
CD24	3.788251870215	1.74000147292525	0.000708677835759677
RPS6KA3	3.78744996518912	0.882602369251495	0.000710204634388449
ENSA	3.78693345631455	0.873649535703411	0.000711189749657218
C16ORF91	3.785714820793	0.719604867362545	0.000713519293413987
TOX3	3.7851606118182	2.53022172555387	0.000714581183245971
CACNB4	3.77882991963503	1.39553583441463	0.000726821133184648
FOXA2	3.77723352610735	2.07131882204722	0.000729939830366306
FHDC1	3.77555408834544	1.36224266746548	0.000733234866464391
CAMKK1	3.76862585051148	0.860303855323863	0.000746982196909369
MFSD6	3.76813177856223	1.06835032284603	0.000747972113274601
TEF	3.76376606087513	1.17633140144166	0.000756775047866317
PPM1A	3.75059895704433	0.699413001769233	0.000783941775719147
ZNF672	3.74897222630758	0.809536387115844	0.000787363440931541
NUDT16L1	3.74792753434528	0.771194771345809	0.000789568525581658
ZBTB18	3.74723801207737	1.34112972772572	0.000791027235254648
PDE4C	3.74081944484666	1.78564673959265	0.000804732717130157
FASTKD3	3.73899184412664	0.931569662618995	0.00080867735862011
TAPT1	3.73634477517363	0.812648236663912	0.000814424180172748
ANO9	3.73373090060468	1.35745299143653	0.000820138017710782
SFT2D3	3.73211138332097	0.678055719377687	0.000823697822828012
LGALS8	3.73078346899842	0.888259682392999	0.000826627905475036
GRIP1	3.72417469584675	0.95564107359946	0.00084136220277316
CERS6	3.72414924108662	1.19456716818818	0.000841419446442417
RAB17	3.72239178785482	1.63837146027794	0.000845380872393073
ACACA	3.71460014747125	0.771890382283754	0.000863163905824403
CC2D1A	3.71381731604527	0.571686498998741	0.000864970609676426
RASEF	3.71281027442895	1.53757385267753	0.000867300192261305
CRY2	3.7123281989792	0.887861278050586	0.000868417537647039
KIAA0408	3.71106587371211	1.29314538196098	0.000871349982983066
NEURL1B	3.70881308599396	1.46734111805613	0.000876607323196462
RSBN1L	3.70606967679512	0.645623995334092	0.000883051389179467
FAXC	3.70200763242606	1.2592049537972	0.000892677695795783
TTC39B	3.69880227642587	0.943317513720485	0.000900345918508198
WEE1	3.68555875092029	0.986735216764854	0.000932714627760478
KMT5C	3.68503078235155	0.922627935740025	0.000934028267541708
GDE1	3.68375874735202	0.828283892619053	0.000937200625932054
MAP2K7	3.68278370722351	0.521552303271772	0.000939639404234659
PKP4	3.68256410377178	0.81527609336938	0.000940189530372142
SPOPL	3.6809309884936	0.716362873049967	0.000944290480794499
CCDC43	3.67889564860736	0.681248207092575	0.00094942585591915
TMEM163	3.67562495381064	1.4020898094944	0.000957735178164609
CYP2R1	3.67518990679822	0.645762774756855	0.0009588457534531
SORBS2	3.67215746370119	1.7455503121568	0.000966621792598144
KIAA0895L	3.67156360841788	0.824039988065666	0.000968151778250413
STX17	3.66720990176049	0.549929229362055	0.000979440726461832
RGP1	3.65312250505009	0.600050739289226	0.00101685368204577
GKAP1	3.65166145172576	1.25618296195569	0.00102081259009822
C12ORF65	3.65086670721553	0.566413754101583	0.00102297234414841
C1ORF35	3.64581082497722	0.592932359136702	0.00103681640637222
ZNF189	3.64194792275828	0.829200942516214	0.00104751650637767
NAPB	3.64135443928134	0.751271455026488	0.00104916992529924
SMAD1	3.64132045376132	1.345156230542	0.00104926468427742
CACNB1	3.63579946431562	1.33597000865296	0.00106476942836991
PATZ1	3.62383971090292	0.856995081432224	0.0010991242821647
ZBED3	3.61384896262193	1.55780497636472	0.00112864715546154
PGAP3	3.61091709557905	0.693517449489939	0.00113745620052775
TXLNG	3.6062634837751	0.677056763266683	0.00115157573974693
AL137802.2	3.60534871556391	0.644413177516829	0.00115437120203624
TMEM87A	3.60289962687145	0.732701500763231	0.00116188792884596
RAB11FIP2	3.6023284231093	0.815295410836897	0.00116364789103426
GPS1	3.59939362779018	0.569116520871408	0.00117273134356488
MFSD4	3.59616109547331	1.62090828664366	0.00118281604293295
PJVK	3.59608860609031	0.379593570482711	0.00118304315483695
DISP1	3.59469617115739	0.944507192179154	0.00118741393556955
DHX40	3.59105533246928	0.844082693586583	0.00119891659444635
RSF1	3.58910559341185	0.625958908531646	0.00120512091185031
PIK3C2A	3.58443294088358	0.535875723678644	0.00122011706353114
LRRC31	3.58262493371247	1.23765263640801	0.00122596807198083
USP38	3.58216834339865	0.947819217974309	0.00122744997684433
NRGN	3.58102663400691	1.73392360433979	0.00123116311334964
IRGQ	3.58024005300525	0.859559583183087	0.00123372762266711
KCNIP3	3.58003638343641	1.07886496865115	0.00123439249644767
UBXN2B	3.57824618104527	0.765489700544428	0.00124025155077973
ZNF784	3.57644079659351	0.644458264393851	0.00124618763461897
BEX2	3.57609847398579	1.70903815020882	0.00124731629412666
ICA1	3.57578046750797	1.09915459493095	0.00124836567089954
AL133410.1	3.57084963810915	0.557068176931653	0.00126474680135436
MYEF2	3.5697256670586	1.56554750949215	0.00126850994012774
C4BPA	3.56698985294663	2.81608822600453	0.00127771512608357
ANKRD6	3.56688581333938	1.06984695984516	0.00127806646441572
SH2B1	3.56225785889783	0.664956155775808	0.00129379011408757
SFTA3	3.56068393292645	3.02304980691756	0.00129918024007144
LRBA	3.55852603671748	0.831467614114501	0.00130660568177965
MBTD1	3.55468632855783	0.699802052236475	0.00131992028010733
RP11-44F14.8	3.55403792083106	0.744550811037934	0.00132218165619653
LONP2	3.55198020980316	0.601926927541653	0.00132938301311588
DEAF1	3.54981830351416	0.581022325971035	0.00133699000571432
ARL6IP1	3.54800242859567	0.691195301066574	0.00134341204659194
FGF18	3.54320601497734	1.21863954783868	0.00136051931003043
MT-CYB	3.54070284182059	0.868747598685126	0.00136953103291187
SPPL2B	3.53516634006212	0.575027757632218	0.00138966916824658
E4F1	3.53276445417293	0.536608954863712	0.00139849466731996
HRAS	3.53201785340581	0.740770749667822	0.00140124903333143
TSC2	3.53078217742055	0.633956942269467	0.00140581925874423
ARL8A	3.52837350097145	0.617584847939046	0.00141476947192952
KCNJ11	3.51913290968592	0.81504126638885	0.00144962104261319
GSE1	3.51553075786147	0.843120830385832	0.00146343098643381
RAB3GAP2	3.51424397050261	0.61948825902418	0.00146839511173878
TRA2A	3.51210560579665	0.421175726378095	0.00147668052802236
ZSCAN31	3.51102598304769	1.04457368654921	0.00148088087769567
ZNF557	3.5078060472232	0.502590243009953	0.0014934771221369
RHOT2	3.50743351116625	0.446797464826475	0.00149494114777774
ABR	3.50165122482201	0.753091142781946	0.00151784392222373
SP2	3.49818139591307	0.51711505426479	0.00153175015466914
STK25	3.4960975217768	0.377926395596886	0.00154016103137308
OSBPL2	3.495459426584	0.515225998003927	0.00154274542542616
MARC1	3.49502368356392	1.44995975878415	0.00154451267105846
NKX2-1	3.49441238272603	2.78135950515554	0.00154699523185608
CCDC154	3.49276741112919	0.477658749040001	0.00155369484686526
RP3-380B8.4	3.48351388086266	0.521170969347433	0.00159190913333201
BSDC1	3.4822384384527	0.574049834550252	0.00159724714745693
ZNF618	3.48180239526216	1.15794246065393	0.00159907605722043
CAMK2D	3.47801594403757	1.005226522051	0.00161504313548291
ZBTB33	3.47775390297224	0.610333872053437	0.00161615382606798
IGSF9	3.4774526877695	1.46695960454323	0.00161743147385429
ARMCX5	3.47690504995131	0.509536070120628	0.00161975686313681
TMEM186	3.47611068700056	0.581793939423039	0.00162313565171347
CBX8	3.4748510229527	0.86219944929773	0.0016285075654021
NIPBL	3.47450370097511	0.624771691419975	0.00162999176409432
KLHL23	3.47438473510748	0.988528740205973	0.00163050043759199
NNT-AS1	3.47140006339744	1.19365943116406	0.00164331266086355
AC132192.2	3.46855082622421	0.443527826508881	0.00165563435049111
FAM189A2	3.46547159664211	1.18568089041464	0.00166905114146862
ADGRA3	3.46385771250124	1.13743268517256	0.00167612508883869
SHTN1	3.46305899701455	1.03052777307251	0.00167963672294319
RP11-251G23.5	3.46146535704488	0.223297249498581	0.00168666459984048
MLST8	3.46108839752883	0.540877160203646	0.00168833112817684
CUEDC1	3.45953811071363	0.925410116184464	0.0016952016645085
RSPRY1	3.45888356821569	0.623920256690143	0.00169811056681265
GTF2I	3.45401893044866	0.614606864096273	0.00171988164112282
VEZT	3.45236618191768	0.505795628176176	0.00172733954913356
ZNF219	3.45019675804501	1.1154979043874	0.0017371763893472
LINC00982	3.45008249763892	0.650086048360465	0.00173769598005263
ZNF319	3.4483888482614	0.771331386052529	0.00174541536659959
LAPTM4B	3.44745245910929	1.30324388396462	0.00174969750122525
ZNF646	3.44585285254276	0.593915076654699	0.00175703605201558
RNF208	3.4395204692023	1.28732554941408	0.00178638037093906
TCEB3	3.43374944238283	0.478469869518517	0.00181353546328374
SOX13	3.43350039200721	0.813983104119483	0.00181471628302454
CLCNKB	3.42838677448527	0.717963326157201	0.00183912628257216
VSTM5	3.42809323563876	0.190516197182351	0.00184053708412076
ZNF358	3.42723585988493	0.901413439116666	0.00184466377847978
ATAD3C	3.42670692190159	1.42496195943468	0.00184721410296207
ARHGAP5	3.42381407773731	1.19034172478555	0.0018612225918811
LRIG3	3.42326274483291	1.45605211944555	0.0018639040179722
ARFGEF3	3.4225870602976	1.42272136864271	0.00186719532135593
PDIK1L	3.41920743603127	1.023720326347	0.00188374212709533
PRRC2B	3.41036053515045	0.565399865453622	0.00192773029115868
MICALCL	3.40827508926881	0.909733556883556	0.00193824299732054
IPO7	3.40730602064919	0.524417967053631	0.00194314687433061
ZKSCAN5	3.40708496580308	0.455063046251098	0.00194426717733192
TXNDC16	3.40630153581302	1.03189123218543	0.00194824261293834
NAT14	3.4059763606743	0.881724216644215	0.00194989498440564
PABPC1L	3.40210070865509	0.783641037694028	0.00196969348107934
WNT4	3.40078655932827	1.55305377228767	0.00197645066497891
AC010336.1	3.39998449132604	0.332569501616228	0.00198058578246368
PLXNA2	3.39593436357879	1.66373103371216	0.00200159435317979
BSPRY	3.39548801120932	1.40434040668127	0.0020039227571178
C1ORF198	3.39534797939692	0.921391645371204	0.00200465377365855
PGP	3.39329338187633	0.631496920942015	0.00201540914413253
TIMM10B	3.39226840551078	0.579634718851266	0.00202079546773902
ZNF768	3.39026769397695	0.508640627724357	0.00203134939225593
KCTD14	3.38862096020351	1.08415986452369	0.00204007593300409
HOOK1	3.38848181653886	1.18062712292354	0.00204081495224216
C1ORF74	3.38532072204237	0.691657639993461	0.00205767389167347
PPM1L	3.38512457540726	0.95866985758085	0.00205872440757798
CDKL2	3.38440211494964	1.5036735131578	0.00206259820209291
SLC25A44	3.38071128198626	0.981683530176105	0.00208249821270121
TCEAL8	3.37643139332822	0.772018137984501	0.00210580614635214
NR1D2	3.37495177401767	0.760479233500137	0.00211392239855377
ZNF513	3.37481490959624	0.474742282117374	0.00211467467215382
PRPF3	3.37401135674667	0.728497526538284	0.00211909659998351
PLEKHM3	3.37086863000742	0.699643986127305	0.00213647670889873
SNHG9	3.37053076473118	1.1030376553852	0.00213835335404245
PHF2	3.36418539147197	0.657691294102298	0.00217389481065696
ZKSCAN2	3.36381050807155	0.735767176255908	0.00217601231160958
AP3S2	3.36314265516108	0.644151344258121	0.00217978955553626
RAB11B	3.36233442337701	0.458616150143643	0.00218436920677463
IREB2	3.35714526481793	0.528447713039895	0.00221399397887839
RHOT1	3.35694394332758	0.511808768823012	0.00221515108512751
RP1-102K2.8	3.35454515214236	0.175670220658107	0.00222898318369999
USP47	3.35342084985066	0.529553678536912	0.00223549483258779
CPEB3	3.35303430887222	0.70132047744656	0.00223773780235919
KLHL26	3.35257676509205	0.550527802345049	0.00224039558030771
COQ7	3.35245115867986	0.650769531021105	0.00224112573408321
RP1-234P15.4	3.3508506246983	0.38311419237852	0.00225044978198218
TAOK1	3.34948924091664	0.513821225596743	0.00225841004316193
KBTBD12	3.34875413338258	1.13879095755047	0.00226271962276065
ATXN1L	3.34523812837103	0.50428741115122	0.00228344205333451
SPTLC2	3.34199888396368	0.738504369301896	0.00230269501780245
TARDBP	3.33906171677364	0.401512382255568	0.00232028761450462
RAPGEF5	3.33220175202373	1.24110206039733	0.00236188197346121
LINC01124	3.3311304004637	0.439971536498803	0.0023684424227063
BAHCC1	3.32643954702338	0.963299178138247	0.00239737411302268
TSTD3	3.32613840829245	0.619658847746683	0.00239924301540103
SLC39A9	3.32607889285675	0.664868449978375	0.00239961254111721
TIA1	3.32548491801842	0.573957508068908	0.00240330347750947
NUCKS1	3.32310688351693	0.689455130711766	0.00241813529510497
CNGB1	3.32195288571924	0.986397219291019	0.00242536449635513
NPRL3	3.3165954828043	0.423593306282879	0.00245919914691393
TSTD2	3.31656655207376	0.651808925275033	0.0024593830858503
RBBP8	3.31565215859863	0.736801142288477	0.00246520354159835
NTPCR	3.31563340127302	0.659546766316047	0.00246532307759028
TSTD1	3.31555700347399	1.26089955537788	0.00246581000027792
TBC1D9	3.31281635549135	0.915100165675795	0.00248333889266583
NUBPL	3.31269923960485	0.833662970278575	0.00248409061799925
RP4-568C11.4	3.31130400319003	1.23035028945454	0.00249306300101018
API5	3.30915345288829	0.449280994296716	0.00250695368723407
ALDH3A2	3.30408739389949	1.03262673025944	0.00253997088700971
ACVR2A	3.30404903693095	0.875435611229992	0.00254022246026051
ENC1	3.30319031036907	1.35871439016798	0.00254586089907955
POU2F1	3.3025699847847	0.529713517351088	0.00254994147141493
SRSF1	3.30253288198452	0.387945048817335	0.00255018573710474
SARM1	3.30086078704229	0.944994408161089	0.00256121733444809
POGK	3.2983729582945	0.652508094258688	0.00257771567948491
PDP2	3.29767265820076	0.786663242418174	0.00258237820644987
CANT1	3.29588073907393	0.751697266197655	0.0025943455702286
ST5	3.29549315374275	1.09243266992699	0.00259694107044713
KRT36	3.29295866416187	0.329763414970281	0.0026139751464772
PRKAA2	3.2922647573417	1.57470326981563	0.00261865752884758
CLCN4	3.29105212689494	0.890028593218904	0.00262685954558286
NUAK2	3.29060761888973	1.08227872189668	0.00262987229925307
EMC10	3.28827772041172	0.600143424950372	0.00264571811987074
TMEM105	3.28720349400535	0.852392072683001	0.00265305488773238
WFIKKN1	3.2859384761415	0.74667674428484	0.00266171979841894
LINC01534	3.28526838025402	0.756040477631604	0.00266632072319384
NOL4L	3.28377547349838	0.976379739258722	0.00267659862183137
TLE6	3.2835570133659	1.17961450107781	0.00267810579749922
IRF2BP2	3.2818828461846	0.769833127625644	0.00268968312714564
FZD1	3.27762092438097	1.08713336665819	0.00271937293804886
MLLT1	3.27719826708805	0.683079672637464	0.00272233439596822
LPL	3.27465867675984	1.50310109372167	0.00274019403887439
NPR2	3.27428177012798	0.650496980105133	0.00274285420390909
PREPL	3.2738233028229	0.554667087612765	0.00274609335921419
C1ORF127	3.27270094644414	0.759910499816459	0.00275403852774576
SPSB3	3.27266866860541	0.523125125046018	0.00275426734911095
BCL9	3.2721259031074	0.480572771130021	0.00275811781348932
SYT17	3.27127276929413	1.39326213213257	0.00276418053244301
RCAN2	3.27044689937132	1.40452914114451	0.0027700616947662
ITFG1	3.27042055689786	0.549769388514365	0.00277024948171192
MAT2A	3.27003975360953	0.486693345372098	0.0027729654710892
RHBDL1	3.26923319946689	1.31924584010137	0.00277872647504801
APLN	3.26904522563922	0.837655396358191	0.00278007077337914
MEGF9	3.2689174894249	1.00822944472767	0.00278098463770515
DDX23	3.26524127845474	0.457023035379049	0.00280740935971787
IVD	3.26466932223592	0.981316740477958	0.00281154221322826
NEO1	3.26382218880226	1.01961640220748	0.00281767418427746
VAPA	3.26338855134339	0.447271649457012	0.00282081803397799
XIAP	3.25629883369701	0.736220294057141	0.00287269827523956
SURF6	3.25585260405331	0.486289166626818	0.00287599409698653
VPS13A	3.25496580410961	0.609376948555448	0.00288255471831626
FOXK2	3.24584220198198	0.671599083767375	0.00295089133621018
EPC2	3.24426732219221	0.613458605622369	0.00296284358470945
AC026367.1	3.2417010588856	0.149407924301342	0.00298241931933091
