method	set	patient	cohort	quartile	cldn4_pct	score
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1063	GSE205335	Q1	35.1145038167939	0.132559062997531
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1072	GSE205335	Q2	58.8669950738916	-0.563822750940034
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1076	GSE205335	Q2	59.3639575971732	0.510002080212315
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1079	GSE205335	Q2	51.3812154696133	0.543396128335524
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1084	GSE205335	Q4	86.734693877551	0.295691858497123
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1089	GSE205335	Q4	87.7704609595484	-0.579692973722582
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1090	GSE205335	Q1	38.1625441696113	0.440239283134899
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1115	GSE205335	Q4	88.8829928362961	-0.569957614251312
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1119	GSE205335	Q1	36.088379705401	0.470222061661632
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD1	GSE189357	Q3	56.1299176578225	0.257504914684268
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD2	GSE189357	Q1	35.6255178127589	-0.242645989290476
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD3	GSE189357	Q3	48.0421686746988	-0.185880400367405
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD4	GSE189357	Q1	30.3462321792261	-0.316521244143506
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD5	GSE189357	Q2	36.8663594470046	0.273280040538057
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD6	GSE189357	Q4	63.5012386457473	-0.402257653653039
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD7	GSE189357	Q1	36.6313309776207	0.290073257798352
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD8	GSE189357	Q2	45.3385672227674	-0.395980858428832
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	TD9	GSE189357	Q4	78.5641235426468	-0.260469403984665
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX255B	GSE123902	Q2	35.0877192982456	0.203198818560625
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX653	GSE123902	Q4	71.7241379310345	0.0700486358841051
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX661	GSE123902	Q3	58.974358974359	0.339268751647454
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX666	GSE123902	Q3	67.175572519084	0.214773490924566
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX675	GSE123902	Q1	31.3915857605178	0.303942319916463
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX676	GSE123902	Q2	42.1768707482993	0.343591135806063
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX679	GSE123902	Q2	43.2595573440644	0.245161149691929
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX680	GSE123902	Q4	73.2558139534884	-0.267778678019176
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX681	GSE123902	Q3	63.2974316487158	-0.115348993392761
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX682	GSE123902	Q1	18.7648456057007	0.625254237039923
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX684	GSE123902	Q4	72.8323699421965	0.0976456435564511
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX699	GSE123902	Q1	15.2173913043478	0.25838900849596
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	LX701	GSE123902	Q1	11.1111111111111	0.302086915978232
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	BRONCHO_11	GSE131907	Q2	80.7881773399015	0.2709464887681
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	BRONCHO_58	GSE131907	Q2	72.1739130434783	0.475751016660108
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_06	GSE131907	Q2	71.1635750421585	-0.548964753670026
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_10	GSE131907	Q3	84.4686648501363	0.292022228687045
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_12	GSE131907	Q3	88.3268482490272	0.492681655589557
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_13	GSE131907	Q1	0.265957446808511	-0.266097634462383
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_15	GSE131907	Q1	47.265625	0.180859451476058
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_19	GSE131907	Q4	94.0092165898618	0.218935173979968
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_28	GSE131907	Q4	96.3362068965517	-0.0598348808935324
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_49	GSE131907	Q1	49.1228070175439	-0.461551610170636
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	EBUS_51	GSE131907	Q3	85.3696498054475	0.292521067795735
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_02	GSE131907	Q1	58.5635359116022	-0.0551628735158397
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_03	GSE131907	Q4	93.1441208993734	-0.291280099249554
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_04	GSE131907	Q4	89.3409275834011	-0.158557806938963
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_06	GSE131907	Q1	60.2409638554217	0.352247250429896
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_07	GSE131907	Q4	90.407204385278	-0.518320175042001
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_12	GSE131907	Q3	86.3393810032017	-0.393901395743559
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_13	GSE131907	Q2	72.4112426035503	-0.157450645261825
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_16	GSE131907	Q1	11.3924050632911	0.339448748839462
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_17	GSE131907	Q3	88.2194244604317	-0.324993040935167
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	NS_19	GSE131907	Q2	67.1523178807947	0.195076348213477
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P0031	GSE205335	Q2	59.2476489028213	-0.20890808034693
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1006	GSE205335	Q3	74.1809672386896	-0.519218800645333
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1015	GSE205335	Q1	41.5807560137457	0.153512555447754
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1016	GSE205335	Q4	82.6461769115442	-0.57484931396281
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1017	GSE205335	Q3	64.3183897529735	0.236928141439597
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1018	GSE205335	Q3	67.0338983050848	0.523705218262257
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1025	GSE205335	Q4	92.8571428571429	-0.435842479861532
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1027	GSE205335	Q3	78.0728376327769	0.463221489675427
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1030	GSE205335	Q3	61.6915422885572	-0.174345710735677
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1037	GSE205335	Q4	86.0528466357941	-0.389609351095177
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1056	GSE205335	Q2	49.7066219614418	-0.367824588603393
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1062	GSE205335	Q1	45.2127659574468	0.302484690410788
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1063	GSE205335	Q1	35.1145038167939	0.26463194611856
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1072	GSE205335	Q2	58.8669950738916	-0.523560521466569
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1076	GSE205335	Q2	59.3639575971732	0.292969583507488
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1079	GSE205335	Q2	51.3812154696133	0.384546575038711
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1084	GSE205335	Q4	86.734693877551	0.168162382423159
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1089	GSE205335	Q4	87.7704609595484	-0.578149626873856
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1090	GSE205335	Q1	38.1625441696113	0.316734839116413
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1115	GSE205335	Q4	88.8829928362961	-0.527126353847207
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	P1119	GSE205335	Q1	36.088379705401	0.35393673499967
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD1	GSE189357	Q3	56.1299176578225	0.360339645718645
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD2	GSE189357	Q1	35.6255178127589	0.115320024638741
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD3	GSE189357	Q3	48.0421686746988	-0.0981390497555931
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD4	GSE189357	Q1	30.3462321792261	-0.108001627120433
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD5	GSE189357	Q2	36.8663594470046	0.348113056713276
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD6	GSE189357	Q4	63.5012386457473	-0.282526886859509
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD7	GSE189357	Q1	36.6313309776207	0.358977150143175
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD8	GSE189357	Q2	45.3385672227674	-0.18298528446968
gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	TD9	GSE189357	Q4	78.5641235426468	0.0873014429814313
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX255B	GSE123902	Q2	35.0877192982456	-0.000134206889119193
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX653	GSE123902	Q4	71.7241379310345	-0.160831879013859
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX661	GSE123902	Q3	58.974358974359	0.368958011899492
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX666	GSE123902	Q3	67.175572519084	0.550749165471917
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX675	GSE123902	Q1	31.3915857605178	0.302795156637707
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX676	GSE123902	Q2	42.1768707482993	0.128119498694426
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX679	GSE123902	Q2	43.2595573440644	0.56282132954063
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX680	GSE123902	Q4	73.2558139534884	0.149168529411571
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX681	GSE123902	Q3	63.2974316487158	-0.533245257263929
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX682	GSE123902	Q1	18.7648456057007	0.733235653395807
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX684	GSE123902	Q4	72.8323699421965	0.0602256224050167
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX699	GSE123902	Q1	15.2173913043478	0.242517623815601
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	LX701	GSE123902	Q1	11.1111111111111	0.52261630130339
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	BRONCHO_11	GSE131907	Q2	80.7881773399015	-0.217329664374692
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	BRONCHO_58	GSE131907	Q2	72.1739130434783	0.656955891479636
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_06	GSE131907	Q2	71.1635750421585	-0.72538885121123
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_10	GSE131907	Q3	84.4686648501363	-0.0108131310876181
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_12	GSE131907	Q3	88.3268482490272	0.599143154034382
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_13	GSE131907	Q1	0.265957446808511	-0.400411022370691
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_15	GSE131907	Q1	47.265625	0.471761401730929
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_19	GSE131907	Q4	94.0092165898618	-0.336892803649826
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_28	GSE131907	Q4	96.3362068965517	0.128098499673842
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_49	GSE131907	Q1	49.1228070175439	-0.654340250230661
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	EBUS_51	GSE131907	Q3	85.3696498054475	-0.0895975814093912
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_02	GSE131907	Q1	58.5635359116022	-0.227447706163035
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_03	GSE131907	Q4	93.1441208993734	0.195843304187736
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_04	GSE131907	Q4	89.3409275834011	-0.246331879048092
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_06	GSE131907	Q1	60.2409638554217	0.537248297239948
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_07	GSE131907	Q4	90.407204385278	-0.628998740871986
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_12	GSE131907	Q3	86.3393810032017	-0.147770851154696
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_13	GSE131907	Q2	72.4112426035503	-0.138980848918506
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_16	GSE131907	Q1	11.3924050632911	0.614272861954361
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_17	GSE131907	Q3	88.2194244604317	-0.33314808054391
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NS_19	GSE131907	Q2	67.1523178807947	-0.0524287441489179
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P0031	GSE205335	Q2	59.2476489028213	-0.236257350152129
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1006	GSE205335	Q3	74.1809672386896	-0.720041333158113
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1015	GSE205335	Q1	41.5807560137457	0.408023576047603
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1016	GSE205335	Q4	82.6461769115442	-0.426327469318455
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1017	GSE205335	Q3	64.3183897529735	-0.244146954293584
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1018	GSE205335	Q3	67.0338983050848	0.703261132493913
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1025	GSE205335	Q4	92.8571428571429	-0.546290810442709
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1027	GSE205335	Q3	78.0728376327769	0.521317305696376
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1030	GSE205335	Q3	61.6915422885572	0.0952319643199487
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1037	GSE205335	Q4	86.0528466357941	-0.105430528375734
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1056	GSE205335	Q2	49.7066219614418	-0.458994377569517
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1062	GSE205335	Q1	45.2127659574468	0.330784108909631
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1063	GSE205335	Q1	35.1145038167939	0.436636483244331
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1072	GSE205335	Q2	58.8669950738916	-0.749218284982503
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1076	GSE205335	Q2	59.3639575971732	0.206547578480721
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1079	GSE205335	Q2	51.3812154696133	0.775483350470682
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1084	GSE205335	Q4	86.734693877551	0.663848414289156
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1089	GSE205335	Q4	87.7704609595484	-0.768385337969347
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1090	GSE205335	Q1	38.1625441696113	0.658364420391945
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1115	GSE205335	Q4	88.8829928362961	-0.740071290303509
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	P1119	GSE205335	Q1	36.088379705401	0.581953449237285
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD1	GSE189357	Q3	56.1299176578225	0.424567657192014
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD2	GSE189357	Q1	35.6255178127589	-0.530147178604316
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD3	GSE189357	Q3	48.0421686746988	-0.323668276841818
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD4	GSE189357	Q1	30.3462321792261	-0.393656311202226
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD5	GSE189357	Q2	36.8663594470046	0.15507108837082
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD6	GSE189357	Q4	63.5012386457473	-0.582963759869414
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD7	GSE189357	Q1	36.6313309776207	0.185887596644368
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD8	GSE189357	Q2	45.3385672227674	-0.434775096892658
gsva	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TD9	GSE189357	Q4	78.5641235426468	-0.312991012600259
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX255B	GSE123902	Q2	35.0877192982456	0.229779596587561
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX653	GSE123902	Q4	71.7241379310345	0.423956275911162
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX661	GSE123902	Q3	58.974358974359	0.145111860771542
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX666	GSE123902	Q3	67.175572519084	0.373325517225217
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX675	GSE123902	Q1	31.3915857605178	0.699276541428756
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX676	GSE123902	Q2	42.1768707482993	0.422721259221657
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX679	GSE123902	Q2	43.2595573440644	0.464713960047687
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX680	GSE123902	Q4	73.2558139534884	-0.136627729562016
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX681	GSE123902	Q3	63.2974316487158	-0.0649290551706743
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX682	GSE123902	Q1	18.7648456057007	0.726762787178183
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX684	GSE123902	Q4	72.8323699421965	-0.173973615724898
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX699	GSE123902	Q1	15.2173913043478	0.553459487859921
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	LX701	GSE123902	Q1	11.1111111111111	0.184694015806314
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	BRONCHO_11	GSE131907	Q2	80.7881773399015	0.0887565829185861
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	BRONCHO_58	GSE131907	Q2	72.1739130434783	0.359014578466609
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_06	GSE131907	Q2	71.1635750421585	-0.251559989842149
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_10	GSE131907	Q3	84.4686648501363	0.0127632555614002
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_12	GSE131907	Q3	88.3268482490272	0.321355687924143
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_13	GSE131907	Q1	0.265957446808511	0.0471003768423028
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_15	GSE131907	Q1	47.265625	0.260404319377477
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_19	GSE131907	Q4	94.0092165898618	0.0191001671647497
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_28	GSE131907	Q4	96.3362068965517	-0.264775449221172
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_49	GSE131907	Q1	49.1228070175439	-0.0336327536940308
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	EBUS_51	GSE131907	Q3	85.3696498054475	0.0301610990427377
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	NS_02	GSE131907	Q1	58.5635359116022	-0.0714908293783436
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	NS_03	GSE131907	Q4	93.1441208993734	0.177711130034047
gsva	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	NS_04	GSE131907	Q4	89.3409275834011	-0.330833956648731
