method	set	patient	cohort	quartile	cldn4_pct	score
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX255B	GSE123902	Q2	35.0877192982456	-0.00755510790406877
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX653	GSE123902	Q4	71.7241379310345	-0.0690408123119691
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX661	GSE123902	Q3	58.974358974359	0.241217364822217
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX666	GSE123902	Q3	67.175572519084	0.296568522132646
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX675	GSE123902	Q1	31.3915857605178	0.23918115387076
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX676	GSE123902	Q2	42.1768707482993	0.186936422890607
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX679	GSE123902	Q2	43.2595573440644	0.142483054624255
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX680	GSE123902	Q4	73.2558139534884	-0.287877214168369
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX681	GSE123902	Q3	63.2974316487158	0.0477538515613665
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX682	GSE123902	Q1	18.7648456057007	0.64616822641322
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX684	GSE123902	Q4	72.8323699421965	-0.0150864629727826
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX699	GSE123902	Q1	15.2173913043478	0.0578880595555096
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	LX701	GSE123902	Q1	11.1111111111111	0.358089310181407
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	BRONCHO_11	GSE131907	Q2	80.7881773399015	0.29906626571757
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	BRONCHO_58	GSE131907	Q2	72.1739130434783	0.495610375899957
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_06	GSE131907	Q2	71.1635750421585	-0.608963825994895
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_10	GSE131907	Q3	84.4686648501363	0.351944549686242
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_12	GSE131907	Q3	88.3268482490272	0.615827335420763
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_13	GSE131907	Q1	0.265957446808511	-0.272686133517815
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_15	GSE131907	Q1	47.265625	0.330103096180514
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_19	GSE131907	Q4	94.0092165898618	0.150379698884155
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_28	GSE131907	Q4	96.3362068965517	0.0522645429536535
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_49	GSE131907	Q1	49.1228070175439	-0.562399342840594
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	EBUS_51	GSE131907	Q3	85.3696498054475	0.352277415959265
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_02	GSE131907	Q1	58.5635359116022	-0.147524870538529
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_03	GSE131907	Q4	93.1441208993734	-0.254096352514575
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_04	GSE131907	Q4	89.3409275834011	-0.0230955497879272
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_06	GSE131907	Q1	60.2409638554217	0.390454950065034
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_07	GSE131907	Q4	90.407204385278	-0.605639616010333
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_12	GSE131907	Q3	86.3393810032017	-0.468353771102915
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_13	GSE131907	Q2	72.4112426035503	-0.0756733279614605
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_16	GSE131907	Q1	11.3924050632911	0.436240202848964
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_17	GSE131907	Q3	88.2194244604317	-0.246807593911454
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	NS_19	GSE131907	Q2	67.1523178807947	0.310086383492789
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P0031	GSE205335	Q2	59.2476489028213	-0.454076924983746
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1006	GSE205335	Q3	74.1809672386896	-0.558518290244135
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1015	GSE205335	Q1	41.5807560137457	0.283741697867775
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1016	GSE205335	Q4	82.6461769115442	-0.618212140376352
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1017	GSE205335	Q3	64.3183897529735	0.340948562350004
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1018	GSE205335	Q3	67.0338983050848	0.625316302815761
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1025	GSE205335	Q4	92.8571428571429	-0.29214936065581
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1027	GSE205335	Q3	78.0728376327769	0.589438050176774
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1030	GSE205335	Q3	61.6915422885572	-0.134250296357091
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1037	GSE205335	Q4	86.0528466357941	-0.36904770062834
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1056	GSE205335	Q2	49.7066219614418	-0.371170485807493
gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	P1062	GSE205335	Q1	45.2127659574468	0.27137107702252
