set	family	scope	contrast	n	n_q1	n_q4	n_genes_ranked	size	ES	NES	p	n_leading	leading_edge
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY		pooled	q4_vs_q1	34	18	16	21604	40	0.467185359660444	1.59739060552986	0.0100565681961031	9	TBCD,CLDN3,SLC39A9,MARVELD2,STRN,CLDN15,OCLN,CLDN4,GRHL2
GOBP_TIGHT_JUNCTION_ORGANIZATION		pooled	q4_vs_q1	34	18	16	21604	72	0.389980917698233	1.47770415524389	0.0198204500408068	25	TBCD,CLDN3,SLC39A9,MARVELD2,STRN,ILDR1,CLDN15,OCLN,CLDN4,GRHL2,PRKACA,ABCC8,F11R,FZD5,CLDN12,PATJ,ESAM,AFDN,NPHP4,CLDN18,CLDN9,MARVELD3,ROCK2,MICALL2,ROCK1
HALLMARK_APICAL_JUNCTION		pooled	q4_vs_q1	34	18	16	21604	190	-0.284929775517906	-1.59462603460699	0.000140561030351813	65	PECAM1,RHOF,ZYX,ACTG2,CD86,PTPRC,VCAM1,EPB41L2,FBN1,VASP,MYL9,CD274,ARPC2,BMP1,CNN2,RAC2,PFN1,TRAF1,DSC3,FYB1,MMP2,ARHGEF6,LAMC2,RSU1,CERCAM,ACTB,FSCN1,ICAM2,CDH11,ITGB1,NEXN,THY1,ITGA2,VCL,RRAS,CD34,VWF,CD99,COL9A1,CDH6
KEGG_TIGHT_JUNCTION		pooled	q4_vs_q1	34	18	16	21604	150	0.277919536180024	1.1575576085115	0.199719616089723	45	CLDN3,DLG3,MAP2K7,PRKAA2,CGNL1,MARVELD2,AMOT,PARD6A,MAGI1,CLDN15,OCLN,CLDN4,PRKAB1,PRKACA,SRC,ARHGEF2,LLGL2,TJP2,F11R,CACNA1D,PATJ,EPB41L4B,JUN,MAPK8,AMOTL1,IGSF5,AFDN,CRB3,MAPK9,CDC42,PRKAA1,SCRIB,CLDN18,PPP2CB,CLDN9,MARVELD3,STK11,PPP2R2D,ROCK2,MICALL2
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY		pooled	continuous_z	64			24083	42	0.514480691445258	1.80023090159521	0.00163042308113982	12	CLDN4,CLDN3,TBCD,MARVELD2,GRHL2,CLDN15,SLC39A9,OCLN,MARVELD3,CLDN9,STRN,MICALL2
GOBP_TIGHT_JUNCTION_ORGANIZATION		pooled	continuous_z	64			24083	74	0.44112677031762	1.70662938566806	0.00214727800934697	23	CLDN4,CLDN3,TBCD,MARVELD2,GRHL2,ILDR1,CLDN15,SLC39A9,ABCC8,PATJ,CLDN12,F11R,OCLN,MARVELD3,MPP7,AFDN,CLDN9,STRN,MICALL2,ROCK2,LSR,NPHP4,PRKACA
HALLMARK_APICAL_JUNCTION		pooled	continuous_z	64			24083	194	-0.284943609119684	-1.52749189377554	0.000585024798978624	53	VCAM1,RHOF,CDH6,FBN1,ACTG2,PTPRC,ZYX,EPB41L2,THY1,PECAM1,MYL9,BMP1,CD86,VASP,PFN1,LAYN,CNN2,MMP2,SIRPA,FLNC,AKT3,COL9A1,FYB1,VCL,ADAM23,VWF,ARHGEF6,DSC3,TRAF1,ITGB1,ACTB,NEXN,CERCAM,SYMPK,CD34,ARPC2,SLIT2,NEGR1,RRAS,RAC2
KEGG_TIGHT_JUNCTION		pooled	continuous_z	64			24083	154	0.328381176421892	1.4026609179018	0.0183327568315462	35	CLDN4,DLG3,CLDN3,MARVELD2,CGNL1,CRB3,PARD6A,LLGL2,CLDN15,PRKAA2,AMOT,ACTR3C,JUN,RUNX1,MAPK9,PATJ,TUBAL3,F11R,OCLN,MARVELD3,AFDN,SRC,PRKAA1,CACNA1D,CLDN9,MAP2K7,ARHGEF2,NF2,EPB41L4B,AMOTL1,NEDD4L,IGSF5,PRKAB1,MICALL2,ROCK2
