interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	method	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_prop_high	receptor_prop_high	detected_high	score_high	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_prop_low	receptor_prop_low	detected_low	score_low	delta	pass_either	cohort	patient	destination	rule
COL4A3_ITGA1+ITGB1	other	Adhesion by Collagen/Integrin	COL4A3	ITGA1+ITGB1	COL4A3	ITGA1|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.3917497992515564	0.23506268858909607	0.3125	0.1654764860868454	True	0.31340624392032623	16	4061	0.16441524028778076	0.23506268858909607	0.25	0.1654764860868454	True	0.19973896443843842	0.11366727948188782	True	GSE241934_IIT	P531	TNK	median
COL4A4_ITGA1+ITGB1	other	Adhesion by Collagen/Integrin	COL4A4	ITGA1+ITGB1	COL4A4	ITGA1|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.17320366203784943	0.23506268858909607	0.125	0.1654764860868454	True	0.20413317531347275	16	4061	0.19130215048789978	0.23506268858909607	0.3125	0.1654764860868454	True	0.21318241953849792	-0.009049244225025177	True	GSE241934_IIT	P531	TNK	median
COL6A1_ITGA1+ITGB1	other	Adhesion by Collagen/Integrin	COL6A1	ITGA1+ITGB1	COL6A1	ITGA1|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.1540955752134323	0.23506268858909607	0.1875	0.1654764860868454	True	0.1945791319012642	16	4061	0.04944416880607605	0.23506268858909607	0.0625	0.1654764860868454	False	0.0	0.1945791319012642	True	GSE241934_IIT	P531	TNK	median
COL8A1_ITGA1+ITGB1	other	Adhesion by Collagen/Integrin	COL8A1	ITGA1+ITGB1	COL8A1	ITGA1|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.12500903010368347	0.23506268858909607	0.1875	0.1654764860868454	True	0.18003585934638977	16	4061	0.2749292552471161	0.23506268858909607	0.375	0.1654764860868454	True	0.2549959719181061	-0.07496011257171631	True	GSE241934_IIT	P531	TNK	median
COL9A2_ITGA1+ITGB1	other	Adhesion by Collagen/Integrin	COL9A2	ITGA1+ITGB1	COL9A2	ITGA1|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.04724644497036934	0.23506268858909607	0.125	0.1654764860868454	True	0.1411545667797327	16	4061	0.0254262313246727	0.23506268858909607	0.0625	0.1654764860868454	False	0.0	0.1411545667797327	True	GSE241934_IIT	P531	TNK	median
DHCR24_RORA	other	Signaling by Cholesterol/Desmosterol	DHCR24	RORA	DHCR24	RORA	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	1.13572359085083	0.6672579050064087	0.8125	0.4232947528362274	True	0.9014907479286194	16	4061	1.3788198232650757	0.6672579050064087	0.875	0.4232947528362274	True	1.0230388641357422	-0.1215481162071228	True	GSE241934_IIT	P531	TNK	median
DHCR7_NR1H2	other	Signaling by Cholesterol/Desmosterol	DHCR7	NR1H2	DHCR7	NR1H2	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.022946108132600784	0.2692629396915436	0.0625	0.21324796974658966	False	0.0	16	4061	0.14684128761291504	0.2692629396915436	0.1875	0.21324796974658966	True	0.2080521136522293	-0.2080521136522293	True	GSE241934_IIT	P531	TNK	median
DHCR7_RORA	other	Signaling by Cholesterol/Desmosterol	DHCR7	RORA	DHCR7	RORA	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.022946108132600784	0.6672579050064087	0.0625	0.4232947528362274	False	0.0	16	4061	0.14684128761291504	0.6672579050064087	0.1875	0.4232947528362274	True	0.40704959630966187	-0.40704959630966187	True	GSE241934_IIT	P531	TNK	median
DLL4_NOTCH2	other	Signaling by Notch	DLL4	NOTCH2	DLL4	NOTCH2	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.2340085506439209	0.13709679245948792	0.25	0.10933267325162888	True	0.1855526715517044	16	4061	0.12048384547233582	0.13709679245948792	0.125	0.10933267325162888	True	0.12879031896591187	0.05676235258579254	True	GSE241934_IIT	P531	TNK	median
F11R_ITGAL+ITGB2	other	Adhesion by Prothrombin	F11R	ITGAL+ITGB2	F11R	ITGAL|ITGB2	barrier	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.9075431227684021	0.5284713506698608	0.8125	0.37059837579727173	True	0.7180072367191315	16	4061	0.6491434574127197	0.5284713506698608	0.5625	0.37059837579727173	True	0.5888074040412903	0.1291998326778412	True	GSE241934_IIT	P531	TNK	median
FN1_ITGA4+ITGB1	other	Adhesion by Fibronectin	FN1	ITGA4+ITGB1	FN1	ITGA4|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.47504615783691406	0.6978493928909302	0.25	0.4508741796016693	True	0.5864477753639221	16	4061	0.5932188034057617	0.6978493928909302	0.4375	0.4508741796016693	True	0.645534098148346	-0.05908632278442383	True	GSE241934_IIT	P531	TNK	median
FN1_ITGA4+ITGB7	other	Adhesion by Fibronectin	FN1	ITGA4+ITGB7	FN1	ITGA4|ITGB7	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.47504615783691406	0.45919349789619446	0.25	0.32972174882888794	True	0.46711982786655426	16	4061	0.5932188034057617	0.45919349789619446	0.4375	0.32972174882888794	True	0.5262061506509781	-0.05908632278442383	True	GSE241934_IIT	P531	TNK	median
ICAM1_ITGAL	other	Adhesion by ICAM	ICAM1	ITGAL	ICAM1	ITGAL	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	1.0091906785964966	0.5284713506698608	0.625	0.37059837579727173	True	0.7688310146331787	16	4061	1.6883294582366943	0.5284713506698608	0.875	0.37059837579727173	True	1.1084004044532776	-0.3395693898200989	True	GSE241934_IIT	P531	TNK	median
ICAM1_ITGAL+ITGB2	other	Adhesion by ICAM	ICAM1	ITGAL+ITGB2	ICAM1	ITGAL|ITGB2	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	1.0091906785964966	0.5284713506698608	0.625	0.37059837579727173	True	0.7688310146331787	16	4061	1.6883294582366943	0.5284713506698608	0.875	0.37059837579727173	True	1.1084004044532776	-0.3395693898200989	True	GSE241934_IIT	P531	TNK	median
ICAM1_SPN	other	Adhesion by ICAM	ICAM1	SPN	ICAM1	SPN	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	1.0091906785964966	0.46972402930259705	0.625	0.33834031224250793	True	0.7394573539495468	16	4061	1.6883294582366943	0.46972402930259705	0.875	0.33834031224250793	True	1.0790267437696457	-0.3395693898200989	True	GSE241934_IIT	P531	TNK	median
ICAM2_ITGAL+ITGB2	other	Adhesion by ICAM	ICAM2	ITGAL+ITGB2	ICAM2	ITGAL|ITGB2	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.0	0.5284713506698608	0.0	0.37059837579727173	False	0.0	16	4061	0.1270715892314911	0.5284713506698608	0.1875	0.37059837579727173	True	0.32777146995067596	-0.32777146995067596	True	GSE241934_IIT	P531	TNK	median
ICAM3_ITGAL+ITGB2	other	Adhesion by ICAM	ICAM3	ITGAL+ITGB2	ICAM3	ITGAL|ITGB2	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.0	0.5284713506698608	0.0	0.37059837579727173	False	0.0	16	4061	0.07384732365608215	0.5284713506698608	0.125	0.37059837579727173	True	0.3011593371629715	-0.3011593371629715	True	GSE241934_IIT	P531	TNK	median
ICAM4_ITGAL+ITGB2	other	Adhesion by ICAM	ICAM4	ITGAL+ITGB2	ICAM4	ITGAL|ITGB2	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.1813054233789444	0.5284713506698608	0.3125	0.37059837579727173	True	0.3548883870244026	16	4061	0.2739830017089844	0.5284713506698608	0.3125	0.37059837579727173	True	0.4012271761894226	-0.04633878916501999	True	GSE241934_IIT	P531	TNK	median
IL7_IL2RG+IL7R	other	Signaling by Interleukin	IL7	IL2RG+IL7R	IL7	IL2RG|IL7R	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.10237215459346771	0.8537076711654663	0.125	0.5060330033302307	True	0.478039912879467	16	4061	0.09842580556869507	0.8537076711654663	0.125	0.5060330033302307	True	0.4760667383670807	0.001973174512386322	True	GSE241934_IIT	P531	TNK	median
ITGAV+ITGB1_ADGRE5	other	Signaling by Integrin	ITGAV+ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.2604745924472809	0.698451817035675	0.375	0.45210540294647217	True	0.47946320474147797	16	4061	0.35405653715133667	0.698451817035675	0.5	0.45210540294647217	True	0.5262541770935059	-0.04679097235202789	True	GSE241934_IIT	P531	TNK	median
ITGAV+ITGB3_ADGRE5	other	Signaling by Integrin	ITGAV+ITGB3	ADGRE5	ITGAV|ITGB3	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.07609464228153229	0.698451817035675	0.125	0.45210540294647217	True	0.38727322965860367	16	4061	0.0701713114976883	0.698451817035675	0.125	0.45210540294647217	True	0.38431156426668167	0.002961665391921997	True	GSE241934_IIT	P531	TNK	median
JAG1_CD46	other		JAG1	CD46	JAG1	CD46	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.21139688789844513	0.41598230600357056	0.1875	0.3090371787548065	True	0.31368959695100784	16	4061	0.08790966868400574	0.41598230600357056	0.125	0.3090371787548065	True	0.25194598734378815	0.061743609607219696	True	GSE241934_IIT	P531	TNK	median
JAG1_NOTCH2	other	Signaling by Notch	JAG1	NOTCH2	JAG1	NOTCH2	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.21139688789844513	0.13709679245948792	0.1875	0.10933267325162888	True	0.17424684017896652	16	4061	0.08790966868400574	0.13709679245948792	0.125	0.10933267325162888	True	0.11250323057174683	0.061743609607219696	True	GSE241934_IIT	P531	TNK	median
LGALS9_HAVCR2	other	Signaling by Galectin	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.35704851150512695	0.16065171360969543	0.375	0.11499630659818649	True	0.2588501125574112	16	4061	0.19024178385734558	0.16065171360969543	0.25	0.11499630659818649	True	0.1754467487335205	0.08340336382389069	True	GSE241934_IIT	P531	TNK	median
LGALS9_P4HB	other	Signaling by Galectin	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.35704851150512695	0.5790022611618042	0.375	0.41886234283447266	True	0.4680253863334656	16	4061	0.19024178385734558	0.5790022611618042	0.25	0.41886234283447266	True	0.3846220225095749	0.08340336382389069	True	GSE241934_IIT	P531	TNK	median
LIPA_RORA	other	Signaling by Cholesterol	LIPA	RORA	LIPA	RORA	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.0	0.6672579050064087	0.0	0.4232947528362274	False	0.0	16	4061	0.3267586827278137	0.6672579050064087	0.375	0.4232947528362274	True	0.4970082938671112	-0.4970082938671112	True	GSE241934_IIT	P531	TNK	median
LPAR3_ADGRE5	other	Signaling by Lysophosphatidic acid receptor	LPAR3	ADGRE5	LPAR3	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.10834141820669174	0.698451817035675	0.125	0.45210540294647217	True	0.4033966176211834	16	4061	0.0	0.698451817035675	0.0	0.45210540294647217	False	0.0	0.4033966176211834	True	GSE241934_IIT	P531	TNK	median
NECTIN2_TIGIT	other	Signaling by Nectin	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.42588961124420166	0.6377734541893005	0.4375	0.38020190596580505	True	0.5318315327167511	16	4061	0.36513403058052063	0.6377734541893005	0.5	0.38020190596580505	True	0.5014537423849106	0.030377790331840515	True	GSE241934_IIT	P531	TNK	median
PLAUR_ITGA4+ITGB1	other	Signaling by Plasminogen Activator	PLAUR	ITGA4+ITGB1	PLAUR	ITGA4|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.040492817759513855	0.6978493928909302	0.0625	0.4508741796016693	False	0.0	16	4061	0.22981871664524078	0.6978493928909302	0.1875	0.4508741796016693	True	0.4638340547680855	-0.4638340547680855	True	GSE241934_IIT	P531	TNK	median
PODXL_SELL	other	Signaling by Podocalyxin-like protein	PODXL	SELL	PODXL	SELL	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.16556134819984436	0.3164048492908478	0.1875	0.19724205136299133	True	0.24098309874534607	16	4061	0.11745482683181763	0.3164048492908478	0.1875	0.19724205136299133	True	0.2169298380613327	0.024053260684013367	True	GSE241934_IIT	P531	TNK	median
PODXL2_SELL	other	Signaling by Podocalyxin-like protein	PODXL2	SELL	PODXL2	SELL	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.09466641396284103	0.3164048492908478	0.1875	0.19724205136299133	True	0.2055356316268444	16	4061	0.0	0.3164048492908478	0.0	0.19724205136299133	False	0.0	0.2055356316268444	True	GSE241934_IIT	P531	TNK	median
PPIA_BSG	other		PPIA	BSG	PPIA	BSG	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	2.3605756759643555	0.6754829287528992	0.9375	0.4782073497772217	True	1.5180293023586273	16	4061	2.304307460784912	0.6754829287528992	0.9375	0.4782073497772217	True	1.4898951947689056	0.02813410758972168	True	GSE241934_IIT	P531	TNK	median
PTGES_PTGER4	other	Signaling by Prostaglandin	PTGES	PTGER4	PTGES	PTGER4	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.16883477568626404	0.7853861451148987	0.3125	0.45973896980285645	True	0.47711046040058136	16	4061	0.0671745240688324	0.7853861451148987	0.0625	0.45973896980285645	False	0.0	0.47711046040058136	True	GSE241934_IIT	P531	TNK	median
PTGES2_PTGER4	other	Signaling by Prostaglandin	PTGES2	PTGER4	PTGES2	PTGER4	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.15682704746723175	0.7853861451148987	0.1875	0.45973896980285645	True	0.4711065962910652	16	4061	0.049549199640750885	0.7853861451148987	0.125	0.45973896980285645	True	0.4174676723778248	0.05363892391324043	True	GSE241934_IIT	P531	TNK	median
PTGES3_PTGER4	other	Signaling by Prostaglandin	PTGES3	PTGER4	PTGES3	PTGER4	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	1.2981939315795898	0.7853861451148987	0.875	0.45973896980285645	True	1.0417900383472443	16	4061	0.8995882272720337	0.7853861451148987	0.8125	0.45973896980285645	True	0.8424871861934662	0.19930285215377808	True	GSE241934_IIT	P531	TNK	median
PVR_CD226	other	Signaling by Poliovirus receptor	PVR	CD226	PVR	CD226	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.0	0.1516173630952835	0.0	0.11844373494386673	False	0.0	16	4061	0.05473537743091583	0.1516173630952835	0.125	0.11844373494386673	True	0.10317637026309967	-0.10317637026309967	True	GSE241934_IIT	P531	TNK	median
PVR_CD96	other	Signaling by Poliovirus receptor	PVR	CD96	PVR	CD96	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.0	0.8598445057868958	0.0	0.5503570437431335	False	0.0	16	4061	0.05473537743091583	0.8598445057868958	0.125	0.5503570437431335	True	0.4572899416089058	-0.4572899416089058	True	GSE241934_IIT	P531	TNK	median
PVR_TIGIT	other	Signaling by Poliovirus receptor	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.0	0.6377734541893005	0.0	0.38020190596580505	False	0.0	16	4061	0.05473537743091583	0.6377734541893005	0.125	0.38020190596580505	True	0.3462544158101082	-0.3462544158101082	True	GSE241934_IIT	P531	TNK	median
SFTPD_ADGRE5	other		SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.6980172395706177	0.698451817035675	0.375	0.45210540294647217	True	0.6982345283031464	16	4061	1.2663164138793945	0.698451817035675	0.5625	0.45210540294647217	True	0.9823841154575348	-0.2841495871543884	True	GSE241934_IIT	P531	TNK	median
SPP1_ITGA4+ITGB1	other	Adhesion by Osteopontin	SPP1	ITGA4+ITGB1	SPP1	ITGA4|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.1753826141357422	0.6978493928909302	0.25	0.4508741796016693	True	0.4366160035133362	16	4061	0.6423003077507019	0.6978493928909302	0.625	0.4508741796016693	True	0.670074850320816	-0.23345884680747986	True	GSE241934_IIT	P531	TNK	median
TGFB1_TGFBR1+TGFBR2	other	Signaling by Transforming growth factor	TGFB1	TGFBR1+TGFBR2	TGFB1	TGFBR1|TGFBR2	inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.20889359712600708	0.15955768525600433	0.25	0.1228761374950409	True	0.1842256411910057	16	4061	0.14237476885318756	0.15955768525600433	0.25	0.1228761374950409	True	0.15096622705459595	0.03325941413640976	True	GSE241934_IIT	P531	TNK	median
TGFB1_TGFBR3	other	Signaling by Transforming growth factor	TGFB1	TGFBR3	TGFB1	TGFBR3	inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.20889359712600708	0.18093101680278778	0.25	0.13272592425346375	True	0.19491230696439743	16	4061	0.14237476885318756	0.18093101680278778	0.25	0.13272592425346375	True	0.16165289282798767	0.03325941413640976	True	GSE241934_IIT	P531	TNK	median
TGFB2_TGFBR1+TGFBR2	other	Signaling by Transforming growth factor	TGFB2	TGFBR1+TGFBR2	TGFB2	TGFBR1|TGFBR2	inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.07705415785312653	0.15955768525600433	0.125	0.1228761374950409	True	0.11830592155456543	16	4061	0.12470576167106628	0.15955768525600433	0.125	0.1228761374950409	True	0.1421317234635353	-0.02382580190896988	True	GSE241934_IIT	P531	TNK	median
TGFB2_TGFBR3	other	Signaling by Transforming growth factor	TGFB2	TGFBR3	TGFB2	TGFBR3	inhibitory	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.07705415785312653	0.18093101680278778	0.125	0.13272592425346375	True	0.12899258732795715	16	4061	0.12470576167106628	0.18093101680278778	0.125	0.13272592425346375	True	0.15281838923692703	-0.02382580190896988	True	GSE241934_IIT	P531	TNK	median
TNC_ITGA4+ITGB1	other	Adhesion by tenascin	TNC	ITGA4+ITGB1	TNC	ITGA4|ITGB1	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.6240760087966919	0.6978493928909302	0.3125	0.4508741796016693	True	0.660962700843811	16	4061	0.27085229754447937	0.6978493928909302	0.25	0.4508741796016693	True	0.4843508452177048	0.17661185562610626	True	GSE241934_IIT	P531	TNK	median
TNFSF10_TNFRSF10A	other	Signaling by Tumor necrosis factor	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	attack	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.7757019996643066	0.16089139878749847	0.6875	0.12730854749679565	True	0.46829669922590256	16	4061	0.9462615251541138	0.16089139878749847	0.6875	0.12730854749679565	True	0.5535764619708061	-0.08527976274490356	True	GSE241934_IIT	P531	TNK	median
TNFSF12_TNFRSF25	other	Signaling by Tumor necrosis factor	TNFSF12	TNFRSF25	TNFSF12	TNFRSF25	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.18874195218086243	0.28551048040390015	0.25	0.2088155597448349	True	0.2371262162923813	16	4061	0.1288292557001114	0.28551048040390015	0.3125	0.2088155597448349	True	0.20716986805200577	0.02995634824037552	True	GSE241934_IIT	P531	TNK	median
TNFSF14_TNFRSF14	other	Signaling by Tumor necrosis factor	TNFSF14	TNFRSF14	TNFSF14	TNFRSF14	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.06927704811096191	0.5333183407783508	0.125	0.3868505358695984	True	0.30129769444465637	16	4061	0.0945684015750885	0.5333183407783508	0.125	0.3868505358695984	True	0.31394337117671967	-0.012645676732063293	True	GSE241934_IIT	P531	TNK	median
TNFSF15_TNFRSF25	other	Signaling by Tumor necrosis factor	TNFSF15	TNFRSF25	TNFSF15	TNFRSF25	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.2683195471763611	0.28551048040390015	0.1875	0.2088155597448349	True	0.2769150137901306	16	4061	0.18405330181121826	0.28551048040390015	0.1875	0.2088155597448349	True	0.2347818911075592	0.04213312268257141	True	GSE241934_IIT	P531	TNK	median
TNFSF9_TNFRSF9	other	Signaling by Tumor necrosis factor	TNFSF9	TNFRSF9	TNFSF9	TNFRSF9	other	cellphonedb_v5_interactors	liana_cpdb	16	4061	0.06654176115989685	0.17878587543964386	0.0625	0.11327259242534637	False	0.0	16	4061	0.12295442074537277	0.17878587543964386	0.1875	0.11327259242534637	True	0.15087014809250832	-0.15087014809250832	True	GSE241934_IIT	P531	TNK	median
GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	other	cellchatdb_v2	cellchat	11	1142	0.6904354691505432	0.42274531722068787	0.5454545617103577	0.4019264578819275	True	0.36858989416086807	11	1142	0.1345115303993225	0.42274531722068787	0.27272728085517883	0.4019264578819275	True	0.10211489228381582	0.26647500187705225	True	GSE241934_IIT	P531	B	tertile
CCL5_CCR1	CCL	Secreted Signaling	CCL5	CCR1	CCL5	CCR1	recruit	cellchatdb_v2	cellchat	11	1142	0.0	0.007293095346540213	0.0	0.10858143866062164	False	0.0	11	1142	0.138642817735672	0.007293095346540213	0.1818181872367859	0.10858143866062164	True	0.002018189252971952	-0.002018189252971952	True	GSE241934_IIT	P531	B	tertile
CCL20_CCR6	CCL	Secreted Signaling	CCL20	CCR6	CCL20	CCR6	other	cellchatdb_v2	cellchat	11	1142	0.0	0.32506319880485535	0.0	0.3309982419013977	False	0.0	11	1142	0.19924446940422058	0.32506319880485535	0.1818181872367859	0.3309982419013977	True	0.11467922073635128	-0.11467922073635128	True	GSE241934_IIT	P531	B	tertile
CXCL9_CXCR3	CXCL	Secreted Signaling	CXCL9	CXCR3	CXCL9	CXCR3	recruit	cellchatdb_v2	cellchat	11	1142	0.0	0.13088518381118774	0.0	0.20840629935264587	False	0.0	11	1142	0.04338337853550911	0.13088518381118774	0.1818181872367859	0.20840629935264587	True	0.011228961438837648	-0.011228961438837648	True	GSE241934_IIT	P531	B	tertile
CXCL10_CXCR3	CXCL	Secreted Signaling	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellchatdb_v2	cellchat	11	1142	0.0	0.13088518381118774	0.0	0.20840629935264587	False	0.0	11	1142	0.24901479482650757	0.13088518381118774	0.3636363744735718	0.20840629935264587	True	0.06119567313419927	-0.06119567313419927	True	GSE241934_IIT	P531	B	tertile
TNFSF10_TNFRSF10B	TRAIL	Secreted Signaling	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	attack	cellchatdb_v2	cellchat	11	1142	0.9447476863861084	0.07460562884807587	0.7272727489471436	0.1663747876882553	True	0.12355045471605859	11	1142	1.0301858186721802	0.07460562884807587	0.7272727489471436	0.1663747876882553	True	0.13323505268440392	-0.009684597968345324	True	GSE241934_IIT	P531	B	tertile
TNFSF13_TNFRSF13B	APRIL	Secreted Signaling	TNFSF13	TNFRSF13B	TNFSF13	TNFRSF13B	other	cellchatdb_v2	cellchat	11	1142	0.41973572969436646	0.7235216498374939	0.5454545617103577	0.5472854375839233	True	0.3778679414149055	11	1142	0.2113690972328186	0.7235216498374939	0.3636363744735718	0.5472854375839233	True	0.23422126464871668	0.1436466767661888	True	GSE241934_IIT	P531	B	tertile
TNFSF13B_TNFRSF13B	BAFF	Secreted Signaling	TNFSF13B	TNFRSF13B	TNFSF13B	TNFRSF13B	other	cellchatdb_v2	cellchat	11	1142	0.0	0.7235216498374939	0.0	0.5472854375839233	False	0.0	11	1142	0.2351447194814682	0.7235216498374939	0.27272728085517883	0.5472854375839233	True	0.2538786692720771	-0.2538786692720771	True	GSE241934_IIT	P531	B	tertile
TNFSF13B_TNFRSF13C	BAFF	Secreted Signaling	TNFSF13B	TNFRSF13C	TNFSF13B	TNFRSF13C	other	cellchatdb_v2	cellchat	11	1142	0.0	0.6761507391929626	0.0	0.5385289192199707	False	0.0	11	1142	0.2351447194814682	0.6761507391929626	0.27272728085517883	0.5385289192199707	True	0.24126691684198304	-0.24126691684198304	True	GSE241934_IIT	P531	B	tertile
SPP1_CD44	SPP1	Secreted Signaling	SPP1	CD44	SPP1	CD44	other	cellchatdb_v2	cellchat	11	1142	0.1268792748451233	1.0299708843231201	0.27272728085517883	0.6891418695449829	True	0.207207384113904	11	1142	0.6779593825340271	1.0299708843231201	0.6363636255264282	0.6891418695449829	True	0.5827347053347907	-0.37552732122088667	True	GSE241934_IIT	P531	B	tertile
MDK_NCL	MK	Secreted Signaling	MDK	NCL	MDK	NCL	other	cellchatdb_v2	cellchat	11	1142	0.8109152317047119	1.6866021156311035	0.3636363744735718	0.8581436276435852	True	0.7322898126427747	11	1142	1.0587477684020996	1.6866021156311035	0.8181818127632141	0.8581436276435852	True	0.7812473145749004	-0.04895750193212567	True	GSE241934_IIT	P531	B	tertile
C3_CR2	COMPLEMENT	Secreted Signaling	C3	CR2	C3	CR2	other	cellchatdb_v2	cellchat	11	1142	0.6701121926307678	0.20637325942516327	0.3636363744735718	0.2539404630661011	True	0.21666097849126426	11	1142	1.4351325035095215	0.20637325942516327	0.7272727489471436	0.2539404630661011	True	0.3719957631097904	-0.15533478461852612	True	GSE241934_IIT	P531	B	tertile
C4A_CR2	COMPLEMENT	Secreted Signaling	C4A	CR2	C4A	CR2	other	cellchatdb_v2	cellchat	11	1142	0.08399368077516556	0.20637325942516327	0.27272728085517883	0.2539404630661011	True	0.033506492920105845	11	1142	0.05327548086643219	0.20637325942516327	0.1818181872367859	0.2539404630661011	True	0.02151614496251355	0.011990347957592296	True	GSE241934_IIT	P531	B	tertile
LGALS9_CD45	GALECTIN	Secreted Signaling	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	cellchatdb_v2	cellchat	11	1142	0.28265511989593506	1.797913670539856	0.3636363744735718	0.8905429244041443	True	0.5040614904616674	11	1142	0.08507604897022247	1.797913670539856	0.27272728085517883	0.8905429244041443	True	0.23425559609855395	0.2698058943631134	True	GSE241934_IIT	P531	B	tertile
BAG6_NCR3-PS	BAG	Secreted Signaling	BAG6	NCR3	BAG6	NCR3	other	cellchatdb_v2	cellchat	11	1142	0.33120837807655334	0.26893413066864014	0.4545454680919647	0.30647987127304077	True	0.15120910542008553	11	1142	0.4631456732749939	0.26893413066864014	0.6363636255264282	0.30647987127304077	True	0.19943086453326547	-0.04822175911317994	True	GSE241934_IIT	P531	B	tertile
LGALS9_CD44	GALECTIN	Secreted Signaling	LGALS9	CD44	LGALS9	CD44	inhibitory	cellchatdb_v2	cellchat	11	1142	0.28265511989593506	1.0299708843231201	0.3636363744735718	0.6891418695449829	True	0.3679898570969043	11	1142	0.08507604897022247	1.0299708843231201	0.27272728085517883	0.6891418695449829	True	0.1491184448177038	0.21887141227920048	True	GSE241934_IIT	P531	B	tertile
FN1_CD44	FN1	ECM-Receptor	FN1	CD44	FN1	CD44	other	cellchatdb_v2	cellchat	11	1142	0.0635877177119255	1.0299708843231201	0.1818181872367859	0.6891418695449829	True	0.11581653563402537	11	1142	0.6205918788909912	1.0299708843231201	0.4545454680919647	0.6891418695449829	True	0.5610922563079361	-0.44527572067391075	True	GSE241934_IIT	P531	B	tertile
COL1A1_CD44	COLLAGEN	ECM-Receptor	COL1A1	CD44	COL1A1	CD44	other	cellchatdb_v2	cellchat	11	1142	0.12655064463615417	1.0299708843231201	0.27272728085517883	0.6891418695449829	True	0.20678167322098343	11	1142	0.12643970549106598	1.0299708843231201	0.27272728085517883	0.6891418695449829	True	0.20663785829208806	0.0001438149288953694	True	GSE241934_IIT	P531	B	tertile
