cohort,cutoff_rule,threshold,expression_scale,n,high_responder,high_nonresponder,low_responder,low_nonresponder,orr_high_pct,orr_low_pct,or_conditional_mle,ci_low,ci_high,fisher_p,log_or_woolf,se_log_or,haldane_corrected
IMvigor210,median,4.506270425896947,log2(TPM+1),298,39,110,29,120,26.174496644295303,19.463087248322147,1.4651977842806714,0.8211452779183059,2.6370303209346626,0.21394219114423912,0.38327719313280223,0.27847446325643166,False
BACI,median,7.848647976134727,log2(TPM+1),87,8,35,8,36,18.6046511627907,18.181818181818183,1.028238395805821,0.2992672100621944,3.5334527491992467,1.0,0.028170876966696224,0.5534882169922015,False
Snyder,median,3.96266078294933,log2(TPM+0.001),21,3,7,4,7,30.0,36.36363636363637,0.760342186433903,0.07937440740899991,6.521230423935016,1.0,-0.2876820724517809,0.9322272357358045,False
