cohort,n,sd_of_exposure,or_per_log2_unit,ci_low_per_log2_unit,ci_high_per_log2_unit,or_per_sd,ci_low_per_sd,ci_high_per_sd,p,error
IMvigor210,298,1.324127417835669,1.1084618328650695,0.8977648903864008,1.3686073582023888,1.1460827161889067,0.8669246207087502,1.5151324128654826,0.3383934627743286,
BACI,87,1.4858321680004858,0.9119934385404491,0.6415163980265087,1.2965093869766726,0.8720761338660864,0.5170625587881507,1.4708409462894736,0.607777013848529,
Snyder,21,1.4709669430302124,0.9722229598628036,0.5164985062002824,1.8300488236414452,0.9594094762188199,0.37838515251714006,2.4326180267254944,0.930439252539994,
