model,k,or,ci_low,ci_high,p,Q,Q_df,Q_p,I2_percent,tau2,user_claimed_or
fixed_iv,3,1.3122085923607376,0.819238518897616,2.1018193726808168,0.25827835488872497,0.7141886535733685,2,0.6997064935565197,0.0,0.0,0.42
random_DL,3,1.3122085923607376,0.819238518897616,2.1018193726808168,0.25827835488872497,0.7141886535733685,2,0.6997064935565197,0.0,0.0,0.42
random_DL_hartung_knapp,3,1.3122085923607376,0.7073199397131531,2.4343883060382057,0.19906390373158064,0.7141886535733685,2,0.6997064935565197,0.0,0.0,0.42
mantel_haenszel,3,1.3119093487857045,0.8203748681056919,2.0979508348488256,,0.7141886535733685,2,0.6997064935565197,0.0,0.0,0.42
