contrast	HR_core_mean_KO_minus_WT	NHEJ_core_mean_KO_minus_WT	HR_minus_NHEJ
naive_KO_vs_WT	0.1471123606111111	-0.02935399177777778	0.1764663523888889
VILI_KOhigh_vs_WT	-0.1480751478888889	-0.06167040388888886	-0.08640474400000003
VILI_KOlow_vs_WT	-0.212139184	-0.057697557222222216	-0.15444162677777779
