term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	contrast	fdr	label
GO_HR_0000724	0.36949883087780044	1.0167878694968544	0.2217782217782218	102	0.08077168450000002	Rad51ap1,Kdm4d,Brca1,Rad51,Rad54b,Aunip,Fscn1,Cdc45,Cdc7,Mcm5,Meiob,Gins2,Rmi2,Mcm6,Mcm2,Ston1,Rbbp8,Fen1,Rad51c,Nbn,Slx4,Rnf169,Tonsl,Ints3	24	naive_KO_vs_WT	0.5272505272505272	GO HR
REACTOME_HDR_R-HSA-5685942	0.4831572809773316	1.2548239847310807	0.05094905094905095	63	0.14977264831746032	Rad51ap1,Pole2,Brca1,Rad51,Polh,Chek1,Exo1,Bard1,Polr1b,Pole,Rfc4,Rmi2,Atrip,Rhno1,Brip1,Eme1,Rbbp8,Rad51c,Slx4	19	naive_KO_vs_WT	0.48401598401598406	Reactome HDR
NHEJ_CORE	-0.28628230488167394	-0.49980807204929406	0.4805194805194805	9	-0.029353991777777762	Xrcc4,Dclre1c,Polm	3	naive_KO_vs_WT	0.5272505272505272	NHEJ core
STING_CORE	0.31899881724667734	0.5278905583979419	0.46053946053946054	6	0.06087839766666667	Mb21d1,Tmem173,Tbk1	3	naive_KO_vs_WT	0.5272505272505272	STING core
CYTOSOLIC_SENSORS_BEYOND	0.44646165065359666	0.8116591171459101	0.3756243756243756	11	0.13306242654545455	Zbp1,Pycard,Ifi202b,Adar,Mavs	5	naive_KO_vs_WT	0.5272505272505272	Sensors beyond cGAS/STING
KEGG_CYTOSOLIC_BEYOND_CGAS_STING	0.3790585199067372	0.8110388025331641	0.37462537462537465	23	0.08210644069565218	Zbp1,Polr3d,Pycard,Ifi202b,Ripk1,Adar,Mavs	7	naive_KO_vs_WT	0.5272505272505272	KEGG cytosolic DNA minus cGAS/STING/IFN
POLR3_CYTOSOLIC	0.2461152958834522	0.47120385800278425	0.4945054945054945	12	-0.00945020133333333	Polr3d	1	naive_KO_vs_WT	0.5272505272505272	RNA pol III cytosolic
MICRONUCLEUS_ENVELOPE	0.5520553226387229	0.9511649927556645	0.2807192807192807	8	0.14205527162499998	Lmnb2,Lmnb1,Banf1	3	naive_KO_vs_WT	0.5272505272505272	Micronucleus envelope proxy
GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	0.389990248467624	0.7182507857369549	0.4245754245754246	11	0.04405598845454544	Mei4,Meiob,Mnd1,Psmc3ip	4	naive_KO_vs_WT	0.5272505272505272	GO chromosome segregation
DDR_TXN_CORE	0.768526611749917	1.3794857581214064	0.04895104895104895	10	0.9167050009000001	Cdkn1a,Gadd45g,Gadd45a,Pmaip1,Bbc3,Gadd45b	6	VILI_WT_vs_naive_WT	0.31002331002331	DDR transcript core
HALLMARK_P53_PATHWAY	0.4635107775834062	1.3745495027214034	0.007992007992007992	191	0.205384099329843	Sfn,Krt17,Slc7a11,Atf3,Cdkn1a,Alox8,Plk3,Gadd45a,Epha2,Rgs16,Trib3,Lif,Hbegf,Hmox1,Zbtb16,Nupr1,Fas,Il1a,Foxo3,Sphk1,Osgin1,Bmp2,Baiap2,Gpx2,Fgf13	59	VILI_WT_vs_naive_WT	0.15184815184815184	Hallmark p53
GO_P53_MEDIATOR_0030330	-0.3111306485029615	-0.7526828696283782	0.39760239760239763	34	-0.005174800294117667	Atm,Rps6ka6,Pml,Gtse1,Cdkn1b,Sp100,Chek2,Tfap4,Prap1	9	VILI_WT_vs_naive_WT	0.5385864135864136	GO p53 mediator
KEGG_P53_mmu04115	0.5334944500119685	1.3842581053608944	0.02097902097902098	68	0.32009697572058826	Sfn,Thbs1,Cdkn1a,Gadd45g,Gadd45a,Serpine1,Sesn2,Pmaip1,Bcl2l1,Siah1b,Chek1,Fas,Bbc3,Ccnb1,Gadd45b,Sesn1,Cdk1,Bid,Cdk6,Rrm2,Ccnb2,Sesn3,Mdm2,Ppm1d	24	VILI_WT_vs_naive_WT	0.1993006993006993	KEGG p53
HALLMARK_DNA_REPAIR	-0.2740652594745283	-0.8534137721301314	0.3246753246753247	145	-0.0638009076965517	Snapc4,Polr2f,Rfc2,Gtf2h3,Snapc5,Nt5c3,Pola2,Rev3l,Mrpl40,Taf6,Arl6ip1,Polr2k,Taf1c,Gtf2f1,Sac3d1,Cant1,Ssrp1,Ada,Ercc3,Lig1,Rad51,Polr2h,Pold3,Cetn2,Dut	59	VILI_WT_vs_naive_WT	0.5385864135864136	Hallmark DNA repair
DSB_CHROMATIN_CORE	-0.3050152466022948	-0.5693483679861232	0.45354645354645357	10	-0.06326898939999999	Bard1,Trp53bp1,H2afx,Mdc1,Atm	5	VILI_WT_vs_naive_WT	0.5385864135864136	DSB chromatin core
GO_DSB_CHROMATIN_0140861	0.2838546896083837	0.5621990139940379	0.5324675324675324	14	0.04531741307142858	Depdc1b,Kat5,Usp3	3	VILI_WT_vs_naive_WT	0.5641580641580641	GO DSB chromatin
REACTOME_DSB_SENSING_R-HSA-5693548	0.4894590856679049	0.8068293674146727	0.3866133866133866	6	0.2729345923333332	Artn,Kpna2,Kat5	3	VILI_WT_vs_naive_WT	0.5385864135864136	Reactome DSB sensing
HR_CORE	-0.3101380435818041	-0.6634042322440158	0.42157842157842157	18	-0.07450886966666669	Rad51,Atr,Exo1,Brca2,Rpa3,Rad52,Atm,Xrcc2,Chek2	9	VILI_WT_vs_naive_WT	0.5385864135864136	HR core
KEGG_HR_mmu03440	-0.39806581867057306	-1.0000506111910519	0.18081918081918083	38	-0.14827131694736842	Mus81,Rad51,Pold3,Uimc1,Mre11a,Sycp3,Brca2,Rpa3,Rad52,Pold1,Pold2,Ssbp1,Pold4,Atm,Xrcc2,Rad50,Rad51b,Rad54b	18	VILI_WT_vs_naive_WT	0.5385864135864136	KEGG HR
GO_HR_0000724	0.23475975548612157	0.6482383683996378	0.6513486513486514	102	0.005579656029411764	Eid3,Mcmdc2,Poln,Rbbp8,Cdc45,Nabp1,Rad51ap1,Fen1,Top3a,Zswim7,Ercc5,Epc1,Ercc4,Aunip,Rnf138,Mms22l,Mcm9,Nbn,Kat5,Smc5,Mcm6,Rnf169,Ston1,Brca1,Ino80	27	VILI_WT_vs_naive_WT	0.6513486513486514	GO HR
REACTOME_HDR_R-HSA-5685942	-0.27501934828813135	-0.7446045992878376	0.3726273726273726	63	-0.0513777859206349	Slx4,Mus81,Uba52,Rad51,Pold3,Polk,Pole4,Rad9a,Mre11a,Exo1,Brca2,Rpa3,Wrn,Pold1,Pole,Pold2,Slc19a1,Pold4,Atm,Pole2,Dna2,Xrcc2,Rad50,Polh,Rrad	28	VILI_WT_vs_naive_WT	0.5385864135864136	Reactome HDR
NHEJ_CORE	0.22178970295198944	0.3933874784865745	0.5344655344655345	9	-0.015439029666666666	Prkdc,Xrcc4,Xrcc5,Dclre1c,Lig4,Poll,Nhej1,Xrcc6,Polm	9	VILI_WT_vs_naive_WT	0.5641580641580641	NHEJ core
STING_CORE	-0.5201702315454367	-0.8516313871644016	0.35364635364635366	6	-0.167981317	Irf3,Ikbke	2	VILI_WT_vs_naive_WT	0.5385864135864136	STING core
CYTOSOLIC_SENSORS_BEYOND	-0.68199332935544	-1.3082386389896061	0.06593406593406594	11	-0.36957874990909095	Zbp1,Ddx58,Ifi202b,Ifi203,Mavs,Casp1	6	VILI_WT_vs_naive_WT	0.3131868131868132	Sensors beyond cGAS/STING
KEGG_CYTOSOLIC_BEYOND_CGAS_STING	-0.4527782036761821	-1.043299900207121	0.17582417582417584	23	-0.1545447881304348	Polr3k,Polr3gl,Zbp1,Ddx58,Polr3b,Polr3g,Ifi202b,Mavs,Casp1	9	VILI_WT_vs_naive_WT	0.5385864135864136	KEGG cytosolic DNA minus cGAS/STING/IFN
POLR3_CYTOSOLIC	-0.298144758212545	-0.5797559647602114	0.45054945054945056	12	-0.03385284749999999	Polr3k,Polr3gl,Polr3b,Polr3g	4	VILI_WT_vs_naive_WT	0.5385864135864136	RNA pol III cytosolic
MICRONUCLEUS_ENVELOPE	0.4596535411905793	0.794957025684644	0.3826173826173826	8	0.06846979624999999	Emd,Lemd3,Lmnb1	3	VILI_WT_vs_naive_WT	0.5385864135864136	Micronucleus envelope proxy
GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	-0.4308136909777169	-0.8235375921991823	0.3356643356643357	11	-0.1749740716363636	Mei4,Prdm9,Zcwpw1,Fmn2	4	VILI_WT_vs_naive_WT	0.5385864135864136	GO chromosome segregation
DDR_TXN_CORE	0.599922712558088	1.0815528009747997	0.1958041958041958	10	0.2644511257	Cdkn1a,Gadd45b,Gadd45a,Gadd45g,Mdm2	5	VILI_KOhigh_vs_WT	0.5504495504495505	DDR transcript core
HALLMARK_P53_PATHWAY	0.5090092099120868	1.5250907892758399	0.000999000999000999	191	0.24162147910994763	Lif,Krt17,Fos,Tnfsf9,Clca2,Sfn,Rrad,Hbegf,Ier5,Nudt15,Ier3,Btg2,Atf3,Hmox1,Socs1,Rgs16,Cdkn1a,Ppp1r15a,Osgin1,Sphk1,Plk3,Upp1,Trp63,Rnf19b,Inhbb	73	VILI_KOhigh_vs_WT	0.01898101898101898	Hallmark p53
GO_P53_MEDIATOR_0030330	0.5172492853507289	1.207805397101312	0.1008991008991009	34	0.22557083408823525	Prap1,Gtse1,Bcl3,Cdkn1a,Plk3,Chek2,Rps27l,Batf,Ndrg1	9	VILI_KOhigh_vs_WT	0.5504495504495505	GO p53 mediator
KEGG_P53_mmu04115	0.29599956296212887	0.7721191669740397	0.4915084915084915	68	0.03843188480882353	Gtse1,Sfn,Serpine1,Thbs1,Cdkn1a,Chek2,Gadd45b,Gadd45a,Cycs,Siva1,Gadd45g,Cd82,Aifm2,Ccnd1,Casp3,Mdm2,Igfbp3,Bid	18	VILI_KOhigh_vs_WT	0.5727801610154551	KEGG p53
HALLMARK_DNA_REPAIR	0.21863098380323634	0.6373532812652004	0.5884115884115884	145	0.03051126535172415	Pde4b,Polh,Taf12,Hcls1,Polr2f,Pnp,Vps37b,Pola2,Polr1c,Pole4,Ercc8,Gtf2f1,Nudt21,Brf2,Polr1d,Clp1,Umps,Itpa,Nme4,Rfc2,Dad1,Polr2k,Ercc1,Taf10,Cstf3	72	VILI_KOhigh_vs_WT	0.5884115884115884	Hallmark DNA repair
DSB_CHROMATIN_CORE	0.2280618574473608	0.41367282740340244	0.5124875124875125	10	-0.007709983699999978	H2afx,Kat5,Ube2n	3	VILI_KOhigh_vs_WT	0.5727801610154551	DSB chromatin core
GO_DSB_CHROMATIN_0140861	-0.5584228465755714	-1.0757562215017213	0.18081918081918083	14	-0.19087585478571428	Rnf8,Usp3,Parp2,Rnf168,Trip12,Asf1a,Ubr5,Depdc1b	8	VILI_KOhigh_vs_WT	0.5504495504495505	GO DSB chromatin
REACTOME_DSB_SENSING_R-HSA-5693548	-0.3470986675342774	-0.578904871184197	0.43456543456543456	6	-0.03607733566666665	Atm,Rad50	2	VILI_KOhigh_vs_WT	0.5727801610154551	Reactome DSB sensing
HR_CORE	-0.4046746491959262	-0.8590893957182645	0.31868131868131866	18	-0.1480751478888889	Nbn,Brca1,Rbbp8,Rad52,Rad51,Atm,Rpa2,Brca2,Atr,Chek1,Rpa3	11	VILI_KOhigh_vs_WT	0.5504495504495505	HR core
KEGG_HR_mmu03440	-0.2843192713901782	-0.7083122673702866	0.4255744255744256	38	-0.05298584355263156	Topbp1,Atm,Rad51c,Rpa2,Uimc1,Rad50,Brca2,Brip1,Rpa3,Brcc3	10	VILI_KOhigh_vs_WT	0.5727801610154551	KEGG HR
GO_HR_0000724	-0.34976220347192816	-1.0215316086780581	0.15884115884115885	102	-0.11184696800980391	Lig3,Exd2,Hus1,Rfwd3,Rnf138,Rmi2,Wrn,Nucks1,Mcm3,Gins4,Recql,Ap5z1,Mcm9,Mcm6,Fancm,Cdc7,Rad51c,Rpa2,Zmynd8,Mms22l,Helq,Inip,Cdc45,Rad51ap1,Rmi1	41	VILI_KOhigh_vs_WT	0.5504495504495505	GO HR
REACTOME_HDR_R-HSA-5685942	0.24253100459946234	0.6407374601461254	0.5724275724275725	63	0.014127057682539705	Rrad,Rad51b,Gen1,Ubc,Polh,Eme1,Artn,Exo1,Pole4,Uba52,Rfc2,Rps27a,Pold4,Slc19a1,Kat5,Rhno1,Pole2	17	VILI_KOhigh_vs_WT	0.5884115884115884	Reactome HDR
NHEJ_CORE	-0.37931843916428987	-0.6761690578284073	0.4025974025974026	9	-0.061670403888888864	Prkdc,Xrcc4,Lig4	3	VILI_KOhigh_vs_WT	0.5727801610154551	NHEJ core
STING_CORE	0.5773062564902794	0.9580241738382419	0.27672327672327673	6	0.2110292225	Tmem173,Ikbke	2	VILI_KOhigh_vs_WT	0.5504495504495505	STING core
CYTOSOLIC_SENSORS_BEYOND	0.5622326216661251	1.0369460867821356	0.23776223776223776	11	0.1720144128181818	Ifi202b,Pycard,Zbp1,Ifi204,Casp1	5	VILI_KOhigh_vs_WT	0.5504495504495505	Sensors beyond cGAS/STING
KEGG_CYTOSOLIC_BEYOND_CGAS_STING	0.4204944094098023	0.9141668877259451	0.31368631368631367	23	0.11141913143478258	Ifi202b,Pycard,Polr3d,Zbp1,Casp1,Polr1c,Polr1d,Ripk1,Ripk3	9	VILI_KOhigh_vs_WT	0.5504495504495505	KEGG cytosolic DNA minus cGAS/STING/IFN
POLR3_CYTOSOLIC	-0.2290324945677643	-0.44060696138204614	0.4775224775224775	12	0.0029977230833333293	Polr3e,Polr3k,Polr3g	3	VILI_KOhigh_vs_WT	0.5727801610154551	RNA pol III cytosolic
MICRONUCLEUS_ENVELOPE	0.5702403220867555	0.9887386859483454	0.2647352647352647	8	0.22071055675	Lmnb1,Emd,Sun2,Banf1	4	VILI_KOhigh_vs_WT	0.5504495504495505	Micronucleus envelope proxy
GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	-0.7387179445455543	-1.40619180145131	0.04195804195804196	11	-0.7198178023636363	Mnd1,Sycp1,Meiob,Mei4	4	VILI_KOhigh_vs_WT	0.3986013986013986	GO chromosome segregation
DDR_TXN_CORE	0.5236891032588136	0.9119327498903539	0.2837162837162837	10	0.15221378530000002	Cdkn1a,Gadd45g,Bbc3,Pmaip1,Mdm2	5	VILI_KOlow_vs_WT	0.4865134865134866	DDR transcript core
HALLMARK_P53_PATHWAY	0.3837404711037661	1.111861678503665	0.0959040959040959	191	0.0833495282513089	Lif,Clca2,Rrad,Ada,Polh,Inhbb,Gls2,Cdkn1a,Tnfsf9,Socs1,Abat,Sphk1,Rgs16,Osgin1,Ndrg1,Ninj1,Tcn2,Upp1,Sfn,Hbegf,Casp1,Ddit3,Hmox1,Slc35d1,Cebpa	58	VILI_KOlow_vs_WT	0.4865134865134866	Hallmark p53
GO_P53_MEDIATOR_0030330	0.48008269282021016	1.0700533257337006	0.16783216783216784	34	0.08280772173529412	Bcl3,Gtse1,Cdkn1a,Chek2,Ndrg1,Batf,Rps27l,E2f7	8	VILI_KOlow_vs_WT	0.4865134865134866	GO p53 mediator
KEGG_P53_mmu04115	-0.34214284721384397	-0.8470522867830578	0.4045954045954046	68	-0.059072010441176485	Fas,Sesn2,Bcl2l1,Siah1b,Apaf1,Rrm2b,Atr,Casp9,Gadd45b,Mdm4,Ccnb2,Ccng2,Bcl2,Trp73,Atm,Ccne1,Rrm2,Casp3,Cdk6,Sesn3,Pten,Steap3,Chek1,Sesn1,Igf1	27	VILI_KOlow_vs_WT	0.4865134865134866	KEGG p53
HALLMARK_DNA_REPAIR	0.2019579037671479	0.5646796847902416	0.46153846153846156	145	0.006754391744827578	Ada,Polh,Pde4b,Polr2f,Ccno,Polr2k,Pold4,Pnp,Taf12,Pola2,Polr2c,Clp1,Brf2,Gtf2f1,Polr3gl,Polr2d,Adrm1,Snapc5,Ell,Bcam,Polr2j,Pole4,Polr1c,Stx3,Poll	53	VILI_KOlow_vs_WT	0.4865134865134866	Hallmark DNA repair
DSB_CHROMATIN_CORE	-0.42884639019230447	-0.7548304717869035	0.4165834165834166	10	-0.059614149300000016	Trp53bp1,Atm,Brca1	3	VILI_KOlow_vs_WT	0.4865134865134866	DSB chromatin core
GO_DSB_CHROMATIN_0140861	-0.4815414633829988	-0.885246960941835	0.33766233766233766	14	-0.08349919228571427	Parp2,Dtx3l,Trip12,Asf1a,Ubr5,Kdm1a,Usp3,Depdc1b	8	VILI_KOlow_vs_WT	0.4865134865134866	GO DSB chromatin
REACTOME_DSB_SENSING_R-HSA-5693548	-0.5462578455793636	-0.868372565194658	0.32667332667332666	6	-0.11050377866666668	Rad50,Atm,Mre11a	3	VILI_KOlow_vs_WT	0.4865134865134866	Reactome DSB sensing
HR_CORE	-0.6349801027061713	-1.2486029804382417	0.0939060939060939	18	-0.2262238722222222	Atr,Rpa2,Atm,Exo1,Chek1,Brca1,Rpa3,Palb2,Rad51	9	VILI_KOlow_vs_WT	0.4865134865134866	HR core
KEGG_HR_mmu03440	-0.4331674688024798	-0.9913932755025465	0.22877122877122877	38	-0.12576026650000002	Rad52,Topbp1,Ssbp1,Rbbp8,Blm,Top3b,Mus81,Rad51d,Rad50,Sycp3,Brcc3,Rpa2,Atm,Brip1,Mre11a,Brca1,Rpa3,Palb2,Gm5136,Rad51	20	VILI_KOlow_vs_WT	0.4865134865134866	KEGG HR
GO_HR_0000724	-0.4078792833397139	-1.087517076679683	0.13186813186813187	102	-0.12118772638235295	Mbtd1,Helq,Rpa2,Rev3l,Atrx,Rmi1,Cdc7,Smc6,Mcm9,Mcm5,Smc5,Mcm6,Mcm3,Mms22l,Mre11a,Brca1,Rpa3,Palb2,Cdc45,Tonsl,Rad51,Fancb,Poln,Hus1b,Mcmdc2	25	VILI_KOlow_vs_WT	0.4865134865134866	GO HR
REACTOME_HDR_R-HSA-5685942	0.2496512076511923	0.6327957485475639	0.4825174825174825	63	-0.00750879166666667	Rad51ap1,Rrad,Polh,Rad51b,Pole,Pold4,Rhno1,Eme1,Bard1,Slc19a1,Pole4,Rmi2,Rps27a	13	VILI_KOlow_vs_WT	0.4865134865134866	Reactome HDR
NHEJ_CORE	-0.3833878442586274	-0.6516172092480625	0.4435564435564436	9	-0.05769755722222222	Nhej1,Lig4,Prkdc	3	VILI_KOlow_vs_WT	0.4865134865134866	NHEJ core
STING_CORE	0.45836060291326247	0.7412177689093415	0.3756243756243756	6	0.057686684000000016	Tmem173,Irf3	2	VILI_KOlow_vs_WT	0.4865134865134866	STING core
CYTOSOLIC_SENSORS_BEYOND	0.35114896079450786	0.6286476664991921	0.4725274725274725	11	0.022611213727272726	Ifi202b,Casp1,Pycard	3	VILI_KOlow_vs_WT	0.4865134865134866	Sensors beyond cGAS/STING
KEGG_CYTOSOLIC_BEYOND_CGAS_STING	0.31637517363452233	0.6591235512484913	0.4485514485514486	23	0.051571627521739126	Ifi202b,Casp1,Polr3d,Pycard,Polr3gl,Polr1c,Polr1d	7	VILI_KOlow_vs_WT	0.4865134865134866	KEGG cytosolic DNA minus cGAS/STING/IFN
POLR3_CYTOSOLIC	0.23415302247695222	0.4428058613647705	0.4865134865134865	12	0.0032571255833333257	Polr3d,Polr3gl,Polr1c,Polr1d,Polr3h	5	VILI_KOlow_vs_WT	0.4865134865134866	RNA pol III cytosolic
MICRONUCLEUS_ENVELOPE	0.46548903601223773	0.7815845102557111	0.36863136863136864	8	0.08343061574999999	Lmnb1,Sun2,Emd,Banf1,Sun1,Lmnb2	6	VILI_KOlow_vs_WT	0.4865134865134866	Micronucleus envelope proxy
GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	-0.5365668697825475	-0.9560913354480719	0.27972027972027974	11	-0.1311400209090909	Mnd1,Sycp1,Fancd2	3	VILI_KOlow_vs_WT	0.4865134865134866	GO chromosome segregation
