sample,author,histology,histology_source,CLDN4_raw,CLDN4_resid,TACSTD2_raw,TACSTD2_resid,CD8A_raw,CD8A_resid,ESTIMATEScore,StromalScore,ImmuneScore,cohort,cancer,tissue,expr_scale
SMC_IO_C001,R,NA,none_in_GEO,0.32303747413641876,-0.8626711899984971,0.3368939395607091,-1.568049657547773,2.5564644981687668,0.6836762912686538,8004.102098261727,851.0104282917449,7153.091669969983,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C002,R,NA,none_in_GEO,1.1547831387914207,0.03951590023845597,2.1478351428286917,0.08550814072107737,1.9185045836533139,-0.4602561359669257,10680.845762667692,5053.349717510844,5627.496045156848,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C003,R,NA,none_in_GEO,2.047615490887117,0.7923298721750294,2.688757588955413,0.9392659568002215,1.3074780032162279,-0.06554708497940176,5360.207957640798,1559.8455787254195,3800.362378915378,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C004,R,NA,none_in_GEO,1.1218925400232618,0.013908383311094008,1.9326747372787934,-0.1459244542333138,2.344288073277893,-0.086786170506437,10957.599718364161,4514.378765933449,6443.220952430712,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C005,R,NA,none_in_GEO,1.2081052560568217,-0.045294741991346754,2.6651772682768313,0.9114726975251728,1.1782585186518482,-0.2083107620055067,5431.860726220089,324.18375567459,5107.676970545499,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C006,R,NA,none_in_GEO,1.351006719633948,0.21350228268868743,1.7715203310321421,-0.24112332109060985,2.4032225767808697,0.18418904969616356,9835.841854541688,3464.5640003427998,6371.277854198888,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C007,R,NA,none_in_GEO,1.6420154763970698,0.406674217615407,2.1197704230813343,0.3257182038788691,1.725709979643824,0.20942688914028174,6118.084997228657,136.0660301196919,5982.018967108965,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C008,NR,NA,none_in_GEO,1.6465916544811832,0.48102971326097843,2.4662535269773125,0.5162972143296987,2.156010211651506,0.1385104528198764,8769.668843610409,2979.8355598528606,5789.833283757549,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C009,NR,NA,none_in_GEO,0.48598105523060087,-0.6872175376688393,1.7703750258914284,-0.16251913569747178,1.9716623115884604,0.0090157276747036,8479.479387182004,1070.7303619352092,7408.749025246794,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C010,NR,NA,none_in_GEO,0.5296776956384297,-0.7488649665817344,1.799197212885505,0.10166751459628354,0.6376715925535449,-0.5683008750426836,4476.450376803198,1007.8431010512725,3468.607275751926,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C011,NR,NA,none_in_GEO,1.5600305377889552,0.3654527804318799,2.4770098963663183,0.591882026708358,1.1344493856253426,-0.6746331630475075,7667.080396964367,3799.550222337245,3867.5301746271216,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C012,NR,NA,none_in_GEO,1.364747411173061,0.06065077916801043,1.750423179724393,0.10998731141894269,0.7917584385786011,-0.23066285589449154,3505.4105922301483,-633.188575085563,4138.599167315711,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C013,NR,NA,none_in_GEO,1.6200327941366097,0.41850438481006313,1.7088640054270388,-0.1607344046141983,1.7468045363539153,-0.012352292999909364,7402.958632405128,2648.637319664832,4754.321312740296,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C014,NR,NA,none_in_GEO,2.02819829704289,0.7482053615937172,2.5889449592643916,0.8946555267289475,1.7850299702362349,0.5894746454469548,4421.340622204464,-61.60816423186304,4482.948786436327,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C015,NR,NA,none_in_GEO,1.3728203482074384,0.10989685122796367,2.2266085152349735,0.49418177463697677,0.6376715925535449,-0.6804915102851278,5069.971891393861,456.393904748508,4613.577986645353,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C016,NR,NA,none_in_GEO,0.3638788170283369,-0.8597735754452414,1.4039017454648874,-0.4162662651905169,2.10092197852316,0.5006791298533027,6562.256854566394,2348.10581830079,4214.1510362656045,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C017,NR,NA,none_in_GEO,0.8669074721087622,-0.2696932145462656,2.1652452765921235,0.15058242487523055,2.2099022115571247,-0.015622848051842109,9870.183974162348,3927.1691481003936,5943.014826061955,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C018,NR,NA,none_in_GEO,1.3937494251603295,0.17638282996531385,1.5199929412013944,-0.3142190807820253,2.0778845755817765,0.4324915809969476,6801.114428815205,2978.396033061792,3822.7183957534135,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C019,NR,NA,none_in_GEO,1.077947977971153,-0.10603147948289382,2.4154488619055323,0.506641793364806,2.1258403296806656,0.24063143364623163,8069.811203226962,2859.3924505139726,5210.418752712989,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C020,NR,NA,none_in_GEO,1.2983249433213304,0.06235377269772013,0.1164502841304022,-1.676194557669974,1.025471041921637,-0.48628746557085334,6094.148620045237,2753.9373537859265,3340.211266259311,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C021,NR,NA,none_in_GEO,1.3282401491644622,0.09194178769913575,1.7805740834843327,-0.011339733804139884,1.800267628815526,0.2908592948317985,6081.7155097641735,745.167220251708,5336.548289512465,GSE166449,NSCLC,lung,log2(TPM+1)
SMC_IO_C022,NR,NA,none_in_GEO,0.9788206530958329,-0.4008022111686401,0.5402017843050921,-0.9314899749545464,0.6902218796902445,0.21029666897578542,635.4464762758962,55.25936105761957,580.1871152182766,GSE166449,NSCLC,lung,log2(TPM+1)
