scope	universe	rank	set	family	size	n_alias	n_genes_ranked	es	nes	p	fdr_rank	fdr_family	n_leading	lead_mean	lead_median	lineage_frac	leading_top	status	nperm
full	zerofill_q4	ols_t	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	chemokine	44	0	21604	-0.7541961815856391	-3.2437394405582176	4.999750012499375e-05	0.00030998450077496123	0.00014999250037498125	26	-1.0769675080278835	-0.914951000458271	0.19230769230769232	CCL5,XCL2,CCL3,CCL4,CXCR3,ACKR4,CXCR6,CCR1,CXCR4,CCR7,CXCR5,XCL1,CXCL13,CCR6,CCR5,CCL13,CXCL11,CXCL10,CCL7,CXCL9	ok	20000
full	zerofill_q4	ols_t	REACTOME_CLASS_I_MHC_ANTIGEN_PROCESSING	mhc	359	0	21604	-0.16195399779375697	-0.9946558970700791	0.006496751624187906	0.006496751624187906	0.0064967516241879065	46	-0.757476433948882	-0.6359097802432986	0.021739130434782608	CYBB,BTK,S100A8,PSME2,ANAPC5,PSMB9,CD36,FBXO6,UBE2L6,HLA-E,HLA-B,PSMA5,B2M,HLA-F,FCGR1A,PSME1,HLA-C,UBE2G1,UBE2V1,UBR2	ok	2000
full	zerofill_q4	ols_t	REACTOME_INTERFERON_SIGNALING	ifn	178	0	21604	-0.43019344182813135	-2.420364296858608	0.0004997501249375312	0.000534215650795292	0.000526052763092138	65	-0.9902157453726553	-0.9111010981455314	0.015384615384615385	GBP5,GBP2,GBP4,GBP1,SAMHD1,STAT1,JAK2,IFNG,OAS2,IFI35,IFITM1,VCAM1,STAT2,XAF1,IRF8,HLA-DQA1,UBE2L6,HLA-E,HLA-B,B2M	ok	2000
full	zerofill_q4	ols_t	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	ifn	59	0	21604	-0.6604823416083794	-2.9864007738839837	0.0004997501249375312	0.000534215650795292	0.000526052763092138	34	-1.0214295360628378	-0.9456385131907892	0.0	GBP2,SAMHD1,STAT1,OAS2,IFI35,IFITM1,STAT2,XAF1,IRF8,HLA-E,HLA-B,OASL,IRF9,HLA-F,BST2,IRF4,HLA-C,MX1,IFITM3,PTPN1	ok	2000
full	zerofill_q4	ols_t	REACTOME_INTERFERON_GAMMA_SIGNALING	ifn	82	0	21604	-0.5279998822869081	-2.5979379771254947	0.0004997501249375312	0.000534215650795292	0.000526052763092138	38	-1.1160538843507926	-0.9538676409694063	0.02631578947368421	GBP5,GBP2,GBP4,GBP1,STAT1,JAK2,IFNG,OAS2,VCAM1,IRF8,HLA-DQA1,HLA-E,HLA-B,B2M,OASL,IRF9,GBP6,HLA-F,FCGR1A,IRF4	ok	2000
full	zerofill_q4	ols_t	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	mhc	63	0	21604	-0.6535805426168416	-3.0484109718087646	4.999750012499375e-05	0.00030998450077496123	0.00024998750062496874	40	-0.8965863085947585	-0.8171441738841199	0.1	CD8A,KLRD1,TAP2,TAP1,CD8B,KLRC1,PSME2,IFNG,KIR2DL4,HLA-DQA1,CTSB,HLA-E,HLA-B,B2M,CD4,HLA-F,PSME1,HLA-C,HLA-DRB1,HSPA4	ok	20000
full	zerofill_q4	ols_t	KEGG_CHEMOKINE_SIGNALING_PATHWAY	chemokine	173	0	21604	-0.49228831440778253	-2.7122149541316407	0.0004997501249375312	0.000534215650795292	0.0004997501249375312	66	-0.9389975592368577	-0.8689485229382015	0.07575757575757576	CCL5,XCL2,FGR,CCL3,GNGT2,CCL4,CXCR3,ITK,JAK3,STAT1,WAS,JAK2,PIK3R5,CXCR6,CCR1,RASGRP2,CCL4L2,CXCR4,STAT2,CCR7	ok	2000
full	zerofill_q4	ols_t	WP_CHEMOKINE_SIGNALING	chemokine	150	0	21604	-0.49713166452787855	-2.712963212925322	0.0004997501249375312	0.000534215650795292	0.0004997501249375312	61	-0.911590419941721	-0.7738222967043005	0.06557377049180328	CCL5,FGR,CCL3,GNGT2,CCL4,CXCR3,ITK,JAK3,STAT1,WAS,JAK2,PIK3R5,CXCR6,CCR1,RASGRP2,CXCR4,STAT2,CCR7,CXCR5,GNG2	ok	2000
full	zerofill_q4	ols_t	WP_INTERFERON_TYPE_I_SIGNALING	ifn	54	0	21604	-0.4184816460006131	-1.8919337463602126	0.0004997501249375312	0.000534215650795292	0.000526052763092138	17	-0.788903213633226	-0.6069789715598697	0.17647058823529413	LCK,STAT1,PTPRC,STAT4,STAT2,ZAP70,IRF9,RAP1A,RPS6KA4,EIF4A1,JAK1,RAPGEF1,STAT5A,EIF4EBP1,EIF4B,VAV1,PIK3CD	ok	2000
full	zerofill_q4	ols_t	WP_INTERFERON_SIGNALING_OVERVIEW	ifn	17	0	21604	-0.60939257563834	-2.0633648521945998	0.0004997501249375312	0.000534215650795292	0.000526052763092138	6	-0.8129969344632201	-0.7321045119316543	0.0	STAT1,JAK2,IFNG,STAT2,IRF9,JAK1	ok	2000
full	zerofill_q4	ols_t	WP_INTERFERON_TYPE_II_SIGNALING	ifn	34	0	21604	-0.7950233436959336	-3.196998218347695	0.0004997501249375312	0.000534215650795292	0.000526052763092138	21	-1.1129931186779776	-1.08506566941397	0.0	CYBB,GBP1,TAP1,SPI1,STAT1,JAK2,IFNG,PSMB9,STAT2,IRF8,HLA-B,IRF9,CXCL10,IRF4,CXCL9,IFI6,JAK1,IL1B,ISG15,IRF1	ok	2000
full	zerofill_q4	ols_t	WP_INTERFERON_TYPE_III_SIGNALING	ifn	8	0	21604											size_out_of_range	
full	zerofill_q4	ols_t	GO_MHC_I_PEPTIDE_ANTIGEN_PRESENTATION	mhc	18	0	21604	-0.5899643229758089	-2.0161545098540388	0.0004997501249375312	0.000534215650795292	0.000624687656171914	11	-0.800042534467558	-0.6562188825923579	0.0	FCER1G,TAP2,TAP1,B2M,ERAP1,HLA-A,TAPBPL,TAPBP,CLEC4A,IFI30,ERAP2	ok	2000
full	zerofill_q4	ols_t	GO_CELLULAR_RESPONSE_TO_CHEMOKINE	chemokine	51	0	21604	-0.6788228821339125	-3.007474702041287	0.0004997501249375312	0.000534215650795292	0.0004997501249375312	37	-0.8335359605760723	-0.645343032675055	0.05405405405405406	CCL5,XCL2,CCL3,CCL4,CCR1,DOCK8,XCL1,CCL26,CXCL13,CCL14,CCL13,CXCL11,CXCL10,CCL7,CCL23,CXCL9,CCL8,CCL3L1,FOXC1,CCL18	ok	2000
full	zerofill_q4	ols_t	GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA	ifn	18	0	21604	-0.5101936231989519	-1.7410624218757629	0.0029985007496251873	0.003098450774612694	0.0029985007496251873	9	-0.8853368722332547	-0.8711839847951465	0.0	STAT1,PYHIN1,AIM2,IFI16,MNDA,IRF1,OAS1,IFITM2,PNPT1	ok	2000
full	zerofill_q4	ols_t	GO_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	ifn	22	0	21604	-0.6781143831502565	-2.395819919820361	0.0004997501249375312	0.000534215650795292	0.000526052763092138	14	-0.8616846953668373	-0.6903308589490587	0.0	STAT1,OAS2,IFITM1,STAT2,TRAF3,IFITM3,JAK1,IFIT1,TBK1,MYD88,SP100,IFI27,IKBKE,TANK	ok	2000
full	zerofill_q4	ols_t	GO_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	ifn	58	0	21604	-0.719224552485239	-3.263662285714494	0.0004997501249375312	0.000534215650795292	0.000526052763092138	35	-1.1215031292588538	-0.9735782797890303	0.05714285714285714	CCL5,GBP5,XCL2,GBP2,GBP4,CCL3,GBP1,CCL4,STAT1,JAK2,IL12RB1,IFNG,CASP1,IRF8,XCL1,CCL26,CCL14,GBP6,CCL13,AIF1	ok	2000
full	zerofill_q4	ols_t	GO_CHEMOKINE_MEDIATED_SIGNALING	chemokine	48	0	21604	-0.6964952230372763	-3.06117030653582	4.999750012499375e-05	0.00030998450077496123	0.00014999250037498125	33	-0.8613344754164968	-0.7060348371033405	0.06060606060606061	CCL5,XCL2,CCL3,CCL4,CCR1,XCL1,CCL26,CXCL13,CCL14,CCL13,CXCL11,CXCL10,CCL7,CCL23,CXCL9,CCL8,CCL3L1,FOXC1,CCL18,SH2B3	ok	20000
full	zerofill_q4	ols_t	GO_INTERFERON_MEDIATED_SIGNALING	ifn	30	0	21604	-0.6422552079938828	-2.5303202264541054	0.0004997501249375312	0.000534215650795292	0.000526052763092138	16	-0.8668319423819228	-0.6800284092004363	0.0	STAT1,JAK2,IFNG,OAS2,IFITM1,STAT2,TRAF3,IFITM3,JAK1,TBK1,MYD88,IRF1,SP100,IFI27,IKBKE,TANK	ok	2000
full	zerofill_q4	ols_t	GO_RESPONSE_TO_TYPE_II_INTERFERON	ifn	70	0	21604	-0.7043270975420667	-3.3117002319355087	0.0004997501249375312	0.000534215650795292	0.000526052763092138	40	-1.1663482236439748	-0.9863783414193183	0.075	CCL5,GBP5,XCL2,GBP2,GBP4,CCL3,GBP1,CCL4,STAT1,IL12RB1,IFITM1,KYNU,CASP1,IRF8,XCL1,CCL26,CCL14,GBP6,CCL13,BST2	ok	2000
full	zerofill_q4	ols_t	GO_TYPE_I_INTERFERON_SIGNALING	ifn	21	0	21604	-0.6670812266434069	-2.3696561804689327	0.0004997501249375312	0.000534215650795292	0.000526052763092138	13	-0.8633476370922394	-0.6541673951236956	0.0	STAT1,OAS2,IFITM1,STAT2,TRAF3,IFITM3,JAK1,TBK1,MYD88,SP100,IFI27,IKBKE,TANK	ok	2000
full	zerofill_q4	ols_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	ifn	96	0	21604	-0.7531139209563551	-2.9953980888445964	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	56	-0.9730230315586255	-0.7966380412025976	0.017857142857142856	GBP2,IFITM1,GBP4,EPSTI1,CXCL10,C1S,BST2,SELL,PSMB9,TAP1,IFI44L,IFI27,SAMD9L,CASP1,TMEM140,RTP4,OASL,CD74,MX1,ISG15	ok	2000
full	zerofill_q4	ols_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	ifn	198	0	21604	-0.7414211818994815	-3.2382418646680304	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	120	-0.9730876139273424	-0.8769982453883722	0.11666666666666667	CCL5,CD69,GZMA,GBP4,EPSTI1,VCAM1,HLA-DQA1,CXCL10,OAS2,C1S,HLA-DRB1,XAF1,CFB,BST2,TNFAIP3,PSMB9,TAP1,IFI44L,IFI27,LCP2	ok	2000
full	zerofill_q4	ols_logFC	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	mhc	21	0	21604	-0.8589954516226443	-2.4306472644605446	0.0004997501249375312	0.0005958559181947488	0.0008329168748958853	17	-0.9133999225957102	-0.73695046657342	0.0	PSMB9,TAP1,TAP2,HLA-F,HLA-B,HLA-C,HLA-E,B2M,HLA-A,PSMB10,HLA-G,ERAP1,PSMB8,ERAP2,TAPBPL,IRF1,NLRC5	ok	2000
full	zerofill_q4	ols_logFC	HALLMARK_IFN_CORE	ifn	72	0	21604	-0.7716474482640099	-2.8814962537750195	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	45	-0.9280141669034961	-0.767211168426432	0.0	GBP4,EPSTI1,CXCL10,C1S,BST2,PSMB9,TAP1,IFI44L,IFI27,SAMD9L,CASP1,RTP4,OASL,CD74,MX1,ISG15,CXCL11,IFITM3,IFI35,IL4R	ok	2000
full	zerofill_q4	ols_logFC	HALLMARK_IFN_ALPHA_NOLINEAGE	ifn	95	0	21604	-0.7495969392548893	-2.9319571842929775	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	55	-0.9623618251589708	-0.7939139495477459	0.0	GBP2,IFITM1,GBP4,EPSTI1,CXCL10,C1S,BST2,PSMB9,TAP1,IFI44L,IFI27,SAMD9L,CASP1,TMEM140,RTP4,OASL,CD74,MX1,ISG15,CXCL11	ok	2000
full	zerofill_q4	ols_logFC	HALLMARK_IFN_GAMMA_NOLINEAGE	ifn	184	0	21604	-0.7199864417156869	-3.1254586576301477	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	106	-0.9426371399653355	-0.8261346451683713	0.0	CCL5,GBP4,EPSTI1,VCAM1,HLA-DQA1,CXCL10,OAS2,C1S,HLA-DRB1,XAF1,CFB,BST2,TNFAIP3,PSMB9,TAP1,IFI44L,IFI27,SAMD9L,SERPING1,IL15RA	ok	2000
full	zerofill_q4	ols_logFC	HALLMARK_IFN_CORE_NOLINEAGE	ifn	72	0	21604	-0.7716474482640099	-2.913944654387546	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	45	-0.9280141669034961	-0.767211168426432	0.0	GBP4,EPSTI1,CXCL10,C1S,BST2,PSMB9,TAP1,IFI44L,IFI27,SAMD9L,CASP1,RTP4,OASL,CD74,MX1,ISG15,CXCL11,IFITM3,IFI35,IL4R	ok	2000
full	zerofill_q4	ols_logFC	CUSTOM_CORE_ISG	ifn	44	0	21604	-0.853750202441936	-2.94928312953996	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	37	-1.0722019639748435	-0.9402976174574996	0.0	GBP2,GBP1,GBP4,OAS2,BST2,PSMB9,TAP1,IFI44L,IFI27,TAP2,HLA-F,HLA-B,IFI6,OASL,MX1,ISG15,OAS1,HLA-C,STAT1,IFI35	ok	2000
full	zerofill_q4	ols_logFC	CUSTOM_CORE_ISG_CXCR3	ifn	49	0	21604	-0.8633019577973986	-3.014492056650156	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	39	-1.1751450083618984	-1.0439717165592868	0.0	CCL5,GBP2,GBP1,GBP4,CXCL10,OAS2,BST2,PSMB9,TAP1,IFI44L,IFI27,TAP2,HLA-F,HLA-B,CXCL13,IFI6,OASL,MX1,ISG15,CXCL11	ok	2000
full	zerofill_q4	ols_logFC	CUSTOM_INFLAMMATORY_CHEMOKINES	chemokine	22	0	21604	-0.7572509186275406	-2.2321010570143773	0.0004997501249375312	0.0005958559181947488	0.0004997501249375312	11	-1.3934009363239714	-1.2970967192045804	0.18181818181818182	CCL5,CCL3,CCL4,CXCL10,XCL2,CXCL13,XCL1,CXCL11,CXCL9,CCL2,CCL7	ok	2000
full	zerofill_q4	ols_logFC	REACTOME_ANTIGEN_CROSS_PRESENTATION	mhc	102	0	21604	-0.6256964687514579	-2.531032006400817	0.0004997501249375312	0.0005958559181947488	0.0008329168748958853	34	-0.8660665042529949	-0.6884971104371971	0.029411764705882353	S100A8,S100A9,PSMB9,HLA-F,HLA-B,CYBB,BTK,NCF1,HLA-C,HLA-E,CD36,NCF4,B2M,CYBA,FGA,HLA-A,PSMB10,FCGR1A,HLA-G,PSME2	ok	2000
full	zerofill_q4	ols_logFC	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	chemokine	44	0	21604	-0.7712475472683094	-2.6604863226177087	0.0004997501249375312	0.0005958559181947488	0.0004997501249375312	31	-0.9656887653550176	-0.8658782036346451	0.16129032258064516	CCL5,CCL3,CCL4,CXCR3,CXCL10,XCL2,CCR7,CXCR4,CXCL13,XCL1,CXCL11,CCL21,CXCL9,CXCR5,CCL13,CXCR6,CCR1,CCR6,ACKR4,CCL19	ok	2000
full	zerofill_q4	ols_logFC	REACTOME_CLASS_I_MHC_ANTIGEN_PROCESSING	mhc	359	0	21604	-0.2515380638406296	-1.1813559767033872	0.010494752623688156	0.010494752623688156	0.010494752623688156	63	-0.676899619405223	-0.5416411535430402	0.015873015873015872	S100A8,S100A9,PSMB9,HLA-F,HLA-B,CYBB,BTK,FBXO17,NCF1,HLA-C,HLA-E,FBXO6,CD36,NCF4,B2M,CYBA,UBE2L6,FGA,HLA-A,UBE2E2	ok	2000
full	zerofill_q4	ols_logFC	REACTOME_INTERFERON_SIGNALING	ifn	178	0	21604	-0.581412007373558	-2.524055759396904	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	68	-0.9846422571693845	-0.8702894283513559	0.014705882352941176	GBP2,IFITM1,GBP5,GBP1,GBP4,VCAM1,HLA-DQA1,OAS2,HLA-DRB1,XAF1,BST2,HLA-DRB5,IFI27,HLA-F,IFNG,HLA-B,IFI6,HLA-DPA1,OASL,IRF8	ok	2000
full	zerofill_q4	ols_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	ifn	59	0	21604	-0.7726750770469578	-2.817306546185047	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	36	-0.9939394448969198	-0.9395492277065544	0.0	GBP2,IFITM1,OAS2,XAF1,BST2,IFI27,HLA-F,HLA-B,IFI6,OASL,IRF8,MX1,ISG15,SAMHD1,OAS1,HLA-C,IFITM3,STAT1,IFI35,IRF4	ok	2000
full	zerofill_q4	ols_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	ifn	82	0	21604	-0.6395889619544914	-2.4838468490581644	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	35	-1.1904536999821544	-0.9774953115914465	0.02857142857142857	GBP2,GBP5,GBP1,GBP4,VCAM1,HLA-DQA1,OAS2,HLA-DRB1,HLA-DRB5,HLA-F,IFNG,HLA-B,HLA-DPA1,OASL,IRF8,GBP6,MT2A,OAS1,HLA-C,HLA-DRA	ok	2000
full	zerofill_q4	ols_logFC	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	mhc	63	0	21604	-0.7590877409651104	-2.77203311211118	0.0004997501249375312	0.0005958559181947488	0.0008329168748958853	34	-1.0257201007277297	-0.9302028859491107	0.11764705882352941	HLA-DQA1,CD8A,HLA-DRB1,TAP1,HLA-DRB5,TAP2,HLA-F,IFNG,KLRD1,HLA-B,CD8B,HLA-DPA1,CD74,CD4,HLA-DQB1,HLA-C,HLA-DRA,KLRC1,HLA-E,HLA-DMB	ok	2000
full	zerofill_q4	ols_logFC	KEGG_CHEMOKINE_SIGNALING_PATHWAY	chemokine	173	0	21604	-0.5488724963905169	-2.3686825775674074	0.0004997501249375312	0.0005958559181947488	0.0004997501249375312	70	-0.9288404491941809	-0.7890781897829902	0.07142857142857142	CCL5,CCL3,CCL4,CXCR3,CCL4L2,CXCL10,XCL2,RAC2,CCR7,WAS,RASGRP2,CXCR4,GNB4,CXCL13,JAK3,ITK,XCL1,GNG2,FGR,CCL26	ok	2000
full	zerofill_q4	ols_logFC	WP_CHEMOKINE_SIGNALING	chemokine	150	0	21604	-0.5561381337715613	-2.346454091152199	0.0004997501249375312	0.0005958559181947488	0.0004997501249375312	55	-0.9847925944222293	-0.9125644884797315	0.07272727272727272	CCL5,CCL3,CCL4,CXCR3,CXCL10,RAC2,CCR7,WAS,RASGRP2,CXCR4,GNB4,CXCL13,JAK3,ITK,XCL1,GNG2,FGR,CCL26,PREX1,GNG11	ok	2000
full	zerofill_q4	ols_logFC	WP_INTERFERON_TYPE_I_SIGNALING	ifn	54	0	21604	-0.49327449166951665	-1.763618180511322	0.0014992503748125937	0.0016598843435425145	0.0015781582892764143	18	-0.764774093057427	-0.6039381751991868	0.16666666666666666	LCK,PTPRC,ZAP70,STAT4,STAT1,IRF9,VAV1,STAT2,STAT5A,EIF4EBP1,PIK3CD,RPS6KA4,RAPGEF1,EIF4A1,JAK1,EIF4B,RAP1A,PTPN6	ok	2000
full	zerofill_q4	ols_logFC	WP_INTERFERON_SIGNALING_OVERVIEW	ifn	17	0	21604	-0.5881625678899485	-1.655250864539836	0.009995002498750625	0.010328169248708979	0.009995002498750625	6	-0.8129969344632201	-0.7321045119316543	0.0	IFNG,STAT1,IRF9,JAK2,STAT2,JAK1	ok	2000
full	zerofill_q4	ols_logFC	WP_INTERFERON_TYPE_II_SIGNALING	ifn	34	0	21604	-0.8215643246844817	-2.6265993315262635	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	19	-1.1811335691817286	-1.101693444275556	0.0	GBP1,CXCL10,PSMB9,TAP1,IFNG,HLA-B,SPI1,IFI6,CYBB,IRF8,ISG15,OAS1,STAT1,IL1B,CXCL9,IRF4,IRF9,JAK2,STAT2	ok	2000
full	zerofill_q4	ols_logFC	WP_INTERFERON_TYPE_III_SIGNALING	ifn	8	0	21604											size_out_of_range	
full	zerofill_q4	ols_logFC	GO_MHC_I_PEPTIDE_ANTIGEN_PRESENTATION	mhc	18	0	21604	-0.645759126254702	-1.7808719300412696	0.0024987506246876563	0.00267107825397646	0.0031234382808595705	11	-0.8000425344675581	-0.6562188825923579	0.0	FCER1G,TAP1,TAP2,B2M,HLA-A,ERAP1,ERAP2,TAPBPL,IFI30,CLEC4A,TAPBP	ok	2000
full	zerofill_q4	ols_logFC	GO_CELLULAR_RESPONSE_TO_CHEMOKINE	chemokine	51	0	21604	-0.7302743350885337	-2.56049320205288	0.0004997501249375312	0.0005958559181947488	0.0004997501249375312	36	-0.8559455110220093	-0.6756889348891977	0.05555555555555555	CCL5,CCL3,CCL4,CXCL10,XCL2,DOCK8,CXCL13,XCL1,CCL26,CXCL11,CCL18,FOXC1,CCL21,CXCL9,CCL13,CCR1,CCL14,TFF2,CCL19,CCL3L1	ok	2000
full	zerofill_q4	ols_logFC	GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA	ifn	18	0	21604	-0.6987776077086725	-1.9628009274396374	0.0009995002498750624	0.0011475743609676643	0.0011105558331945136	8	-0.9748485331106915	-0.905740801126323	0.0	AIM2,IFI16,OAS1,STAT1,PYHIN1,MNDA,IFITM2,IRF1	ok	2000
full	zerofill_q4	ols_logFC	GO_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	ifn	22	0	21604	-0.7327876482316431	-2.148661622392757	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	14	-0.8850570469000253	-0.6903308589490587	0.0	IFITM1,OAS2,IFI27,IFITM3,STAT1,IFIT1,SP100,STAT2,TRAF3,IFITM2,IKBKE,JAK1,MYD88,TBK1	ok	2000
full	zerofill_q4	ols_logFC	GO_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	ifn	58	0	21604	-0.7665528592565753	-2.761083319457956	0.0004997501249375312	0.0005958559181947488	0.000587941323455919	35	-1.141165063084337	-0.9735782797890303	0.05714285714285714	CCL5,GBP2,GBP5,GBP1,GBP4,CCL3,CCL4,XCL2,IFNG,CASP1,XCL1,CCL26,HLA-DPA1,IRF8,GBP6,IL12RB1,AIF1,CCL18,STAT1,CCL21	ok	2000
