scope	gene	logFC	t	p	n_nonzero	sparse	canonical	in_ifn_union
full	AAAS	-0.16847079413236452	-0.7444088544019607	0.4626191067958334	34	0	0	1
full	ABCE1	-0.03843239973653593	-0.14654680600182785	0.8845037476402975	34	0	0	1
full	ADAR	-0.02147930615850219	-0.10677211211859094	0.9157049922265683	34	0	0	1
full	AIF1	-0.9991784030496065	-2.244619609627184	0.03258951088636297	34	0	0	1
full	AIM2	-1.6815650535443019	-2.7750213307380456	0.009559868176460247	30	0	0	1
full	APOL6	-0.049329660492176096	-0.10375122362627125	0.9180809730168057	34	0	0	1
full	AQP4	1.0279416711905862	1.9474616157210702	0.0612198952869415	24	0	0	1
full	ARID5B	-0.4331513920285714	-1.3410659064656265	0.1903088720760543	34	0	0	1
full	ARIH1	0.5343792276539419	1.9038512649419022	0.06689532981714584	34	0	0	1
full	ARL4A	0.31609010089319173	0.9980481053315817	0.3265114423780666	34	0	0	1
full	AUTS2	2.335700787832965	3.855436446963856	0.0005915351933036136	32	0	0	1
full	B2M	-0.7993621328574494	-2.5485307653771487	0.016373354903493686	34	0	1	1
full	BANK1	0.5419739262492247	1.2026395589586343	0.23884338294277316	32	0	0	1
full	BATF2	-0.5640722877493832	-1.395595505899244	0.1734313981919792	32	0	0	1
full	BCL11B	-0.5001711585638602	-0.874395293918443	0.38908711677902247	32	0	0	1
full	BPGM	0.004220426526208082	0.014824854462963758	0.9882734336067118	34	0	0	1
full	BST2	-1.6038239981487017	-2.3070159011443514	0.02839088413264648	34	0	1	1
full	BTG1	-0.011298347911206354	-0.04280611179556176	0.9661494693326317	34	0	0	1
full	C1R	-1.0766529352266292	-1.6263451770782984	0.11469541633945143	33	0	0	1
full	C1S	-1.643775184394561	-1.9129396246999462	0.06567631259641947	31	0	0	1
full	CALCOCO2	0.2002413343643848	1.0304156609888973	0.311332625613889	34	0	0	1
full	CALM1	0.060244348528089874	0.21844249155544873	0.8286143280563836	34	0	0	1
full	CAMK2B	2.3364560039631264	3.2118023249430734	0.003219827930044637	27	0	0	1
full	CAMK2D	1.0052265220509953	3.4780159440375678	0.0016150431354829103	34	0	0	1
full	CAMK2G	0.25325036311531335	1.2282863067106748	0.22921512885286785	34	0	0	1
full	CASP1	-1.2957030811081134	-2.825104979640448	0.008465355802120666	33	0	0	1
full	CASP3	0.1718900549074224	0.714561955288542	0.4805926368900607	34	0	0	1
full	CASP4	-0.3397616516691282	-0.6078794215714541	0.5479988184633675	34	0	0	1
full	CASP7	-0.06583141453001366	-0.33179993852958295	0.7424264474583986	34	0	0	1
full	CASP8	-0.019732819658594223	-0.07232470017341411	0.9428400275981421	34	0	0	1
full	CBL	-0.15499406509679023	-0.8422402303788731	0.40654608948982013	34	0	0	1
full	CCL13	-0.8720188422417577	-2.380002907424398	0.024105664261732936	20	0	0	1
full	CCL14	-0.7502135195659225	-2.5520949349466053	0.01623785177113386	17	0	0	1
full	CCL15	-0.5116551125975666	-0.9669519518693048	0.34156340885491493	24	0	0	1
full	CCL17	0.16926931588964622	0.3148432768580907	0.755134882385338	22	0	0	1
full	CCL18	-0.9735782797890303	-1.5504144832242075	0.13188780657548202	30	0	0	1
full	CCL19	-0.645343032675055	-1.3804404439889706	0.1779996201701392	18	0	0	1
full	CCL2	-0.5610987045709753	-0.9050233424700059	0.37291078724415566	33	0	1	1
full	CCL20	0.05537253863655831	0.06730486610322851	0.9468009011172069	34	0	0	1
full	CCL21	-0.9202536339119671	-1.3215746526458179	0.1966415710938289	11	0	0	1
full	CCL22	-0.28435421000254546	-0.8351684224981174	0.41045089276309465	22	0	0	1
full	CCL23	-0.49057706718968913	-2.2241900430779173	0.0340812457156334	22	0	0	1
full	CCL26	-1.1670953954679657	-2.6713371557596046	0.012260291668842236	22	0	0	1
full	CCL3	-1.9781442448367577	-4.106402606554645	0.000299456333377287	34	0	0	1
full	CCL3L1	-0.5764259735824	-1.6892515626712932	0.10189644318453643	16	0	0	1
full	CCL4	-1.9651207152433539	-3.9213994984831926	0.0004950415251896369	34	0	0	1
full	CCL5	-2.4509318771467714	-5.605561921150138	4.723355964646889e-06	34	0	1	1
full	CCL7	-0.4987920065323524	-2.237729497079065	0.033085912370965566	15	0	0	1
full	CCL8	-0.33532563740315474	-1.905022289404328	0.06673716866996603	23	0	0	1
full	CCRL2	-0.03890799840301926	-0.1029350479406414	0.9187230423212087	32	0	0	1
full	CD274	-0.9593265576431232	-2.660556961210362	0.012578625089603095	32	0	1	1
full	CD38	-1.2492091005143744	-2.145252293610024	0.04043833596016017	32	0	0	1
full	CD40	-0.7461887547495113	-1.745195746784119	0.09154035436603711	34	0	0	1
full	CD44	-0.7630934919062119	-1.3133241025831508	0.19937061077603166	34	0	0	1
full	CD47	0.5863894208381806	1.730109073911051	0.09424159307656332	34	0	0	1
full	CD58	-0.6113639333473622	-1.8574236682788803	0.07343280654416193	34	0	0	1
full	CD69	-2.2744458049917493	-4.30576910207225	0.00017344024813528846	34	0	0	1
full	CD74	-1.1233086059221296	-1.4408269967208784	0.1603443465468141	34	0	0	1
full	CD86	-1.0641084786228665	-3.3506019380061582	0.0022519018780631215	32	0	0	1
full	CDC34	0.33203836646275847	1.879282281620453	0.07028930041237914	34	0	0	1
full	CDKN1A	0.1166344766434411	0.31625988120605764	0.7540704546298154	34	0	0	1
full	CFB	-1.63200166886851	-2.7785118080454363	0.009479476669208673	32	0	0	1
full	CFH	-1.0175622351252054	-1.5627869306030475	0.12895076243404582	34	0	0	1
full	CIITA	-0.2797196112462019	-0.7405500764902238	0.46492040558342335	33	0	1	1
full	CITED1	1.0218600352325333	2.144035942062452	0.040544074701895624	24	0	0	1
full	CMKLR1	-0.16208924452486045	-0.9460971015999782	0.35191606762866445	27	0	0	1
full	CMPK2	-0.3849535273758876	-0.9822616434193252	0.33409528084690654	33	0	0	1
full	CMTR1	-0.015009864906284861	-0.07446708490207106	0.9411500370492978	34	0	0	1
full	CNP	0.12727010343630102	0.7286043136752984	0.47208694827229103	34	0	0	1
full	CREB1	0.2516189147506362	1.7973641031414318	0.08269930212339287	34	0	0	1
full	CRK	0.2282750318857084	1.1366684569746246	0.26498260490846787	34	0	0	1
full	CRKL	0.052430846137412356	0.24878436042369217	0.8052810877478136	34	0	0	1
full	CSF1	0.18800371368160954	0.3731830877742155	0.711726225717979	32	0	0	1
full	CSF2RB	-1.0976563969398443	-4.421101794528716	0.00012624620587745896	26	0	0	1
full	CX3CL1	0.6373617281264482	0.9491551045448257	0.3503850728084375	30	0	0	1
full	CXCL10	-1.6742910094275065	-2.2615803931958487	0.03139603672894695	29	0	1	1
full	CXCL11	-1.0439717165592868	-2.280688776645604	0.03009880802378403	23	0	1	1
full	CXCL13	-1.2970967192045804	-2.6197475767630647	0.013854705000034644	33	0	1	1
full	CXCL16	-0.005243916253326538	-0.01228616574553603	0.9902814392996098	34	0	0	1
full	CXCL9	-0.9173375124368105	-1.9105447532822784	0.06599565178420734	24	0	1	1
full	CYBB	-1.1415563833406561	-4.146228607416723	0.00026859463849943484	33	0	0	1
full	CYP27B1	0.25111310118430097	0.9863195909247087	0.33213450975324443	33	0	0	1
full	DAPK1	1.0423110434747687	1.9122905104533596	0.06576273473577257	33	0	0	1
full	DAPK3	0.08753414841039267	0.6578802551868074	0.5158037657044503	34	0	0	1
full	DDX58	-0.40227419866802294	-1.1947059279560377	0.24188182575356498	33	0	1	1
full	DDX60	-0.42493969105729745	-0.9571627709548071	0.34639711365364984	33	0	0	1
full	DHX58	-0.2739853329129859	-0.8651411283480304	0.3940619305389357	34	0	0	1
full	EGR1	0.24509315849291213	0.6244774351531701	0.5371965495571887	34	0	0	1
full	EIF2AK2	-0.036690156904310926	-0.18943899868101238	0.8510684405378485	34	0	1	1
full	EIF4A1	-0.41378824585805035	-1.9414467233592956	0.06197687254080412	34	0	0	1
full	EIF4A2	-0.176361716797038	-0.6473355535727169	0.5225065365586994	34	0	0	1
full	EIF4A3	-0.12910961015095568	-0.5418255430591878	0.5920777897339213	34	0	0	1
full	EIF4B	-0.39647006255594347	-1.4732877417091568	0.1514457422167025	34	0	0	1
full	EIF4E	0.042477089253550884	0.2866925540272411	0.776386106767624	34	0	0	1
full	EIF4E2	0.09613146067102883	0.6818897841957504	0.5007188471663488	34	0	0	1
full	EIF4E3	0.3382848106475725	0.9108880962288404	0.369863983948797	33	0	0	1
full	EIF4EBP1	-0.6008973788385039	-1.4754758216803252	0.15086043533268328	34	0	0	1
full	EIF4G1	-0.17201282486909236	-1.1615566080350268	0.25488712083494086	34	0	0	1
full	EIF4G2	0.6463266436116483	3.8816472772491792	0.0005511674856485815	34	0	0	1
full	EIF4G3	0.02084983092836699	0.0780414118831932	0.938331103299045	34	0	0	1
full	ELF1	-0.6453022058126875	-2.309628117713325	0.02822630209909119	34	0	0	1
full	EPSTI1	-1.9596181829334514	-3.6389946478923325	0.0010557693512684573	34	0	0	1
full	FAS	-0.7394721200451457	-1.589547577039915	0.1227809638178228	34	0	0	1
full	FCGR1A	-0.6816969826771591	-2.309538284311915	0.028231947639684292	27	0	0	1
full	FGL2	-0.9355230191004835	-3.4546534221550003	0.0017170268220454928	34	0	0	1
full	FLNA	-0.789047319234396	-1.3785083464020265	0.1785887309493324	34	0	0	1
full	FLNB	0.22876121013416167	0.9114487694060451	0.369573562920272	34	0	0	1
full	FPR1	-0.8577683884033657	-2.526834634106063	0.01722098970375363	28	0	0	1
full	FYN	0.017679600655180736	0.029502538927071865	0.9766658971975383	34	0	0	1
full	GAB2	0.45691989927235005	1.2932218507572188	0.2061416510629271	33	0	0	1
full	GAPDH	-0.7020396584384344	-2.0396096880321695	0.05059214604019539	34	0	0	1
full	GBP1	-2.273854959757916	-3.942357458870392	0.0004677469149783129	34	0	1	1
full	GBP2	-2.34251524734708	-4.607933087920226	7.532382306579716e-05	34	0	1	1
full	GBP4	-2.146389675324641	-4.35288162232905	0.00015235680869154692	34	0	1	1
full	GBP5	-2.30020427121376	-4.74551470337624	5.143739453263729e-05	31	0	1	1
full	GBP6	-1.0511015645878414	-2.399259981348106	0.023077886635252027	21	0	0	1
full	GCH1	0.3472777850023484	0.9880922247005453	0.3312804460713902	34	0	0	1
full	GMPR	0.1985069954404931	0.39629163144670787	0.6947908598403328	33	0	0	1
full	GNL3	-0.45356578904014067	-2.2036967344408627	0.03563904283668955	34	0	0	1
full	GPR18	-0.8545616396215755	-2.726386011698761	0.010748611621382445	22	0	0	1
full	GZMA	-2.228191019157914	-5.4935000834232355	6.441917357600136e-06	34	0	0	1
full	HCK	-0.11733504544684735	-0.2372149712509483	0.81415783843655	31	0	0	1
full	HDAC4	0.27372648073139383	1.1348277289782438	0.2657406303740074	33	0	0	1
full	HELZ2	0.15481914550979964	0.6508544258912438	0.5202645294766322	34	0	0	1
full	HERC5	-0.32734475216207914	-0.6773554554179785	0.5035487485413828	32	0	1	1
full	HERC6	-0.2817448465371951	-0.7347192240159066	0.468410491393343	33	0	1	1
full	HIF1A	-0.2420083915033761	-0.9127565077383353	0.3688967522967095	34	0	0	1
full	HIST2H4A	-0.07104039001649796	-0.22871115460725447	0.8206986185235247	30	0	0	1
full	HLA-A	-0.73695046657342	-1.503120659249819	0.14362074907832287	34	0	1	1
full	HLA-B	-1.380600884749489	-2.615253322555189	0.014002360920352888	34	0	1	1
full	HLA-C	-0.9594896746295815	-2.205083629545957	0.03553163548506924	34	0	1	1
full	HLA-DMA	-0.6326078897178082	-1.0997134127943626	0.280502622858883	34	0	0	1
full	HLA-DPA1	-1.1621233575858163	-1.6536288309881029	0.10898919429401668	34	0	0	1
full	HLA-DQA1	-1.8357836071482387	-2.746035323826645	0.010252589756966083	34	0	0	1
full	HLA-DQA2	-0.6046821586793206	-0.7225718228212792	0.47573019459117427	29	0	0	1
full	HLA-DQB2	0.5339372349357869	0.9630412861018719	0.3434889446525124	27	0	0	1
full	HLA-DRA	-0.9482456073092312	-1.3621527729282412	0.1836369779676802	34	0	0	1
full	HLA-DRB1	-1.6427850886366624	-2.1389341991859805	0.04099026556138328	34	0	0	1
full	HLA-DRB5	-1.5349555979979768	-1.612096342352582	0.11777248736920522	34	0	0	1
full	HLA-E	-0.9005124037661005	-2.6403330547446586	0.013196684037462552	34	0	1	1
full	HLA-F	-1.4848072908521153	-2.3437257176501056	0.026155941092714748	34	0	1	1
full	HLA-G	-0.6758018306951526	-0.9068301127518126	0.37197041116767393	30	0	0	1
full	HOXC13	0.5581084573765202	1.9338843340367908	0.06294015646423662	15	0	0	1
full	HTRA2	-0.1148792136527184	-0.7523719795067235	0.45789125290827754	34	0	0	1
full	ICAM1	0.014212748597775904	0.023199409452062263	0.9816501078688354	34	0	0	1
full	IDO1	-1.0576691109031797	-1.692372508402219	0.10129387956609676	32	0	1	1
full	IFI16	-1.6325981318859568	-2.5300669774127567	0.017092190619603563	34	0	0	1
full	IFI27	-1.5289085031484995	-1.3707290296576908	0.18097615742879883	34	0	1	1
full	IFI30	-0.3077136851835008	-1.0965015272751617	0.28188161945500184	34	0	0	1
full	IFI35	-0.9388008379556091	-3.091782878307424	0.004367861759483555	34	0	1	1
full	IFI44	-0.7092337590740024	-1.5078996862606346	0.14239809064669437	34	0	1	1
full	IFI44L	-1.5332501744555367	-2.6120775792566993	0.0141075774964362	33	0	1	1
full	IFI6	-1.2262426939120235	-1.881741657433654	0.06994299084935279	34	0	1	1
full	IFIH1	-0.6087569207061518	-2.1489603206245365	0.040117509548576326	34	0	1	1
full	IFIT1	-0.8400664529366113	-1.8541854902022084	0.07390863452292272	34	0	1	1
full	IFIT2	-0.3774139594574739	-0.9108600635649069	0.3698785084014625	33	0	1	1
full	IFIT3	-0.5045063753019146	-1.0738057355240793	0.29176380510213473	34	0	1	1
full	IFIT5	-0.03829605084771788	-0.14217886128281457	0.8879219188693791	34	0	0	1
full	IFITM1	-2.3242785556486454	-3.0473350813335602	0.004884844534284567	34	0	0	1
full	IFITM2	-0.5537127549074929	-1.045757700376261	0.3043116463686387	34	0	0	1
full	IFITM3	-0.9509794089240788	-2.0182008042806006	0.05290487820548271	34	0	0	1
full	IFNAR1	0.5080970751651195	2.27452681776275	0.030511739831229276	34	0	0	1
full	IFNAR2	-0.005535327195789005	-0.018861497622558992	0.9850807696315019	34	0	0	1
full	IFNG	-1.413946132592306	-3.17331552753711	0.003552177828859373	32	0	0	1
full	IFNGR1	0.14631039162192963	0.55232743491285	0.5849562159753107	34	0	0	1
full	IFNGR2	0.5889467442051658	2.62299789254912	0.013748820372543649	34	0	0	1
full	IFNL1	0.03480777117238361	0.286013458946875	0.7769010197193178	12	0	0	1
full	IFNLR1	0.06645801823654582	0.23465763278144122	0.816123426223411	31	0	0	1
full	IKBKE	-0.5206928019514648	-1.3632826814635355	0.18328468437951675	34	0	0	1
full	IL10RA	-1.3325146872711446	-3.7093065600031982	0.0008754530628697728	33	0	0	1
full	IL10RB	-0.012034918600141786	-0.05450241706734408	0.9569086329155223	34	0	0	1
full	IL12RB1	-1.0198136285698656	-3.205501674800781	0.003272118413595081	28	0	0	1
full	IL15	-0.47103076024891055	-1.287201438302726	0.20820334512923222	34	0	0	1
full	IL15RA	-1.4141949519387504	-3.5509265658618223	0.0013330851583540637	34	0	0	1
full	IL18BP	-0.5952011542288109	-1.8086595929241074	0.08088395838607298	33	0	0	1
full	IL1B	-0.9251780533987398	-1.762649131472889	0.08849733603019586	33	0	0	1
full	IL2RB	-1.145237651145312	-2.5108865486389744	0.017869679489423477	32	0	0	1
full	IL4R	-0.8742221481540896	-1.9108076457113805	0.06596053127769029	34	0	0	1
full	IL6	-1.3950083642161575	-2.397513716931884	0.023169409871497994	32	0	0	1
full	IL7	-0.50908925217804	-1.3424356483384459	0.18986985396099298	32	0	0	1
full	IP6K2	0.21512328393130173	0.9743175665206044	0.33795650072959627	34	0	0	1
full	IRAK1	0.3333890991571599	1.0133007844824542	0.31929665406213603	34	0	0	1
full	IRF1	-0.5259562400421702	-1.6518026940934476	0.10936360437344135	34	0	1	1
full	IRF2	0.01579450540772399	0.08415230687058838	0.9335135800287047	34	0	0	1
full	IRF3	-0.006627942809333995	-0.03511197678630475	0.9722310243079479	34	0	0	1
full	IRF4	-0.9151984482899536	-2.253937728796354	0.031928858154351286	31	0	0	1
full	IRF5	-0.033885729585966286	-0.08335362534996589	0.9341430789397663	32	0	0	1
full	IRF6	0.7206408278307527	1.9422432720001697	0.06187616057235363	33	0	0	1
full	IRF7	0.23163589266409948	0.6818210062855354	0.5007617055053285	34	0	1	1
full	IRF8	-1.101693444275556	-2.776726460476431	0.009520516644705835	34	0	0	1
full	IRF9	-0.7583196005861317	-2.4128484731514783	0.022376910489635395	34	0	1	1
full	IRS1	-0.18116268536683092	-0.43434291847956574	0.667254139611053	34	0	0	1
full	IRS2	0.2775318793714113	0.5366069069461715	0.5956321809117892	34	0	0	1
full	ISG15	-1.08506566941397	-1.7178484400908034	0.09648607862712962	34	0	1	1
full	ISG20	-0.2183128096268197	-0.4710628141268214	0.6411202467275179	34	0	0	1
full	ISOC1	0.42750002532447795	2.130782505411764	0.04171228849553271	34	0	0	1
full	ITGB7	-1.1117503888093028	-2.7147467749492513	0.011052921877948312	32	0	0	1
full	JAK1	-0.4053614377425106	-1.8549353848886783	0.07379820731799845	34	0	0	1
full	JAK2	-0.705889423277177	-3.318391946796455	0.0024478032872503907	34	0	0	1
full	KLRK1	-0.6607455110800038	-2.397410792013737	0.023174814588400275	14	0	0	1
full	KPNA1	-0.12083339653252177	-0.8300253263212596	0.41330540870200866	34	0	0	1
full	KPNA2	-0.11835815303048161	-0.468165566290711	0.6431658875386838	34	0	0	1
full	KPNA3	-0.25696316891373916	-1.3893082599124542	0.17531526540282935	34	0	0	1
full	KPNA4	-0.38181464257068587	-2.1866265413370196	0.03698509419535186	34	0	0	1
full	KPNA5	0.23076763473052975	1.0132502766270743	0.31932036265531455	34	0	0	1
full	KPNA7	-0.47124868440546674	-1.2343875331195182	0.22696799159154338	28	0	0	1
full	KPNB1	0.25413013724277017	1.6067417775864978	0.11894630349126369	34	0	0	1
full	KYNU	-1.998166921310309	-2.966855559668694	0.005972285972689786	32	0	0	1
full	LAMP3	0.5722721945396012	1.1165291897655671	0.2733616301493315	33	0	0	1
full	LAP3	-0.7939139495477459	-3.042552323918035	0.004943821731583473	34	0	0	1
full	LATS2	-0.7692733000349311	-1.6643605143148017	0.10681039171275652	33	0	0	1
full	LCK	-2.0229622143551427	-4.4271762065853935	0.00012414846759590498	34	0	0	1
full	LCP2	-1.525663498474276	-3.3258197626122037	0.002401222094911113	33	0	0	1
full	LGALS3BP	1.0444295118191502	2.002955450791759	0.05460796548577171	34	0	0	1
full	LGALS9	-0.6572358679205984	-0.9805126891282089	0.3349427807210913	34	0	0	1
full	LPAR6	-0.6064579565986528	-1.5034232819161246	0.14354307612200048	33	0	0	1
full	LY6E	-0.5579200939970815	-1.17573426884143	0.24926349189048133	34	0	0	1
full	LYSMD2	0.2150897349651642	0.6617565655518153	0.5133516277461643	34	0	0	1
full	MAP2K3	0.15739342996326325	0.5557127566231121	0.5826695121641574	34	0	0	1
full	MAP2K6	0.7074267600988904	1.610213103453055	0.11818423205057577	32	0	0	1
full	MAP3K1	0.29408611393741046	1.430943870097942	0.16313477422583236	34	0	0	1
full	MAPK14	0.054951776633633695	0.30054814258717033	0.7659032197216111	34	0	0	1
full	MAPK3	0.5373238114533564	2.559337276881733	0.01596569899059824	34	0	0	1
full	MAPKAP1	0.12473429931156864	0.8261414300907624	0.41546922376700335	34	0	0	1
full	MAVS	0.4735503293724352	2.269021028550262	0.03088502256001789	34	0	0	1
full	METTL7B	0.5010245569379617	1.030963869272844	0.3110798269667648	31	0	0	1
full	MID1	0.5409467163442339	1.759192840391092	0.08909304080317622	34	0	0	1
full	MLST8	0.5408771602036473	3.461088397528832	0.0016883311281768198	34	0	0	1
full	MNDA	-0.6159791706615179	-1.8951709073561058	0.06807787237612108	31	0	0	1
full	MOV10	-0.01285738851264394	-0.04421901138683235	0.9650329073175387	33	0	0	1
full	MT2A	-1.0306835755036268	-1.544906849442629	0.13321267498415273	34	0	0	1
full	MTHFD2	-0.8959167120907411	-2.100705079530358	0.04447528209942722	34	0	0	1
full	MTOR	0.5736492976950283	2.2490871735037845	0.03227123940568547	34	0	0	1
full	MVB12A	0.05788008821083281	0.31512822518528355	0.7549207345768278	34	0	0	1
full	MVP	-0.20941155769091502	-0.48590255787712905	0.6306876375794453	34	0	0	1
full	MX1	-1.097538047252976	-2.083945274812832	0.04608437078725903	34	0	1	1
