kind	scope	set	universe	rank	size	nes	es	p	fdr_family	signature_logFC	ci_lo	ci_hi	n_boot_ok
baseline_ifng_ols_t	full	HALLMARK_INTERFERON_GAMMA_RESPONSE	zerofill_q4	ols_t	198	-3.8665081886602217	-0.6871530531695521	4.999750012499375e-05	0.0004999750012499375		-4.002167267838349	-2.5796871980159173	195
baseline_ifng_ols_t_drop_GSE205335	drop_GSE205335	HALLMARK_INTERFERON_GAMMA_RESPONSE	zerofill_q4	ols_t	196	-2.3965764130194382	-0.4403485449815427	4.999750012499375e-05	0.0008329168748958853				
ifn_nes_max	full	HALLMARK_INTERFERON_GAMMA_RESPONSE	zerofill_q4	ols_t	198	-3.8665081886602217	-0.6871530531695521	4.999750012499375e-05	0.0004999750012499375		-4.002167267838349	-2.5796871980159173	195
ifn_nes_max_same_config_drop_GSE205335	drop_GSE205335	HALLMARK_INTERFERON_GAMMA_RESPONSE	zerofill_q4	ols_t	196	-2.3965764130194382	-0.4403485449815427	4.999750012499375e-05	0.0008329168748958853				
ifn_nes_max_on_drop_grid	drop_GSE205335	CUSTOM_CORE_ISG_CXCR3	within_cohort	stouffer_z	44	-2.9466337528833675	-0.6907698987667095	4.999750012499375e-05	0.0004999750012499375		-3.2733783193165116	0.5696540796389133	200
mhc_nes_max	full	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	within_cohort	stouffer_z	59	-3.211566360392738	-0.7361975126450506	4.999750012499375e-05	0.00024998750062496874				
chemokine_nes_max	full	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	zerofill_q4	snr_residual	44	-3.261765770158509	-0.7625472921261306	4.999750012499375e-05	0.0002999850007499625				
ifn_signature_logFC_max	full	CUSTOM_CORE_ISG_CXCR3	zerofill_q4	signature_mean_logCPM	49			0.003969088268896143		-0.9711748947842344			
canonical_gene_logFC_max	full	CCL5	zerofill_q4	ols_logFC	1			4.723355964646889e-06		-2.4509318771467714			
