scope	set	family	size	n_alias	n	n_q1	n_q4	signature_logFC	signature_se	signature_p	df	signature_ci_lo	signature_ci_hi	mean_gene_logFC	median_gene_logFC
full	REACTOME_ANTIGEN_CROSS_PRESENTATION	mhc	102	0	34	18	16	-0.2570332606783548	0.1099438852640616	0.026502050762902213	29	-0.42895232210402423	-0.08005987211622359	-0.25703326067835475	-0.0709067953121684
full	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	chemokine	44	0	34	18	16	-0.6196873299809886	0.1840162781209561	0.0021548779908906654	29	-0.8933275235339998	-0.32243023703861334	-0.6196873299809882	-0.5299453555516639
full	REACTOME_CLASS_I_MHC_ANTIGEN_PROCESSING	mhc	359	0	34	18	16	0.003486596502147832	0.049931135234277814	0.944809774156552	29	-0.06731557602856413	0.07336343708065295	0.003486596502146575	0.0502216223036987
full	REACTOME_INTERFERON_SIGNALING	ifn	178	0	34	18	16	-0.26431304758389706	0.11888830099121774	0.03415471111445347	29	-0.42863277399264366	-0.10300674843156254	-0.26431304758389673	-0.07655202103360514
full	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	ifn	59	0	34	18	16	-0.5505669121359419	0.22160733946722996	0.018995848686429482	29	-0.8781311700087081	-0.2262486611810308	-0.5505669121359423	-0.5259562400421702
full	REACTOME_INTERFERON_GAMMA_SIGNALING	ifn	82	0	34	18	16	-0.3993550264695292	0.17989596784389772	0.03440053706162906	29	-0.6568414074239234	-0.1430821269620769	-0.39935502646952914	-0.34928938952030353
full	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	mhc	63	0	34	18	16	-0.5553020727686017	0.202179280350348	0.010239088647121907	29	-0.8716430298445244	-0.25745202383205823	-0.5553020727686008	-0.5989171163101817
full	KEGG_CHEMOKINE_SIGNALING_PATHWAY	chemokine	173	0	34	18	16	-0.2427296672599894	0.08156926726224957	0.0058416885528762555	29	-0.36069515038909483	-0.10896819046090464	-0.24272966725998915	-0.1722098099047295
full	WP_CHEMOKINE_SIGNALING	chemokine	150	0	34	18	16	-0.2500725370029337	0.08166042857095931	0.0047040511843170416	29	-0.3819458333461346	-0.1281292753269093	-0.25007253700293364	-0.16283295175785967
full	WP_INTERFERON_TYPE_I_SIGNALING	ifn	54	0	34	18	16	-0.1363981524547035	0.0705221823540702	0.06291032556088173	29	-0.2448897602621437	-0.032776512653521606	-0.1363981524547037	0.006072136729695865
full	WP_INTERFERON_SIGNALING_OVERVIEW	ifn	17	0	34	18	16	-0.19366245031755847	0.10125635814254398	0.06572212265446356	29	-0.33176207189837953	-0.04796014312397412	-0.1936624503175588	-0.012034918600141786
full	WP_INTERFERON_TYPE_II_SIGNALING	ifn	34	0	34	18	16	-0.6707987467617176	0.18257241000645244	0.0009615008999464461	29	-0.9401306497289047	-0.4075424167908548	-0.6707987467617169	-0.7321045119316543
full	WP_INTERFERON_TYPE_III_SIGNALING	ifn	8	0	34	18	16	-0.32550109207844785	0.1319156296001726	0.01975029032334281	29	-0.5387400332679846	-0.11837673847362404	-0.32550109207844813	-0.2086981781713262
full	GO_MHC_I_PEPTIDE_ANTIGEN_PRESENTATION	mhc	18	0	34	18	16	-0.3605218223305713	0.17873794287811196	0.05303274256893073	29	-0.6250642877211252	-0.08495886108900635	-0.36052182233057123	-0.2986248971700677
full	GO_CELLULAR_RESPONSE_TO_CHEMOKINE	chemokine	51	0	34	18	16	-0.5351099937876167	0.18469695582573364	0.007094525474270412	29	-0.8119137485451011	-0.26370054537053783	-0.5351099937876164	-0.4866009545465697
full	GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA	ifn	18	0	34	18	16	-0.34075275967538593	0.13761882932061906	0.019365146269329107	29	-0.5034631552696569	-0.17270723746125577	-0.3407527596753861	-0.14206139943323925
full	GO_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	ifn	22	0	34	18	16	-0.5016729848799224	0.20037251183770385	0.018169222508687046	29	-0.7795961675997578	-0.2240481796980166	-0.5016729848799227	-0.46302711984698774
full	GO_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	ifn	58	0	34	18	16	-0.6286104571532045	0.16177077062013945	0.0005450098442084405	29	-0.8692187333373698	-0.3768176948116892	-0.6286104571532042	-0.5938949534648811
full	GO_CHEMOKINE_MEDIATED_SIGNALING	chemokine	48	0	34	18	16	-0.5337446574661309	0.18366445076470803	0.006941488386875095	29	-0.8091558888033704	-0.2457448102641805	-0.5337446574661314	-0.48858901086812945
full	GO_INTERFERON_MEDIATED_SIGNALING	ifn	30	0	34	18	16	-0.40451260163814406	0.16097241243902344	0.017785271427847235	29	-0.6304478210067965	-0.18838144969050377	-0.40451260163814357	-0.3502809129298635
full	GO_RESPONSE_TO_TYPE_II_INTERFERON	ifn	70	0	34	18	16	-0.6249961980825453	0.16663247864386194	0.0007836320011660647	29	-0.8718996264639151	-0.3820987959531724	-0.624996198082544	-0.5938949534648811
full	GO_TYPE_I_INTERFERON_SIGNALING	ifn	21	0	34	18	16	-0.4855590102105568	0.19696885832215313	0.019856620315040974	29	-0.7402236142546641	-0.21072109334898873	-0.48555901021055675	-0.4053614377425106
drop_GSE205335	HALLMARK_INTERFERON_ALPHA_RESPONSE	ifn	95	0	23	13	10	-0.20862559031204578	0.22738522014953674	0.37038185772649157	19	-0.5556624297885587	0.1515078644974076	-0.20862559031204572	-0.16829667866329195
drop_GSE205335	HALLMARK_INTERFERON_GAMMA_RESPONSE	ifn	196	0	23	13	10	-0.2475557699731278	0.188866805818259	0.20556777794186837	19	-0.5512835611522642	0.042865412722548436	-0.24755576997312712	-0.22115144894554092
drop_GSE205335	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	mhc	21	0	23	13	10	-0.3494108280382387	0.3016795420666263	0.2611267522514085	19	-0.8406606648604181	0.12029548376277878	-0.34941082803824014	-0.30540153895574296
drop_GSE205335	HALLMARK_IFN_CORE	ifn	71	0	23	13	10	-0.22195314938132632	0.23766076807869518	0.36206949974888814	19	-0.6110807604900267	0.17091454557225752	-0.2219531493813267	-0.2290491709193495
drop_GSE205335	HALLMARK_IFN_ALPHA_NOLINEAGE	ifn	94	0	23	13	10	-0.20031419034318612	0.2290444152088071	0.39273179655550183	19	-0.5639654633646597	0.16169431890247166	-0.2003141903431857	-0.1566893493372703
drop_GSE205335	HALLMARK_IFN_GAMMA_NOLINEAGE	ifn	183	0	23	13	10	-0.19587832110709028	0.19569660141671114	0.3294391968349186	19	-0.5218297644373684	0.10573136115826338	-0.19587832110709014	-0.20459233334880358
drop_GSE205335	HALLMARK_IFN_CORE_NOLINEAGE	ifn	71	0	23	13	10	-0.22195314938132632	0.23766076807869518	0.36206949974888814	19	-0.6010609896093366	0.17175298854551113	-0.2219531493813267	-0.2290491709193495
drop_GSE205335	CUSTOM_CORE_ISG	ifn	44	0	23	13	10	-0.38595924899692696	0.3430015404213344	0.27450122683044725	19	-0.9667706254302083	0.15837030598756027	-0.38595924899692646	-0.3807463085013063
drop_GSE205335	CUSTOM_CORE_ISG_CXCR3	ifn	49	0	23	13	10	-0.45797961720734476	0.32354266033179574	0.17310066401043972	19	-0.9822714787939191	0.07801466566477402	-0.4579796172073443	-0.5111796967322196
drop_GSE205335	CUSTOM_INFLAMMATORY_CHEMOKINES	chemokine	22	0	23	13	10	-0.31250842956178126	0.2773213721237659	0.27382382985469533	19	-0.7183127174223333	0.10260762940010325	-0.3125084295617819	-0.5890323636616953
drop_GSE205335	REACTOME_ANTIGEN_CROSS_PRESENTATION	mhc	102	0	23	13	10	-0.15740511416028227	0.1301984650058454	0.24150737430131683	19	-0.365042381328551	0.05777721471199053	-0.1574051141602831	-0.05525084835479434
drop_GSE205335	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	chemokine	44	0	23	13	10	-0.4318840025372855	0.2210267898746738	0.06558347691678897	19	-0.7661482786042225	-0.08770360278524025	-0.43188400253728615	-0.5724637747429635
drop_GSE205335	REACTOME_CLASS_I_MHC_ANTIGEN_PROCESSING	mhc	355	0	23	13	10	0.07615352440215865	0.05256237187016731	0.16369113436367902	19	-0.004952561599074718	0.15834172946347355	0.07615352440215878	0.1145458103311589
drop_GSE205335	REACTOME_INTERFERON_SIGNALING	ifn	177	0	23	13	10	-0.050975913266462905	0.12362156324464309	0.6846950111830544	19	-0.2478862696674794	0.14942906780122506	-0.05097591326646258	0.03094277092710557
drop_GSE205335	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	ifn	59	0	23	13	10	-0.1768912838158472	0.23363895397860582	0.4582686322069286	19	-0.5508429607557259	0.20208212785343116	-0.17689128381584698	-0.18108846798848904
drop_GSE205335	REACTOME_INTERFERON_GAMMA_SIGNALING	ifn	82	0	23	13	10	-0.09994579952043758	0.18842671459593346	0.6019639274751943	19	-0.38397517922265373	0.19312809651341195	-0.09994579952043652	-0.0120971718088148
drop_GSE205335	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	mhc	60	0	23	13	10	-0.29611855827345734	0.2009609729943854	0.1569878800393313	19	-0.623857463413957	-0.002917344824492215	-0.29611855827345773	-0.23764157081463572
drop_GSE205335	KEGG_CHEMOKINE_SIGNALING_PATHWAY	chemokine	167	0	23	13	10	-0.1622401981196526	0.09406210528478474	0.10079025532052106	19	-0.3057731000857931	-0.024320354869609352	-0.16224019811965287	-0.0770408676018158
drop_GSE205335	WP_CHEMOKINE_SIGNALING	chemokine	145	0	23	13	10	-0.15863072137522155	0.082920686039164	0.07093466191362323	19	-0.2819924242199697	-0.04353915220557975	-0.15863072137522202	-0.1359608272090694
drop_GSE205335	WP_INTERFERON_TYPE_I_SIGNALING	ifn	54	0	23	13	10	-0.0165441575786414	0.052986259512916356	0.7582627836782286	19	-0.10407742338668717	0.06364368439464954	-0.016544157578641187	0.04786832333228137
drop_GSE205335	WP_INTERFERON_SIGNALING_OVERVIEW	ifn	16	0	23	13	10	-0.0504427272589886	0.12160649248075772	0.6829322937695868	19	-0.2440183478283426	0.1453852326525205	-0.050442727258988164	0.13217435162292895
drop_GSE205335	WP_INTERFERON_TYPE_II_SIGNALING	ifn	33	0	23	13	10	-0.3738859003376232	0.20131955832061488	0.07885720755107445	19	-0.7202544959941048	-0.055585923289447114	-0.3738859003376238	-0.529407776367839
drop_GSE205335	WP_INTERFERON_TYPE_III_SIGNALING	ifn	7	0	23	13	10	-0.18713432602792493	0.183255404224896	0.3200026127723609	19	-0.5059374643317394	0.1290904701002452	-0.18713432602792465	-0.10906584605022321
drop_GSE205335	GO_MHC_I_PEPTIDE_ANTIGEN_PRESENTATION	mhc	18	0	23	13	10	-0.12792838935376147	0.175218642653872	0.474231303305129	19	-0.40206720728954876	0.15879235998215196	-0.12792838935376244	-0.03111660758410774
drop_GSE205335	GO_CELLULAR_RESPONSE_TO_CHEMOKINE	chemokine	49	0	23	13	10	-0.32312917236525845	0.20817994796952205	0.13712145128310485	19	-0.6363591831283684	0.0037873007214438642	-0.3231291723652583	-0.3977657376991461
drop_GSE205335	GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA	ifn	18	0	23	13	10	-0.07287520599152346	0.14003578445154066	0.6087933327988264	19	-0.2640338009620148	0.11999690877874307	-0.0728752059915232	-0.10208860198264444
drop_GSE205335	GO_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	ifn	22	0	23	13	10	-0.1303693852862237	0.18726463565540508	0.4947468444591722	19	-0.440924355911459	0.18285030270818892	-0.130369385286224	-0.1270739330307359
drop_GSE205335	GO_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	ifn	57	0	23	13	10	-0.43352056146165857	0.1913487934393592	0.03535240928998688	19	-0.7433397115465357	-0.1271752076211634	-0.43352056146165807	-0.48635828753815397
drop_GSE205335	GO_CHEMOKINE_MEDIATED_SIGNALING	chemokine	45	0	23	13	10	-0.32826355222207476	0.21398510524990996	0.14150146859394458	19	-0.6389350511481808	-0.013079422470762197	-0.32826355222207504	-0.48635828753815397
drop_GSE205335	GO_INTERFERON_MEDIATED_SIGNALING	ifn	29	0	23	13	10	-0.1299304562081627	0.15959449558358085	0.4256576824657331	19	-0.3879954685080077	0.10449834883105268	-0.12993045620816343	-0.10906584605022321
drop_GSE205335	GO_RESPONSE_TO_TYPE_II_INTERFERON	ifn	68	0	23	13	10	-0.41180015398832615	0.18720033705115124	0.0403987569265042	19	-0.7021448803013254	-0.11503320460012115	-0.41180015398832576	-0.3804037784855897
drop_GSE205335	GO_TYPE_I_INTERFERON_SIGNALING	ifn	21	0	23	13	10	-0.1201989222295572	0.18275434901577375	0.5186157081969113	19	-0.42387429395389814	0.1621124960075196	-0.12019892222955733	-0.10906584605022321
