gene	matched_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast_id	cell_line	accession
ISG15	ISG15	929.4395539268994	1.1903047480020346	0.1255305903114029	9.482188724272335	2.4900441445329293e-21	1.0999022995230855e-18	HCT116_Ku80AID_CDKi_48h	HCT116	GSE294709
IFIT1	IFIT1	157.8707846049646	1.388891134813556	0.28064719090269874	4.948886644281748	7.463919851749165e-07	2.0919813939813712e-05	HCT116_Ku80AID_CDKi_48h	HCT116	GSE294709
IFI44L								HCT116_Ku80AID_CDKi_48h	HCT116	GSE294709
RSAD2								HCT116_Ku80AID_CDKi_48h	HCT116	GSE294709
CXCL10								HCT116_Ku80AID_CDKi_48h	HCT116	GSE294709
XRCC5	XRCC5	3216.4137874116527	-0.006016434777434716	0.12600279589540508	-0.04774842283998967	0.9619167422414924	0.9861350591349537	HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
XRCC6	XRCC6	11105.143230494345	-0.43593145470865113	0.11594466886423994	-3.7598231896206022	0.00017003348696101398	0.0031249397603645814	HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
PRKDC	PRKDC	12222.342370505605	-0.490511942486962	0.11535073594511908	-4.252352084865198	2.115369343483643e-05	0.0005907396934574444	HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
TP53BP1	TP53BP1	2115.2122533930174	0.06441436687558785	0.1316741573057025	0.48919520879134737	0.6247035012471949	0.8110458826466868	HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
MAVS	MAVS	2324.758615633944	0.31308365149241	0.13354697118434214	2.3443710382637106	0.019059200407334373	0.09898637280204929	HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
ISG15	ISG15	497.3594287496347	0.2926044989234451	0.16639965032513837	1.7584441935527355	0.07867195917630439	0.25066571725335074	HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
IFIT1	IFIT1	155.0138575353429	-0.30672631613806595	0.245139286878604	-1.2512327992940626	0.21084955492867807	0.4564159469186861	HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
IFI44L								HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
RSAD2	RSAD2	2.9439538881729157	0.31377804280767513	1.5053042360162294	0.2084482560403106	0.8348789808531475		HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
CXCL10								HCT116_Ku80AID_MAVSKO	HCT116	GSE294709
XRCC5	XRCC5	2166.9437243266507	-3.215375297390817	0.08587947527592082	-37.44055593097406	8.557014732140865e-307	1.1055004802023525e-303	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
XRCC6	XRCC6	9105.287852033567	-0.5978852298983318	0.042146156275012475	-14.18599660659458	1.1186513264090519e-45	5.398778456045985e-44	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
PRKDC	PRKDC	9992.534489054213	-0.7491724824434616	0.0396563007549706	-18.89163810493743	1.3363391035499149e-79	1.3769211806209091e-77	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
TP53BP1	TP53BP1	2229.3134754820094	0.02070508321068942	0.0644817949373759	0.321099672098117	0.7481348587893722	0.8422095953728472	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
MAVS	MAVS	5934.130099154422	0.1886047884549283	0.04640125187427694	4.064648707451868	4.8104860431683455e-05	0.00020914344575462688	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
ISG15	ISG15	3147.6546983153585	2.088867508117122	0.0609503856974767	34.27160442404879	2.0791848236532246e-257	1.9399949507364393e-254	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
IFIT1	IFIT1	1407.850660077327	2.5147203797566	0.08678144982140114	28.97762580519191	1.2595515243390829e-184	5.7173426625067285e-182	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
IFI44L	IFI44L	28.44025657196368	2.1972505105497895	0.5635101882944146	3.8992205574849375	9.650284020979282e-05	0.0003983202755771616	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
RSAD2	RSAD2	17.59269973291304	2.9825435417574226	0.8004776391205735	3.7259548499494954	0.00019457723395691287	0.0007656805633332595	HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
CXCL10								HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709
XRCC5	XRCC5	3710.4636633116206	-0.03906582090584323	0.0754296922993444	-0.5179103840276804	0.6045207966408291	0.8505791490668928	HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
XRCC6	XRCC6	11585.081483340698	-0.23897710401447697	0.06340052387215339	-3.7693238071087904	0.0001636904133524978	0.005245152652114539	HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
PRKDC	PRKDC	13498.372194812131	-0.08720015886616651	0.06320239516719937	-1.3796970610921	0.16767993817988092	0.49402302609605064	HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
TP53BP1	TP53BP1	2032.8988857919653	-0.03224636929301286	0.0834258172207763	-0.3865274607700486	0.6991060690873626	0.8963464624348276	HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
MAVS	MAVS	5993.5553736361335	0.3440091121060558	0.0698274637647562	4.926558886128218	8.369039844436676e-07	6.066533272601415e-05	HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
ISG15	ISG15	531.8208713785239	-0.11252881717157523	0.1560573949289979	-0.7210732770643323	0.47086443155259317	0.7759407211390668	HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
IFIT1	IFIT1	94.75990271134549	0.7689562501592686	0.2926497525176531	2.627565010884074	0.008599840730689947	0.09328002427595082	HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
IFI44L								HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
RSAD2								HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
CXCL10								HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709
XRCC5	XRCC5	2942.5539231229495	-3.1891708626997417	0.10923162023387654	-29.19640719300315	2.1539625476238299e-187	8.434917336494917e-184	HCT116_Ku80flox_interaction	HCT116	GSE294709
XRCC6	XRCC6	10349.302997357516	-0.37173645632864205	0.06687245301425625	-5.558887696992261	2.714993113504523e-08	3.1927666764215354e-07	HCT116_Ku80flox_interaction	HCT116	GSE294709
PRKDC	PRKDC	11751.834534346108	-0.6747504996218571	0.06477613524524438	-10.416652630899195	2.0815055666105526e-25	1.1052441761148372e-23	HCT116_Ku80flox_interaction	HCT116	GSE294709
TP53BP1	TP53BP1	2130.9425596194624	0.040200798748066494	0.09428638402903357	0.42636907929025547	0.6698389288133264	0.8042585452193733	HCT116_Ku80flox_interaction	HCT116	GSE294709
MAVS	MAVS	5963.772033960398	-0.16872328179654145	0.07479822769140089	-2.2557122943160133	0.024088655114028672	0.07040953418662906	HCT116_Ku80flox_interaction	HCT116	GSE294709
ISG15	ISG15	1834.771606651649	2.1849189257505257	0.14317726628141625	15.260236366407831	1.4073760141044897e-52	2.140304649022595e-50	HCT116_Ku80flox_interaction	HCT116	GSE294709
IFIT1	IFIT1	748.8402569731883	1.7377756276172707	0.20777142982852356	8.363881545463105	6.068785225059014e-17	1.747453157450816e-15	HCT116_Ku80flox_interaction	HCT116	GSE294709
IFI44L	IFI44L	14.292906854797163	0.8912672527957434	2.9288480398549614	0.3043064169487877	0.7608944568237022	0.8666523144127334	HCT116_Ku80flox_interaction	HCT116	GSE294709
RSAD2	RSAD2	9.232933961601404	1.5269306898743795	2.08623453202836	0.7319074947866996	0.4642250313354531		HCT116_Ku80flox_interaction	HCT116	GSE294709
CXCL10								HCT116_Ku80flox_interaction	HCT116	GSE294709
XRCC5	XRCC5	21673.297494212915	0.15392112833211186	0.14172150902678024	1.0860816356607261	0.2774428763710075	0.44450619850635287	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
XRCC6	XRCC6	40848.14096194384	-2.741369642484585	0.12092866893553131	-22.669311310670636	8.99908564869828e-114	1.365521256333477e-109	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
PRKDC	PRKDC	30924.355815926374	0.08251443137109268	0.11582587069777779	0.7124007000680875	0.4762166821561725	0.6457094400660295	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
TP53BP1	TP53BP1	2433.061425855014	0.19375234412784353	0.12939477427779195	1.497373794337978	0.13429602311651878	0.26098973549821414	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
MAVS	MAVS	3271.928460467663	-0.15224183619879847	0.12588042036291902	-1.2094163314666275	0.22650293745064787	0.3845329573591554	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
ISG15	ISG15	157.94967580393848	-0.33635072578478525	0.2646668125787572	-1.2708458703514143	0.2037834864532434	0.3572305772846766	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
IFIT1	IFIT1	166.0880375410477	-0.5237465148732136	0.2577218032071845	-2.0322165542671207	0.04213173773656618	0.10561820393435573	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
IFI44L	IFI44L	35.7300768184296	0.18397640850739364	0.49924352469411504	0.36851035498180057	0.71249272541953	0.8331209189759239	HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
RSAD2	RSAD2	12.134473254130471	0.4940089072152966	0.8405908655225337	0.5876924523896742	0.5567387425572856		HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
CXCL10	CXCL10	5.089793938734765	2.145795779327991	1.7068419324742474	1.2571731092974927	0.20869095833424622		HEK293_Ku70_dox_withdrawal	HEK293	GSE294709
XRCC5	XRCC5	26871.737818982783	-0.3446126170804401	0.07809291632262397	-4.412853729994507	1.020169230495701e-05	7.226753981720491e-05	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
XRCC6	XRCC6	31287.36555881418	-0.2915580946287939	0.07386669506483366	-3.947084601157395	7.910860907002639e-05	0.00046259679543304025	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
PRKDC	PRKDC	19179.65067161774	-1.9623862368741714	0.12103328611045051	-16.213607842419233	4.041314998992288e-59	7.931369350879435e-57	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
TP53BP1	TP53BP1	6131.181922258915	0.265030554302858	0.07423133667485071	3.570332506118664	0.0003565283697668672	0.0017605991171305614	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
MAVS	MAVS	22291.50002221245	0.6850124382349816	0.07465533376434079	9.175666408475406	4.4878986135783416e-20	1.6310780728396628e-18	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
ISG15	ISG15	2200.097522699457	-0.6850111878252528	0.20871621782621835	-3.2820218522530338	0.0010306561755125845	0.004540130784264179	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
IFIT1	IFIT1	206.87897405628817	1.7040608713421377	0.2531617081540723	6.731116185647868	1.6836645158780167e-11	2.8555781628558263e-10	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
IFI44L								HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
RSAD2	RSAD2	4.6853707890769805	5.707093525432735	2.9684525899683685	1.9225820027307725	0.05453256601894287	0.1342168492073895	HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
CXCL10								HCT116_PRKDC_KO_normoxia	HCT116	GSE285698
XRCC5	XRCC5	26794.698119870285	-0.18378977434791077	0.0641954254084085	-2.862973072904311	0.0041968622818560975	0.013392402615162722	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
XRCC6	XRCC6	32908.65708175535	-0.3019380794820071	0.06509670772607482	-4.638300307790594	3.512861165138789e-06	2.1053673008047566e-05	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
PRKDC	PRKDC	19862.494220353376	-1.8659196488783212	0.0583335223870476	-31.987090313144382	1.6487027381683377e-224	2.613954779722124e-221	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
TP53BP1	TP53BP1	6369.223633422505	0.29678539750371047	0.07328504338676375	4.049740353395408	5.1274491192993374e-05	0.0002490973964540334	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
MAVS	MAVS	22961.01977658451	0.6448939521738113	0.05956854759626062	10.826081517795712	2.590031667927677e-27	9.922517231906572e-26	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
ISG15	ISG15	2366.207872047529	-1.185240655465447	0.13522134996618754	-8.765188749866939	1.8646399367347126e-18	4.028521355978948e-17	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
IFIT1	IFIT1	165.3784021947941	1.679950009424757	0.2693601616965571	6.236816902854681	4.4656415134482816e-10	4.56554252151203e-09	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
IFI44L								HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
RSAD2	RSAD2	4.553695962746878	2.4922745292833097	1.5002080275077962	1.6612859574039027	0.09665602895943841	0.19732430157319944	HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
CXCL10								HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698
XRCC5	XRCC5	5831.6943036856255	-0.07424769903326234	0.06773067408371501	-1.0962196971713627	0.2729826416950084	0.8905867100489911	MCF7_53BP1_KO_untreated	MCF-7	GSE84986
XRCC6	XRCC6	4456.506646108584	-0.03000717553236465	0.05756816751186373	-0.5212459737611195	0.6021954315331399	0.9724221649625451	MCF7_53BP1_KO_untreated	MCF-7	GSE84986
PRKDC	PRKDC	9924.631032620326	0.004596562033188246	0.054597185979039585	0.08419045690290546	0.9329050055392255	0.9962535847921143	MCF7_53BP1_KO_untreated	MCF-7	GSE84986
TP53BP1	TP53BP1	513.4816303699093	-0.9611579599193123	0.11931870695893611	-8.055383639466507	7.922991017133265e-16	2.9089261519404785e-12	MCF7_53BP1_KO_untreated	MCF-7	GSE84986
MAVS	MAVS	1186.43442667321	-0.0015759053191065498	0.06318769703652954	-0.02494006575671686	0.9801027693110842	0.9989611188912136	MCF7_53BP1_KO_untreated	MCF-7	GSE84986
ISG15	ISG15	188.19487380063885	0.5815928318429979	0.3332325068419569	1.745306414895566	0.08093154590538212	0.68013007636831	MCF7_53BP1_KO_untreated	MCF-7	GSE84986
IFIT1	IFIT1	45.12271002939357	2.595628380012628	0.5297405095715998	4.899811007679417	9.592888698729806e-07	0.00046960387809848647	MCF7_53BP1_KO_untreated	MCF-7	GSE84986
IFI44L	IFI44L	1.504932689813912	3.5742139260494548	2.1101865225980228	1.6937905193560558	0.09030509628133009		MCF7_53BP1_KO_untreated	MCF-7	GSE84986
RSAD2	RSAD2	5.68180361020553	2.2164003702253323	0.8712184163254361	2.544023781744089	0.010958362341343739		MCF7_53BP1_KO_untreated	MCF-7	GSE84986
CXCL10	CXCL10	1.2112761869123179	0.9435745888126735	1.4804974429895876	0.637336182700391	0.5239058873739453		MCF7_53BP1_KO_untreated	MCF-7	GSE84986
XRCC5	XRCC5	5681.673173820437	-0.036457688846218035	0.08397696057248696	-0.43413918052855227	0.6641873752011656	0.9868283591551814	MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
XRCC6	XRCC6	4213.032066204075	-0.0659973928535463	0.07633828251318169	-0.8645386126174667	0.3872920784299543	0.9542822867244922	MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
PRKDC	PRKDC	9551.424203092549	0.03228724062375741	0.07559020447520633	0.42713524652982865	0.6692808219823543	0.9868283591551814	MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
TP53BP1	TP53BP1	522.9871795739244	-1.1761800982259891	0.10572051553215076	-11.125372330106543	9.441086714393544e-29	4.428184371941051e-25	MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
MAVS	MAVS	1116.4831202909306	-0.041749018780920424	0.08479083515512488	-0.49237654876898634	0.62245317450939	0.9856539864207556	MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
ISG15	ISG15	145.57587230084016	0.2220593119785446	0.21443428121949273	1.0355588235038171	0.3004080103065324	0.9204413964164304	MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
IFIT1	IFIT1	35.692527399374484	2.63786352231885	0.6893200760204129	3.826761491624879	0.00012984021008147548	0.012344470243624605	MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
IFI44L								MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
RSAD2	RSAD2	4.569998446625785	2.275691959091215	1.061081687700414	2.1446906354807758	0.031977590127589155		MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
CXCL10								MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986
XRCC5	XRCC5	5998.667131182939	-0.10876428110373693	0.05956747245096856	-1.8259005566043356	0.06786524235230207	0.49808974841598674	MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
XRCC6	XRCC6	4676.322673277347	0.008176004991513873	0.05607950106833347	0.14579311220246635	0.8840847134709542	0.9874492578465232	MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
PRKDC	PRKDC	10149.165716324287	-0.019549036147784974	0.05637093375171343	-0.3467928389103679	0.7287469573917846	0.9646698288318976	MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
TP53BP1	TP53BP1	621.6314602543985	-0.7782391775098242	0.08759755228386046	-8.884257119284966	6.434930765305147e-19	1.0390268209046046e-15	MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
MAVS	MAVS	1242.2709980184954	0.03985818099002718	0.06857176914705865	0.5812622524664274	0.5610637171046247	0.9347076108555419	MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
ISG15	ISG15	207.05859951535854	0.8822349344684619	0.16580949276653137	5.320774581408894	1.0332636786490622e-07	1.8311448509912405e-05	MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
IFIT1	IFIT1	36.66415819060645	2.5680509062220045	0.3863983570596453	6.646122736556031	3.009143624247872e-11	1.093221878689252e-08	MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
IFI44L	IFI44L	1.5324977103581598	3.9770974147764377	2.260875311791245	1.7590963084228939	0.07856115183668191		MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
RSAD2	RSAD2	4.714868894907631	2.142153190368567	0.9258094503930863	2.3138165088496745	0.02067778940817175		MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
CXCL10								MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986
XRCC5	XRCC5	5865.762135075435	-0.0925779215555398	0.049451114496600064	-1.8721099109283947	0.06119139912376009	0.5029654178813449	MCF7_53BP1_KO_IR	MCF-7	GSE84986
XRCC6	XRCC6	4729.995483077104	-0.06156354837621723	0.05715191688167251	-1.0771913128247048	0.2813948054699169	0.8239024287460969	MCF7_53BP1_KO_IR	MCF-7	GSE84986
PRKDC	PRKDC	9869.395089108677	-0.0526096163986681	0.05344984490995965	-0.9842800570758067	0.3249778323341269	0.8496168117104244	MCF7_53BP1_KO_IR	MCF-7	GSE84986
TP53BP1	TP53BP1	527.4221981935135	-0.9962754860539722	0.12850671751076892	-7.752711339549109	8.995093700746904e-15	1.1533958897782717e-11	MCF7_53BP1_KO_IR	MCF-7	GSE84986
MAVS	MAVS	1152.6966514851647	0.04516184372965349	0.061506478003988924	0.734261580165988	0.46278932873123	0.9039126787355375	MCF7_53BP1_KO_IR	MCF-7	GSE84986
ISG15	ISG15	215.3142546821507	0.46059480005006204	0.1852815346075577	2.485918529472684	0.012921754382313275	0.23200354105093857	MCF7_53BP1_KO_IR	MCF-7	GSE84986
IFIT1	IFIT1	40.55218867261359	2.5558449555516627	0.4181767583645978	6.111877105621652	9.846600066138154e-10	6.587375444246426e-07	MCF7_53BP1_KO_IR	MCF-7	GSE84986
IFI44L	IFI44L	2.157693093071865	4.116062957214977	2.062607723864322	1.9955626606029964	0.04598154726487495		MCF7_53BP1_KO_IR	MCF-7	GSE84986
RSAD2	RSAD2	6.079245437631736	0.954198311998546	0.6015346132597208	1.5862733265301856	0.11267732030427996	0.6378229199164172	MCF7_53BP1_KO_IR	MCF-7	GSE84986
CXCL10	CXCL10	1.6242270149595894	0.19302644640529862	1.2321912343424035	0.1566529942962247	0.8755183346902848		MCF7_53BP1_KO_IR	MCF-7	GSE84986
