contrast_id	cell_line	accession	perturbation	condition	role	n_ko	n_ctrl	paired	note	XRCC5_log2FC	XRCC5_padj	XRCC6_log2FC	PRKDC_log2FC	PRKDC_padj	TP53BP1_log2FC	TP53BP1_padj	IFN_ALPHA_NES	IFN_ALPHA_FDR	IFN_ALPHA_nom_p	IFN_GAMMA_NES	IFN_GAMMA_FDR	IFN_GAMMA_nom_p	max_NES_set	max_NES	max_NES_FDR	n_isg_baseMean_ge_10	n_isg_padj_lt_0.05_up	max_gene	max_log2FC	max_lfcSE	max_baseMean	max_padj	max_stat	max_in_ifn_alpha	max_in_ifn_gamma	max_sig_gene	max_sig_log2FC	max_sig_padj	max_sig_baseMean
HCT116_Ku80AID_CDKi_D4	HCT116	GSE294709	XRCC5 (Ku80-AID)	IAA+Dox+CDKi vs CDKi, day 4, clones 1/7/9	primary	3	3	True	Proliferation-matched Ku80 degradation. Same three AID clones.	-0.21625713831150736	0.2433217825344945	-0.6107264208700084	-0.3817444701501042	0.02523409327123087	0.05144981813047064	0.8416721681109472	3.355992038381401	0.0	0.0	3.2591548848012297	0.0	0.0	IFN_ALPHA	3.355992038381401	0.0	174	89	XAF1	6.563396720023183	0.5994016106048851	109.87769858320429	2.4556954718193956e-25	10.949915055115957	False	True	XAF1	6.563396720023183	2.4556954718193956e-25	109.87769858320429
HCT116_Ku80AID_IAA_D2	HCT116	GSE294709	XRCC5 (Ku80-AID)	IAA+Dox day 2 vs DMSO, clones 1/7/9	timecourse	3	3	True	Acute degron without the CDK4/6 inhibitor. Same AID system, not an independent line.	-0.4232327809058166	3.9948271568938185e-08	-0.7119026464395483	-0.7580949697416007	1.7846497794221168e-43	0.1129305911353384	0.34487689570964347	2.2926348974447794	0.0	0.0	2.0193627466558093	0.0	0.0	IFN_ALPHA	2.2926348974447794	0.0	159	62	SLAMF7	2.6576771849371825	0.9941633000655338	10.498595639516116		2.6732803200057704	False	True	OASL	2.17651127311591	1.1643711089775802e-07	69.84690848817617
HCT116_Ku80AID_IAA_24h	HCT116	GSE294709	XRCC5 (Ku80-AID)	IAA 24h vs DMSO 24h, clones 1 and 9	timecourse	2	2	True	Clone 7 has no 24h pair in the deposited matrix.	-0.1292466016086303	0.31036672241427	-0.2533633394439231	-0.23353668877243383	0.005630078779351834	0.13282833947801068	0.3999491456385862	1.9026229653424305	0.0	0.0	1.758941409202973	0.0015723270440251573	0.0	IFN_ALPHA	1.9026229653424305	0.0	163	16	PTGS2	1.74354014673881	0.7939395776724116	21.621637680554937		2.1960615086734148	False	True	SAMD9	1.0841410528858568	6.602174192493728e-05	265.45158243827905
HCT116_Ku80AID_CDKi_48h	HCT116	GSE294709	XRCC5 (Ku80-AID)	CDKi+IAA 48h vs CDKi 48h, clones 1 and 9	timecourse	2	2	True	Shorter proliferation-matched degron. Clone 7 is absent.	-0.15432802857395234	0.10429198378359099	-0.4342129221530654	-0.3660690164931895	1.487808709847283e-09	0.03901800939440563	0.8499612791841936	2.673217341342292	0.0	0.0	2.461798934151787	0.0	0.0	IFN_ALPHA	2.673217341342292	0.0	166	35	IFI44	2.2997540809187518	1.015129585924535	12.5169976960374		2.2654783318370506	True	True	RIGI	1.9066159480765235	3.4242880090727764e-17	298.3432444708929
HCT116_Ku80AID_MAVSKO	HCT116	GSE294709	XRCC5 (Ku80-AID), MAVS knockout	IAA vs DMSO on MAVS-KO Ku80-AID clones	epistasis	3	3	True	Ku80 still degraded. Not a wild-type MAVS contrast.	-0.006016434777434716	0.9861350591349537	-0.43593145470865113	-0.490511942486962	0.0005907396934574444	0.06441436687558785	0.8110458826466868	1.749756351704621	0.0037243947858473	0.003795066413662239	1.7250445642774594	0.00186219739292365	0.0	IFN_ALPHA	1.749756351704621	0.0037243947858473	170	21	SLAMF7	1.7515054767356837	0.7184414931964578	15.90661862796429		2.4379236073113812	False	True	HLA-A	1.1755786139313245	1.812096537850439e-14	7921.966282432397
HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709	XRCC5 (Ku86flox CreERT2)	4OHT day 4 vs EtOH, CreERT2	unadjusted	2	2	False	Excision contrast before subtracting the no-Cre 4OHT arm.	-3.215375297390817	1.1055004802023525e-303	-0.5978852298983318	-0.7491724824434616	1.3769211806209091e-77	0.02070508321068942	0.8422095953728472	2.727504577214879	0.0	0.0	2.5457149135248356	0.0	0.0	IFN_ALPHA	2.727504577214879	0.0	179	99	SAMD9L	3.4405689335665337	1.064790644020784	10.603989597328766	0.0040881299185384756	3.231216345566778	True	True	SAMD9L	3.4405689335665337	0.0040881299185384756	10.603989597328766
HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709	none (4OHT, no Cre)	4OHT day 4 vs EtOH, no Cre	negative_control	2	2	False	Same 4OHT exposure without Ku80 excision.	-0.03906582090584323	0.8505791490668928	-0.23897710401447697	-0.08720015886616651	0.49402302609605064	-0.03224636929301286	0.8963464624348276	1.9065099574465447	0.0	0.0	1.4637614311251688	0.009191176470588236	0.00847457627118644	IFN_ALPHA	1.9065099574465447	0.0	171	6	STAT4	0.9381075631645314	0.45245753583473114	38.65363549968885		2.0733604567638215	False	True	SECTM1	0.85752409077219	0.010283308339453196	141.77582946925838
HCT116_Ku80flox_interaction	HCT116	GSE294709	XRCC5 (Ku86flox CreERT2 minus no-Cre)	4OHT effect in Cre beyond 4OHT without Cre	primary	2	2	False	Interaction coefficient. This is the Ku-excision effect after the 4OHT-only arm is subtracted.	-3.1891708626997417	8.434917336494917e-184	-0.37173645632864205	-0.6747504996218571	1.1052441761148372e-23	0.040200798748066494	0.8042585452193733	2.6279190107843715	0.0	0.0	2.4421005788032524	0.0	0.0	IFN_ALPHA	2.6279190107843715	0.0	177	69	IFI27	2.740361784833201	0.42632694432594803	154.8151835804847	2.0053184396683952e-09	6.427840935941546	True	True	IFI27	2.740361784833201	2.0053184396683952e-09	154.8151835804847
HEK293_Ku70_dox_withdrawal	HEK293	GSE294709	XRCC6 (Ku70, dox-off)	8 days without dox vs dox rescue, clones Sa11/SB/TI	other_cell_line	3	3	True	Same GEO series, different cell line and Ku subunit. Not an HCT116 result.	0.15392112833211186	0.44450619850635287	-2.741369642484585	0.08251443137109268	0.6457094400660295	0.19375234412784353	0.26098973549821414	-1.3175115072168178	0.08021877848678213	0.050816696914700546	-0.9982092293995098	0.4594348222424795	0.45787545787545786	IFN_GAMMA	-0.9982092293995098	0.4594348222424795	180	21	SOCS1	2.707679966159851	0.454772825810786	56.84329633303687	6.710356235291096e-08	5.953917676001194	False	True	SOCS1	2.707679966159851	6.710356235291096e-08	56.84329633303687
HCT116_PRKDC_KO_normoxia	HCT116	GSE285698	PRKDC (DNA-PKcs KO)	normoxia, H2O vehicle, KO vs WT, n=3	primary	3	3	False	Unstressed DNA-PKcs knockout. Library ids A1/B1/C1 WT and A2/B2/C2 KO.	-0.3446126170804401	7.226753981720491e-05	-0.2915580946287939	-1.9623862368741714	7.931369350879435e-57	0.265030554302858	0.0017605991171305614	1.723873921062515	0.0016366612111292963	0.0016556291390728477	1.6356517404938882	0.0024549918166939444	0.0	IFN_ALPHA	1.723873921062515	0.0016366612111292963	172	63	HLA-G	6.840519725951243	3.3208859330216307	10.271352134667582	0.10371415256284142	2.059847842990242	False	True	IFI44	3.9257848725496682	0.02003082067547602	13.487264989852697
