contrast_id	cell_line	accession	perturbation	condition	role	geneset	ES	NES	nom_p	fdr_q	n_in_set	lead_genes
HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709	XRCC5 (Ku86flox CreERT2)	4OHT day 4 vs EtOH, CreERT2	unadjusted	IFN_ALPHA	0.8005793525626765	2.727504577214879	0.0	0.0	90	ISG15;LGALS3BP;SAMD9;OAS1;OASL;BST2;IFIT2;PARP9;HELZ2;PARP14;TAP1;IFI27;STAT2;IFIT3;HLA-C;SP110;IFI35;IFIH1;TRIM25;TRIM14;DDX60;TRIM21;CNP;LAP3;ELF1;PLSCR1;IFITM1;TRIM26;BATF2;USP18;PROCR;IRF7;EIF2AK2;B2M;ADAR;PSME2;LAMP3;OGFR;IFI44;PARP12;TRIM5;IFITM3;IFI30;UBE2L6;IL4R;CASP8;CMPK2
HCT116_Ku80flox_Cre_4OHT	HCT116	GSE294709	XRCC5 (Ku86flox CreERT2)	4OHT day 4 vs EtOH, CreERT2	unadjusted	IFN_GAMMA	0.6862738373801749	2.5457149135248356	0.0	0.0	166	CDKN1A;ISG15;LGALS3BP;IFIT1;ZNFX1;STAT1;RIGI;MVP;OASL;BST2;IFIT2;HLA-B;HLA-A;HELZ2;PARP14;TAP1;IFI27;FAS;STAT2;OAS3;IFIT3;SP110;IFI35;MYD88;IFIH1;TRIM25;PML;TRIM14;DDX60;TRIM21;LAP3;VAMP8;SECTM1;PLSCR1;TRIM26;BATF2;USP18;IRF7;BTG1;STAT3;EIF2AK2;RBCK1;B2M;ADAR;PSME2;OGFR;IFI44;PARP12;IFITM3;IFI30;PTPN1;UBE2L6;IL4R;CASP8;CMPK2;HERC6;IRF9;TNFAIP2;TDRD7;CFB;PNP;PSMB10;ISG20;XAF1;IFI44L;MX2;OAS2;RSAD2;SAMHD1;CASP4;CCL5;RNF31;WARS1;SAMD9L;TRAFD1;LY6E;HLA-DMA;IRF2;METTL7B
HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709	none (4OHT, no Cre)	4OHT day 4 vs EtOH, no Cre	negative_control	IFN_ALPHA	0.45513886926903513	1.9065099574465447	0.0	0.0	86	PARP9;EIF2AK2;PARP12;BST2;IFI35;NMI;CD47;CNP;IRF1;TRIM25;IFIT3;IFITM2;TDRD7;PLSCR1;PARP14;IRF9;IFITM1;CASP8;HERC6;NUB1;SAMD9;IFI44;IFI30;IFITM3;DHX58;MOV10;LGALS3BP;EPSTI1;RNF31;IFIH1;OAS1;GBP2;UBA7;MX1
HCT116_Ku80flox_noCre_4OHT	HCT116	GSE294709	none (4OHT, no Cre)	4OHT day 4 vs EtOH, no Cre	negative_control	IFN_GAMMA	0.3212788878093326	1.4637614311251688	0.00847457627118644	0.009191176470588236	161	EIF2AK2;SECTM1;ARID5B;TNFAIP2;SAMHD1;PARP12;BST2;IFIT1;SPPL2A;MYD88;IFI35;NMI;OAS3;RNF213;IRF1;TRIM25;STAT4;RIPK1;IFIT3;KLRK1;IFITM2;TDRD7;PDE4B;METTL7B;PLSCR1;PARP14;CASP7;IRF9;CASP8;CIITA;HERC6;RAPGEF6;IFI44;IFI30;CFB;MVP;SERPING1;GCH1;IFITM3;RIGI;BANK1;DHX58;MARCHF1;FAS;ICAM1;LGALS3BP;EPSTI1;RNF31;IFIH1;CASP3
HCT116_Ku80flox_interaction	HCT116	GSE294709	XRCC5 (Ku86flox CreERT2 minus no-Cre)	4OHT effect in Cre beyond 4OHT without Cre	primary	IFN_ALPHA	0.7475347254542482	2.6279190107843715	0.0	0.0	90	LGALS3BP;ISG15;TAP1;HELZ2;SAMD9;STAT2;OASL;LAP3;PROCR;PARP14;IFIT2;HLA-C;SP110;IFI27;TRIM14;ELF1;DDX60;B2M;OAS1;TRIM26;TRIM21;IRF7;IFIH1;USP18;BATF2;TRIM25;PARP9;ADAR;BST2;CNP;OGFR;IFI35;IFIT3;IL4R;PSME2;PLSCR1;TRIM5;SLC25A28;IFITM1;LAMP3;ISG20;UBE2L6;TRAFD1;IFITM3;IFI30;PNPT1;CASP8
HCT116_Ku80flox_interaction	HCT116	GSE294709	XRCC5 (Ku86flox CreERT2 minus no-Cre)	4OHT effect in Cre beyond 4OHT without Cre	primary	IFN_GAMMA	0.6293735905833497	2.4421005788032524	0.0	0.0	170	CDKN1A;LGALS3BP;ISG15;ZNFX1;STAT1;MVP;HLA-B;TAP1;RIGI;HELZ2;IFIT1;HLA-A;STAT2;OASL;LAP3;FAS;PARP14;IFIT2;SP110;BTG1;RBCK1;PML;VAMP8;IFI27;TRIM14;DDX60;B2M;PTPN1;STAT3;TRIM26;TRIM21;IRF7;IFIH1;USP18;BATF2;TRIM25;PNP;MYD88;OAS3;ADAR;BST2;OGFR;IFI35;IFIT3;IL4R;PSME2;PLSCR1;SLC25A28;ISG20;UBE2L6;TRAFD1;PSMB10;IFITM3;IFI30;PNPT1;SRI;CASP8;LATS2;CASP4;WARS1;CMPK2;OAS2;HLA-DMA;IRF2;LY6E;SECTM1
HEK293_Ku70_dox_withdrawal	HEK293	GSE294709	XRCC6 (Ku70, dox-off)	8 days without dox vs dox rescue, clones Sa11/SB/TI	other_cell_line	IFN_ALPHA	-0.34766481761479096	-1.3175115072168178	0.050816696914700546	0.08021877848678213	93	DDX60;PARP9;HLA-C;PROCR;BST2;PARP14;LAMP3;LGALS3BP;TRIM25;CD47;B2M;UBE2L6;GMPR;MVB12A;CNP;NCOA7;TRIM5;NMI;EPSTI1;HERC6;IFITM2;PLSCR1;IFITM1;SAMD9;IFI30;LY6E;MOV10;ADAR;IRF2
HEK293_Ku70_dox_withdrawal	HEK293	GSE294709	XRCC6 (Ku70, dox-off)	8 days without dox vs dox rescue, clones Sa11/SB/TI	other_cell_line	IFN_GAMMA	-0.23670153129563595	-0.9982092293995098	0.45787545787545786	0.4594348222424795	189	MT2A;DDX60;HLA-DRB1;BST2;PARP14;SPPL2A;LGALS3BP;PFKP;STAT4;EIF4E3;TRIM25;ARID5B;SSPN;TAPBP;B2M;HLA-A;UBE2L6;PSMB2;IRF5;PSMA2;NMI;EPSTI1;HERC6;VAMP8;OAS3;IFITM2;PLSCR1;NOD1;IFI30;LY6E;PTPN6;IFNAR2;ADAR;MTHFD2;SECTM1;C1R;RBCK1;IRF2;IRF8;RNF213;IFIT1;HIF1A;NLRC5;PSMA3;PARP12;HLA-B;AUTS2;C1S
HCT116_PRKDC_KO_normoxia	HCT116	GSE285698	PRKDC (DNA-PKcs KO)	normoxia, H2O vehicle, KO vs WT, n=3	primary	IFN_ALPHA	0.512787745348835	1.723873921062515	0.0016556291390728477	0.0016366612111292963	86	IRF7;PSME1;PARP12;LGALS3BP;TRIM21;PROCR;TRIM5;IFIT2;IL15;CMPK2;HELZ2;NMI;IFI35;IRF1;ISG20;B2M;PSME2;HLA-C;MX1;IFIH1;STAT2;MOV10;LAMP3;IFIT3;CNP;IFI44;IFITM3;TDRD7;SP110;NCOA7;TMEM140;PARP14;CSF1;IRF2;TAP1
HCT116_PRKDC_KO_normoxia	HCT116	GSE285698	PRKDC (DNA-PKcs KO)	normoxia, H2O vehicle, KO vs WT, n=3	primary	IFN_GAMMA	0.4539871043064613	1.6356517404938882	0.0	0.0024549918166939444	160	MT2A;CDKN1A;MVP;RNF213;IRF7;LATS2;PSME1;PARP12;LGALS3BP;FAS;TRIM21;IFIT1;TNFAIP2;IFIT2;IL15;CMPK2;HELZ2;CASP4;NMI;PIM1;IFI35;OAS3;PML;STAT4;RIPK1;IRF1;CD40;ISG20;HLA-B;ST3GAL5;B2M;PSME2;PTPN6;RBCK1;MX1;IFIH1;VAMP8;NLRC5;STAT2;APOL6;C1R;SPPL2A;PTGS2;PTPN1;IL10RA;IRF5;TOR1B;HLA-A;TAPBP;IFIT3;IFI44;IFITM3;TDRD7;SP110;TNFAIP3;SAMHD1;CCL5;PARP14;IRF2;TAP1;STAT3;BTG1;HLA-G;IL15RA
HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698	PRKDC (DNA-PKcs KO)	CoCl2 200 uM 12h, KO vs WT, n=3	secondary	IFN_ALPHA	0.5019896379648825	1.6773436230693417	0.0039447731755424065	0.003933136676499509	88	B2M;TRIM21;IRF7;IL15;IFIT2;TRIM5;LGALS3BP;NMI;HELZ2;PARP12;IFI35;NCOA7;LAMP3;PSME1;PARP14;SAMD9;PSME2;PROCR;TDRD7;STAT2;HLA-C;PARP9;SP110;ISG20;IRF1;IFIH1;IFI44;IFIT3;CMPK2;EIF2AK2
HCT116_PRKDC_KO_hypoxia	HCT116	GSE285698	PRKDC (DNA-PKcs KO)	CoCl2 200 uM 12h, KO vs WT, n=3	secondary	IFN_GAMMA	0.43733626106877677	1.590268146396388	0.0	0.0029498525073746312	162	CDKN1A;RNF213;MT2A;MVP;B2M;TRIM21;IRF7;FAS;IL15;LATS2;IFIT2;CASP4;ST3GAL5;LGALS3BP;IFIT1;RIPK1;NMI;HELZ2;PARP12;IFI35;TNFAIP2;HLA-B;PSME1;PTGS2;BTG1;PARP14;STAT3;IL10RA;PSME2;CD40;TDRD7;APOL6;STAT2;PML;SP110;ISG20;IRF1;TNFAIP3;SPPL2A;CCL5;IFIH1;STAT4;TAPBP;IFI44;IRF5;IFIT3;CMPK2;EIF2AK2;PTPN1;VAMP8;PIM1;RBCK1;OAS3;C1R;JAK2;TOR1B;BANK1
MCF7_53BP1_KO_untreated	MCF-7	GSE84986	TP53BP1 (two null clones)	untreated, clones 1 and 2 pooled vs WT	primary	IFN_ALPHA	0.6682158398561419	2.8244419716873286	0.0	0.0	90	PARP14;IFIT2;MX1;IFITM1;PARP9;DDX60;IFITM3;OASL;OAS1;IFIT3;HERC6;IRF9;UBE2L6;BST2;IFIH1;LGALS3BP;IFITM2;RSAD2;USP18;CMPK2;MVB12A;IFI27;GMPR;IRF1;PARP12;SP110;ADAR;MOV10;ISG20;NCOA7;STAT2;ISG15;B2M;IFI44L;TRIM14
MCF7_53BP1_KO_untreated	MCF-7	GSE84986	TP53BP1 (two null clones)	untreated, clones 1 and 2 pooled vs WT	primary	IFN_GAMMA	0.5252350700738216	2.424415492513129	0.0	0.0	160	PARP14;IFIT2;IFIT1;MX1;DDX60;IFITM3;OASL;MT2A;RIGI;IFIT3;OAS3;HERC6;AUTS2;OAS2;IRF9;UBE2L6;BST2;IFIH1;LGALS3BP;IFITM2;RSAD2;MX2;PTPN6;USP18;CMPK2;PSMB10;PML;IFI27;IRF1;PARP12;SP110;ADAR;HLA-B;VAMP5;ISG20;STAT2;SECTM1;ISG15;B2M;IFI44L;TRIM14;LYSMD2;XAF1;EIF2AK2;CASP7;HLA-DMA;RNF213;BANK1;TAPBP;HELZ2;IRF7;STAT1;RNF31;PSMB8;MVP;CFB
MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986	TP53BP1 clone 1	untreated clone 1 vs WT, n=3	clone	IFN_ALPHA	0.6491741708276849	2.580016200611315	0.0	0.0	85	PARP14;SAMD9;PARP9;IFITM1;OASL;IFIT2;DDX60;MX1;IFITM3;OAS1;EIF2AK2;IFIT3;BST2;IRF9;TRIM14;IFITM2;HERC6;NCOA7;RSAD2;IFI27;IRF1;ISG20;B2M;USP18;PARP12;CMPK2;SP110;ADAR;LGALS3BP;MVB12A;TAP1
MCF7_53BP1_KO_clone1_untreated	MCF-7	GSE84986	TP53BP1 clone 1	untreated clone 1 vs WT, n=3	clone	IFN_GAMMA	0.5368324919357007	2.3564936852734095	0.0	0.0	153	PARP14;MT2A;RIGI;AUTS2;OASL;IFIT2;IFIT1;DDX60;MX1;IFITM3;EIF2AK2;CDKN1A;IFIT3;OAS2;OAS3;TNFAIP2;BST2;IRF9;TRIM14;MX2;IFITM2;HERC6;RSAD2;IFI27;IRF1;ISG20;B2M;PSMB10;BTG1;USP18;PARP12;CMPK2;RNF213;PML;SP110;ARID5B;ADAR;XAF1;LGALS3BP;PTPN6;TAP1;STAT1;GPR18;MVP;VAMP5;TAPBP;LYSMD2;CFB;APOL6;PLSCR1;UBE2L6;SAMHD1;IFIH1
MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986	TP53BP1 clone 2	untreated clone 2 vs WT, n=3	clone	IFN_ALPHA	0.6513803806041799	2.663030844558599	0.0	0.0	89	MX1;PARP14;ISG15;IFITM3;UBE2L6;IFIT2;IFITM1;IFIH1;OAS1;DDX60;HERC6;OASL;PARP9;IFIT3;LGALS3BP;IFITM2;BST2;MOV10;GMPR;IRF9;MVB12A;RSAD2;STAT2;CMPK2;IRF7;HELZ2;USP18;PARP12;IFI27;ADAR;SP110;PSMB8;IFI44L;IFI35;PSME1;IRF1;HLA-C;ISG20;LAP3
MCF7_53BP1_KO_clone2_untreated	MCF-7	GSE84986	TP53BP1 clone 2	untreated clone 2 vs WT, n=3	clone	IFN_GAMMA	0.5141332876915352	2.2895565925166332	0.0	0.0	156	MX1;IFIT1;PARP14;ISG15;IFITM3;UBE2L6;IFIT2;IFIH1;DDX60;HERC6;OASL;RIGI;MT2A;IFIT3;LGALS3BP;PTPN6;IFITM2;BST2;IRF9;OAS2;RSAD2;STAT2;BANK1;HLA-B;CMPK2;MX2;OAS3;IRF7;HELZ2;USP18;PML;PARP12;IFI27;CASP7;ADAR;SP110;PSMB8;IFI44L;SECTM1;IFI35;PSMB10;PSME1;VAMP5;PELI1;NCOA3;AUTS2;IRF1;PSMA2;ISG20;LYSMD2;LAP3;MTHFD2;RBCK1;RNF31;BPGM;BATF2;HLA-DMA;STAT3
MCF7_53BP1_KO_IR	MCF-7	GSE84986	TP53BP1 (two null clones)	5 Gy, 4 h, clones 1 and 2 pooled vs WT	secondary	IFN_ALPHA	0.6338501653773109	2.6984309637788595	0.0	0.0	91	IFITM3;MX1;DDX60;PARP14;IFIT2;OASL;HERC6;OAS1;IFITM1;IRF9;PARP12;IFIH1;SP110;BST2;IFIT3;UBE2L6;IRF7;IFI27;ISG15;IFI44;PARP9;OGFR;USP18;STAT2;CMPK2;ADAR;ISG20;IFI44L;LGALS3BP;UBA7;HLA-C;WARS1;RSAD2;PLSCR1;CNP;IFITM2;EIF2AK2;GMPR;MOV10;LAMP3
MCF7_53BP1_KO_IR	MCF-7	GSE84986	TP53BP1 (two null clones)	5 Gy, 4 h, clones 1 and 2 pooled vs WT	secondary	IFN_GAMMA	0.47377002941156576	2.1549581620527754	0.0	0.0	161	IFIT1;IFITM3;MX1;DDX60;MT2A;PARP14;IFIT2;OASL;HERC6;SECTM1;RIGI;IRF9;OAS2;PARP12;IFIH1;CASP7;SP110;BST2;IFIT3;UBE2L6;AUTS2;IRF7;LYSMD2;MX2;IFI27;ISG15;VAMP5;IFI44;OAS3;OGFR;USP18;PTPN6;STAT2;CMPK2;ADAR;HLA-B;ISG20;IRF5;IFI44L;LGALS3BP;WARS1;APOL6;RSAD2;IL15RA;XAF1;NLRC5;PLSCR1;RBCK1;PSMA2
