mouse	dataset	gsm	arm	cell_class	is_epi	is_epi_loose	is_tnk	sftpc_pos	ptprc_pos	Cldn4_count	Cldn4_logn	ifn_score	mhc_score	tj_score
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	FALSE	FALSE	11	1.78621289217931	0.0496822782126438	0.22660954240747	0.709658934321867
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	63	1.64429502579564	0.217745483342229	0.375644791656772	0.758308155539748
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	3	0.974005828485231	0.106698576497329	0.4347737690005	0.854539920585826
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	FALSE	FALSE	FALSE	TRUE	1	0.289013245964608	0.131264991601283	0.892439393906676	0.0654106110025081
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	FALSE	FALSE	95	1.9509689680365	0.287645934047736	0.451633664236045	0.865614036655192
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	TRUE	FALSE	TRUE	TRUE	7	1.11682423089989	0.21252226869603	0.41704653658065	0.699372682764367
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	FALSE	FALSE	79	2.75877150957675	0.245051075897779	0.583392757747617	1.35311190530602
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	FALSE	FALSE	FALSE	FALSE	1	3.01086811188981	0	0	0
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	FALSE	FALSE	2	0.618058396689509	0.0712075051520289	0.360570943031317	0.717574380495601
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	FALSE	FALSE	FALSE	FALSE	1	2.74308805784308	0	0.182872537189539	0.211006773680237
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	FALSE	FALSE	FALSE	FALSE	5	4.41038098622633	0.189893407088723	0	0.438215554820129
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	TRUE	FALSE	FALSE	TRUE	23	0.634555341359679	0.0200713583959499	0.112844200686133	0.368931435781433
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	22	2.0273497155382	0.279702339531798	0.471613359312706	0.845574260259066
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	5	1.95245287211938	0.154977176783755	0.477718648039909	0.836647444133815
GSE165641_KL1	GSE165641	GSM5047302	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	60	2.19275707888071	0.033219466964132	0.49164837827347	1.16546834235602
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	TRUE	FALSE	FALSE	TRUE	1	1.15422126613243	0.0769480844088289	0.486060008982593	0
GSE165641_KL1	GSE165641	GSM5047302	KL	other	FALSE	TRUE	FALSE	FALSE	TRUE	17	2.39160889243104	0.141674873807647	0.528144110605228	0.409929206566854
